condition,seed,semantic_val_MAE,semantic_val_R2,semantic_test_MAE,semantic_test_R2,temporal_channels_fit,temporal_val_MAE,temporal_test_MAE,temporal_val_mean_channel_R2,temporal_test_mean_channel_R2
cls_only,11,0.6689117550849915,0.1565040796995163,0.7279189825057983,0.17799751460552216,30,0.8850199968774288,0.8963445777211105,0.005448444684346517,-0.03863253394762675
cls_only,23,0.6793355345726013,0.13305886089801788,0.7302283644676208,0.16661620140075684,30,0.8912509234803206,0.8842701969009026,0.01549902359644572,0.013724523782730102
cls_only,101,0.6749886870384216,0.13287146389484406,0.7308999300003052,0.15995067358016968,30,0.8940798949747778,0.89923251124563,0.016187431414922078,-0.02595553994178772
cls_count,11,0.6735944151878357,0.15012772381305695,0.7312423586845398,0.16670508682727814,30,0.890922200387248,0.8985750531312391,0.003579125801722209,-0.028464245796203613
cls_count,23,0.6737005114555359,0.1386367529630661,0.73112952709198,0.16934746503829956,30,0.8911337975720378,0.8874685561445794,0.01150294542312622,0.012995115915934245
cls_count,101,0.6746444702148438,0.1372774988412857,0.7376137971878052,0.15170098841190338,30,0.8933094552688108,0.8991106997512386,0.00842134157816569,-0.02604124148686727
cls_count_temp,11,0.6707397699356079,0.1515093743801117,0.7284902334213257,0.17085374891757965,30,0.8863664612258428,0.8819929355253823,0.007834513982137045,0.0022172351678212483
cls_count_temp,23,0.6765848398208618,0.13146336376667023,0.7301153540611267,0.16834460198879242,30,0.8910213656191421,0.8960412450523796,-0.000270231564839681,-0.021606632073720298
cls_count_temp,101,0.6717662811279297,0.14293591678142548,0.7307848334312439,0.16837362945079803,30,0.8836012185930536,0.882396335469445,0.015210795402526855,-0.005972069501876831
