condition,seed,lambda_count,lambda_temp,epoch,train_loss,train_loss_cls,train_loss_count,train_loss_temp,train_accuracy,train_balanced_accuracy,train_macro_f1,train_l1_fr,train_l2_fr,train_l3_fr,train_l1_dead_fraction,train_l2_dead_fraction,train_l3_dead_fraction,val_loss,val_loss_cls,val_loss_count,val_loss_temp,val_accuracy,val_balanced_accuracy,val_macro_f1,val_l1_fr,val_l2_fr,val_l3_fr,val_l1_dead_fraction,val_l2_dead_fraction,val_l3_dead_fraction
cls_only,11,0.0,0.0,11,1.7937211175508136,1.7937211175508136,0.6315495334094083,0.716622099091735,0.37341772151898733,0.36313546027697563,0.3894120544732376,0.0012374105332772943,0.005074899407881725,0.011998912956141219,0.1796875,0.109375,0.015625,2.437122556898329,2.437122556898329,0.5048120580022297,0.6114536911722214,0.23809523809523808,0.22453703703703706,0.1999689440993789,0.0008728996155753969,0.002654544890873016,0.006314232235863095,0.484375,0.1796875,0.0
cls_only,11,0.0,0.0,12,1.668554893022851,1.668554893022851,0.6653627376013165,0.7672194499003736,0.41139240506329117,0.40347420244097904,0.431244632361589,0.0014106653913666931,0.0062610288209553,0.014010562172418908,0.1640625,0.109375,0.0,2.4599999965183317,2.4599999965183317,0.5353160926273891,0.6629401341317191,0.23809523809523808,0.22857142857142856,0.20670972545972546,0.0010216122581845238,0.0035754007006448415,0.008443196614583334,0.46875,0.1796875,0.0
cls_only,11,0.0,0.0,13,1.5290156240704693,1.5290156240704693,0.7407386793365961,0.8855946033815795,0.504746835443038,0.5020950424189,0.5355028262112649,0.0016214394871192643,0.007879329633109177,0.018517989146558545,0.171875,0.1015625,0.0,2.4457494342137895,2.4457494342137895,0.6493419541252984,0.7900262285792639,0.23809523809523808,0.23425925925925925,0.21633516294507005,0.0012136792379712302,0.004963466099330357,0.013028099423363096,0.4453125,0.15625,0.0
cls_only,11,0.0,0.0,14,1.4052763468102565,1.4052763468102565,0.8259449835065045,0.9647293588783168,0.5348101265822784,0.5307606393821128,0.5567160147216987,0.0018340485005439082,0.009438333632070807,0.02184546748294106,0.1640625,0.1015625,0.0,2.5019357204437256,2.5019357204437256,0.6918358187826853,0.8291473284600273,0.25396825396825395,0.2504298941798942,0.24493265442922194,0.0013548835875496032,0.005900307307167659,0.015085371713789682,0.4140625,0.1328125,0.0
cls_only,11,0.0,0.0,15,1.279203431515754,1.279203431515754,0.8829326071316683,1.0397780831856063,0.5680379746835443,0.5637896174638666,0.5835981234186346,0.0020153190516218355,0.01079786276515526,0.025229152244857594,0.171875,0.078125,0.0,2.5077677265046137,2.5077677265046137,0.7569861544503106,0.9123042594818842,0.2698412698412698,0.27033730158730157,0.274665172336741,0.001491728283110119,0.006961156451512897,0.017665318080357144,0.4140625,0.1171875,0.0
cls_only,11,0.0,0.0,16,1.1410456488404093,1.1410456488404093,0.9561045946954172,1.0876618020142181,0.6265822784810127,0.6211971369750692,0.6437271595249948,0.002157621745821796,0.01163492323477057,0.02678178231927413,0.171875,0.0859375,0.0,2.521923617711143,2.521923617711143,0.8322450906511337,0.975970951337663,0.31746031746031744,0.3213955026455026,0.30489576901190174,0.0016128297836061508,0.00781952388702877,0.0211181640625,0.4140625,0.1015625,0.0
cls_only,11,0.0,0.0,17,1.0403409124929694,1.0403409124929694,1.0276332505141632,1.1744869841804988,0.6455696202531646,0.6389929555528006,0.6623307615590469,0.002322136601315269,0.012838580940343156,0.03170892256724683,0.171875,0.0859375,0.0,2.455304558314974,2.455304558314974,0.9094124389073205,1.0719565891084217,0.3253968253968254,0.33108465608465604,0.32037126548837414,0.0017414395771329365,0.008769928462921626,0.024812728639632936,0.390625,0.1015625,0.0
cls_only,11,0.0,0.0,18,0.9782936037341251,0.9782936037341251,1.1227111348622962,1.2765479525433312,0.6708860759493671,0.6679830147483542,0.6874501255560777,0.0024501945399030855,0.013672357873071599,0.03530709954756725,0.1640625,0.0859375,0.0,2.4861135255722773,2.4861135255722773,0.9769258063936991,1.1199534620557512,0.30952380952380953,0.3106150793650793,0.3088332212283576,0.001808045402405754,0.009196690150669642,0.02663457961309524,0.3671875,0.109375,0.0
cls_only,11,0.0,0.0,19,0.9215648038477837,0.9215648038477837,1.1800301829470863,1.2930174070068552,0.6882911392405063,0.6828032240593543,0.7043084758457571,0.0025227220752571202,0.014015922063513648,0.03721502762806567,0.1640625,0.078125,0.0,2.506002528326852,2.506002528326852,1.0125192839001853,1.140125827183799,0.30952380952380953,0.30380291005291005,0.3007084954095824,0.0018753778366815475,0.009557330419146826,0.028292701357886904,0.3671875,0.0859375,0.0
cls_only,11,0.0,0.0,20,0.8642594489870192,0.8642594489870192,1.2025829764861096,1.2866035171701937,0.7025316455696202,0.7003404858037515,0.7202148422032314,0.0026096392281447786,0.014440995228441455,0.037964929508257514,0.1640625,0.078125,0.0,2.703674902991643,2.703674902991643,1.0459857819572327,1.1464851848662845,0.3492063492063492,0.3467261904761904,0.33806087119612876,0.0019431946769593255,0.009982154482886904,0.029579768105158732,0.3828125,0.078125,0.0
cls_only,11,0.0,0.0,21,0.8383286044567446,0.8383286044567446,1.26358994954749,1.2980790772015536,0.7151898734177216,0.707569088869906,0.72796809110286,0.0026993570448477057,0.015000451969195016,0.04009082649327532,0.1640625,0.0703125,0.0,2.552367967272562,2.552367967272562,1.1051705602615598,1.1738418567748297,0.38095238095238093,0.3823743386243386,0.3769470498637166,0.001990424262152778,0.010285150437127976,0.03125,0.3828125,0.09375,0.0
cls_only,11,0.0,0.0,22,0.7847973553440238,0.7847973553440238,1.3010542498359197,1.3400388548645792,0.7468354430379747,0.7433863923618506,0.7611701776019175,0.0027447954008850872,0.015387426448773734,0.04208798951740506,0.1640625,0.0703125,0.0,2.5535140226757718,2.5535140226757718,1.1493881221801516,1.2168783536033025,0.40476190476190477,0.41200396825396823,0.4064674026204291,0.002032567584325397,0.010650392562624008,0.033066038101438495,0.375,0.09375,0.0
cls_only,11,0.0,0.0,23,0.7469846281824233,0.7469846281824233,1.2945108217529104,1.3475206139721447,0.7531645569620253,0.7477639384715067,0.7660672642919953,0.0028058305571350872,0.015745718267899524,0.04341424869585641,0.1640625,0.0625,0.0,2.6222778312743658,2.6222778312743658,1.1190659356495691,1.225706384295509,0.4603174603174603,0.4696428571428571,0.4520370137910439,0.002091180710565476,0.011065528506324404,0.03369770352802579,0.3671875,0.0859375,0.0
cls_only,11,0.0,0.0,24,0.7075567713266686,0.7075567713266686,1.2869799770886385,1.3787444075451623,0.7705696202531646,0.7695260589049621,0.7846109069790264,0.0028904782065862344,0.016433039798012264,0.0436765453483485,0.1640625,0.0546875,0.0,2.4713910193670365,2.4713910193670365,1.1617277406510853,1.2843812590553647,0.47619047619047616,0.4754298941798942,0.4704641500474834,0.002175225151909722,0.011742485894097222,0.034977504185267856,0.3515625,0.078125,0.0
cls_only,11,0.0,0.0,25,0.6816517959667158,0.6816517959667158,1.358154535293579,1.4420327521577667,0.7800632911392406,0.7757649701149029,0.7920823823913422,0.002980775470975079,0.01714638818668414,0.0457202573365803,0.1640625,0.0546875,0.0,2.528231669986059,2.528231669986059,1.243936682504321,1.3415079041132851,0.47619047619047616,0.47705026455026456,0.4732742489708434,0.0022454640221974205,0.012390378921750992,0.037495930989583336,0.34375,0.078125,0.0
cls_only,11,0.0,0.0,26,0.6337385856652562,0.6337385856652562,1.4116998744916311,1.4794375489029703,0.805379746835443,0.8031308582157325,0.818477785055141,0.0030602080912529666,0.017683536191529865,0.048211109789111944,0.1640625,0.0546875,0.0,2.298117751166934,2.298117751166934,1.2610500521130033,1.368707289771428,0.47619047619047616,0.4735780423280423,0.4629198888486814,0.0023014129154265875,0.012623136005704366,0.03936040969122024,0.34375,0.078125,0.0
cls_only,11,0.0,0.0,27,0.6133120671103273,0.6133120671103273,1.4285876449150374,1.4897053105921685,0.8069620253164557,0.8025209014060088,0.8176040550449248,0.0031365986111797865,0.0180002043518839,0.04979203622552413,0.1640625,0.0625,0.0,2.487021870083279,2.487021870083279,1.2887958836933924,1.3682748022533597,0.47619047619047616,0.4796957671957672,0.46403061067248713,0.002377464657738095,0.01319425068204365,0.0413818359375,0.34375,0.078125,0.0
cls_only,11,0.0,0.0,28,0.5821951212762277,0.5821951212762277,1.4268267033975335,1.486465598963484,0.8164556962025317,0.8142058244479249,0.8279708300671081,0.0032263647151898733,0.0186713496340981,0.051603003393245646,0.1640625,0.0625,0.0,2.3842340991610573,2.3842340991610573,1.267975888555012,1.3820458877654302,0.47619047619047616,0.4770502645502645,0.4734588843311634,0.002441890656001984,0.013588314964657738,0.04181489490327381,0.34375,0.0703125,0.0
cls_only,11,0.0,0.0,29,0.5493936904623539,0.5493936904623539,1.4133188226554967,1.5165096838263017,0.8275316455696202,0.8241728045705958,0.8397135749090299,0.003292614900613133,0.019147848781151108,0.05165998241569422,0.1640625,0.0625,0.0,2.3477658544267928,2.3477658544267928,1.293936850532653,1.4300505547296434,0.5,0.4978835978835979,0.49219778959717037,0.0024883936321924605,0.014129396468874008,0.043116978236607144,0.34375,0.0703125,0.0
cls_only,11,0.0,0.0,30,0.5303815867327437,0.5303815867327437,1.4711031943936892,1.5774657303773905,0.8291139240506329,0.8253765890990924,0.8391339133264522,0.003363066081759296,0.01993816713743572,0.054004717476760285,0.1640625,0.0625,0.0,2.5005595684051514,2.5005595684051514,1.3557594901039487,1.471273418456789,0.5,0.49927248677248676,0.49512293780736183,0.0025533040364583335,0.014683072529141866,0.04507058764260913,0.34375,0.0703125,0.0
cls_only,11,0.0,0.0,31,0.5015622169911107,0.5015622169911107,1.5079617470125608,1.6037067944490457,0.8528481012658228,0.8501009520771085,0.8622873937891012,0.0034358833409562895,0.02043156684199466,0.05535898329336432,0.1640625,0.0703125,0.0,2.489039621655903,2.489039621655903,1.402056752689301,1.5035306158519925,0.5079365079365079,0.5034391534391535,0.5067503269677183,0.002613128177703373,0.015254429408482142,0.046476333860367064,0.3203125,0.0703125,0.0
cls_only,11,0.0,0.0,32,0.48929796415039256,0.48929796415039256,1.5655633301674565,1.6332246517833275,0.8575949367088608,0.8548970904615095,0.8655306266726243,0.0035198066808000395,0.021396154089819028,0.05731046652492089,0.1640625,0.0625,0.0,2.5478240383995905,2.5478240383995905,1.4156793942527166,1.5098508634264507,0.5079365079365079,0.5103835978835979,0.4975365969454451,0.002677796378968254,0.015844920324900792,0.047418987940228176,0.3203125,0.0703125,0.0
cls_only,11,0.0,0.0,33,0.45615054912204983,0.45615054912204983,1.5335223433337635,1.6110034773621378,0.8623417721518988,0.8595887438373735,0.8711300659778217,0.0035936379734473893,0.021795924705795094,0.0567080340807951,0.1640625,0.046875,0.0,2.6032635862865146,2.6032635862865146,1.4095368215015955,1.5136731711644975,0.5158730158730159,0.5145502645502645,0.5078760019936491,0.0027378627232142855,0.016263204907614088,0.04782492016989087,0.3125,0.0703125,0.0
cls_only,11,0.0,0.0,34,0.44925529066520403,0.44925529066520403,1.5637411618534522,1.6392116501361509,0.865506329113924,0.8598563896808781,0.8713020448914883,0.0036657309230369857,0.02240526223484474,0.057930958421924444,0.1640625,0.0390625,0.0,2.569903407778059,2.569903407778059,1.4538884333201818,1.5268189225878035,0.5396825396825397,0.5353835978835979,0.5259593005606937,0.0027875143384176585,0.016741798037574404,0.04923211960565476,0.296875,0.0546875,0.0
cls_only,11,0.0,0.0,35,0.43224856295163117,0.43224856295163117,1.6042184452467327,1.6627271522449543,0.8686708860759493,0.8651765544023502,0.8753537414307145,0.003742459454113924,0.022973603840115705,0.06052900869635087,0.15625,0.0390625,0.0,2.5079719187721374,2.5079719187721374,1.519429293889848,1.592223330149575,0.5396825396825397,0.5353835978835979,0.5268641897318368,0.0028589642237103175,0.017304435608878968,0.051706949869791664,0.296875,0.046875,0.0
cls_only,11,0.0,0.0,36,0.42917754604846614,0.42917754604846614,1.6715290531327454,1.7320952098580855,0.8670886075949367,0.863922840579952,0.8725259728876824,0.0037972655477403086,0.02339433114739913,0.06205411500568631,0.1640625,0.0390625,0.0,2.677513550198267,2.677513550198267,1.5510008846010481,1.6254839897155762,0.5158730158730159,0.5131613756613757,0.4953216997359399,0.0028972322978670635,0.017610580202132936,0.053063286675347224,0.2890625,0.0546875,0.0
cls_only,11,0.0,0.0,37,0.4265229128584077,0.4265229128584077,1.6174578455430042,1.6955316338358046,0.8639240506329114,0.8607269145158192,0.8685011319870198,0.00381725649290447,0.0231222321715536,0.06049694592439676,0.15625,0.0390625,0.0,2.379996307312496,2.379996307312496,1.4803144155986725,1.5857802610548715,0.5238095238095238,0.5188492063492064,0.5095735404468634,0.0029078892299107145,0.01741148933531746,0.050521608382936505,0.2890625,0.0546875,0.0
cls_only,11,0.0,0.0,38,0.3892497390131407,0.3892497390131407,1.5933776173410537,1.711848168433467,0.8734177215189873,0.8715523317787297,0.8782618005314475,0.0038641434681566454,0.023718483840362934,0.06026931955844541,0.15625,0.046875,0.0,2.6346648950425404,2.6346648950425404,1.5304944817982022,1.6469662397626847,0.5396825396825397,0.5389550264550265,0.5294355737247449,0.002980065724206349,0.01825314476376488,0.05302598741319445,0.2890625,0.046875,0.0
cls_only,11,0.0,0.0,39,0.36665803646739525,0.36665803646739525,1.6639922585668443,1.7524977967708926,0.879746835443038,0.8786470023232541,0.8854060438596751,0.0039468113380142405,0.02449291567259197,0.063028166565714,0.15625,0.046875,0.0,2.731259822845459,2.731259822845459,1.5940888117230128,1.6876204581487746,0.5079365079365079,0.5049603174603174,0.4940498136313232,0.0030355302114335315,0.0188354007781498,0.05542234390500992,0.2890625,0.046875,0.0
cls_only,11,0.0,0.0,40,0.35434487122523634,0.35434487122523634,1.6901190069657337,1.767065426971339,0.8860759493670886,0.8852502997397735,0.889934638742217,0.004014703291880933,0.025224033790298656,0.0636847773684731,0.15625,0.0390625,0.0,2.659995022274199,2.659995022274199,1.6105816818418957,1.7083160763695127,0.5079365079365079,0.5062169312169312,0.5006023145749335,0.0030914791046626985,0.019258771623883928,0.05593242342509921,0.2890625,0.046875,0.0
cls_only,11,0.0,0.0,41,0.33838048086890693,0.33838048086890693,1.7743802040438108,1.8132487701464304,0.8971518987341772,0.896858259573052,0.9001993207807838,0.004077766515031646,0.025644229937203323,0.0662930645520174,0.1484375,0.046875,0.0,2.670975060690017,2.670975060690017,1.6884086718634954,1.7335252856451369,0.5,0.4943121693121693,0.48863958853567774,0.003127567351810516,0.019569518074156748,0.0575987800719246,0.296875,0.046875,0.0
cls_only,11,0.0,0.0,42,0.3482973115353645,0.3482973115353645,1.7839976277532457,1.8143517095831376,0.8924050632911392,0.89162796608578,0.8970810536046193,0.0041196316103392005,0.025924296318730222,0.0663993932023833,0.1484375,0.0390625,0.0,2.656987678437006,2.656987678437006,1.6433965857066806,1.7358057480009774,0.5238095238095238,0.5247354497354497,0.5271690995813803,0.0031561473059275795,0.01978701636904762,0.05768451993427579,0.296875,0.046875,0.0
cls_only,11,0.0,0.0,43,0.33287691805936115,0.33287691805936115,1.7670350104947634,1.811580371253098,0.8987341772151899,0.8978506540448374,0.9011548258586424,0.004130544541757318,0.02610484256020075,0.06671470931813686,0.140625,0.0390625,0.0,2.824570625547379,2.824570625547379,1.719386199164012,1.7680326908353776,0.5396825396825397,0.5375992063492064,0.5315340140684434,0.003150818839905754,0.01958744109623016,0.05858987475198413,0.296875,0.046875,0.0
cls_only,11,0.0,0.0,44,0.34847992545441736,0.34847992545441736,1.8132950384405595,1.844256493109691,0.8908227848101266,0.8885158256381911,0.8921719898821707,0.004095922542523734,0.025137792659711233,0.06638828712173656,0.1328125,0.03125,0.0,3.0426652923462885,3.0426652923462885,1.6541291588828677,1.7337281628260537,0.5238095238095238,0.5158399470899472,0.5081142054826265,0.003112550765749008,0.019079299200148808,0.05613926478794643,0.265625,0.046875,0.0
cls_only,11,0.0,0.0,45,0.333393548485599,0.333393548485599,1.715510134455524,1.7484873804865004,0.8987341772151899,0.8965151298495191,0.901968876897647,0.004052512253387065,0.024758544149278087,0.06370418886595135,0.1328125,0.03125,0.0,2.8507198416997515,2.8507198416997515,1.6219299672141907,1.6501068898609705,0.47619047619047616,0.47695105820105826,0.45618429434790997,0.003089057074652778,0.018917023189484128,0.05483039977058532,0.2734375,0.046875,0.0
cls_only,11,0.0,0.0,46,0.31973487176472626,0.31973487176472626,1.6757412681096717,1.7225300616855863,0.9113924050632911,0.9120581259352919,0.9159199798906386,0.00406651557246341,0.02497076686424545,0.06200457222854035,0.140625,0.03125,0.0,2.5782105165814597,2.5782105165814597,1.5522017365410214,1.6575021232877458,0.5158730158730159,0.5132936507936509,0.4974920999980162,0.0031445215618799605,0.019378419906374008,0.053914388020833336,0.28125,0.0390625,0.0
cls_only,11,0.0,0.0,47,0.28560883674440507,0.28560883674440507,1.6823813688905933,1.736814948576915,0.9224683544303798,0.9221311453075057,0.9252616175116833,0.004151066647300237,0.025594832021978837,0.06242641014388845,0.140625,0.03125,0.0,2.6455118769691106,2.6455118769691106,1.6246853820861331,1.6969906356599596,0.5238095238095238,0.5238095238095238,0.5137567388788954,0.003219362289186508,0.020071604895213292,0.05603172665550595,0.28125,0.0390625,0.0
cls_only,11,0.0,0.0,48,0.2551523771467088,0.2551523771467088,1.7134277292444735,1.7567226343517062,0.9240506329113924,0.920830052028236,0.9255212714498547,0.004240301590931567,0.02616863009295886,0.06426615654667721,0.140625,0.0234375,0.0,2.884092853182838,2.884092853182838,1.6239389408202398,1.7018637373333885,0.5079365079365079,0.5120039682539682,0.48712224062287995,0.003281366257440476,0.020564730205233136,0.05760604616195437,0.2734375,0.0390625,0.0
cls_only,11,0.0,0.0,49,0.25164416206033924,0.25164416206033924,1.7181813173656222,1.7622516638115993,0.9256329113924051,0.9259564429520525,0.9279027649197515,0.004302302493324763,0.026558936396731608,0.06529554536071004,0.1328125,0.0234375,0.0,2.7594082506876143,2.7594082506876143,1.6661890366720775,1.739579541342599,0.5555555555555556,0.5551587301587302,0.5532765394220502,0.0033472454737103175,0.020892188662574404,0.05794803679935516,0.2734375,0.0390625,0.0
cls_only,11,0.0,0.0,50,0.2504072675976572,0.2504072675976572,1.7529327778876582,1.7961990199511564,0.9240506329113924,0.9222988275422801,0.9265690255089342,0.0043808659420737734,0.02715093878251088,0.06537570229059533,0.1328125,0.0234375,0.0,2.796566917782738,2.796566917782738,1.6816562716923062,1.7596034795518904,0.5396825396825397,0.5461309523809524,0.5332368607220656,0.003425234840029762,0.021670871310763888,0.059384300595238096,0.28125,0.0390625,0.0
cls_only,11,0.0,0.0,51,0.2395959023056151,0.2395959023056151,1.7555025981951364,1.7696501590028595,0.9272151898734177,0.9281357123320375,0.929393737426591,0.0044473575640328325,0.02750609192667128,0.06596529031101661,0.125,0.0234375,0.0,2.8052305115593805,2.8052305115593805,1.7165623468066018,1.7525607782696921,0.5952380952380952,0.5947420634920636,0.5906909317862664,0.0034768240792410715,0.021915738544766864,0.05957273453000992,0.28125,0.0390625,0.0
cls_only,11,0.0,0.0,52,0.21016158597378792,0.21016158597378792,1.8125694220579123,1.7887209985829606,0.9382911392405063,0.9384659833945325,0.9407931720781194,0.004505881780310523,0.027982832510260087,0.06678221497354628,0.1171875,0.03125,0.0,2.6970564108046275,2.6970564108046275,1.7860827445983887,1.7777952845134433,0.5634920634920635,0.5669642857142858,0.5700310056682605,0.003533257378472222,0.022482493567088292,0.061309814453125,0.28125,0.0390625,0.0
cls_only,11,0.0,0.0,53,0.20365990717199783,0.20365990717199783,1.844516806964633,1.8055417356611807,0.9382911392405063,0.9390700740639989,0.9405764910999986,0.004570393622676029,0.028451943699317642,0.0685474057740803,0.1171875,0.03125,0.0,2.850114633166601,2.850114633166601,1.7876428384629508,1.7848258283403184,0.5555555555555556,0.5513558201058201,0.5331522367418854,0.003586057632688492,0.02278936476934524,0.06305464487227183,0.2734375,0.0390625,0.0
cls_only,11,0.0,0.0,54,0.20040081215055683,0.20040081215055683,1.8414997994145261,1.7934597504289844,0.939873417721519,0.9406492650923332,0.9422213356918756,0.004610278938390031,0.02844020988367781,0.06954434551770174,0.109375,0.03125,0.0,2.8845265933445523,2.8845265933445523,1.7876311975812156,1.7669042348861694,0.5952380952380952,0.6024801587301588,0.5905117368584861,0.0036001054067460315,0.022629510788690476,0.06288268074156746,0.2734375,0.03125,0.0
cls_only,11,0.0,0.0,55,0.18527943914449668,0.18527943914449668,1.8514067568356478,1.800401901896996,0.9414556962025317,0.9415143009129877,0.9429105808444856,0.0046447077883949766,0.028571599646459653,0.06973083109795293,0.109375,0.03125,0.0,2.9028497499132913,2.9028497499132913,1.8066900003524053,1.7971458264759608,0.6111111111111112,0.6163690476190476,0.6082991325696435,0.0036565387059771825,0.023114885602678572,0.06423707992311507,0.2734375,0.0234375,0.0
cls_only,11,0.0,0.0,56,0.17780353770225862,0.17780353770225862,1.8731473005270656,1.8243292539934568,0.9414556962025317,0.9416112113652049,0.9439733562328801,0.004726120188266416,0.029458540904371045,0.07117075859745846,0.1171875,0.0234375,0.0,2.957883535869538,2.957883535869538,1.8767262034946017,1.8268925575982957,0.5714285714285714,0.5718253968253969,0.5678550725982813,0.0037398565383184525,0.024077884734623016,0.06612141927083333,0.2734375,0.03125,0.0
cls_only,11,0.0,0.0,57,0.16704064966002596,0.16704064966002596,1.926963699014881,1.8469826299932939,0.9493670886075949,0.9492981401097794,0.9511655422387809,0.004797537115555775,0.030079274237910403,0.07278509985042524,0.109375,0.0234375,0.0,2.9388054968818786,2.9388054968818786,1.9091109396919372,1.8665445683494446,0.5952380952380952,0.5975198412698414,0.5913541137731845,0.0037858751085069445,0.024444580078125,0.06758190336681548,0.2734375,0.03125,0.0
cls_only,11,0.0,0.0,58,0.1617653266161303,0.1617653266161303,1.9353023827830447,1.8580442093595673,0.9525316455696202,0.9530928558716076,0.9545739434103812,0.004843313482743275,0.03032240082946005,0.07364905635012856,0.109375,0.0234375,0.0,2.8636516805679078,2.8636516805679078,1.9142230881585016,1.870444101000589,0.6031746031746031,0.6044642857142858,0.5949616279075483,0.0038205101376488095,0.024622599283854168,0.06844027080233135,0.2734375,0.0234375,0.0
cls_only,11,0.0,0.0,59,0.14965492138002492,0.14965492138002492,1.947169468372683,1.8741854866848717,0.9556962025316456,0.9546374307413296,0.9565221945411267,0.004877500896212421,0.030540128297443632,0.07507005522522746,0.109375,0.0234375,0.0,2.8569015018523687,2.8569015018523687,1.940432896689763,1.8893926105802021,0.5873015873015873,0.5919642857142858,0.5804660975755672,0.00385344974578373,0.024947151305183532,0.0700102306547619,0.2734375,0.0234375,0.0
