epoch,train_objective_loss,train_loss,train_balanced_accuracy,train_accuracy,train_macro_f1,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,train_output_firing_rate,val_output_firing_rate,train_hidden1_firing_rate,train_hidden2_firing_rate,val_hidden1_firing_rate,val_hidden2_firing_rate
1,2.48490686536585,2.48490686536585,0.08333333333333333,0.07756813417190776,0.01199740596627756,2.484906855083647,0.08333333333333333,0.07738095238095238,0.011970534069981583,0.0,0.0,4.094601677148847e-05,8.189203354297694e-06,8.719308035714285e-06,0.0
2,2.48490686536585,2.48490686536585,0.08333333333333333,0.07756813417190776,0.01199740596627756,2.484906855083647,0.08333333333333333,0.07738095238095238,0.011970534069981583,0.0,0.0,5.425347222222222e-05,2.354395964360587e-05,2.0345052083333332e-05,0.0
3,2.4847933681256116,2.484566373645135,0.08735465116279069,0.08176100628930817,0.019897190271618626,2.484906855083647,0.08333333333333333,0.07738095238095238,0.011970534069981583,3.275681341719078e-05,0.0,0.0001136251965408805,7.267917976939204e-05,6.103515625e-05,5.8128720238095235e-06
4,2.4840628016169966,2.4837264684761093,0.08943798449612402,0.08385744234800839,0.02392528827249057,2.484906855083647,0.08333333333333333,0.07738095238095238,0.011970534069981583,0.0001637840670859539,0.0,0.0001832334250524109,0.00016276041666666666,0.00012497674851190475,3.197079613095238e-05
5,2.4836439366610543,2.4827982734584206,0.09137596899224805,0.0859538784067086,0.02766398472179152,2.485050303595407,0.07692307692307693,0.07142857142857142,0.011111111111111112,0.0003275681341719078,9.300595238095238e-05,0.0003214262316561845,0.0003204025812368973,0.0002296084449404762,0.00016566685267857144
6,2.482734807132425,2.4815699809252343,0.09554263565891473,0.09014675052410902,0.03503469394558504,2.485343161083403,0.07051282051282051,0.06547619047619048,0.010416666666666666,0.000545946890286513,0.00027901785714285713,0.000575291535639413,0.000570173283542977,0.0003981817336309524,0.0003720238095238095
7,2.4817353009677783,2.4792887789648286,0.10358736870364778,0.09853249475890985,0.04927363444278521,2.4860722110384987,0.07051282051282051,0.06547619047619048,0.010476190476190477,0.0009390286512928022,0.000744047619047619,0.0009519948899371069,0.0010031774109014674,0.0006365094866071429,0.0007237025669642857
8,2.478519174287904,2.4755099639452727,0.11574953086580995,0.1111111111111111,0.07060765068556658,2.4866578578948975,0.06410256410256411,0.05952380952380952,0.009578544061302681,0.0016269217330538085,0.0011160714285714285,0.001600989255765199,0.0019132026336477986,0.0009445917038690476,0.001258486793154762
9,2.4737971848661795,2.4694391631480284,0.10512104523732431,0.10272536687631027,0.07263934826137769,2.488022599901472,0.07005494505494506,0.06547619047619048,0.017286537454164485,0.0036032494758909852,0.0025111607142857145,0.002611332219601677,0.00390625,0.0014735630580357143,0.002296084449404762
10,2.468306879327482,2.464745449070161,0.114716687391106,0.11320754716981132,0.08010728493223437,2.4883521624973843,0.076007326007326,0.07142857142857142,0.024634830190385745,0.005874388539482879,0.003968253968253968,0.0036063204271488468,0.0062186762971698116,0.0019385928199404762,0.0032639276413690475
11,2.4623224290411927,2.453928380642297,0.14834902858158672,0.1488469601677149,0.12933617311769144,2.485949675242106,0.08001373626373626,0.07738095238095238,0.042893518518518525,0.007850716282320055,0.004557291666666667,0.004775329205974843,0.008746069182389937,0.002612885974702381,0.004574730282738095
12,2.4475676883441597,2.432027131506482,0.2254728088667042,0.23270440251572327,0.20377078533036222,2.4782869929359075,0.11126373626373626,0.1130952380952381,0.07543858577459424,0.016596785464709992,0.009517609126984126,0.007300674790356394,0.015618858097484277,0.004092261904761905,0.008169991629464286
13,2.4255919471476814,2.4092801696849317,0.25046137527968926,0.2578616352201258,0.2137677852378229,2.468176705496652,0.14010989010989008,0.1488095238095238,0.09677706552706551,0.03163216282320056,0.016586061507936508,0.01141779677672956,0.028800404546645703,0.006661551339285714,0.015302385602678572
14,2.401214472652731,2.38310598877241,0.2949946936138797,0.3060796645702306,0.24847894048117766,2.45793662752424,0.158367673992674,0.17261904761904762,0.13250700656450085,0.03471130328441649,0.01804315476190476,0.014595207678197065,0.041146652253668765,0.008835565476190476,0.02265566871279762
15,2.376272199538769,2.3625464269450127,0.32912125826370014,0.3438155136268344,0.2766067549899178,2.4523208254859563,0.14869505494505494,0.16071428571428573,0.12228602365253986,0.04601240391334731,0.023313492063492064,0.01782891935272537,0.0552638151860587,0.010826474144345238,0.030840192522321428
16,2.354410923751895,2.3389144858474253,0.37069611186617,0.38155136268343814,0.30478802349048295,2.446973278408959,0.15323565323565322,0.16666666666666666,0.13724217002284284,0.045870457721872815,0.025514632936507936,0.02137382075471698,0.06941066398060797,0.013157435825892858,0.039486839657738096
17,2.3369940176949813,2.3210445555001185,0.3899002228217345,0.4025157232704403,0.32581754369609367,2.444059485480899,0.1232257326007326,0.13690476190476192,0.09408957852893779,0.0465146750524109,0.02855282738095238,0.02308843520702306,0.07695599122117401,0.014421735491071428,0.04415748232886905
18,2.3143430695843645,2.2976131864063896,0.41424259458416435,0.429769392033543,0.34022101752595696,2.4325217405954995,0.15745192307692307,0.17261904761904762,0.10905347903898217,0.053415443745632424,0.0359312996031746,0.024845019326519915,0.08407343258647798,0.015578497023809524,0.04908970424107143
19,2.291030360967608,2.281604441956654,0.4340036252463579,0.44234800838574423,0.36534693957047665,2.427919013159616,0.16506410256410256,0.17857142857142858,0.1261780025366982,0.05740085604472397,0.038721478174603176,0.02641427541928721,0.08970350989255765,0.016555059523809524,0.05268787202380952
20,2.27627398832789,2.2595546885356463,0.498366628199477,0.5073375262054507,0.4135702736397042,2.425987039293562,0.18618360805860804,0.20238095238095238,0.15234807512113982,0.05241090146750524,0.03388516865079365,0.027562811189727462,0.09264445754716981,0.017299107142857144,0.05455671037946429
21,2.2570587813979173,2.244606704831873,0.5047031694560764,0.5157232704402516,0.4166453655613374,2.4229760737646195,0.20829517704517705,0.2261904761904762,0.17175571117930868,0.047224406009783365,0.032924107142857144,0.028876154677672957,0.09692229264937106,0.018197195870535716,0.05751255580357143
22,2.2412968091744796,2.228946926208912,0.5270739446974911,0.5366876310272537,0.43525536222239136,2.418703590120588,0.17828525641025642,0.19642857142857142,0.13922102313597354,0.047486460517120896,0.0339781746031746,0.030501711543501047,0.10202416633909853,0.019199916294642856,0.06105840773809524
23,2.225109043361256,2.2121778389192976,0.5406048381702452,0.5471698113207547,0.44751436559698393,2.4199698311941966,0.1891979548229548,0.20238095238095238,0.1677545959834903,0.047639325646401116,0.03428819444444445,0.032456883844339625,0.1086625393081761,0.020609537760416668,0.06566220238095238
24,2.2052969432726846,2.1853984067025176,0.5988066909215165,0.610062893081761,0.525960647909726,2.4170179594130743,0.20701694139194138,0.22023809523809523,0.182981646327511,0.04876397624039133,0.03571428571428571,0.03435984997379455,0.11345117596960168,0.02188836960565476,0.06910051618303571
25,2.1785725442618444,2.165610701283069,0.6293971155163015,0.6436058700209644,0.5558246460342559,2.400650592077346,0.25066773504273504,0.26785714285714285,0.22437280679761884,0.054343553459119495,0.03838045634920635,0.036717316889412994,0.1175560141509434,0.023405529203869048,0.07187325613839286
26,2.164635405350531,2.1529882553988284,0.6348723681209146,0.649895178197065,0.5663754642435386,2.3941852705819264,0.2665789072039072,0.2857142857142857,0.23269370122630992,0.05429987770789658,0.039961557539682536,0.0395988928197065,0.12456597222222222,0.025614420572916668,0.07786923363095238
27,2.147673755821692,2.135546329386329,0.6530838118774165,0.6687631027253669,0.5799503635686206,2.3896145025889077,0.2640605921855922,0.27976190476190477,0.22596176524489553,0.051460953878406705,0.03782242063492063,0.042013684158805034,0.13155136268343814,0.02721005394345238,0.08387393043154762
28,2.1326236235020795,2.1249010053070836,0.6657699024341467,0.6813417190775681,0.5905448313780602,2.3850436210632324,0.27539300976800973,0.2916666666666667,0.23442409441289622,0.050314465408805034,0.036985367063492064,0.04380711969339623,0.13816312074161424,0.028610956101190476,0.08939325241815477
29,2.12146524963139,2.114568139522081,0.6783106441536674,0.6939203354297694,0.6043365359672979,2.3759190922691706,0.2674946581196581,0.2857142857142857,0.2246661793251781,0.05081673654786863,0.040271577380952384,0.04545110226677149,0.14342673119758909,0.029779343377976192,0.09352911086309523
30,2.1109856944414056,2.1048346050630324,0.6821866131459154,0.6981132075471698,0.6122803679820937,2.372983012880598,0.2843215811965812,0.30357142857142855,0.2515982047035399,0.05087133123689727,0.042317708333333336,0.04658735423218029,0.14633901664046123,0.030691964285714284,0.09659540085565477
