epoch,train_objective_loss,train_loss,train_balanced_accuracy,train_accuracy,train_macro_f1,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,train_output_firing_rate,val_output_firing_rate,train_hidden1_firing_rate,train_hidden2_firing_rate,val_hidden1_firing_rate,val_hidden2_firing_rate
1,2.4849069003278883,2.4849069003278883,0.08333333333333333,0.0762081784386617,0.01180195739781232,2.484906869056897,0.08333333333333333,0.07051282051282051,0.010978043912175649,0.0,0.0,1.5428961431226765e-05,0.0,0.0001439803685897436,5.321013621794872e-05
2,2.4849069003278883,2.4849069003278883,0.08333333333333333,0.0762081784386617,0.01180195739781232,2.484906869056897,0.08333333333333333,0.07051282051282051,0.010978043912175649,0.0,0.0,6.806894749070632e-05,0.0,0.00026292067307692306,9.703024839743589e-05
3,2.4849069003278883,2.4849069003278883,0.08333333333333333,0.0762081784386617,0.01180195739781232,2.4851748759929952,0.08333333333333333,0.07051282051282051,0.011178861788617886,0.0,0.0001669337606837607,0.0001978537407063197,1.724413336431227e-05,0.0005258413461538461,0.00028170072115384613
4,2.4849069003278883,2.4843186711733227,0.08810353409656546,0.08178438661710037,0.023960080870649974,2.485392215924385,0.08974358974358974,0.07692307692307693,0.0205761316872428,6.776641883519208e-05,0.0005675747863247864,0.00046649918680297396,0.00016518064591078066,0.0010141225961538462,0.0008294521233974359
5,2.4840634126202326,2.4812329364975145,0.10000829600132737,0.09479553903345725,0.04046616430260047,2.4813909897437463,0.10780885780885781,0.09615384615384616,0.03888888888888889,0.00046468401486988845,0.0018362713675213675,0.0008721901138475836,0.0005690564010223048,0.0017465444711538462,0.0023287259615384615
6,2.4796361276208247,2.474777635588522,0.10689397710303633,0.10594795539033457,0.0459403578528827,2.471331626940996,0.13111888111888112,0.12179487179487179,0.044532627865961204,0.0021782063197026023,0.005876068376068376,0.0017080767890334573,0.0024368683201672864,0.0031268780048076925,0.006544846754807692
7,2.473292354314301,2.466816171837562,0.10411293120352354,0.10780669144981413,0.05526885504285418,2.465412518916986,0.10676823176823176,0.10256410256410256,0.03911776945484811,0.006670151796778191,0.012887286324786324,0.002825315113847584,0.00643659967472119,0.004967322716346154,0.013844025440705128
8,2.4656402559528563,2.460304300138055,0.10657344977902468,0.11152416356877323,0.05530849873744562,2.459961298184517,0.10876623376623377,0.10897435897435898,0.04773678337285534,0.010929755266418836,0.019297542735042736,0.004105011326672863,0.011824937558085502,0.007161458333333333,0.022974258814102564
9,2.459811665311622,2.455433585829894,0.11793708614266106,0.12267657992565056,0.06254646191746678,2.4572963897998514,0.12067099567099566,0.12179487179487179,0.05682024012834446,0.013630731102850062,0.023237179487179488,0.004943620759758364,0.0153872124767658,0.008595002003205128,0.029027694310897436
10,2.454419853962044,2.4491524545676646,0.1387157412854277,0.14312267657992564,0.07305511252879675,2.454247786448552,0.1266233766233766,0.1282051282051282,0.05231800766283525,0.0153829770755886,0.025373931623931624,0.005040732458178439,0.015591419319237918,0.008695162259615384,0.029087164463141024
11,2.4474245269945563,2.441148954696372,0.1590956227280269,0.16171003717472118,0.08586285560923242,2.4505882202050624,0.1553030303030303,0.15384615384615385,0.0759797220323536,0.015276486988847584,0.026308760683760684,0.004814743552509293,0.014655698187732342,0.008388421474358974,0.027008839142628204
12,2.438981486075873,2.431044451809284,0.17683398192980074,0.17843866171003717,0.09509576768612914,2.447535203053401,0.14772727272727273,0.14743589743589744,0.06535682023486901,0.020881737918215612,0.0343215811965812,0.0054990633712825275,0.016765835559944237,0.009314903846153846,0.029500325520833332
13,2.4265752184346705,2.418737530265156,0.18809829340904619,0.1895910780669145,0.107568243500886,2.442874034245809,0.16843434343434346,0.16666666666666666,0.08469166175242027,0.025770600991325898,0.04056490384615385,0.007137256040892193,0.02238197752091078,0.011631109775641026,0.03759139623397436
14,2.414621729833043,2.4048309875686815,0.21018070725428314,0.2137546468401487,0.14027574207977764,2.435491751401852,0.173989898989899,0.17307692307692307,0.09364762050414538,0.026012623915737297,0.03886217948717949,0.009056800360130112,0.029501989428438662,0.014398036858974358,0.04782652243589743
15,2.401765899587298,2.3893198178160144,0.25554604087806426,0.26022304832713755,0.1841768866656979,2.4204480036711082,0.19176101676101676,0.19230769230769232,0.1152346862498665,0.031288723667905825,0.046808226495726496,0.01038913655901487,0.03501738934711896,0.016420022035256412,0.05526029146634615
16,2.386290989843886,2.3730916064024856,0.2822584521871451,0.28810408921933084,0.20427713883517742,2.4133731524149575,0.20085192585192582,0.20512820512820512,0.12581931256593926,0.032247134448574966,0.04413728632478633,0.01205546439358736,0.041671809653810406,0.018714317908653848,0.06347343249198718
17,2.3711837543430825,2.355516744812182,0.29780278738628957,0.30297397769516726,0.20739936152884908,2.406797170639038,0.2075979575979576,0.21153846153846154,0.1298191183437085,0.034880343866171004,0.04400373931623932,0.014035816972583643,0.04905139114776952,0.02160957532051282,0.07343624799679487
18,2.352937972235414,2.3401430078598646,0.33219763793724577,0.3382899628252788,0.23707119681996638,2.4023450154524584,0.20085192585192582,0.20512820512820512,0.14196897686600204,0.046623296158612146,0.05635683760683761,0.016676892135223047,0.058267926638011155,0.02562850560897436,0.08555876903044872
