init_source,epoch,optimization_train_loss_mean,optimization_train_loss_std,optimization_train_loss_count,train_lif_ba_mean,train_lif_ba_std,train_lif_ba_count,val_lif_ba_mean,val_lif_ba_std,val_lif_ba_count,train_lif_loss_mean,train_lif_loss_std,train_lif_loss_count,val_lif_loss_mean,val_lif_loss_std,val_lif_loss_count,train_linear_ba_mean,train_linear_ba_std,train_linear_ba_count,val_linear_ba_mean,val_linear_ba_std,val_linear_ba_count,train_linear_loss_mean,train_linear_loss_std,train_linear_loss_count,val_linear_loss_mean,val_linear_loss_std,val_linear_loss_count,weight_relative_frobenius_drift_mean,weight_relative_frobenius_drift_std,weight_relative_frobenius_drift_count,weight_norm_ratio_mean,weight_norm_ratio_std,weight_norm_ratio_count,weight_mean_class_cosine_mean,weight_mean_class_cosine_std,weight_mean_class_cosine_count,weight_min_class_cosine_mean,weight_min_class_cosine_std,weight_min_class_cosine_count,val_mean_total_output_spikes_per_sample_mean,val_mean_total_output_spikes_per_sample_std,val_mean_total_output_spikes_per_sample_count,val_silent_sample_fraction_mean,val_silent_sample_fraction_std,val_silent_sample_fraction_count,val_output_spike_fraction_mean,val_output_spike_fraction_std,val_output_spike_fraction_count,val_mean_spike_count_margin_mean,val_mean_spike_count_margin_std,val_mean_spike_count_margin_count
a2,10.0,2.0850230441035995,0.005807676029519493,3,0.8464013354260973,0.011683744423589135,3,0.5064053230719897,0.00761746863486901,3,2.0841805144281,0.005625166508340616,3,2.196408192316691,0.00718519837855645,3,0.9037456843464553,0.008590374981771945,3,0.5334415584415585,0.01682115767229813,3,0.5868952100090917,0.028696168280239895,3,1.307020862897237,0.05462995077923394,3,0.0689782596971698,0.003912732771399267,3,1.0063029223288902,0.0008034153496948619,3,0.9976180895302059,0.00028146765632788937,3,0.9952681412193775,0.00041739573109265585,3,238.69312540690103,1.5041784665854123,3,0.0,0.0,3,0.2200226299515212,0.0013865230096405039,3,-0.9206349154313406,1.0589514591913725,3
a2,11.0,2.0839183928292164,0.005606308043815394,3,0.8474271519013371,0.011956307040524701,3,0.49703583453583455,0.006706726095902585,3,2.083124626660853,0.005564057910911546,3,2.196101744969686,0.007271767543313195,3,0.9039366187449062,0.008820848800687318,3,0.5256253006253006,0.011488177855867632,3,0.5872851723887355,0.028901290679886713,3,1.3089152971903484,0.05417470362260267,3,0.07397265816891974,0.0039407857930893395,3,1.0066711877150085,0.0009691864332626938,3,0.9972597915550973,0.00030615387162958744,3,0.9948842270239812,0.0004228870436740393,3,238.39153035481772,1.6496972204856475,3,0.0,0.0,3,0.21974463270223077,0.0015206546980219028,3,-0.9047619104385376,1.0794526242760178,3
a2,12.0,2.0829546778487944,0.005469022961942858,3,0.8503537285200927,0.010790197830131838,3,0.5016654641654642,0.012224870833377078,3,2.082249811717442,0.005375495758138762,3,2.1958060264587402,0.006442869996694968,3,0.9024128031714383,0.01020705712932226,3,0.5216570466570466,0.018354957832720828,3,0.5871181607212203,0.029244436077313342,3,1.3077070315678914,0.05515218936060039,3,0.07875958021651792,0.003562475116921366,3,1.0070784366300805,0.001042692897426906,3,0.9968965096880872,0.0002985812237840167,3,0.9943720061631606,0.0004628986233347164,3,237.4920654296875,1.569164238022164,3,0.0,0.0,3,0.21891551809908405,0.0014464229109600302,3,-0.8650793433189392,1.0585052355867979,3
a2,13.0,2.0821439897063407,0.005427344633058116,3,0.851378595737139,0.00686562124015624,3,0.49451058201058196,0.00882206342656707,3,2.0814352633278737,0.005409350686716678,3,2.1954893271128335,0.006257810598409266,3,0.9035856426776113,0.010114474234026768,3,0.5235088985088985,0.02006342445872133,3,0.5870266378917574,0.029499718907443406,3,1.3066206375757854,0.054291469551091334,3,0.08342341205235182,0.0032907013541463594,3,1.0073839311547117,0.0010853833875881047,3,0.996518192033312,0.00029541991668312464,3,0.9938124221650133,0.0005492683843273202,3,236.97354634602866,0.9685255165179201,3,0.0,0.0,3,0.21843755791609354,0.0008927673033269377,3,-0.8042327761650085,1.033464158991015,3
a2,14.0,2.081272463379957,0.0053644051728040055,3,0.8507462986587635,0.0072781478991635635,3,0.49451058201058196,0.00882206342656707,3,2.080628758521854,0.0053529066084715355,3,2.1956324577331543,0.006545895179684658,3,0.9036402373666399,0.010872593450805705,3,0.5235088985088985,0.02006342445872133,3,0.5872494852105161,0.029913503156343883,3,1.3076823949813843,0.05316323596880041,3,0.08809798200852188,0.003145885533780473,3,1.0076650648960914,0.0011594701359140184,3,0.9961162783599019,0.00029913106396110806,3,0.9931293219563254,0.0007757627029611223,3,236.62433878580728,0.7239319686075505,3,0.0,0.0,3,0.21811566636428367,0.000667309434303661,3,-0.8624338606993357,1.0497913247126953,3
a2,15.0,2.080445418601329,0.0053861498884990085,3,0.8533756787942325,0.0065992668542075965,3,0.4968253968253968,0.00834286286889291,3,2.079838198488359,0.005210974299974994,3,2.195158084233602,0.007120416466150539,3,0.9017812746457491,0.011941941655947004,3,0.520983645983646,0.02441661369203959,3,0.5870835369370548,0.029998709815081986,3,1.3081541061401367,0.05161676308065868,3,0.09267644181969766,0.0031101777095784325,3,1.0078937545595286,0.0012696068438927794,3,0.9956980267857576,0.0003105182802725439,3,0.992552775746873,0.0010833157905641682,3,236.47619120279947,1.0885143709501257,3,0.0,0.0,3,0.21797910631200068,0.0010033740015130703,3,-0.8386243482430776,1.1417083562708812,3
a2,16.0,2.0796560138652054,0.005295517447055864,3,0.855320350305266,0.00949554628398856,3,0.4928571428571428,0.004993899325230332,3,2.079001760592217,0.0053334693869215005,3,2.194975376129151,0.007025341726197792,3,0.9030544227938972,0.010030412994339521,3,0.520983645983646,0.02441661369203959,3,0.5865775181073535,0.030075271352734217,3,1.308136224746704,0.05197651022895282,3,0.097276620570222,0.0028088771311457735,3,1.0081647814034123,0.00135008665367649,3,0.9952590326872738,0.0002976750767260985,3,0.9919614750316628,0.0010731342201679211,3,235.97884114583334,1.41875525574251,3,0.0,0.0,3,0.21752065470790774,0.0013077820537430007,3,-0.8333333333333334,1.178270788033675,3
a2,17.0,2.078893387242425,0.005251293012076446,3,0.8569912053644857,0.0066090666777780345,3,0.4951719576719577,0.008741917021032605,3,2.0780700685235187,0.005239679157145697,3,2.194711208343506,0.007110572459993306,3,0.9031654083752086,0.012423718867776117,3,0.5158910533910533,0.0277047378195699,3,0.5872367649364253,0.029348479372852596,3,1.3078713019688923,0.05548931111861898,3,0.1019985037218943,0.0025463806861784474,3,1.0084778445222051,0.0014486692634178655,3,0.994785329827626,0.0002858730370391179,3,0.9911599855858304,0.0011307595559727256,3,235.2804209391276,1.6411154360484475,3,0.0,0.0,3,0.21687687160428792,0.0015127504346811587,3,-0.8015872836112976,1.2044418718398342,3
a2,18.0,2.0779900962569147,0.005200871873613479,3,0.8595299489837417,0.00640138701918608,3,0.4995911495911496,0.01674782119775685,3,2.077371739958185,0.005148087314026227,3,2.1949051221211753,0.0071495046233605464,3,0.9032271367702703,0.011411427693562364,3,0.520520683020683,0.025215474634788345,3,0.5873901963028768,0.02874498744713401,3,1.3084417184193928,0.056961111816952625,3,0.1066428956889308,0.0023316151625660917,3,1.0088060485676011,0.0015968807198364183,3,0.9943014020186104,0.00028175191514406486,3,0.9902849830511995,0.0013103600209494113,3,234.6560821533203,2.350939040640435,3,0.0,0.0,3,0.21630136852680962,0.0021670499217620203,3,-0.843915323416392,1.2335164741635474,3
a2,19.0,2.077244501994796,0.005200012279369134,3,0.8621706520961431,0.003950160548816336,3,0.49496151996152,0.02073363421779255,3,2.0766502276139907,0.005218678353560795,3,2.194476048151652,0.006977687626448958,3,0.9027018402319018,0.010988270678255434,3,0.520520683020683,0.025215474634788345,3,0.5870277351062324,0.028108268509208924,3,1.30655042330424,0.055638593518962345,3,0.11105076847826102,0.0021563335869942326,3,1.0090525086154971,0.0016752148495722589,3,0.9938184006414671,0.0002784570336156616,3,0.9894640782322205,0.001637735758683258,3,233.7486775716146,2.748442845427336,3,0.0,0.0,3,0.2154649382065763,0.0025334607476347614,3,-0.7592592636744181,1.2311141510255381,3
a2,20.0,2.0764755581687804,0.005150284054774103,3,0.863156327503757,0.005879975866827232,3,0.49264670514670517,0.016747821197756793,3,2.075863151938766,0.005182000067303487,3,2.194352070490519,0.0072007089911779775,3,0.9043362461310137,0.011499790543977395,3,0.5230459355459355,0.020860861620130955,3,0.5867929996872386,0.02813924861010749,3,1.305902361869812,0.05183734626053613,3,0.1154685791253222,0.002225709881916332,3,1.0092842149846166,0.0017487390354728343,3,0.9933121740144101,0.00029731386668446584,3,0.9884990193562314,0.0017951139779522032,3,233.23016357421875,2.6903116131487415,3,0.0,0.0,3,0.21498697802358582,0.002479877025747896,3,-0.7460317413012186,1.1985703853560548,3
a2,21.0,2.075749009488577,0.0052221727035566936,3,0.86203850165762,0.007249431143043682,3,0.4974867724867725,0.015513846627550723,3,2.0751316472161316,0.005366829392268906,3,2.1942882537841797,0.007660559158292145,3,0.9052109359573164,0.012957124781279587,3,0.5253607503607504,0.016877881893816025,3,0.5867593487958694,0.028783271099066275,3,1.3058054447174072,0.05149650927383995,3,0.11968669298595803,0.0021838106906402863,3,1.0095347031002169,0.0017553121376208795,3,0.9928110064633895,0.00031280055666318393,3,0.9875669429622804,0.001625212123842187,3,233.11904907226562,2.809266416337337,3,0.0,0.0,3,0.2148845579843736,0.002589526180270779,3,-0.7857142686843872,1.257354255570571,3
a2,22.0,2.074920376894191,0.0054117303803328035,3,0.8609588370873894,0.008145713975021597,3,0.4947510822510823,0.018477739868085125,3,2.07438367068323,0.005327919276038617,3,2.193770964940389,0.007699771042230207,3,0.9030746027915715,0.01591205899985957,3,0.5276755651755652,0.012911252947342874,3,0.5874447525915439,0.028273943786619245,3,1.3068259557088215,0.05192763279402011,3,0.12394928689280597,0.0021854899650554675,3,1.009784357753501,0.0017818635760689133,3,0.9922873850064695,0.00033878461797502116,3,0.9865518045522806,0.001531485317828448,3,233.14550272623697,3.341986686795723,3,0.0,0.0,3,0.21490894370799554,0.003080580044235412,3,-0.738095223903656,1.2493636588883814,3
a2,23.0,2.07442938836908,0.005286998304135057,3,0.8620489759328002,0.006772970472914941,3,0.49959114959114964,0.01683180842786633,3,2.0737815287628876,0.0053453787954739675,3,2.194218635559082,0.008083355435921343,3,0.9046981154444959,0.011858283831354009,3,0.5276755651755652,0.012911252947342874,3,0.5876156992086102,0.027447943953296923,3,1.3077385822931926,0.052301811606778395,3,0.12817680041777943,0.002354499469277358,3,1.010018580610595,0.0017175396761410725,3,0.9917502901068195,0.0003849092934324345,3,0.9855298393761261,0.0015296807063847355,3,232.69841512044272,3.250357236004657,3,0.0,0.0,3,0.21449682497878442,0.0029961143983311908,3,-0.7910052935282389,1.3191405608099973,3
a2,24.0,2.0735960272079352,0.005385175399762141,3,0.861374903390448,0.009174574799781504,3,0.4933080808080808,0.027631378540284465,3,2.073000284699414,0.005362533818443879,3,2.1942463715871177,0.008078086972662693,3,0.9027336820284496,0.01581123046115389,3,0.530453342953343,0.01640162380120986,3,0.588206397276532,0.027346807794032566,3,1.3082555929819744,0.05381394385307654,3,0.13247575816252424,0.0026276573372874795,3,1.0102713393944611,0.0017394662264506942,3,0.9911865426271188,0.0004468318942512993,3,0.9844946242066452,0.0016570644297389245,3,232.2962900797526,3.6216591541406413,3,0.0,0.0,3,0.21412616197973053,0.0033383752819488672,3,-0.8333333134651184,1.3208981495635996,3
a2,25.0,2.0728410366822168,0.005343845299734793,3,0.862370284520556,0.008380615476919533,3,0.4884680134680135,0.023761677070359814,3,2.072298355644213,0.005320922167923066,3,2.1942248344421387,0.007837218233658256,3,0.9027550495498171,0.015852059547527792,3,0.5287999037999037,0.016284833409694107,3,0.5882146218967931,0.02774074804930405,3,1.307938575744629,0.05418318785610707,3,0.13673147079926096,0.002831558246066811,3,1.0105573017498444,0.0018835073358074014,3,0.9906138754572483,0.0005035856950126636,3,0.98337384293609,0.0019251230013780855,3,231.34391276041666,4.424076112379917,3,0.0,0.0,3,0.2132482759293399,0.004078027266288121,3,-0.8121693134307861,1.3027563038078642,3
a2,26.0,2.072226867549938,0.005321320343350561,3,0.8637582006271639,0.008457904496665006,3,0.4933080808080808,0.016057958331940188,3,2.071720225607193,0.005521640086226832,3,2.1938295364379883,0.007878390012174503,3,0.9029487357918905,0.014900715803320334,3,0.5264850889850891,0.019777920791789135,3,0.5881941784782377,0.027250567377739787,3,1.3071603377660115,0.053369270414278455,3,0.14090904540987334,0.003284416890711045,3,1.0108377701888356,0.0019103041635797277,3,0.9900305777631334,0.0005869145250261497,3,0.9823331232990177,0.002160634298336307,3,230.32274881998697,4.555556616848321,3,0.0,0.0,3,0.21230698699753214,0.004199223731893386,3,-0.7195767362912496,1.2627364374988639,3
a2,27.0,2.0717508035080914,0.005529682640241698,3,0.8680425744315153,0.011748705832704359,3,0.4933080808080808,0.016057958331940188,3,2.0711790067467004,0.005516194359011939,3,2.1936169465382895,0.008232136870081577,3,0.9024145477577025,0.013986212190302817,3,0.5264850889850891,0.019777920791789135,3,0.5887938596295408,0.0271284311996734,3,1.3091074228286743,0.05303310107471772,3,0.14491723590091551,0.003468981630099656,3,1.011160191878725,0.0018892039531735356,3,0.9894543613867491,0.0006314369622074582,3,0.9814102834156831,0.002340986800440409,3,229.46560668945312,4.550116140162773,3,0.0,0.0,3,0.21151688955218054,0.004194205518762575,3,-0.6772486766179403,1.3276601856710255,3
a2,28.0,2.0711370474705393,0.005675909135568617,3,0.8652223997458508,0.014238263273907058,3,0.4915544332210999,0.0236690494035977,3,2.0705568992879564,0.005566075034395313,3,2.1934173107147217,0.008072340479200439,3,0.9033106051053728,0.015520941370183151,3,0.5290103415103414,0.02052163693112388,3,0.5896944687480018,0.02704377021083097,3,1.3106723229090373,0.05526626710605597,3,0.14878095969366714,0.003558364586146015,3,1.011358628367996,0.001925505013219308,3,0.9888804540053809,0.0006625958495409413,3,0.9804683549809364,0.002652847455304717,3,229.51057942708334,4.186504697722525,3,0.0,0.0,3,0.21155834528233788,0.0038590413410363087,3,-0.738095243771871,1.3680292831494634,3
a2,29.0,2.070417419084515,0.0055485677083856825,3,0.8661724694392001,0.013422733463265347,3,0.49793771043771046,0.01966492740692037,3,2.069838764813872,0.005703673777698451,3,2.193035046259562,0.008174005599910673,3,0.9042066624530428,0.01348185555233452,3,0.5287999037999037,0.016284833409694107,3,0.5896324268614364,0.02648635883233555,3,1.3105083306630452,0.055145838727366336,3,0.15266818836882215,0.0038301107819109243,3,1.0116184056824575,0.0019978831842707235,3,0.9882937900686195,0.000721092231980055,3,0.9793307919661132,0.003168901083378203,3,229.19576517740884,4.311731648556866,3,0.0,0.0,3,0.21126815517123654,0.003974463757820192,3,-0.6746031840642294,1.4161052260549154,3
a2,30.0,2.0697606886110287,0.005886378665872147,3,0.8677653497779184,0.01343057755927777,3,0.50256734006734,0.011769727390541874,3,2.0692534783894616,0.005641975082759694,3,2.193108638127645,0.007906003633583479,3,0.9058092265556071,0.013895931411152215,3,0.5287999037999037,0.02042495018483933,3,0.5894645886112067,0.02616273652512404,3,1.3106054464975994,0.054952329885280475,3,0.15646058773544427,0.004142361514797457,3,1.0118460431739078,0.0020224310990956023,3,0.9877046867894231,0.0007886256919821478,3,0.9781331627465222,0.0036547369063734095,3,228.49735514322916,5.129417338139762,3,0.0,0.0,3,0.21062437206761667,0.004728196871408517,3,-0.6243386467297872,1.3847406168123049,3
a2,31.0,2.0692164796696813,0.005656423455370139,3,0.8663246301208799,0.014901479507681534,3,0.5051907968574635,0.019873363724402474,3,2.0687452189483246,0.0057425419645343555,3,2.1929287910461426,0.00807289560718589,3,0.9063434145897951,0.014777749742060958,3,0.5311147186147186,0.016587137652642615,3,0.5897150537575105,0.026957504985838678,3,1.310104767481486,0.0541656734169004,3,0.16016527549863654,0.004324974086637334,3,1.0120008989813325,0.00196340841954783,3,0.987113091446466,0.0008389023617957959,3,0.9769532988040827,0.004011316532847575,3,227.9867706298828,5.320332255905306,3,0.0,0.0,3,0.2101537276017128,0.004904179404876751,3,-0.5952381094296774,1.3754909251225402,3
a2,32.0,2.0687832038975693,0.0056889739973916,3,0.8664908219537383,0.012245931367868902,3,0.5028759820426487,0.018629901315632802,3,2.068300884890269,0.005667238101343275,3,2.192659298578898,0.007933477854419535,3,0.907732303478684,0.0170919761834667,3,0.5287999037999037,0.02042495018483933,3,0.5896730137774128,0.026863081580706716,3,1.3102208773295085,0.05292468131626718,3,0.16383177945022503,0.004574390099843449,3,1.012145010058516,0.002002023673393263,3,0.9865146587599872,0.0008956898861871822,3,0.9758230630312209,0.004422188154338677,3,228.04761759440103,4.95867692307594,3,0.0,0.0,3,0.2102098147660433,0.0045708129657037,3,-0.5899471044540405,1.3140693854697127,3
a2,33.0,2.068168789507395,0.0056832909360200095,3,0.8679038546100507,0.013459330018140725,3,0.5051907968574635,0.019873363724402474,3,2.0676870019833933,0.0057542579309882045,3,2.1923328240712485,0.008568437457882504,3,0.907732303478684,0.01590498162038813,3,0.526485088985089,0.024318187645462803,3,0.5901367992282393,0.026495335072993016,3,1.311559001604716,0.05509539466420357,3,0.16771703901053928,0.00494867695407564,3,1.0123581081769275,0.0020499833004002954,3,0.9858699198054065,0.0009797193250989718,3,0.9745280224681157,0.005008883854381608,3,227.79100036621094,5.018518850563625,3,0.0,0.0,3,0.20997327324691026,0.004625971128341875,3,-0.5343915224075317,1.433969794134228,3
a2,34.0,2.067543230177135,0.005709971166302808,3,0.8705787469126566,0.013647451530932461,3,0.5075056116722784,0.015894674965380478,3,2.0669195228654353,0.005787843150873089,3,2.192368427912394,0.00869710603390944,3,0.9061192651009398,0.015459931117058373,3,0.530453342953343,0.017675885207003895,3,0.5906406549188644,0.025832568392031578,3,1.313357988993327,0.05453284535627849,3,0.17153052831344598,0.005369033976699104,3,1.0125983521005877,0.002044162559707608,3,0.9852228451069253,0.0010727403175077618,3,0.9731174311463433,0.005612592660685671,3,227.42857360839844,5.067362652949134,3,0.0,0.0,3,0.20963918883328939,0.004670997994298393,3,-0.5238095124562582,1.4393990125534373,3
a2,35.0,2.0675165880978006,0.008040455994178429,2,0.8780150567461337,0.019249904840768408,2,0.5131222943722944,0.008014046912798571,2,2.0670817473874443,0.008057779146877431,2,2.1896225214004517,0.011233483827305608,2,0.907864999780867,0.019821413997866084,2,0.5317219817219818,0.019497304584665035,2,0.585822783141251,0.03475314305249343,2,1.2907697558403015,0.05544763525765923,2,0.17762447175955604,0.005014546416616794,2,1.0128409974169372,0.002986138289481202,2,0.9841587105439544,0.0011938278019129986,2,0.9683561557185458,0.0020843578813370084,2,229.0595245361328,5.393091853665898,2,0.0,0.0,2,0.21114256869458342,0.0049712464278836195,2,0.05952376127243042,1.700423454010207,2
a2,36.0,2.0670600245208215,0.008140807277773297,2,0.8800791256688787,0.01392007728347685,2,0.517288961038961,0.0021214904029106967,2,2.0666634169585123,0.007987966845853083,2,2.189550995826721,0.010879450299814098,2,0.9086819932449192,0.02324318512351714,2,0.5282497594997595,0.024407768342905048,2,0.5855506032756601,0.034988280429148616,2,1.2909635305404663,0.05570026346763306,2,0.1813286098589778,0.004948864925892998,2,1.0130427290900537,0.00312488305856455,2,0.9834902619733381,0.0012217118387167181,2,0.9669063816564898,0.002733690933423267,2,228.8968276977539,4.9834217887416825,2,0.0,0.0,2,0.21099259649430835,0.004593617927118311,2,0.05158734321594238,1.6330799550540451,2
a2,37.0,2.061012464628367,,1,0.891310995599555,,1,0.5157888407888408,,1,2.0603958353938827,,1,2.197711706161499,,1,0.9252509540706796,,1,0.510990860990861,,1,0.5611506215779178,,1,1.331631422042847,,1,0.1887798125907546,,1,1.011086616645708,,1,0.9818761245638704,,1,0.9678143898222558,,1,231.515869140625,,1,0.0,,1,0.2134067831328827,,1,-1.182539701461792,,1
