init_source,epoch,optimization_train_loss_mean,optimization_train_loss_std,optimization_train_loss_count,train_lif_ba_mean,train_lif_ba_std,train_lif_ba_count,val_lif_ba_mean,val_lif_ba_std,val_lif_ba_count,train_lif_loss_mean,train_lif_loss_std,train_lif_loss_count,val_lif_loss_mean,val_lif_loss_std,val_lif_loss_count,train_linear_ba_mean,train_linear_ba_std,train_linear_ba_count,val_linear_ba_mean,val_linear_ba_std,val_linear_ba_count,train_linear_loss_mean,train_linear_loss_std,train_linear_loss_count,val_linear_loss_mean,val_linear_loss_std,val_linear_loss_count,weight_relative_frobenius_drift_mean,weight_relative_frobenius_drift_std,weight_relative_frobenius_drift_count,weight_norm_ratio_mean,weight_norm_ratio_std,weight_norm_ratio_count,weight_mean_class_cosine_mean,weight_mean_class_cosine_std,weight_mean_class_cosine_count,weight_min_class_cosine_mean,weight_min_class_cosine_std,weight_min_class_cosine_count,val_mean_total_output_spikes_per_sample_mean,val_mean_total_output_spikes_per_sample_std,val_mean_total_output_spikes_per_sample_count,val_silent_sample_fraction_mean,val_silent_sample_fraction_std,val_silent_sample_fraction_count,val_output_spike_fraction_mean,val_output_spike_fraction_std,val_output_spike_fraction_count,val_mean_spike_count_margin_mean,val_mean_spike_count_margin_std,val_mean_spike_count_margin_count
a2,0.0,,,0,0.8318544584071413,0.008334642882267885,3,0.5043109668109668,0.018232642690996875,3,2.0989885773387917,0.0061162960933231255,3,2.2019466559092202,0.0036426241278541723,3,0.9221968622856949,0.008204324635049602,3,0.5541646624979958,0.026576303805225177,3,0.5756825212938513,0.03310270926482278,3,1.2734631299972534,0.046624846122653385,3,0.0,0.0,3,1.0,0.0,3,1.0,0.0,3,0.9999999999999999,1.3597399555105182e-16,3,246.20105997721353,8.29517725015645,3,0.0,0.0,3,0.22694329831543417,0.007646329030803657,3,-0.9894180099169413,0.5243103266002354,3
a2,1.0,2.0986282130595395,0.0060807828569049765,3,0.8379429804372868,0.006460886285953018,3,0.5110449735449736,0.01693697117710374,3,2.096685691188959,0.005758549359492567,3,2.2016488711039224,0.004562028469953429,3,0.920429478517863,0.00950979893873002,3,0.5607583774250441,0.02642466660407096,3,0.576003223657608,0.03260696495605417,3,1.2785677512486775,0.04536148893540408,3,0.012550849509115001,0.0009097470199989795,3,1.0013722028706562,0.0005492314224330944,3,0.9999238502614455,8.473782437405914e-06,3,0.9998439228764284,2.4343068988809322e-05,3,244.47354634602866,6.2415447656601275,3,0.0,0.0,3,0.22535091056292,0.005753337474480657,3,-0.9047618955373764,0.6131176993728386,3
a2,2.0,2.0962314888860605,0.005945317226994659,3,0.8399594870166248,0.006656160361193026,3,0.5156746031746032,0.015450540153665196,3,2.0947539718822714,0.005761302812609673,3,2.201227347056071,0.0049971120558951945,3,0.9188037662671507,0.012703283437999532,3,0.5515993265993265,0.020935859336371102,3,0.577566522380366,0.032114521706463735,3,1.284616192181905,0.050401231461392755,3,0.021096866238946233,0.0004339658041405667,3,1.0024283553016011,0.0006154775389759976,3,0.9997854822811219,4.90786257543657e-06,3,0.9995011231429919,0.00011728128154023972,3,242.67724609375,4.760876295719491,3,0.0,0.0,3,0.22369511992898872,0.004388481138263614,3,-0.8333333258827528,0.640648747281922,3
a2,3.0,2.0943477565504938,0.005598603246247785,3,0.841286069983838,0.005789908049840486,3,0.5070767195767196,0.017078832100354387,3,2.0931108981388022,0.005589583664150846,3,2.2007397015889487,0.0055727114779433005,3,0.9164669892624421,0.010588231136482001,3,0.5511363636363635,0.02094682541117028,3,0.5791229990728272,0.031397480303619905,3,1.2911333243052165,0.052879552029837074,3,0.028715237921442965,0.0006260403796729889,3,1.003238430851363,0.0006925962156127055,3,0.9996002865325176,1.892303401898542e-05,3,0.9989929023524503,0.0002660349588452043,3,241.12169392903647,3.3337169464934076,3,0.0,0.0,3,0.22226123938001732,0.003072952426833016,3,-0.8518518631656965,0.7009483834475274,3
a2,4.0,2.092741528531292,0.005715008766438515,3,0.843700022371754,0.004624804316487022,3,0.5159852493185827,0.014359275934917976,3,2.0918332775365465,0.005549889148724331,3,2.2003465493520102,0.006102422994240665,3,0.9129011608080937,0.011999364236411018,3,0.5444324194324194,0.018082262724050693,3,0.5805400093259718,0.03132721134397422,3,1.2952008644739788,0.05365372437854358,3,0.0353490636335498,0.0008418446078679549,3,1.0039512269759852,0.0007063656937615849,3,0.9993897732399027,3.8922389125602696e-05,3,0.9984367471581846,0.0003732953846335827,3,239.82010904947916,2.7442879682371815,3,0.0,0.0,3,0.22106146177781674,0.002529634207239513,3,-0.8412698060274124,0.8534237107267092,3
a2,5.0,2.0914287248426517,0.0054809827393482715,3,0.8460267124093358,0.00862994887930295,3,0.5173180214846882,0.014032035343688156,3,2.0903246389061843,0.005745195872376985,3,2.199966033299764,0.005539146139545105,3,0.9103748332106084,0.014159559866772288,3,0.5379389129389129,0.014352309016686647,3,0.5816188815230962,0.03162297242127938,3,1.2969134251276653,0.05403013802360619,3,0.04142246407280967,0.001256977652808804,3,1.0044946254269276,0.0007779552541368684,3,0.9991576196980798,5.9788578256471566e-05,3,0.9978063711607851,0.0004893728790199439,3,238.81217447916666,3.007395644079623,3,0.0,0.0,3,0.22013236570781994,0.002772158078308804,3,-0.8386243457595507,0.8175116939190573,3
a2,6.0,2.0899330417930706,0.00582762736917586,3,0.8493414864986502,0.010575032343866787,3,0.5150032066698734,0.013762132872809824,3,2.08894638131558,0.0058819806851270395,3,2.1993552843729653,0.005906565211921809,3,0.9060075109669422,0.008610046341695621,3,0.5425685425685426,0.017924012558505835,3,0.5828409112019575,0.031144618512669222,3,1.2987701495488484,0.054062357182746684,3,0.0475120760649567,0.001976227186674512,3,1.0049879931068981,0.0007385204931835525,3,0.9988863556107518,0.00010023011194864879,3,0.9970981588198807,0.0006128011978178369,3,238.16666666666666,2.7177641125732546,3,0.0,0.0,3,0.21953735405144412,0.0025051818366341448,3,-0.8227513084808985,0.8598331178090384,3
a2,7.0,2.088621878719713,0.005849548188593797,3,0.8467528609271033,0.007044853340329874,3,0.5110349527016194,0.012396499006121626,3,2.0875985804331827,0.005939399535935278,3,2.1980338096618652,0.00632274153882619,3,0.9034568440071459,0.0075560954073582,3,0.5323172198172198,0.018447165066616176,3,0.5844130281463684,0.030044717374486815,3,1.3019899527231853,0.05589734265324942,3,0.053409784217371435,0.0028584577912736937,3,1.0053861759307323,0.0006904036962612603,3,0.9985861751033805,0.00015799884615579085,3,0.9963594587226581,0.0006256030179732353,3,237.9497324625651,2.6728090040237826,3,0.0,0.0,3,0.219337391117744,0.0024637390294935035,3,-0.7751322786013285,0.9887670192284724,3
a2,8.0,2.0874013130649782,0.006039665909568294,3,0.847372553521839,0.01111589938174431,3,0.5047518839185506,0.01039330028108171,3,2.086463760385825,0.005868697363583389,3,2.197577476501465,0.007346240228307705,3,0.9046823173092321,0.008334069862282247,3,0.5283489658489658,0.025147673506096684,3,0.5855104120996445,0.02954943903129489,3,1.3031012217203777,0.05731680362947269,3,0.05885701972155763,0.003473879107782047,3,1.0057036720929655,0.0006428128806005413,3,0.9982743489335385,0.00020930992036305616,3,0.9958970402118051,0.0006414784791791473,3,238.53968302408853,1.921951153197536,3,0.0,0.0,3,0.21988119275451376,0.0017716123317189417,3,-0.8677248557408651,1.0806578720122426,3
a2,9.0,2.086166893280038,0.0057969759856514435,3,0.8490738498691927,0.012016111028725025,3,0.5064053230719897,0.013927500490332442,3,2.0853754838034124,0.005734788410971859,3,2.1970470746358237,0.007465048141919545,3,0.9057413829107815,0.009068036044447931,3,0.5334415584415585,0.01682115767229813,3,0.5859876642333867,0.029361969295334342,3,1.3043207327524822,0.05640155496769815,3,0.0638261789800596,0.0035605135348572604,3,1.0059887775757577,0.0007309522188633209,3,0.9979650428311135,0.0002348269148010935,3,0.995610153178759,0.0005037584001322692,3,238.57672119140625,1.953753100251708,3,0.0,0.0,3,0.21991533276758454,0.001800934806975811,3,-0.8915343979994456,1.0834520494035285,3
