method,init_source,checkpoint_role,checkpoint_epoch_mean,checkpoint_epoch_std,val_lif_ba_mean,val_lif_ba_std,test_lif_ba_mean,test_lif_ba_std,val_linear_ba_mean,val_linear_ba_std,test_linear_ba_mean,test_linear_ba_std,test_mean_total_output_spikes_per_sample_mean,test_mean_total_output_spikes_per_sample_std,test_silent_sample_fraction_mean,test_silent_sample_fraction_std,weight_relative_frobenius_drift_mean,weight_relative_frobenius_drift_std,weight_norm_ratio_mean,weight_norm_ratio_std,weight_mean_class_cosine_mean,weight_mean_class_cosine_std
A2_linearW_direct_lif,a2,direct_transfer,0.0,0.0,0.5043109668109668,0.018232642690996864,0.5246843434343434,0.03737815187318897,0.5541646624979958,0.026576303805225177,0.5645017020017019,0.032830002252363294,223.24200948079428,6.288909380695752,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
A2_linearW_lif_finetune,a2,best_val_ba,6.333333333333333,2.516611478423583,0.5268979477312811,0.005362300377763904,0.5123173123173123,0.0422214092378019,0.5413359788359788,0.025437073309873433,0.5428851241351241,0.042969629132897015,213.94292195638022,0.7978585360427295,0.0,0.0,0.04981162404960168,0.016495187844437032,1.0051013754140181,0.0006051156005410661,0.9986844019935708,0.0008595343029496617
B6_linearW_direct_lif,b6,direct_transfer,0.0,0.0,0.4716390091390092,0.010065260108548022,0.5227619602619603,0.01298728653759066,0.5404761904761904,0.015705435664068707,0.5527065527065527,0.036761983431688156,268.38584391276044,5.220549184990461,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
B6_linearW_lif_finetune,b6,best_val_ba,12.0,8.0,0.5109628026294694,0.005537084980882758,0.5044101731601732,0.026636194051178907,0.5068001443001443,0.026365258434325852,0.5410249472749472,0.04194881247575074,220.15753682454428,15.776621076334463,0.0,0.0,0.12129794685864888,0.07714564761147917,1.0112773317012842,0.005670811279416447,0.9908838567778475,0.010066073371652353
randomW_lif_train,random,best_val_ba,38.0,14.106735979665885,0.5274350649350649,0.03132022187327455,0.510636123136123,0.04410400497809299,0.4811026936026936,0.0461905490692794,0.500338319088319,0.014477216610391579,186.07762654622397,11.856970939078781,0.0,0.0,0.7909094822589383,0.09329510788122558,1.1699699878434926,0.03339294740867026,0.7460183168777709,0.05051308140373218
