seed,sample_a,timestep_a,label_a,sample_b,timestep_b,label_b,what_cosine_similarity,q_l1_distance,evidence_l1_distance,top_support_a,top_support_b,different_top_support,high_similarity
37,132,13,6,101,12,1,1.0,0.05605965107679367,0.006700456608086824,8,8,False,True
37,122,8,2,115,12,4,1.0,0.05520620197057724,0.005522819701582193,3,3,False,True
37,103,7,5,25,16,2,1.0,0.04601256549358368,0.006019453518092632,8,8,False,True
37,100,16,6,57,21,8,1.0,0.04151909053325653,0.0039811949245631695,2,2,False,True
37,80,30,2,40,16,3,1.0,0.031428128480911255,0.004138498567044735,2,2,False,True
37,142,13,10,131,12,3,1.0,0.00021646171808242798,2.4753855541348457e-05,8,8,False,True
37,80,23,2,40,16,3,1.0,0.00013087689876556396,1.184060238301754e-05,2,2,False,True
37,40,16,3,62,18,2,1.0,7.66068696975708e-05,7.0186797529459e-06,2,2,False,True
37,37,95,5,78,118,4,0.9231098890304565,0.22695857286453247,0.6312686204910278,5,4,True,True
37,37,89,5,78,114,4,0.9149755239486694,0.23882845044136047,0.419545978307724,4,4,False,True
37,44,76,5,69,46,2,0.8994674682617188,0.16708186268806458,0.8548761010169983,4,5,True,False
37,14,108,4,26,111,0,0.89925217628479,0.17862366139888763,1.1499888896942139,6,10,True,False
37,68,53,5,127,61,4,0.8990040421485901,0.1965683251619339,0.6964627504348755,0,0,False,False
37,52,77,9,104,102,4,0.8950489163398743,0.19075796008110046,0.8490262031555176,4,4,False,False
37,44,74,5,69,52,2,0.8943382501602173,0.14090481400489807,0.8096809983253479,4,5,True,False
37,42,78,0,44,82,5,0.8907877802848816,0.2954280376434326,0.9409530758857727,4,4,False,False
37,78,120,4,37,89,5,0.8898977637290955,0.2218708097934723,0.7497454285621643,4,4,False,False
37,2,54,11,26,56,0,0.8891808986663818,0.28182318806648254,0.8540471792221069,2,2,False,False
37,4,42,5,5,42,2,0.886147141456604,0.19317013025283813,0.3495376408100128,2,2,False,False
37,26,115,0,78,120,4,0.8853646516799927,0.16800063848495483,1.091740369796753,4,4,False,False
37,28,79,6,32,88,4,0.8853646516799927,0.10236048698425293,0.6851642727851868,6,6,False,False
37,75,49,8,81,58,7,0.8839600682258606,0.12092451006174088,0.31962519884109497,8,8,False,False
37,69,52,2,136,53,5,0.8838246464729309,0.16918888688087463,0.5886059403419495,5,5,False,False
37,32,118,4,26,115,0,0.8824977278709412,0.04772861674427986,0.914280891418457,6,4,True,False
37,37,93,5,78,118,4,0.8814820051193237,0.2777206301689148,0.8329769968986511,5,4,True,False
37,106,48,11,112,44,0,0.8809899687767029,0.35292208194732666,0.8233077526092529,11,6,True,False
37,54,68,6,66,59,11,0.8800280690193176,0.21943598985671997,0.9475252032279968,6,11,True,False
37,54,65,6,66,64,11,0.8794406652450562,0.22177165746688843,0.8366004228591919,6,6,False,False
37,9,54,0,19,52,11,0.8794406652450562,0.15984411537647247,0.7103008031845093,10,2,True,False
37,3,106,4,37,89,5,0.8787872791290283,0.3942815363407135,0.9620948433876038,4,4,False,False
37,69,46,2,136,52,5,0.8787872791290283,0.18617364764213562,0.8130741715431213,5,5,False,False
37,5,45,2,4,42,5,0.8787764310836792,0.20581398904323578,0.790289044380188,2,2,False,False
37,69,47,2,44,76,5,0.8783094882965088,0.16367745399475098,0.6934193968772888,5,4,True,False
37,78,114,4,28,79,6,0.8783094882965088,0.12839734554290771,0.9119734764099121,4,6,True,False
37,42,54,0,66,64,11,0.8775031566619873,0.3021879196166992,1.1195908784866333,4,6,True,False
37,2,51,11,26,56,0,0.8767147064208984,0.28098762035369873,0.7869043350219727,10,2,True,False
37,61,81,9,78,120,4,0.8760632872581482,0.11776386946439743,0.6179609894752502,4,4,False,False
37,14,103,4,37,89,5,0.8754273056983948,0.15909940004348755,0.6643643379211426,4,4,False,False
37,110,56,3,119,56,1,0.8747804164886475,0.24149641394615173,0.7608444690704346,1,10,True,False
37,65,34,1,143,52,0,0.874748170375824,0.20974954962730408,0.6860920190811157,3,3,False,False
37,66,64,11,54,68,6,0.8747215270996094,0.13182403147220612,0.6640879511833191,6,6,False,False
37,65,40,1,143,63,0,0.87422776222229,0.1914883553981781,0.5481765270233154,3,3,False,False
37,35,47,11,113,45,9,0.8740977048873901,0.29368680715560913,1.0550717115402222,11,9,True,False
37,28,76,6,32,88,4,0.8731263875961304,0.11356933414936066,0.6313042640686035,6,6,False,False
37,69,44,2,44,76,5,0.873015820980072,0.157071053981781,0.48044100403785706,5,4,True,False
37,78,118,4,37,89,5,0.8727856278419495,0.24004948139190674,0.6723365783691406,4,4,False,False
37,111,40,6,143,63,0,0.872591495513916,0.09200777113437653,0.5069684982299805,3,3,False,False
37,73,35,0,74,36,9,0.8724020719528198,0.12134763598442078,0.8070782423019409,11,11,False,False
37,42,82,0,37,89,5,0.8717861175537109,0.3472563326358795,0.62671959400177,4,4,False,False
37,125,80,1,133,83,0,0.871717095375061,0.1647290736436844,0.47797220945358276,6,6,False,False
37,2,52,11,26,56,0,0.8714209198951721,0.25619882345199585,1.0708956718444824,10,2,True,False
37,65,39,1,143,63,0,0.8711808323860168,0.20030510425567627,0.6984685063362122,3,3,False,False
