profile,readout,seed,intervention,requested_reset_shifts,effective_reset_shifts,effective_reset_neuron_count,effective_mask_id,is_noop,native_train_accuracy,pre_lif_train_accuracy,native_train_balanced_accuracy,pre_lif_train_balanced_accuracy,native_train_macro_f1,pre_lif_train_macro_f1,native_train_loss,pre_lif_train_loss,native_val_accuracy,pre_lif_val_accuracy,native_val_balanced_accuracy,pre_lif_val_balanced_accuracy,native_val_macro_f1,pre_lif_val_macro_f1,native_val_loss,pre_lif_val_loss,native_test_accuracy,pre_lif_test_accuracy,native_test_balanced_accuracy,pre_lif_test_balanced_accuracy,native_test_macro_f1,pre_lif_test_macro_f1,native_test_loss,pre_lif_test_loss
s2,hidden_count_linear,11,normal,[],,0,none,True,0.9707401032702238,0.9707401032702238,0.9701763498185038,0.9701763498185038,0.9701078058920279,0.9701078058920279,0.12388161660882159,0.12388163226017032,0.4523809523809524,0.4523809523809524,0.4464706589706591,0.4464706589706591,0.4410787097008324,0.4410787097008324,3.960083246231079,3.960083246231079,0.4178082191780822,0.4178082191780822,0.4099664224664224,0.4099664224664224,0.40332661994704483,0.40332661994704483,4.235014183880532,4.235014275328754
s2,hidden_count_linear,11,resetall250,all,2,128,s2,False,0.9345955249569707,0.9345955249569707,0.932702904943001,0.932702904943001,0.9334847837444163,0.9334847837444163,0.1880067665764674,0.18800676619175585,0.4126984126984127,0.4126984126984127,0.3978294853294853,0.3978294853294853,0.3812139414306597,0.3812139414306597,3.597773313522339,3.5977730751037598,0.410958904109589,0.410958904109589,0.4059371184371184,0.4059371184371184,0.399866086297362,0.399866086297362,3.8332150798954374,3.8332150798954374
s2,hidden_count_linear,11,reset234,"[2, 3, 4]",2,128,s2,False,0.9345955249569707,0.9345955249569707,0.932702904943001,0.932702904943001,0.9334847837444163,0.9334847837444163,0.1880067665764674,0.18800676619175585,0.4126984126984127,0.4126984126984127,0.3978294853294853,0.3978294853294853,0.3812139414306597,0.3812139414306597,3.597773313522339,3.5977730751037598,0.410958904109589,0.410958904109589,0.4059371184371184,0.4059371184371184,0.399866086297362,0.399866086297362,3.8332150798954374,3.8332150798954374
s2,hidden_count_linear,11,reset2345,"[2, 3, 4, 5]",2,128,s2,False,0.9345955249569707,0.9345955249569707,0.932702904943001,0.932702904943001,0.9334847837444163,0.9334847837444163,0.1880067665764674,0.18800676619175585,0.4126984126984127,0.4126984126984127,0.3978294853294853,0.3978294853294853,0.3812139414306597,0.3812139414306597,3.597773313522339,3.5977730751037598,0.410958904109589,0.410958904109589,0.4059371184371184,0.4059371184371184,0.399866086297362,0.399866086297362,3.8332150798954374,3.8332150798954374
s2,hidden_count_linear,11,reset23456,"[2, 3, 4, 5, 6]",2,128,s2,False,0.9345955249569707,0.9345955249569707,0.932702904943001,0.932702904943001,0.9334847837444163,0.9334847837444163,0.1880067665764674,0.18800676619175585,0.4126984126984127,0.4126984126984127,0.3978294853294853,0.3978294853294853,0.3812139414306597,0.3812139414306597,3.597773313522339,3.5977730751037598,0.410958904109589,0.410958904109589,0.4059371184371184,0.4059371184371184,0.399866086297362,0.399866086297362,3.8332150798954374,3.8332150798954374
s2,hidden_count_linear,11,reset67,"[6, 7]",,0,none,True,0.9707401032702238,0.9707401032702238,0.9701763498185038,0.9701763498185038,0.9701078058920279,0.9701078058920279,0.12388161660882159,0.12388163226017032,0.4523809523809524,0.4523809523809524,0.4464706589706591,0.4464706589706591,0.4410787097008324,0.4410787097008324,3.960083246231079,3.960083246231079,0.4178082191780822,0.4178082191780822,0.4099664224664224,0.4099664224664224,0.40332661994704483,0.40332661994704483,4.235014183880532,4.235014275328754
s2,hidden_count_linear,11,reset567,"[5, 6, 7]",,0,none,True,0.9707401032702238,0.9707401032702238,0.9701763498185038,0.9701763498185038,0.9701078058920279,0.9701078058920279,0.12388161660882159,0.12388163226017032,0.4523809523809524,0.4523809523809524,0.4464706589706591,0.4464706589706591,0.4410787097008324,0.4410787097008324,3.960083246231079,3.960083246231079,0.4178082191780822,0.4178082191780822,0.4099664224664224,0.4099664224664224,0.40332661994704483,0.40332661994704483,4.235014183880532,4.235014275328754
s2,hidden_count_linear,23,normal,[],,0,none,True,0.9913941480206541,0.9913941480206541,0.9917658231383721,0.9917658231383721,0.9912148286796302,0.9912148286796302,0.04742618003882557,0.0474261786650847,0.47619047619047616,0.47619047619047616,0.47546897546897554,0.47546897546897554,0.4566429769061348,0.4566429769061348,3.9714393615722656,3.9714388847351074,0.4452054794520548,0.4452054794520548,0.42802475302475296,0.42802475302475296,0.40963004324313396,0.40963004324313396,4.119382734168066,4.1193826753799225
s2,hidden_count_linear,23,resetall250,all,2,128,s2,False,0.9759036144578314,0.9759036144578314,0.9765824534942181,0.9765824534942181,0.9754108065431684,0.9754108065431684,0.10198114065392498,0.10198114709784364,0.46825396825396826,0.46825396825396826,0.4586038961038961,0.4586038961038961,0.4499674667437825,0.4499674667437825,3.470621109008789,3.47062087059021,0.4589041095890411,0.4589041095890411,0.4457917082917082,0.4457917082917082,0.4314868410492774,0.4314868410492774,3.6539873488961834,3.6539870222953903
s2,hidden_count_linear,23,reset234,"[2, 3, 4]",2,128,s2,False,0.9759036144578314,0.9759036144578314,0.9765824534942181,0.9765824534942181,0.9754108065431684,0.9754108065431684,0.10198114065392498,0.10198114709784364,0.46825396825396826,0.46825396825396826,0.4586038961038961,0.4586038961038961,0.4499674667437825,0.4499674667437825,3.470621109008789,3.47062087059021,0.4589041095890411,0.4589041095890411,0.4457917082917082,0.4457917082917082,0.4314868410492774,0.4314868410492774,3.6539873488961834,3.6539870222953903
