profile,readout,seed,intervention,effective_mask_id,probe_type,feature_dim,probe_C,val_ba,test_ba,test_accuracy,test_macro_f1
s5,hidden_count_linear,11,reset2345,s5,l3_relative10_ordered,1280,1.0,0.6076539201539202,0.638615551115551,0.6506849315068494,0.6217274093046048
s5,hidden_count_linear,11,reset23456,s5,l3_whole_count,128,1.0,0.47596801346801354,0.4530046342546343,0.4657534246575342,0.44723416203679367
s5,hidden_count_linear,11,reset23456,s5,l3_fixed250_ordered,2048,0.1,0.5599987974987976,0.5193986568986569,0.5342465753424658,0.5190572228668924
s5,hidden_count_linear,11,reset23456,s5,l3_relative10_ordered,1280,1.0,0.6076539201539202,0.638615551115551,0.6506849315068494,0.6217274093046048
s5,hidden_count_linear,11,reset67,none,l3_whole_count,128,0.01,0.3825156325156325,0.39003635253635255,0.3972602739726027,0.38424001401000324
s5,hidden_count_linear,11,reset67,none,l3_fixed250_ordered,2048,0.1,0.48433140933140933,0.46360861360861366,0.4726027397260274,0.46183537257340684
s5,hidden_count_linear,11,reset67,none,l3_relative10_ordered,1280,0.1,0.5103595478595478,0.55135212010212,0.5684931506849316,0.5465850735415952
s5,hidden_count_linear,11,reset567,s5,l3_whole_count,128,1.0,0.47596801346801354,0.4530046342546343,0.4657534246575342,0.44723416203679367
s5,hidden_count_linear,11,reset567,s5,l3_fixed250_ordered,2048,0.1,0.5599987974987976,0.5193986568986569,0.5342465753424658,0.5190572228668924
s5,hidden_count_linear,11,reset567,s5,l3_relative10_ordered,1280,1.0,0.6076539201539202,0.638615551115551,0.6506849315068494,0.6217274093046048
s5,hidden_count_linear,23,normal,none,l3_whole_count,128,1.0,0.4255050505050506,0.38045288045288045,0.3904109589041096,0.37969721714000887
s5,hidden_count_linear,23,normal,none,l3_fixed250_ordered,2048,10.0,0.5043710918710919,0.4414536852036852,0.4520547945205479,0.43319241607683295
s5,hidden_count_linear,23,normal,none,l3_relative10_ordered,1280,0.1,0.5390632515632516,0.5189026251526251,0.5342465753424658,0.5268065405536803
s5,hidden_count_linear,23,resetall250,s5,l3_whole_count,128,1.0,0.4676346801346802,0.4947094572094571,0.5068493150684932,0.48346294458994676
s5,hidden_count_linear,23,resetall250,s5,l3_fixed250_ordered,2048,1.0,0.5654882154882155,0.5311681374181374,0.547945205479452,0.5316178946539966
s5,hidden_count_linear,23,resetall250,s5,l3_relative10_ordered,1280,1.0,0.6238576238576239,0.606684287934288,0.6232876712328768,0.6135199462373376
s5,hidden_count_linear,23,reset234,none,l3_whole_count,128,1.0,0.4255050505050506,0.38045288045288045,0.3904109589041096,0.37969721714000887
s5,hidden_count_linear,23,reset234,none,l3_fixed250_ordered,2048,10.0,0.5043710918710919,0.4414536852036852,0.4520547945205479,0.43319241607683295
s5,hidden_count_linear,23,reset234,none,l3_relative10_ordered,1280,0.1,0.5390632515632516,0.5189026251526251,0.5342465753424658,0.5268065405536803
s5,hidden_count_linear,23,reset2345,s5,l3_whole_count,128,1.0,0.4676346801346802,0.4947094572094571,0.5068493150684932,0.48346294458994676
s5,hidden_count_linear,23,reset2345,s5,l3_fixed250_ordered,2048,1.0,0.5654882154882155,0.5311681374181374,0.547945205479452,0.5316178946539966
s5,hidden_count_linear,23,reset2345,s5,l3_relative10_ordered,1280,1.0,0.6238576238576239,0.606684287934288,0.6232876712328768,0.6135199462373376
s5,hidden_count_linear,23,reset23456,s5,l3_whole_count,128,1.0,0.4676346801346802,0.4947094572094571,0.5068493150684932,0.48346294458994676
s5,hidden_count_linear,23,reset23456,s5,l3_fixed250_ordered,2048,1.0,0.5654882154882155,0.5311681374181374,0.547945205479452,0.5316178946539966
s5,hidden_count_linear,23,reset23456,s5,l3_relative10_ordered,1280,1.0,0.6238576238576239,0.606684287934288,0.6232876712328768,0.6135199462373376
s5,hidden_count_linear,23,reset67,none,l3_whole_count,128,1.0,0.4255050505050506,0.38045288045288045,0.3904109589041096,0.37969721714000887
s5,hidden_count_linear,23,reset67,none,l3_fixed250_ordered,2048,10.0,0.5043710918710919,0.4414536852036852,0.4520547945205479,0.43319241607683295
s5,hidden_count_linear,23,reset67,none,l3_relative10_ordered,1280,0.1,0.5390632515632516,0.5189026251526251,0.5342465753424658,0.5268065405536803
s5,hidden_count_linear,23,reset567,s5,l3_whole_count,128,1.0,0.4676346801346802,0.4947094572094571,0.5068493150684932,0.48346294458994676
s5,hidden_count_linear,23,reset567,s5,l3_fixed250_ordered,2048,1.0,0.5654882154882155,0.5311681374181374,0.547945205479452,0.5316178946539966
s5,hidden_count_linear,23,reset567,s5,l3_relative10_ordered,1280,1.0,0.6238576238576239,0.606684287934288,0.6232876712328768,0.6135199462373376
s5,hidden_count_linear,101,normal,none,l3_whole_count,128,0.01,0.4410834535834536,0.44663600288600286,0.4520547945205479,0.44324868351758395
s5,hidden_count_linear,101,normal,none,l3_fixed250_ordered,2048,10.0,0.5083814333814333,0.4387709512709513,0.4520547945205479,0.45650596312912217
s5,hidden_count_linear,101,normal,none,l3_relative10_ordered,1280,10.0,0.5518157768157768,0.5080260017760018,0.5273972602739726,0.5136407606709025
s5,hidden_count_linear,101,resetall250,s5,l3_whole_count,128,0.1,0.4943602693602694,0.5188124375624374,0.5273972602739726,0.5395670471836337
s5,hidden_count_linear,101,resetall250,s5,l3_fixed250_ordered,2048,0.01,0.5448773448773448,0.5318494005994006,0.547945205479452,0.5477955721774989
s5,hidden_count_linear,101,resetall250,s5,l3_relative10_ordered,1280,0.001,0.5957190957190958,0.5844426406926407,0.6027397260273972,0.5860848249797991
s5,hidden_count_linear,101,reset234,none,l3_whole_count,128,0.01,0.4410834535834536,0.44663600288600286,0.4520547945205479,0.44324868351758395
s5,hidden_count_linear,101,reset234,none,l3_fixed250_ordered,2048,10.0,0.5083814333814333,0.4387709512709513,0.4520547945205479,0.45650596312912217
s5,hidden_count_linear,101,reset234,none,l3_relative10_ordered,1280,10.0,0.5518157768157768,0.5080260017760018,0.5273972602739726,0.5136407606709025
s5,hidden_count_linear,101,reset2345,s5,l3_whole_count,128,0.1,0.4943602693602694,0.5188124375624374,0.5273972602739726,0.5395670471836337
s5,hidden_count_linear,101,reset2345,s5,l3_fixed250_ordered,2048,0.01,0.5448773448773448,0.5318494005994006,0.547945205479452,0.5477955721774989
s5,hidden_count_linear,101,reset2345,s5,l3_relative10_ordered,1280,0.001,0.5957190957190958,0.5844426406926407,0.6027397260273972,0.5860848249797991
s5,hidden_count_linear,101,reset23456,s5,l3_whole_count,128,0.1,0.4943602693602694,0.5188124375624374,0.5273972602739726,0.5395670471836337
s5,hidden_count_linear,101,reset23456,s5,l3_fixed250_ordered,2048,0.01,0.5448773448773448,0.5318494005994006,0.547945205479452,0.5477955721774989
s5,hidden_count_linear,101,reset23456,s5,l3_relative10_ordered,1280,0.001,0.5957190957190958,0.5844426406926407,0.6027397260273972,0.5860848249797991
s5,hidden_count_linear,101,reset67,none,l3_whole_count,128,0.01,0.4410834535834536,0.44663600288600286,0.4520547945205479,0.44324868351758395
s5,hidden_count_linear,101,reset67,none,l3_fixed250_ordered,2048,10.0,0.5083814333814333,0.4387709512709513,0.4520547945205479,0.45650596312912217
s5,hidden_count_linear,101,reset67,none,l3_relative10_ordered,1280,10.0,0.5518157768157768,0.5080260017760018,0.5273972602739726,0.5136407606709025
s5,hidden_count_linear,101,reset567,s5,l3_whole_count,128,0.1,0.4943602693602694,0.5188124375624374,0.5273972602739726,0.5395670471836337
s5,hidden_count_linear,101,reset567,s5,l3_fixed250_ordered,2048,0.01,0.5448773448773448,0.5318494005994006,0.547945205479452,0.5477955721774989
s5,hidden_count_linear,101,reset567,s5,l3_relative10_ordered,1280,0.001,0.5957190957190958,0.5844426406926407,0.6027397260273972,0.5860848249797991
s5,output_lif,11,normal,none,l3_whole_count,128,0.01,0.4147546897546897,0.4106351981351981,0.4178082191780822,0.4082818457818458
s5,output_lif,11,normal,none,l3_fixed250_ordered,2048,0.01,0.5182599807599808,0.42766192141192144,0.4315068493150685,0.429681341052163
s5,output_lif,11,normal,none,l3_relative10_ordered,1280,0.001,0.5266594516594517,0.5192210567210567,0.5273972602739726,0.5190061209669053
s5,output_lif,11,resetall250,s5,l3_whole_count,128,0.001,0.4446789321789321,0.39876651126651125,0.410958904109589,0.37466535220658154
s5,output_lif,11,resetall250,s5,l3_fixed250_ordered,2048,10.0,0.5737253487253487,0.5070339382839383,0.5136986301369864,0.5096615799758889
s5,output_lif,11,resetall250,s5,l3_relative10_ordered,1280,0.1,0.5956228956228956,0.6394584582084583,0.6438356164383562,0.6285084523319818
s5,output_lif,11,reset234,none,l3_whole_count,128,0.01,0.4147546897546897,0.4106351981351981,0.4178082191780822,0.4082818457818458
s5,output_lif,11,reset234,none,l3_fixed250_ordered,2048,0.01,0.5182599807599808,0.42766192141192144,0.4315068493150685,0.429681341052163
s5,output_lif,11,reset234,none,l3_relative10_ordered,1280,0.001,0.5266594516594517,0.5192210567210567,0.5273972602739726,0.5190061209669053
s5,output_lif,11,reset2345,s5,l3_whole_count,128,0.001,0.4446789321789321,0.39876651126651125,0.410958904109589,0.37466535220658154
s5,output_lif,11,reset2345,s5,l3_fixed250_ordered,2048,10.0,0.5737253487253487,0.5070339382839383,0.5136986301369864,0.5096615799758889
s5,output_lif,11,reset2345,s5,l3_relative10_ordered,1280,0.1,0.5956228956228956,0.6394584582084583,0.6438356164383562,0.6285084523319818
s5,output_lif,11,reset23456,s5,l3_whole_count,128,0.001,0.4446789321789321,0.39876651126651125,0.410958904109589,0.37466535220658154
s5,output_lif,11,reset23456,s5,l3_fixed250_ordered,2048,10.0,0.5737253487253487,0.5070339382839383,0.5136986301369864,0.5096615799758889
s5,output_lif,11,reset23456,s5,l3_relative10_ordered,1280,0.1,0.5956228956228956,0.6394584582084583,0.6438356164383562,0.6285084523319818
s5,output_lif,11,reset67,none,l3_whole_count,128,0.01,0.4147546897546897,0.4106351981351981,0.4178082191780822,0.4082818457818458
s5,output_lif,11,reset67,none,l3_fixed250_ordered,2048,0.01,0.5182599807599808,0.42766192141192144,0.4315068493150685,0.429681341052163
s5,output_lif,11,reset67,none,l3_relative10_ordered,1280,0.001,0.5266594516594517,0.5192210567210567,0.5273972602739726,0.5190061209669053
s5,output_lif,11,reset567,s5,l3_whole_count,128,0.001,0.4446789321789321,0.39876651126651125,0.410958904109589,0.37466535220658154
s5,output_lif,11,reset567,s5,l3_fixed250_ordered,2048,10.0,0.5737253487253487,0.5070339382839383,0.5136986301369864,0.5096615799758889
s5,output_lif,11,reset567,s5,l3_relative10_ordered,1280,0.1,0.5956228956228956,0.6394584582084583,0.6438356164383562,0.6285084523319818
s5,output_lif,23,normal,none,l3_whole_count,128,10.0,0.35860389610389615,0.364729020979021,0.3698630136986301,0.35539757111267406
s5,output_lif,23,normal,none,l3_fixed250_ordered,2048,10.0,0.559469696969697,0.49386655011655006,0.5068493150684932,0.4981861209839243
s5,output_lif,23,normal,none,l3_relative10_ordered,1280,0.01,0.4742123617123617,0.5551427738927738,0.5684931506849316,0.5545971828299414
s5,output_lif,23,resetall250,s5,l3_whole_count,128,1.0,0.4602272727272727,0.4040889665889666,0.4178082191780822,0.4048416760373282
s5,output_lif,23,resetall250,s5,l3_fixed250_ordered,2048,0.1,0.567502405002405,0.520194388944389,0.5342465753424658,0.5255597027058644
s5,output_lif,23,resetall250,s5,l3_relative10_ordered,1280,0.1,0.5733946608946608,0.6059537684537685,0.6164383561643836,0.6109679186042648
s5,output_lif,23,reset234,none,l3_whole_count,128,10.0,0.35860389610389615,0.364729020979021,0.3698630136986301,0.35539757111267406
s5,output_lif,23,reset234,none,l3_fixed250_ordered,2048,10.0,0.559469696969697,0.49386655011655006,0.5068493150684932,0.4981861209839243
s5,output_lif,23,reset234,none,l3_relative10_ordered,1280,0.01,0.4742123617123617,0.5551427738927738,0.5684931506849316,0.5545971828299414
s5,output_lif,23,reset2345,s5,l3_whole_count,128,1.0,0.4602272727272727,0.4040889665889666,0.4178082191780822,0.4048416760373282
s5,output_lif,23,reset2345,s5,l3_fixed250_ordered,2048,0.1,0.567502405002405,0.520194388944389,0.5342465753424658,0.5255597027058644
s5,output_lif,23,reset2345,s5,l3_relative10_ordered,1280,0.1,0.5733946608946608,0.6059537684537685,0.6164383561643836,0.6109679186042648
s5,output_lif,23,reset23456,s5,l3_whole_count,128,1.0,0.4602272727272727,0.4040889665889666,0.4178082191780822,0.4048416760373282
s5,output_lif,23,reset23456,s5,l3_fixed250_ordered,2048,0.1,0.567502405002405,0.520194388944389,0.5342465753424658,0.5255597027058644
s5,output_lif,23,reset23456,s5,l3_relative10_ordered,1280,0.1,0.5733946608946608,0.6059537684537685,0.6164383561643836,0.6109679186042648
s5,output_lif,23,reset67,none,l3_whole_count,128,10.0,0.35860389610389615,0.364729020979021,0.3698630136986301,0.35539757111267406
s5,output_lif,23,reset67,none,l3_fixed250_ordered,2048,10.0,0.559469696969697,0.49386655011655006,0.5068493150684932,0.4981861209839243
s5,output_lif,23,reset67,none,l3_relative10_ordered,1280,0.01,0.4742123617123617,0.5551427738927738,0.5684931506849316,0.5545971828299414
s5,output_lif,23,reset567,s5,l3_whole_count,128,1.0,0.4602272727272727,0.4040889665889666,0.4178082191780822,0.4048416760373282
s5,output_lif,23,reset567,s5,l3_fixed250_ordered,2048,0.1,0.567502405002405,0.520194388944389,0.5342465753424658,0.5255597027058644
s5,output_lif,23,reset567,s5,l3_relative10_ordered,1280,0.1,0.5733946608946608,0.6059537684537685,0.6164383561643836,0.6109679186042648
s5,output_lif,101,normal,none,l3_whole_count,128,0.1,0.45795454545454545,0.46284687534687535,0.4657534246575342,0.46295906604326315
s5,output_lif,101,normal,none,l3_fixed250_ordered,2048,0.001,0.5193241943241943,0.4007998945498945,0.410958904109589,0.411583325515214
s5,output_lif,101,normal,none,l3_relative10_ordered,1280,0.001,0.5211820586820587,0.49339826839826834,0.5068493150684932,0.4852470786294316
s5,output_lif,101,resetall250,s5,l3_whole_count,128,0.1,0.4741582491582492,0.50752997002997,0.5205479452054794,0.5139268853165117
s5,output_lif,101,resetall250,s5,l3_fixed250_ordered,2048,1.0,0.5286195286195287,0.49356893106893107,0.5136986301369864,0.5170105431566154
s5,output_lif,101,resetall250,s5,l3_relative10_ordered,1280,1.0,0.5768097643097644,0.611283855033855,0.636986301369863,0.614944558365611
s5,output_lif,101,reset234,none,l3_whole_count,128,0.1,0.45795454545454545,0.46284687534687535,0.4657534246575342,0.46295906604326315
s5,output_lif,101,reset234,none,l3_fixed250_ordered,2048,0.001,0.5193241943241943,0.4007998945498945,0.410958904109589,0.411583325515214
s5,output_lif,101,reset234,none,l3_relative10_ordered,1280,0.001,0.5211820586820587,0.49339826839826834,0.5068493150684932,0.4852470786294316
s5,output_lif,101,reset2345,s5,l3_whole_count,128,0.1,0.4741582491582492,0.50752997002997,0.5205479452054794,0.5139268853165117
s5,output_lif,101,reset2345,s5,l3_fixed250_ordered,2048,1.0,0.5286195286195287,0.49356893106893107,0.5136986301369864,0.5170105431566154
s5,output_lif,101,reset2345,s5,l3_relative10_ordered,1280,1.0,0.5768097643097644,0.611283855033855,0.636986301369863,0.614944558365611
s5,output_lif,101,reset23456,s5,l3_whole_count,128,0.1,0.4741582491582492,0.50752997002997,0.5205479452054794,0.5139268853165117
s5,output_lif,101,reset23456,s5,l3_fixed250_ordered,2048,1.0,0.5286195286195287,0.49356893106893107,0.5136986301369864,0.5170105431566154
s5,output_lif,101,reset23456,s5,l3_relative10_ordered,1280,1.0,0.5768097643097644,0.611283855033855,0.636986301369863,0.614944558365611
s5,output_lif,101,reset67,none,l3_whole_count,128,0.1,0.45795454545454545,0.46284687534687535,0.4657534246575342,0.46295906604326315
s5,output_lif,101,reset67,none,l3_fixed250_ordered,2048,0.001,0.5193241943241943,0.4007998945498945,0.410958904109589,0.411583325515214
s5,output_lif,101,reset67,none,l3_relative10_ordered,1280,0.001,0.5211820586820587,0.49339826839826834,0.5068493150684932,0.4852470786294316
s5,output_lif,101,reset567,s5,l3_whole_count,128,0.1,0.4741582491582492,0.50752997002997,0.5205479452054794,0.5139268853165117
s5,output_lif,101,reset567,s5,l3_fixed250_ordered,2048,1.0,0.5286195286195287,0.49356893106893107,0.5136986301369864,0.5170105431566154
s5,output_lif,101,reset567,s5,l3_relative10_ordered,1280,1.0,0.5768097643097644,0.611283855033855,0.636986301369863,0.614944558365611
s6,hidden_count_linear,11,normal,none,l3_whole_count,128,1.0,0.3801046176046176,0.42053016428016426,0.4315068493150685,0.42110000147939597
s6,hidden_count_linear,11,normal,none,l3_fixed250_ordered,2048,0.01,0.47143458393458393,0.430996780996781,0.4383561643835616,0.4400011669677047
s6,hidden_count_linear,11,normal,none,l3_relative10_ordered,1280,10.0,0.5060726310726312,0.4888562826062826,0.5068493150684932,0.5000857176172745
s6,hidden_count_linear,11,resetall250,s6,l3_whole_count,128,0.001,0.4789381914381914,0.4560897435897436,0.4726027397260274,0.4363461173504215
s6,hidden_count_linear,11,resetall250,s6,l3_fixed250_ordered,2048,0.01,0.584493746993747,0.542522755022755,0.5547945205479452,0.5558618131123964
s6,hidden_count_linear,11,resetall250,s6,l3_relative10_ordered,1280,0.01,0.6111050986050985,0.6432171994671995,0.6643835616438356,0.6409326588157858
s6,hidden_count_linear,11,reset234,none,l3_whole_count,128,1.0,0.3801046176046176,0.42053016428016426,0.4315068493150685,0.42110000147939597
s6,hidden_count_linear,11,reset234,none,l3_fixed250_ordered,2048,0.01,0.47143458393458393,0.430996780996781,0.4383561643835616,0.4400011669677047
s6,hidden_count_linear,11,reset234,none,l3_relative10_ordered,1280,10.0,0.5060726310726312,0.4888562826062826,0.5068493150684932,0.5000857176172745
s6,hidden_count_linear,11,reset2345,none,l3_whole_count,128,1.0,0.3801046176046176,0.42053016428016426,0.4315068493150685,0.42110000147939597
s6,hidden_count_linear,11,reset2345,none,l3_fixed250_ordered,2048,0.01,0.47143458393458393,0.430996780996781,0.4383561643835616,0.4400011669677047
s6,hidden_count_linear,11,reset2345,none,l3_relative10_ordered,1280,10.0,0.5060726310726312,0.4888562826062826,0.5068493150684932,0.5000857176172745
s6,hidden_count_linear,11,reset23456,s6,l3_whole_count,128,0.001,0.4789381914381914,0.4560897435897436,0.4726027397260274,0.4363461173504215
s6,hidden_count_linear,11,reset23456,s6,l3_fixed250_ordered,2048,0.01,0.584493746993747,0.542522755022755,0.5547945205479452,0.5558618131123964
s6,hidden_count_linear,11,reset23456,s6,l3_relative10_ordered,1280,0.01,0.6111050986050985,0.6432171994671995,0.6643835616438356,0.6409326588157858
s6,hidden_count_linear,11,reset67,s6,l3_whole_count,128,0.001,0.4789381914381914,0.4560897435897436,0.4726027397260274,0.4363461173504215
s6,hidden_count_linear,11,reset67,s6,l3_fixed250_ordered,2048,0.01,0.584493746993747,0.542522755022755,0.5547945205479452,0.5558618131123964
s6,hidden_count_linear,11,reset67,s6,l3_relative10_ordered,1280,0.01,0.6111050986050985,0.6432171994671995,0.6643835616438356,0.6409326588157858
s6,hidden_count_linear,11,reset567,s6,l3_whole_count,128,0.001,0.4789381914381914,0.4560897435897436,0.4726027397260274,0.4363461173504215
s6,hidden_count_linear,11,reset567,s6,l3_fixed250_ordered,2048,0.01,0.584493746993747,0.542522755022755,0.5547945205479452,0.5558618131123964
s6,hidden_count_linear,11,reset567,s6,l3_relative10_ordered,1280,0.01,0.6111050986050985,0.6432171994671995,0.6643835616438356,0.6409326588157858
s6,hidden_count_linear,23,normal,none,l3_whole_count,128,0.01,0.3559944684944685,0.3175296925296925,0.3287671232876712,0.2996315645698191
s6,hidden_count_linear,23,normal,none,l3_fixed250_ordered,2048,0.1,0.47007575757575754,0.4209138084138084,0.4315068493150685,0.41495836296182803
s6,hidden_count_linear,23,normal,none,l3_relative10_ordered,1280,0.01,0.46651034151034154,0.4795655733155733,0.4931506849315068,0.47220941297028257
s6,hidden_count_linear,23,resetall250,s6,l3_whole_count,128,0.1,0.48043530543530544,0.5183663558663558,0.541095890410959,0.5050518109341638
s6,hidden_count_linear,23,resetall250,s6,l3_fixed250_ordered,2048,10.0,0.6079485329485329,0.5192633755133755,0.5342465753424658,0.518107057416268
s6,hidden_count_linear,23,resetall250,s6,l3_relative10_ordered,1280,0.01,0.6185666185666185,0.6348054723054722,0.6575342465753424,0.6316038512345109
s6,hidden_count_linear,23,reset234,none,l3_whole_count,128,0.01,0.3559944684944685,0.3175296925296925,0.3287671232876712,0.2996315645698191
s6,hidden_count_linear,23,reset234,none,l3_fixed250_ordered,2048,0.1,0.47007575757575754,0.4209138084138084,0.4315068493150685,0.41495836296182803
s6,hidden_count_linear,23,reset234,none,l3_relative10_ordered,1280,0.01,0.46651034151034154,0.4795655733155733,0.4931506849315068,0.47220941297028257
s6,hidden_count_linear,23,reset2345,none,l3_whole_count,128,0.01,0.3559944684944685,0.3175296925296925,0.3287671232876712,0.2996315645698191
s6,hidden_count_linear,23,reset2345,none,l3_fixed250_ordered,2048,0.1,0.47007575757575754,0.4209138084138084,0.4315068493150685,0.41495836296182803
s6,hidden_count_linear,23,reset2345,none,l3_relative10_ordered,1280,0.01,0.46651034151034154,0.4795655733155733,0.4931506849315068,0.47220941297028257
s6,hidden_count_linear,23,reset23456,s6,l3_whole_count,128,0.1,0.48043530543530544,0.5183663558663558,0.541095890410959,0.5050518109341638
s6,hidden_count_linear,23,reset23456,s6,l3_fixed250_ordered,2048,10.0,0.6079485329485329,0.5192633755133755,0.5342465753424658,0.518107057416268
s6,hidden_count_linear,23,reset23456,s6,l3_relative10_ordered,1280,0.01,0.6185666185666185,0.6348054723054722,0.6575342465753424,0.6316038512345109
s6,hidden_count_linear,23,reset67,s6,l3_whole_count,128,0.1,0.48043530543530544,0.5183663558663558,0.541095890410959,0.5050518109341638
s6,hidden_count_linear,23,reset67,s6,l3_fixed250_ordered,2048,10.0,0.6079485329485329,0.5192633755133755,0.5342465753424658,0.518107057416268
s6,hidden_count_linear,23,reset67,s6,l3_relative10_ordered,1280,0.01,0.6185666185666185,0.6348054723054722,0.6575342465753424,0.6316038512345109
s6,hidden_count_linear,23,reset567,s6,l3_whole_count,128,0.1,0.48043530543530544,0.5183663558663558,0.541095890410959,0.5050518109341638
s6,hidden_count_linear,23,reset567,s6,l3_fixed250_ordered,2048,10.0,0.6079485329485329,0.5192633755133755,0.5342465753424658,0.518107057416268
s6,hidden_count_linear,23,reset567,s6,l3_relative10_ordered,1280,0.01,0.6185666185666185,0.6348054723054722,0.6575342465753424,0.6316038512345109
s6,hidden_count_linear,101,normal,none,l3_whole_count,128,0.001,0.38883477633477637,0.3523088023088023,0.363013698630137,0.3187482313121699
s6,hidden_count_linear,101,normal,none,l3_fixed250_ordered,2048,10.0,0.49512385762385763,0.410098235098235,0.4178082191780822,0.41087205795107257
s6,hidden_count_linear,101,normal,none,l3_relative10_ordered,1280,0.01,0.5117905242905243,0.4925345487845488,0.5,0.4939118539518436
s6,hidden_count_linear,101,resetall250,s6,l3_whole_count,128,0.01,0.4641955266955267,0.5206800144300144,0.5342465753424658,0.5214231012192229
s6,hidden_count_linear,101,resetall250,s6,l3_fixed250_ordered,2048,10.0,0.5378427128427129,0.5026598401598401,0.5205479452054794,0.5173002978316243
s6,hidden_count_linear,101,resetall250,s6,l3_relative10_ordered,1280,0.01,0.5914261664261664,0.6224879287379287,0.6438356164383562,0.6213565286703457
s6,hidden_count_linear,101,reset234,none,l3_whole_count,128,0.001,0.38883477633477637,0.3523088023088023,0.363013698630137,0.3187482313121699
s6,hidden_count_linear,101,reset234,none,l3_fixed250_ordered,2048,10.0,0.49512385762385763,0.410098235098235,0.4178082191780822,0.41087205795107257
s6,hidden_count_linear,101,reset234,none,l3_relative10_ordered,1280,0.01,0.5117905242905243,0.4925345487845488,0.5,0.4939118539518436
s6,hidden_count_linear,101,reset2345,none,l3_whole_count,128,0.001,0.38883477633477637,0.3523088023088023,0.363013698630137,0.3187482313121699
s6,hidden_count_linear,101,reset2345,none,l3_fixed250_ordered,2048,10.0,0.49512385762385763,0.410098235098235,0.4178082191780822,0.41087205795107257
s6,hidden_count_linear,101,reset2345,none,l3_relative10_ordered,1280,0.01,0.5117905242905243,0.4925345487845488,0.5,0.4939118539518436
s6,hidden_count_linear,101,reset23456,s6,l3_whole_count,128,0.01,0.4641955266955267,0.5206800144300144,0.5342465753424658,0.5214231012192229
s6,hidden_count_linear,101,reset23456,s6,l3_fixed250_ordered,2048,10.0,0.5378427128427129,0.5026598401598401,0.5205479452054794,0.5173002978316243
s6,hidden_count_linear,101,reset23456,s6,l3_relative10_ordered,1280,0.01,0.5914261664261664,0.6224879287379287,0.6438356164383562,0.6213565286703457
s6,hidden_count_linear,101,reset67,s6,l3_whole_count,128,0.01,0.4641955266955267,0.5206800144300144,0.5342465753424658,0.5214231012192229
s6,hidden_count_linear,101,reset67,s6,l3_fixed250_ordered,2048,10.0,0.5378427128427129,0.5026598401598401,0.5205479452054794,0.5173002978316243
s6,hidden_count_linear,101,reset67,s6,l3_relative10_ordered,1280,0.01,0.5914261664261664,0.6224879287379287,0.6438356164383562,0.6213565286703457
s6,hidden_count_linear,101,reset567,s6,l3_whole_count,128,0.01,0.4641955266955267,0.5206800144300144,0.5342465753424658,0.5214231012192229
s6,hidden_count_linear,101,reset567,s6,l3_fixed250_ordered,2048,10.0,0.5378427128427129,0.5026598401598401,0.5205479452054794,0.5173002978316243
s6,hidden_count_linear,101,reset567,s6,l3_relative10_ordered,1280,0.01,0.5914261664261664,0.6224879287379287,0.6438356164383562,0.6213565286703457
s6,output_lif,11,normal,none,l3_whole_count,128,0.001,0.36749639249639254,0.2956571206571207,0.3082191780821918,0.2526047968772427
s6,output_lif,11,normal,none,l3_fixed250_ordered,2048,10.0,0.4978896103896104,0.38830197580197584,0.3972602739726027,0.3998668938777832
s6,output_lif,11,normal,none,l3_relative10_ordered,1280,0.01,0.5017676767676768,0.46356837606837603,0.4726027397260274,0.4705410293197258
s6,output_lif,11,resetall250,s6,l3_whole_count,128,0.1,0.45430495430495427,0.48606532356532345,0.5,0.49927905215261537
s6,output_lif,11,resetall250,s6,l3_fixed250_ordered,2048,0.1,0.49468494468494467,0.5332264957264957,0.541095890410959,0.5402313638633748
s6,output_lif,11,resetall250,s6,l3_relative10_ordered,1280,0.1,0.5767676767676768,0.6441572316572316,0.6575342465753424,0.6399746569793008
s6,output_lif,11,reset234,none,l3_whole_count,128,0.001,0.36749639249639254,0.2956571206571207,0.3082191780821918,0.2526047968772427
s6,output_lif,11,reset234,none,l3_fixed250_ordered,2048,10.0,0.4978896103896104,0.38830197580197584,0.3972602739726027,0.3998668938777832
s6,output_lif,11,reset234,none,l3_relative10_ordered,1280,0.01,0.5017676767676768,0.46356837606837603,0.4726027397260274,0.4705410293197258
s6,output_lif,11,reset2345,none,l3_whole_count,128,0.001,0.36749639249639254,0.2956571206571207,0.3082191780821918,0.2526047968772427
s6,output_lif,11,reset2345,none,l3_fixed250_ordered,2048,10.0,0.4978896103896104,0.38830197580197584,0.3972602739726027,0.3998668938777832
s6,output_lif,11,reset2345,none,l3_relative10_ordered,1280,0.01,0.5017676767676768,0.46356837606837603,0.4726027397260274,0.4705410293197258
s6,output_lif,11,reset23456,s6,l3_whole_count,128,0.1,0.45430495430495427,0.48606532356532345,0.5,0.49927905215261537
s6,output_lif,11,reset23456,s6,l3_fixed250_ordered,2048,0.1,0.49468494468494467,0.5332264957264957,0.541095890410959,0.5402313638633748
s6,output_lif,11,reset23456,s6,l3_relative10_ordered,1280,0.1,0.5767676767676768,0.6441572316572316,0.6575342465753424,0.6399746569793008
s6,output_lif,11,reset67,s6,l3_whole_count,128,0.1,0.45430495430495427,0.48606532356532345,0.5,0.49927905215261537
