profile,readout,seed,intervention,effective_mask_id,active_neuron_fraction,event_rate_hz,events_per_neuron_gesture,mean_abs_mem,mean_abs_syn,n_neurons,nonzero_fraction,rms_mem,rms_syn,shift,split,threshold,firing_rate_hz,spike_probability,mean_abs_input_current,mean_abs_pre_reset_membrane,pre_reset_above_threshold_probability
s2,hidden_count_linear,11,normal,none,1.0,15.959577603966034,25.626573257314973,1.3494453906158408,0.81347244898787,128,0.2493684000619692,2.095058193252447,1.1773569568948312,all,train,0.5,15.959577603966034,0.24936840006196928,0.81347244898787,1.4741295906468252,0.24936840006196928
s2,hidden_count_linear,11,normal,none,1.0,15.959577603966034,25.626573257314973,1.3494453906158408,0.81347244898787,128,0.2493684000619692,2.095058193252447,1.1773569568948312,2,train,0.5,15.959577603966034,0.24936840006196928,0.81347244898787,1.4741295906468252,0.24936840006196928
s2,hidden_count_linear,11,normal,none,1.0,14.772056887016063,20.866629464285715,1.2088948717737689,0.7343721708750329,128,0.230813388859626,1.976235446562751,1.115068667372482,all,val,0.5,14.772056887016065,0.23081338885962602,0.7343721708750329,1.3243015662035817,0.23081338885962602
s2,hidden_count_linear,11,normal,none,1.0,14.772056887016063,20.866629464285715,1.2088948717737689,0.7343721708750329,128,0.230813388859626,1.976235446562751,1.115068667372482,2,val,0.5,14.772056887016065,0.23081338885962602,0.7343721708750329,1.3243015662035817,0.23081338885962602
s2,hidden_count_linear,11,normal,none,0.96875,16.31457090788602,21.077643407534246,1.4019092941536977,0.846114707830491,128,0.254915170435719,2.154441530358096,1.2119785771875329,all,test,0.5,16.31457090788602,0.25491517043571904,0.846114707830491,1.5293666265751844,0.25491517043571904
s2,hidden_count_linear,11,normal,none,0.96875,16.31457090788602,21.077643407534246,1.4019092941536977,0.846114707830491,128,0.254915170435719,2.154441530358096,1.2119785771875329,2,test,0.5,16.31457090788602,0.25491517043571904,0.846114707830491,1.5293666265751844,0.25491517043571904
s2,hidden_count_linear,11,resetall250,s2,1.0,14.250431272715092,22.882167061101548,1.0277327917476176,0.6779216992720702,128,0.2226629886361733,1.6823302421432378,1.0071813449995095,all,train,0.5,14.250431272715092,0.22266298863617331,0.6779216992720702,1.1390642533538782,0.222662857788869
s2,hidden_count_linear,11,resetall250,s2,1.0,14.250431272715092,22.882167061101548,1.0277327917476176,0.6779216992720702,128,0.2226629886361733,1.6823302421432378,1.0071813449995095,2,train,0.5,14.250431272715092,0.22266298863617331,0.6779216992720702,1.1390642533538782,0.222662857788869
s2,hidden_count_linear,11,resetall250,s2,1.0,13.173689755069791,18.608816964285715,0.9238230668674832,0.6133691672016285,128,0.2058389024229655,1.589340888351771,0.9549599247094692,all,val,0.5,13.173689755069791,0.2058389024229655,0.6133691672016285,1.0267426038100254,0.2058389024229655
s2,hidden_count_linear,11,resetall250,s2,1.0,13.173689755069791,18.608816964285715,0.9238230668674832,0.6133691672016285,128,0.2058389024229655,1.589340888351771,0.9549599247094692,2,val,0.5,13.173689755069791,0.2058389024229655,0.6133691672016285,1.0267426038100254,0.2058389024229655
s2,hidden_count_linear,11,resetall250,s2,0.9765625,14.689612326043738,18.978274828767123,1.072975932248307,0.7079620462446674,128,0.2295251925944334,1.7354542590333206,1.039338444922134,all,test,0.5,14.689612326043738,0.2295251925944334,0.7079620462446674,1.1877383667558452,0.2295251925944334
s2,hidden_count_linear,11,resetall250,s2,0.9765625,14.689612326043738,18.978274828767123,1.072975932248307,0.7079620462446674,128,0.2295251925944334,1.7354542590333206,1.039338444922134,2,test,0.5,14.689612326043738,0.2295251925944334,0.7079620462446674,1.1877383667558452,0.2295251925944334
s2,hidden_count_linear,11,reset234,s2,1.0,14.250431272715092,22.882167061101548,1.0277327917476176,0.6779216992720702,128,0.2226629886361733,1.6823302421432378,1.0071813449995095,all,train,0.5,14.250431272715092,0.22266298863617331,0.6779216992720702,1.1390642533538782,0.222662857788869
s2,hidden_count_linear,11,reset234,s2,1.0,14.250431272715092,22.882167061101548,1.0277327917476176,0.6779216992720702,128,0.2226629886361733,1.6823302421432378,1.0071813449995095,2,train,0.5,14.250431272715092,0.22266298863617331,0.6779216992720702,1.1390642533538782,0.222662857788869
s2,hidden_count_linear,11,reset234,s2,1.0,13.173689755069791,18.608816964285715,0.9238230668674832,0.6133691672016285,128,0.2058389024229655,1.589340888351771,0.9549599247094692,all,val,0.5,13.173689755069791,0.2058389024229655,0.6133691672016285,1.0267426038100254,0.2058389024229655
s2,hidden_count_linear,11,reset234,s2,1.0,13.173689755069791,18.608816964285715,0.9238230668674832,0.6133691672016285,128,0.2058389024229655,1.589340888351771,0.9549599247094692,2,val,0.5,13.173689755069791,0.2058389024229655,0.6133691672016285,1.0267426038100254,0.2058389024229655
s2,hidden_count_linear,11,reset234,s2,0.9765625,14.689612326043738,18.978274828767123,1.072975932248307,0.7079620462446674,128,0.2295251925944334,1.7354542590333206,1.039338444922134,all,test,0.5,14.689612326043738,0.2295251925944334,0.7079620462446674,1.1877383667558452,0.2295251925944334
s2,hidden_count_linear,11,reset234,s2,0.9765625,14.689612326043738,18.978274828767123,1.072975932248307,0.7079620462446674,128,0.2295251925944334,1.7354542590333206,1.039338444922134,2,test,0.5,14.689612326043738,0.2295251925944334,0.7079620462446674,1.1877383667558452,0.2295251925944334
s2,hidden_count_linear,11,reset2345,s2,1.0,14.250431272715092,22.882167061101548,1.0277327917476176,0.6779216992720702,128,0.2226629886361733,1.6823302421432378,1.0071813449995095,all,train,0.5,14.250431272715092,0.22266298863617331,0.6779216992720702,1.1390642533538782,0.222662857788869
s2,hidden_count_linear,11,reset2345,s2,1.0,14.250431272715092,22.882167061101548,1.0277327917476176,0.6779216992720702,128,0.2226629886361733,1.6823302421432378,1.0071813449995095,2,train,0.5,14.250431272715092,0.22266298863617331,0.6779216992720702,1.1390642533538782,0.222662857788869
s2,hidden_count_linear,11,reset2345,s2,1.0,13.173689755069791,18.608816964285715,0.9238230668674832,0.6133691672016285,128,0.2058389024229655,1.589340888351771,0.9549599247094692,all,val,0.5,13.173689755069791,0.2058389024229655,0.6133691672016285,1.0267426038100254,0.2058389024229655
s2,hidden_count_linear,11,reset2345,s2,1.0,13.173689755069791,18.608816964285715,0.9238230668674832,0.6133691672016285,128,0.2058389024229655,1.589340888351771,0.9549599247094692,2,val,0.5,13.173689755069791,0.2058389024229655,0.6133691672016285,1.0267426038100254,0.2058389024229655
