profile,readout,seed,intervention,effective_mask_id,active_neuron_fraction,event_rate_hz,events_per_neuron_gesture,mean_abs_mem,mean_abs_syn,n_neurons,nonzero_fraction,rms_mem,rms_syn,shift,split,threshold,firing_rate_hz,spike_probability,mean_abs_input_current,mean_abs_pre_reset_membrane,pre_reset_above_threshold_probability
s2,hidden_count_linear,11,reset2345,s2,0.9765625,14.689612326043738,18.978274828767123,1.072975932248307,0.7079620462446674,128,0.2295251925944334,1.7354542590333206,1.039338444922134,all,test,0.5,14.689612326043738,0.2295251925944334,0.7079620462446674,1.1877383667558452,0.2295251925944334
s2,hidden_count_linear,11,reset2345,s2,0.9765625,14.689612326043738,18.978274828767123,1.072975932248307,0.7079620462446674,128,0.2295251925944334,1.7354542590333206,1.039338444922134,2,test,0.5,14.689612326043738,0.2295251925944334,0.7079620462446674,1.1877383667558452,0.2295251925944334
s2,hidden_count_linear,11,reset23456,s2,1.0,14.250431272715092,22.882167061101548,1.0277327917476176,0.6779216992720702,128,0.2226629886361733,1.6823302421432378,1.0071813449995095,all,train,0.5,14.250431272715092,0.22266298863617331,0.6779216992720702,1.1390642533538782,0.222662857788869
s2,hidden_count_linear,11,reset23456,s2,1.0,14.250431272715092,22.882167061101548,1.0277327917476176,0.6779216992720702,128,0.2226629886361733,1.6823302421432378,1.0071813449995095,2,train,0.5,14.250431272715092,0.22266298863617331,0.6779216992720702,1.1390642533538782,0.222662857788869
s2,hidden_count_linear,11,reset23456,s2,1.0,13.173689755069791,18.608816964285715,0.9238230668674832,0.6133691672016285,128,0.2058389024229655,1.589340888351771,0.9549599247094692,all,val,0.5,13.173689755069791,0.2058389024229655,0.6133691672016285,1.0267426038100254,0.2058389024229655
s2,hidden_count_linear,11,reset23456,s2,1.0,13.173689755069791,18.608816964285715,0.9238230668674832,0.6133691672016285,128,0.2058389024229655,1.589340888351771,0.9549599247094692,2,val,0.5,13.173689755069791,0.2058389024229655,0.6133691672016285,1.0267426038100254,0.2058389024229655
s2,hidden_count_linear,11,reset23456,s2,0.9765625,14.689612326043738,18.978274828767123,1.072975932248307,0.7079620462446674,128,0.2295251925944334,1.7354542590333206,1.039338444922134,all,test,0.5,14.689612326043738,0.2295251925944334,0.7079620462446674,1.1877383667558452,0.2295251925944334
s2,hidden_count_linear,11,reset23456,s2,0.9765625,14.689612326043738,18.978274828767123,1.072975932248307,0.7079620462446674,128,0.2295251925944334,1.7354542590333206,1.039338444922134,2,test,0.5,14.689612326043738,0.2295251925944334,0.7079620462446674,1.1877383667558452,0.2295251925944334
s2,hidden_count_linear,11,reset67,none,1.0,15.959577603966034,25.626573257314973,1.3494453906158408,0.81347244898787,128,0.2493684000619692,2.095058193252447,1.1773569568948312,all,train,0.5,15.959577603966034,0.24936840006196928,0.81347244898787,1.4741295906468252,0.24936840006196928
s2,hidden_count_linear,11,reset67,none,1.0,15.959577603966034,25.626573257314973,1.3494453906158408,0.81347244898787,128,0.2493684000619692,2.095058193252447,1.1773569568948312,2,train,0.5,15.959577603966034,0.24936840006196928,0.81347244898787,1.4741295906468252,0.24936840006196928
s2,hidden_count_linear,11,reset67,none,1.0,14.772056887016063,20.866629464285715,1.2088948717737689,0.7343721708750329,128,0.230813388859626,1.976235446562751,1.115068667372482,all,val,0.5,14.772056887016065,0.23081338885962602,0.7343721708750329,1.3243015662035817,0.23081338885962602
s2,hidden_count_linear,11,reset67,none,1.0,14.772056887016063,20.866629464285715,1.2088948717737689,0.7343721708750329,128,0.230813388859626,1.976235446562751,1.115068667372482,2,val,0.5,14.772056887016065,0.23081338885962602,0.7343721708750329,1.3243015662035817,0.23081338885962602
s2,hidden_count_linear,11,reset67,none,0.96875,16.31457090788602,21.077643407534246,1.4019092941536977,0.846114707830491,128,0.254915170435719,2.154441530358096,1.2119785771875329,all,test,0.5,16.31457090788602,0.25491517043571904,0.846114707830491,1.5293666265751844,0.25491517043571904
s2,hidden_count_linear,11,reset67,none,0.96875,16.31457090788602,21.077643407534246,1.4019092941536977,0.846114707830491,128,0.254915170435719,2.154441530358096,1.2119785771875329,2,test,0.5,16.31457090788602,0.25491517043571904,0.846114707830491,1.5293666265751844,0.25491517043571904
s2,hidden_count_linear,11,reset567,none,1.0,15.959577603966034,25.626573257314973,1.3494453906158408,0.81347244898787,128,0.2493684000619692,2.095058193252447,1.1773569568948312,all,train,0.5,15.959577603966034,0.24936840006196928,0.81347244898787,1.4741295906468252,0.24936840006196928
s2,hidden_count_linear,11,reset567,none,1.0,15.959577603966034,25.626573257314973,1.3494453906158408,0.81347244898787,128,0.2493684000619692,2.095058193252447,1.1773569568948312,2,train,0.5,15.959577603966034,0.24936840006196928,0.81347244898787,1.4741295906468252,0.24936840006196928
s2,hidden_count_linear,11,reset567,none,1.0,14.772056887016063,20.866629464285715,1.2088948717737689,0.7343721708750329,128,0.230813388859626,1.976235446562751,1.115068667372482,all,val,0.5,14.772056887016065,0.23081338885962602,0.7343721708750329,1.3243015662035817,0.23081338885962602
s2,hidden_count_linear,11,reset567,none,1.0,14.772056887016063,20.866629464285715,1.2088948717737689,0.7343721708750329,128,0.230813388859626,1.976235446562751,1.115068667372482,2,val,0.5,14.772056887016065,0.23081338885962602,0.7343721708750329,1.3243015662035817,0.23081338885962602
s2,hidden_count_linear,11,reset567,none,0.96875,16.31457090788602,21.077643407534246,1.4019092941536977,0.846114707830491,128,0.254915170435719,2.154441530358096,1.2119785771875329,all,test,0.5,16.31457090788602,0.25491517043571904,0.846114707830491,1.5293666265751844,0.25491517043571904
s2,hidden_count_linear,11,reset567,none,0.96875,16.31457090788602,21.077643407534246,1.4019092941536977,0.846114707830491,128,0.254915170435719,2.154441530358096,1.2119785771875329,2,test,0.5,16.31457090788602,0.25491517043571904,0.846114707830491,1.5293666265751844,0.25491517043571904
s2,hidden_count_linear,23,normal,none,0.9921875,13.743380173179023,22.067986230636837,1.566755416031621,0.9061850670252232,128,0.2147403152059222,2.384900002319881,1.2977871373901213,all,train,0.5,13.743380173179025,0.21474031520592227,0.9061850670252232,1.6741255409227562,0.21474031520592227
s2,hidden_count_linear,23,normal,none,0.9921875,13.743380173179023,22.067986230636837,1.566755416031621,0.9061850670252232,128,0.2147403152059222,2.384900002319881,1.2977871373901213,2,train,0.5,13.743380173179025,0.21474031520592227,0.9061850670252232,1.6741255409227562,0.21474031520592227
s2,hidden_count_linear,23,normal,none,0.953125,12.395575454306032,17.50967261904762,1.4081178225956896,0.8169849346523571,128,0.1936808664735317,2.2380253028678845,1.2203678451363418,all,val,0.5,12.395575454306032,0.19368086647353175,0.8169849346523571,1.5049581701013959,0.19368086647353175
s2,hidden_count_linear,23,normal,none,0.953125,12.395575454306032,17.50967261904762,1.4081178225956896,0.8169849346523571,128,0.1936808664735317,2.2380253028678845,1.2203678451363418,2,val,0.5,12.395575454306032,0.19368086647353175,0.8169849346523571,1.5049581701013959,0.19368086647353175
s2,hidden_count_linear,23,normal,none,0.953125,14.161820742213386,18.296393407534246,1.6310264127312946,0.9459300815387622,128,0.2212784490970841,2.472593391993962,1.3476078491623,all,test,0.5,14.161820742213386,0.22127844909708416,0.9459300815387622,1.7416656473916916,0.22127844909708416
s2,hidden_count_linear,23,normal,none,0.953125,14.161820742213386,18.296393407534246,1.6310264127312946,0.9459300815387622,128,0.2212784490970841,2.472593391993962,1.3476078491623,2,test,0.5,14.161820742213386,0.22127844909708416,0.9459300815387622,1.7416656473916916,0.22127844909708416
s2,hidden_count_linear,23,resetall250,s2,0.9921875,12.287194131341383,19.72976280120482,1.195172804146708,0.7539172902413034,128,0.1919874083022091,1.918675702353972,1.10893572497542,all,train,0.5,12.287194131341383,0.19198740830220912,0.7539172902413034,1.2911664755859866,0.19198740830220912
s2,hidden_count_linear,23,resetall250,s2,0.9921875,12.287194131341383,19.72976280120482,1.195172804146708,0.7539172902413034,128,0.1919874083022091,1.918675702353972,1.10893572497542,2,train,0.5,12.287194131341383,0.19198740830220912,0.7539172902413034,1.2911664755859866,0.19198740830220912
s2,hidden_count_linear,23,resetall250,s2,0.953125,11.08260907734176,15.65500992063492,1.077585923097182,0.6811391840323501,128,0.173165766833465,1.8029477787422368,1.043700060822437,all,val,0.5,11.082609077341761,0.17316576683346502,0.6811391840323501,1.1641688065139144,0.17316576683346502
s2,hidden_count_linear,23,resetall250,s2,0.953125,11.08260907734176,15.65500992063492,1.077585923097182,0.6811391840323501,128,0.173165766833465,1.8029477787422368,1.043700060822437,2,val,0.5,11.082609077341761,0.17316576683346502,0.6811391840323501,1.1641688065139144,0.17316576683346502
s2,hidden_count_linear,23,resetall250,s2,0.9375,12.785785288270375,16.518621575342465,1.2506509607718277,0.7903132960052187,128,0.1997778951292246,1.9947717888258092,1.1539700069986778,all,test,0.5,12.785785288270377,0.19977789512922464,0.7903132960052187,1.3505399184482947,0.19977789512922464
s2,hidden_count_linear,23,resetall250,s2,0.9375,12.785785288270375,16.518621575342465,1.2506509607718277,0.7903132960052187,128,0.1997778951292246,1.9947717888258092,1.1539700069986778,2,test,0.5,12.785785288270377,0.19977789512922464,0.7903132960052187,1.3505399184482947,0.19977789512922464
s2,hidden_count_linear,23,reset234,s2,0.9921875,12.287194131341383,19.72976280120482,1.195172804146708,0.7539172902413034,128,0.1919874083022091,1.918675702353972,1.10893572497542,all,train,0.5,12.287194131341383,0.19198740830220912,0.7539172902413034,1.2911664755859866,0.19198740830220912
s2,hidden_count_linear,23,reset234,s2,0.9921875,12.287194131341383,19.72976280120482,1.195172804146708,0.7539172902413034,128,0.1919874083022091,1.918675702353972,1.10893572497542,2,train,0.5,12.287194131341383,0.19198740830220912,0.7539172902413034,1.2911664755859866,0.19198740830220912
s2,hidden_count_linear,23,reset234,s2,0.953125,11.08260907734176,15.65500992063492,1.077585923097182,0.6811391840323501,128,0.173165766833465,1.8029477787422368,1.043700060822437,all,val,0.5,11.082609077341761,0.17316576683346502,0.6811391840323501,1.1641688065139144,0.17316576683346502
s2,hidden_count_linear,23,reset234,s2,0.953125,11.08260907734176,15.65500992063492,1.077585923097182,0.6811391840323501,128,0.173165766833465,1.8029477787422368,1.043700060822437,2,val,0.5,11.082609077341761,0.17316576683346502,0.6811391840323501,1.1641688065139144,0.17316576683346502
s2,hidden_count_linear,23,reset234,s2,0.9375,12.785785288270375,16.518621575342465,1.2506509607718277,0.7903132960052187,128,0.1997778951292246,1.9947717888258092,1.1539700069986778,all,test,0.5,12.785785288270377,0.19977789512922464,0.7903132960052187,1.3505399184482947,0.19977789512922464
s2,hidden_count_linear,23,reset234,s2,0.9375,12.785785288270375,16.518621575342465,1.2506509607718277,0.7903132960052187,128,0.1997778951292246,1.9947717888258092,1.1539700069986778,2,test,0.5,12.785785288270377,0.19977789512922464,0.7903132960052187,1.3505399184482947,0.19977789512922464
s2,hidden_count_linear,23,reset2345,s2,0.9921875,12.287194131341383,19.72976280120482,1.195172804146708,0.7539172902413034,128,0.1919874083022091,1.918675702353972,1.10893572497542,all,train,0.5,12.287194131341383,0.19198740830220912,0.7539172902413034,1.2911664755859866,0.19198740830220912
s2,hidden_count_linear,23,reset2345,s2,0.9921875,12.287194131341383,19.72976280120482,1.195172804146708,0.7539172902413034,128,0.1919874083022091,1.918675702353972,1.10893572497542,2,train,0.5,12.287194131341383,0.19198740830220912,0.7539172902413034,1.2911664755859866,0.19198740830220912
s2,hidden_count_linear,23,reset2345,s2,0.953125,11.08260907734176,15.65500992063492,1.077585923097182,0.6811391840323501,128,0.173165766833465,1.8029477787422368,1.043700060822437,all,val,0.5,11.082609077341761,0.17316576683346502,0.6811391840323501,1.1641688065139144,0.17316576683346502
s2,hidden_count_linear,23,reset2345,s2,0.953125,11.08260907734176,15.65500992063492,1.077585923097182,0.6811391840323501,128,0.173165766833465,1.8029477787422368,1.043700060822437,2,val,0.5,11.082609077341761,0.17316576683346502,0.6811391840323501,1.1641688065139144,0.17316576683346502
s2,hidden_count_linear,23,reset2345,s2,0.9375,12.785785288270375,16.518621575342465,1.2506509607718277,0.7903132960052187,128,0.1997778951292246,1.9947717888258092,1.1539700069986778,all,test,0.5,12.785785288270377,0.19977789512922464,0.7903132960052187,1.3505399184482947,0.19977789512922464
s2,hidden_count_linear,23,reset2345,s2,0.9375,12.785785288270375,16.518621575342465,1.2506509607718277,0.7903132960052187,128,0.1997778951292246,1.9947717888258092,1.1539700069986778,2,test,0.5,12.785785288270377,0.19977789512922464,0.7903132960052187,1.3505399184482947,0.19977789512922464
s2,hidden_count_linear,23,reset23456,s2,0.9921875,12.287194131341383,19.72976280120482,1.195172804146708,0.7539172902413034,128,0.1919874083022091,1.918675702353972,1.10893572497542,all,train,0.5,12.287194131341383,0.19198740830220912,0.7539172902413034,1.2911664755859866,0.19198740830220912
s2,hidden_count_linear,23,reset23456,s2,0.9921875,12.287194131341383,19.72976280120482,1.195172804146708,0.7539172902413034,128,0.1919874083022091,1.918675702353972,1.10893572497542,2,train,0.5,12.287194131341383,0.19198740830220912,0.7539172902413034,1.2911664755859866,0.19198740830220912
s2,hidden_count_linear,23,reset23456,s2,0.953125,11.08260907734176,15.65500992063492,1.077585923097182,0.6811391840323501,128,0.173165766833465,1.8029477787422368,1.043700060822437,all,val,0.5,11.082609077341761,0.17316576683346502,0.6811391840323501,1.1641688065139144,0.17316576683346502
s2,hidden_count_linear,23,reset23456,s2,0.953125,11.08260907734176,15.65500992063492,1.077585923097182,0.6811391840323501,128,0.173165766833465,1.8029477787422368,1.043700060822437,2,val,0.5,11.082609077341761,0.17316576683346502,0.6811391840323501,1.1641688065139144,0.17316576683346502
s2,hidden_count_linear,23,reset23456,s2,0.9375,12.785785288270375,16.518621575342465,1.2506509607718277,0.7903132960052187,128,0.1997778951292246,1.9947717888258092,1.1539700069986778,all,test,0.5,12.785785288270377,0.19977789512922464,0.7903132960052187,1.3505399184482947,0.19977789512922464
s2,hidden_count_linear,23,reset23456,s2,0.9375,12.785785288270375,16.518621575342465,1.2506509607718277,0.7903132960052187,128,0.1997778951292246,1.9947717888258092,1.1539700069986778,2,test,0.5,12.785785288270377,0.19977789512922464,0.7903132960052187,1.3505399184482947,0.19977789512922464
s2,hidden_count_linear,23,reset67,none,0.9921875,13.743380173179023,22.067986230636837,1.566755416031621,0.9061850670252232,128,0.2147403152059222,2.384900002319881,1.2977871373901213,all,train,0.5,13.743380173179025,0.21474031520592227,0.9061850670252232,1.6741255409227562,0.21474031520592227
s2,hidden_count_linear,23,reset67,none,0.9921875,13.743380173179023,22.067986230636837,1.566755416031621,0.9061850670252232,128,0.2147403152059222,2.384900002319881,1.2977871373901213,2,train,0.5,13.743380173179025,0.21474031520592227,0.9061850670252232,1.6741255409227562,0.21474031520592227
s2,hidden_count_linear,23,reset67,none,0.953125,12.395575454306032,17.50967261904762,1.4081178225956896,0.8169849346523571,128,0.1936808664735317,2.2380253028678845,1.2203678451363418,all,val,0.5,12.395575454306032,0.19368086647353175,0.8169849346523571,1.5049581701013959,0.19368086647353175
s2,hidden_count_linear,23,reset67,none,0.953125,12.395575454306032,17.50967261904762,1.4081178225956896,0.8169849346523571,128,0.1936808664735317,2.2380253028678845,1.2203678451363418,2,val,0.5,12.395575454306032,0.19368086647353175,0.8169849346523571,1.5049581701013959,0.19368086647353175
s2,hidden_count_linear,23,reset67,none,0.953125,14.161820742213386,18.296393407534246,1.6310264127312946,0.9459300815387622,128,0.2212784490970841,2.472593391993962,1.3476078491623,all,test,0.5,14.161820742213386,0.22127844909708416,0.9459300815387622,1.7416656473916916,0.22127844909708416
s2,hidden_count_linear,23,reset67,none,0.953125,14.161820742213386,18.296393407534246,1.6310264127312946,0.9459300815387622,128,0.2212784490970841,2.472593391993962,1.3476078491623,2,test,0.5,14.161820742213386,0.22127844909708416,0.9459300815387622,1.7416656473916916,0.22127844909708416
s2,hidden_count_linear,23,reset567,none,0.9921875,13.743380173179023,22.067986230636837,1.566755416031621,0.9061850670252232,128,0.2147403152059222,2.384900002319881,1.2977871373901213,all,train,0.5,13.743380173179025,0.21474031520592227,0.9061850670252232,1.6741255409227562,0.21474031520592227
s2,hidden_count_linear,23,reset567,none,0.9921875,13.743380173179023,22.067986230636837,1.566755416031621,0.9061850670252232,128,0.2147403152059222,2.384900002319881,1.2977871373901213,2,train,0.5,13.743380173179025,0.21474031520592227,0.9061850670252232,1.6741255409227562,0.21474031520592227
s2,hidden_count_linear,23,reset567,none,0.953125,12.395575454306032,17.50967261904762,1.4081178225956896,0.8169849346523571,128,0.1936808664735317,2.2380253028678845,1.2203678451363418,all,val,0.5,12.395575454306032,0.19368086647353175,0.8169849346523571,1.5049581701013959,0.19368086647353175
s2,hidden_count_linear,23,reset567,none,0.953125,12.395575454306032,17.50967261904762,1.4081178225956896,0.8169849346523571,128,0.1936808664735317,2.2380253028678845,1.2203678451363418,2,val,0.5,12.395575454306032,0.19368086647353175,0.8169849346523571,1.5049581701013959,0.19368086647353175
s2,hidden_count_linear,23,reset567,none,0.953125,14.161820742213386,18.296393407534246,1.6310264127312946,0.9459300815387622,128,0.2212784490970841,2.472593391993962,1.3476078491623,all,test,0.5,14.161820742213386,0.22127844909708416,0.9459300815387622,1.7416656473916916,0.22127844909708416
s2,hidden_count_linear,23,reset567,none,0.953125,14.161820742213386,18.296393407534246,1.6310264127312946,0.9459300815387622,128,0.2212784490970841,2.472593391993962,1.3476078491623,2,test,0.5,14.161820742213386,0.22127844909708416,0.9459300815387622,1.7416656473916916,0.22127844909708416
s2,hidden_count_linear,101,normal,none,0.984375,18.42165072772037,29.57996719018933,1.2891793302868593,0.8022865991686485,128,0.2878382926206307,2.075526133682165,1.1850142332524054,all,train,0.5,18.42165072772037,0.28783829262063076,0.8022865991686485,1.4330984438853485,0.28783829262063076
s2,hidden_count_linear,101,normal,none,0.984375,18.42165072772037,29.57996719018933,1.2891793302868593,0.8022865991686485,128,0.2878382926206307,2.075526133682165,1.1850142332524054,2,train,0.5,18.42165072772037,0.28783829262063076,0.8022865991686485,1.4330984438853485,0.28783829262063076
s2,hidden_count_linear,101,normal,none,0.9765625,16.962645948555878,23.960999503968253,1.1180130901040295,0.7055956834068563,128,0.2650413429461856,1.8955517980080665,1.0898509974768769,all,val,0.5,16.962645948555878,0.2650413429461856,0.7055956834068563,1.2505337615771224,0.2650413429461856
s2,hidden_count_linear,101,normal,none,0.9765625,16.962645948555878,23.960999503968253,1.1180130901040295,0.7055956834068563,128,0.2650413429461856,1.8955517980080665,1.0898509974768769,2,val,0.5,16.962645948555878,0.2650413429461856,0.7055956834068563,1.2505337615771224,0.2650413429461856
s2,hidden_count_linear,101,normal,none,0.96875,18.807902584493043,24.29890839041096,1.3422882100301834,0.8351978784843025,128,0.2938734778827038,2.155675349658407,1.2296791767048996,all,test,0.5,18.807902584493043,0.2938734778827038,0.8351978784843025,1.4892249489715355,0.2938734778827038
s2,hidden_count_linear,101,normal,none,0.96875,18.807902584493043,24.29890839041096,1.3422882100301834,0.8351978784843025,128,0.2938734778827038,2.155675349658407,1.2296791767048996,2,test,0.5,18.807902584493043,0.2938734778827038,0.8351978784843025,1.4892249489715355,0.2938734778827038
s2,hidden_count_linear,101,resetall250,s2,0.984375,16.40829383489373,26.347084767641995,0.9809711218690856,0.6693492217725727,128,0.2563795911702145,1.6649833012225757,1.0141503895514157,all,train,0.5,16.40829383489373,0.2563795911702145,0.6693492217725727,1.109160917454193,0.2563795911702145
s2,hidden_count_linear,101,resetall250,s2,0.984375,16.40829383489373,26.347084767641995,0.9809711218690856,0.6693492217725727,128,0.2563795911702145,1.6649833012225757,1.0141503895514157,2,train,0.5,16.40829383489373,0.2563795911702145,0.6693492217725727,1.109160917454193,0.2563795911702145
s2,hidden_count_linear,101,resetall250,s2,0.9765625,15.02730225616715,21.22718253968254,0.8535572902949697,0.5898719126530814,128,0.2348015977526117,1.5215327755212305,0.9333779044593464,all,val,0.5,15.02730225616715,0.23480159775261172,0.5898719126530814,0.9709580891712756,0.23480159775261172
s2,hidden_count_linear,101,resetall250,s2,0.9765625,15.02730225616715,21.22718253968254,0.8535572902949697,0.5898719126530814,128,0.2348015977526117,1.5215327755212305,0.9333779044593464,2,val,0.5,15.02730225616715,0.23480159775261172,0.5898719126530814,0.9709580891712756,0.23480159775261172
s2,hidden_count_linear,101,resetall250,s2,0.96875,16.890159045725646,21.821275684931507,1.028024692421642,0.7003076046487999,128,0.2639087350894632,1.7371752980479271,1.0558539170652552,all,test,0.5,16.890159045725646,0.2639087350894632,0.7003076046487999,1.159979140861213,0.2639087350894632
s2,hidden_count_linear,101,resetall250,s2,0.96875,16.890159045725646,21.821275684931507,1.028024692421642,0.7003076046487999,128,0.2639087350894632,1.7371752980479271,1.0558539170652552,2,test,0.5,16.890159045725646,0.2639087350894632,0.7003076046487999,1.159979140861213,0.2639087350894632
s2,hidden_count_linear,101,reset234,s2,0.984375,16.40829383489373,26.347084767641995,0.9809711218690856,0.6693492217725727,128,0.2563795911702145,1.6649833012225757,1.0141503895514157,all,train,0.5,16.40829383489373,0.2563795911702145,0.6693492217725727,1.109160917454193,0.2563795911702145
s2,hidden_count_linear,101,reset234,s2,0.984375,16.40829383489373,26.347084767641995,0.9809711218690856,0.6693492217725727,128,0.2563795911702145,1.6649833012225757,1.0141503895514157,2,train,0.5,16.40829383489373,0.2563795911702145,0.6693492217725727,1.109160917454193,0.2563795911702145
