profile,readout,seed,shifts_syn,tau_syn_ms,best_epoch,unique_effective_forward_count,native_train_accuracy,pre_lif_train_accuracy,native_train_balanced_accuracy,pre_lif_train_balanced_accuracy,native_train_macro_f1,pre_lif_train_macro_f1,native_train_loss,pre_lif_train_loss,native_val_accuracy,pre_lif_val_accuracy,native_val_balanced_accuracy,pre_lif_val_balanced_accuracy,native_val_macro_f1,pre_lif_val_macro_f1,native_val_loss,pre_lif_val_loss,native_test_accuracy,pre_lif_test_accuracy,native_test_balanced_accuracy,pre_lif_test_balanced_accuracy,native_test_macro_f1,pre_lif_test_macro_f1,native_test_loss,pre_lif_test_loss,l3_whole_count_val_ba,l3_whole_count_test_ba,l3_whole_count_C,l3_fixed250_ordered_val_ba,l3_fixed250_ordered_test_ba,l3_fixed250_ordered_C,l3_relative10_ordered_val_ba,l3_relative10_ordered_test_ba,l3_relative10_ordered_C
s2,hidden_count_linear,11,2,54.313,23,2,0.9707401032702238,0.9707401032702238,0.9701763498185038,0.9701763498185038,0.9701078058920279,0.9701078058920279,0.12388161660882159,0.12388163226017032,0.4523809523809524,0.4523809523809524,0.4464706589706591,0.4464706589706591,0.4410787097008324,0.4410787097008324,3.960083246231079,3.960083246231079,0.4178082191780822,0.4178082191780822,0.4099664224664224,0.4099664224664224,0.40332661994704483,0.40332661994704483,4.235014183880532,4.235014275328754,0.488437950937951,0.5136086136086135,0.01,0.5563552188552189,0.5566579254079254,0.001,0.5900012025012026,0.6137987012987013,0.001
s2,hidden_count_linear,23,2,54.313,46,2,0.9913941480206541,0.9913941480206541,0.9917658231383721,0.9917658231383721,0.9912148286796302,0.9912148286796302,0.04742618003882557,0.0474261786650847,0.47619047619047616,0.47619047619047616,0.47546897546897554,0.47546897546897554,0.4566429769061348,0.4566429769061348,3.9714393615722656,3.9714388847351074,0.4452054794520548,0.4452054794520548,0.42802475302475296,0.42802475302475296,0.40963004324313396,0.40963004324313396,4.119382734168066,4.1193826753799225,0.5035834535834536,0.5260205072705072,0.1,0.5522546897546897,0.5667311854811854,1.0,0.624488936988937,0.6570159007659007,0.1
s2,hidden_count_linear,101,2,54.313,48,2,0.9896729776247849,0.9896729776247849,0.9900083794201441,0.9900083794201441,0.9898418216425915,0.9898418216425915,0.04577405114695045,0.045774042749017634,0.4365079365079365,0.4365079365079365,0.43943001443001445,0.43943001443001445,0.4298894693148436,0.4298894693148436,4.877876281738281,4.877875804901123,0.4520547945205479,0.4520547945205479,0.4319277944277944,0.4319277944277944,0.42212975502403044,0.42212975502403044,4.093110417666501,4.093110175981914,0.5077922077922078,0.5222083472083471,0.1,0.5269901394901395,0.529466366966367,0.001,0.6334235209235209,0.6540605228105227,0.01
s2,output_lif,11,2,54.313,91,2,0.8812392426850258,0.7934595524956971,0.8859408322496528,0.7965483361300434,0.8524031048233477,0.7604120204243809,0.33879019184079723,2.991830415446664,0.38095238095238093,0.3412698412698413,0.3757696007696008,0.34075276575276575,0.3578832442067736,0.30220315284970456,3.8666725158691406,8.313460350036621,0.4383561643835616,0.4178082191780822,0.4253343878343878,0.4071928071928072,0.4003398963506078,0.3823263083290307,2.7663186543608367,7.343469619750977,0.45632515632515647,0.4941280941280941,0.1,0.5401875901875902,0.554763986013986,0.01,0.5894360269360269,0.6197594072594071,0.1
s2,output_lif,23,2,54.313,72,2,0.802065404475043,0.7056798623063684,0.7780008152806897,0.6860835921365441,0.7273672232799576,0.6465243395911682,0.5530300713857562,5.70037269263998,0.42063492063492064,0.3888888888888889,0.4043650793650793,0.37599206349206343,0.3604611003790575,0.3523050682261208,3.0477490425109863,9.397964477539062,0.4178082191780822,0.4041095890410959,0.3956293706293706,0.39070512820512815,0.37211626450715635,0.3545180246858379,2.8708480710852635,9.444674609458609,0.432022607022607,0.49293761793761787,1.0,0.5326178451178452,0.49833083583083576,1.0,0.5548460798460798,0.605520868020868,1.0
s2,output_lif,101,2,54.313,96,2,0.9500860585197934,0.8347676419965576,0.9510963298241769,0.8290809736655005,0.9507061729120553,0.8339468257819561,0.1537394927760102,1.1620277513119932,0.4365079365079365,0.3888888888888889,0.4279160654160654,0.3992784992784993,0.42303112212532507,0.3582552655316546,3.9321892261505127,7.7616047859191895,0.4452054794520548,0.4041095890410959,0.4383984071484071,0.40130841380841376,0.4496910114844897,0.40244543309399594,3.176160538033263,6.802975550089797,0.487512025012025,0.5435758685758685,0.1,0.5390632515632515,0.5676989676989678,0.01,0.5532948532948533,0.6553162115662114,0.01
s3,hidden_count_linear,11,3,117.014,20,2,0.9724612736660929,0.9724612736660929,0.9707247288061615,0.9707247288061615,0.9711854892020098,0.9711854892020098,0.13308800672935947,0.1330879864742957,0.42063492063492064,0.42063492063492064,0.418987493987494,0.418987493987494,0.41619167869167867,0.41619167869167867,4.791900634765625,4.791900634765625,0.3698630136986301,0.3698630136986301,0.358559496059496,0.358559496059496,0.3510950805878342,0.3510950805878342,5.024818407346125,5.024818289769839,0.462974987974988,0.49445762570762564,0.01,0.5363876863876864,0.4797521922521922,1.0,0.5937349687349688,0.5748619436119436,10.0
s3,hidden_count_linear,23,3,117.014,15,2,0.9001721170395869,0.9001721170395869,0.8936740921266328,0.8936740921266328,0.8980511325107353,0.8980511325107353,0.3103442458298038,0.3103441794029407,0.4126984126984127,0.4126984126984127,0.41482683982683993,0.41482683982683993,0.40132562093402485,0.40132562093402485,4.819427967071533,4.819427967071533,0.3972602739726027,0.3972602739726027,0.38239885114885114,0.38239885114885114,0.37011563799451874,0.37011563799451874,4.575315926172962,4.575315926172962,0.4826178451178451,0.4294989732489732,10.0,0.5322811447811447,0.5456272893772893,0.1,0.5804353054353055,0.63004773004773,0.01
s3,hidden_count_linear,101,3,117.014,61,2,0.9948364888123924,0.9948364888123924,0.9951294620412267,0.9951294620412267,0.9948427079374378,0.9948427079374378,0.029954885486866027,0.029954878755215165,0.4444444444444444,0.4444444444444444,0.4419191919191919,0.4419191919191919,0.42873821154138714,0.42873821154138714,5.294722557067871,5.294723033905029,0.4452054794520548,0.4452054794520548,0.43018301143301146,0.43018301143301146,0.4258996230032181,0.4258996230032181,4.247813420752957,4.247812584654926,0.44975348725348724,0.4799485236985237,1.0,0.5248797498797498,0.5002788877788877,10.0,0.5761483886483886,0.6185127372627371,0.1
s3,output_lif,11,3,117.014,88,2,0.7831325301204819,0.7314974182444062,0.7766326035120192,0.7310578183219992,0.7523395486613498,0.6985778138485114,0.6225627892604177,4.472859083067324,0.38095238095238093,0.35714285714285715,0.3887626262626262,0.36562049062049057,0.3598482157465534,0.32235429931949455,3.297963857650757,9.393177032470703,0.3835616438356164,0.3561643835616438,0.3726308413808414,0.3476710789210789,0.35389184375029953,0.31273605621431705,2.867811229130993,7.90772087933266,0.4394540644540645,0.49878663003663,0.01,0.598418710918711,0.5523580586080586,0.01,0.6478114478114478,0.5572094572094572,0.1
s3,output_lif,23,3,117.014,86,2,0.8003442340791739,0.7383820998278829,0.7780643289988491,0.7165677546372159,0.7447777399577616,0.6702018881662566,0.5401460603264235,6.27589768756072,0.42857142857142855,0.40476190476190477,0.42017195767195764,0.40244708994708994,0.38924250062960414,0.35797718216402735,3.204925298690796,9.148609161376953,0.4178082191780822,0.4452054794520548,0.39150294150294146,0.4239663114663114,0.3641346466522694,0.3942488077007167,2.818420361166131,11.05670776105907,0.44309764309764305,0.4945498945498945,10.0,0.5230218855218856,0.5460088522588522,0.1,0.5742484367484367,0.6457181707181706,0.1
s3,output_lif,101,3,117.014,98,2,0.8364888123924269,0.7280550774526678,0.8411717496630468,0.7223718673565841,0.8188812894917158,0.6954856416027947,0.45181290818163533,6.083134435335248,0.3888888888888889,0.3412698412698413,0.3937349687349689,0.34988576238576236,0.35935228773472483,0.2854392366300934,3.962970733642578,14.12838077545166,0.4041095890410959,0.3904109589041096,0.3909687534687534,0.39219044844044837,0.3875846389916251,0.36111871572212534,2.962315951308159,10.900948746563637,0.46138768638768646,0.4839667277167277,0.01,0.5223965848965849,0.5045177045177045,0.1,0.5628908128908129,0.6098477910977911,1.0
s4,hidden_count_linear,11,4,242.103,11,2,0.8278829604130808,0.8278829604130808,0.8274293503020247,0.8274293503020247,0.8235228458651097,0.8235228458651097,0.743184716586607,0.743184620562601,0.40476190476190477,0.40476190476190477,0.4086760461760462,0.4086760461760462,0.39256450603957,0.39256450603957,5.881076335906982,5.881076335906982,0.3698630136986301,0.3698630136986301,0.3625957375957376,0.3625957375957376,0.3602976090721188,0.3602976090721188,5.780664953466964,5.7806650710432494,0.474549062049062,0.45601759351759347,0.01,0.5329425204425206,0.5317363192363193,0.1,0.5555735930735931,0.6159423909423909,0.01
s4,hidden_count_linear,23,4,242.103,13,2,0.8537005163511188,0.8537005163511188,0.8520566277141781,0.8520566277141781,0.8466034542974468,0.8466034542974468,0.6021885411259229,0.6021886062704143,0.3968253968253968,0.3968253968253968,0.39226791726791727,0.39226791726791727,0.3804010317168212,0.3804010317168212,5.86346960067749,5.86346960067749,0.3767123287671233,0.3767123287671233,0.3638132700632701,0.3638132700632701,0.35427100359594643,0.35427100359594643,5.163246135189109,5.163245181514792,0.43304473304473307,0.4944617882117881,0.1,0.5360209235209236,0.5225600788100788,0.01,0.5691919191919191,0.5656648906648907,1.0
s4,hidden_count_linear,101,4,242.103,36,2,0.9913941480206541,0.9913941480206541,0.9908387258956518,0.9908387258956518,0.9910952074169174,0.9910952074169174,0.042802922216062904,0.04280292098498591,0.4365079365079365,0.4365079365079365,0.4245550745550746,0.4245550745550746,0.4171551700602269,0.4171551700602269,5.317380905151367,5.317380905151367,0.4246575342465753,0.4246575342465753,0.4234300421800421,0.4234300421800421,0.41892282092348093,0.41892282092348093,4.95122121784785,4.951221335424136,0.47563732563732564,0.4763979076479077,0.01,0.5282888407888409,0.4601384726384726,10.0,0.5692039442039442,0.5857364857364856,0.01
