profile,readout,seed,epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
s2,hidden_count_linear,11,1,27.31898033516337,0.0773340393917068,13.630913734436035,0.1672378547378547
s2,hidden_count_linear,11,2,11.584441900663656,0.2219498687972188,7.688205718994141,0.2237193362193362
s2,hidden_count_linear,11,3,6.730977920985263,0.4220480019392518,7.227746963500977,0.2501082251082251
s2,hidden_count_linear,11,4,4.464030546083302,0.5362730392190863,6.068768501281738,0.2792809042809043
s2,hidden_count_linear,11,5,2.995830719729504,0.6207770304598127,5.151863098144531,0.3896224146224147
s2,hidden_count_linear,11,6,1.8804271662296812,0.6674273692423701,5.53029203414917,0.3331048581048581
s2,hidden_count_linear,11,7,1.6473618747855627,0.6887924563662393,4.680983066558838,0.3248075998075998
s2,hidden_count_linear,11,8,1.2621335332857353,0.731139799617447,4.639617919921875,0.3676948051948052
s2,hidden_count_linear,11,9,1.0515545898993948,0.774250781343953,4.685904502868652,0.3606240981240982
s2,hidden_count_linear,11,10,0.8347769223679363,0.7874997564077576,4.673088073730469,0.3743807118807118
s2,hidden_count_linear,11,11,0.6860353053129068,0.824799467228511,4.335742473602295,0.3900853775853776
s2,hidden_count_linear,11,12,0.5440074606524482,0.8427358091910322,4.108231544494629,0.3943241943241943
s2,hidden_count_linear,11,13,0.4397394926176629,0.8682246278459641,4.1913652420043945,0.3793410293410293
s2,hidden_count_linear,11,14,0.3782452760895846,0.8898090160741727,4.248779773712158,0.3836399711399711
s2,hidden_count_linear,11,15,0.3270379652152168,0.8934515783374802,4.050730705261231,0.3902898027898028
s2,hidden_count_linear,11,16,0.2697208447320941,0.9253479143233956,3.9202585220336914,0.4214706589706591
s2,hidden_count_linear,11,17,0.2515191554561539,0.9336477511839564,3.907444477081299,0.4160834535834536
s2,hidden_count_linear,11,18,0.2168619525001709,0.9428846427975084,4.007363796234131,0.4168410293410294
s2,hidden_count_linear,11,19,0.1921481544251286,0.9530686791912224,3.998225212097168,0.4307299182299184
s2,hidden_count_linear,11,20,0.176313918500677,0.9579054886663964,3.870259046554565,0.4206770081770082
s2,hidden_count_linear,11,21,0.1587555642638887,0.9605657293089268,3.951237678527832,0.4114177489177489
s2,hidden_count_linear,11,22,0.1483125719217753,0.961152761750798,3.952631950378418,0.3952140452140452
s2,hidden_count_linear,11,23,0.1353174395564296,0.9629731907771094,3.960083246231079,0.4464706589706591
s2,hidden_count_linear,11,24,0.1224600817629884,0.9701763498185038,3.919866561889648,0.4302669552669553
s2,hidden_count_linear,11,25,0.1132114735558603,0.974498508789619,3.924683332443237,0.4233225108225109
s2,hidden_count_linear,11,26,0.1066437159855681,0.9744670859640786,3.902484893798828,0.4223965848965849
s2,hidden_count_linear,11,27,0.0976787975471524,0.9819955589073236,3.9031503200531006,0.4378427128427129
s2,hidden_count_linear,11,28,0.0960047963282122,0.9819955589073236,3.9020142555236816,0.4378427128427129
s2,hidden_count_linear,11,29,0.0905109373227454,0.9819955589073236,3.851658582687378,0.4217652717652718
s2,hidden_count_linear,11,30,0.0870092405381383,0.9835981230098876,3.8602802753448486,0.4364117364117366
s2,hidden_count_linear,11,31,0.0843624361821172,0.9835981230098876,3.8521244525909424,0.4432299182299182
s2,hidden_count_linear,11,32,0.0804071164531264,0.9835981230098876,3.84948205947876,0.4362854737854738
s2,hidden_count_linear,11,33,0.0785461652209652,0.9835981230098876,3.8531711101531982,0.4223965848965849
s2,hidden_count_linear,11,34,0.0754343029656631,0.9835981230098876,3.837372779846192,0.4223965848965849
s2,hidden_count_linear,11,35,0.0735657074698687,0.9835981230098876,3.8506722450256343,0.4223965848965849
s2,hidden_count_linear,11,36,0.0712934404534645,0.9835981230098876,3.855361700057984,0.4293410293410293
s2,hidden_count_linear,11,37,0.0688392357089638,0.9835981230098876,3.833462715148926,0.4362854737854738
s2,hidden_count_linear,11,38,0.067192717796759,0.9835981230098876,3.8338098526000977,0.4362854737854738
s2,hidden_count_linear,11,39,0.0655088898903736,0.9835981230098876,3.851673603057861,0.4432299182299182
s2,hidden_count_linear,11,40,0.0645091933760913,0.9835981230098876,3.853687286376953,0.4446188071188071
s2,hidden_count_linear,11,41,0.0635447915188211,0.9835981230098876,3.8517603874206543,0.4223965848965849
s2,hidden_count_linear,11,42,0.0621197332921413,0.9835981230098876,3.844873428344727,0.4446188071188071
s2,hidden_count_linear,11,43,0.060740810096033,0.9835981230098876,3.838846683502197,0.4446188071188071
s2,hidden_count_linear,11,44,0.0587596603815096,0.9835981230098876,3.8430798053741455,0.4353595478595478
s2,hidden_count_linear,11,45,0.0575557050524398,0.9835981230098876,3.844958543777466,0.4353595478595478
s2,hidden_count_linear,11,46,0.0560172660959156,0.9835981230098876,3.8484158515930176,0.421470658970659
s2,hidden_count_linear,11,47,0.0550023313970809,0.9835981230098876,3.856014728546143,0.4284151034151034
s2,hidden_count_linear,11,48,0.0542715432734682,0.9835981230098876,3.870701313018799,0.4284151034151034
s2,hidden_count_linear,11,49,0.053328416343913,0.9835981230098876,3.883435964584351,0.4284151034151034
s2,hidden_count_linear,11,50,0.0519802854532654,0.9852006871124518,3.8835465908050537,0.421470658970659
s2,hidden_count_linear,11,51,0.0514408403337514,0.9852006871124518,3.875515937805176,0.4284151034151034
s2,hidden_count_linear,11,52,0.0499787994030471,0.9852006871124518,3.8636879920959473,0.4353595478595478
s2,hidden_count_linear,11,53,0.0491584241390228,0.9852006871124518,3.8717715740203857,0.4284151034151034
s2,hidden_count_linear,11,54,0.0481569567974175,0.9852006871124518,3.8888258934021,0.4284151034151034
s2,hidden_count_linear,11,55,0.0470200137342622,0.986803251215016,3.8947930335998535,0.42008177008177
s2,hidden_count_linear,11,56,0.0461483689765614,0.98840581531758,3.9131650924682617,0.4284151034151034
s2,hidden_count_linear,11,57,0.0453641799930964,0.98840581531758,3.911889791488648,0.4284151034151034
s2,hidden_count_linear,11,58,0.0443261008959731,0.98840581531758,3.927563190460205,0.4284151034151034
s2,hidden_count_linear,11,59,0.0438973527792809,0.98840581531758,3.948608636856079,0.4353595478595478
s2,hidden_count_linear,11,60,0.0430384187569614,0.98840581531758,3.954237937927246,0.4353595478595478
s2,hidden_count_linear,11,61,0.0423926931169531,0.98840581531758,3.957997083663941,0.4423039923039922
s2,hidden_count_linear,11,62,0.0416533717574638,0.98840581531758,3.967373609542847,0.4277837902837902
s2,hidden_count_linear,11,63,0.0414361279913049,0.9900083794201442,3.995835542678833,0.4125060125060125
s2,hidden_count_linear,11,64,0.041095221825521,0.9900083794201442,3.9878957271575928,0.4339706589706589
s2,hidden_count_linear,11,65,0.0404676272848015,0.98840581531758,3.969914674758911,0.4339706589706589
s2,hidden_count_linear,11,66,0.0398352278168866,0.9900083794201442,3.989754438400269,0.4263949013949013
s2,hidden_count_linear,11,67,0.0393463584591222,0.9900083794201442,3.9974658489227295,0.4333393458393458
s2,hidden_count_linear,11,68,0.0390857125980308,0.9900083794201442,4.006054401397705,0.4339706589706589
s2,hidden_count_linear,11,69,0.0385838331151336,0.9900083794201442,4.000972747802734,0.4270262145262145
s2,hidden_count_linear,11,70,0.038162771828806,0.9900083794201442,4.000414848327637,0.4194504569504569
s2,hidden_count_linear,11,71,0.0379154424611062,0.9900083794201442,4.00843620300293,0.4277837902837902
s2,hidden_count_linear,11,72,0.0375650390091379,0.9900083794201442,4.019943714141846,0.4277837902837902
s2,hidden_count_linear,11,73,0.0374197117253342,0.9900083794201442,4.015591621398926,0.4277837902837902
s2,hidden_count_linear,11,74,0.0372535309493028,0.9900083794201442,4.014268398284912,0.4347282347282347
s2,hidden_count_linear,11,75,0.0369943988841289,0.9900083794201442,4.026731014251709,0.4194504569504569
s2,hidden_count_linear,11,76,0.0367573784654655,0.9900083794201442,4.013627052307129,0.4263949013949013
s2,hidden_count_linear,11,77,0.0364261712372405,0.9900083794201442,4.019350051879883,0.4263949013949013
s2,hidden_count_linear,11,78,0.0361962519688676,0.9900083794201442,4.010307312011719,0.4194504569504569
s2,hidden_count_linear,11,79,0.0358133308538163,0.9900083794201442,4.011171817779541,0.4194504569504569
