condition,n_runs,train_ba_mean,train_ba_std,val_ba_mean,val_ba_std,test_ba_mean,test_ba_std,test_accuracy_mean,test_macro_f1_mean,best_epoch_mean,stopped_epoch_mean
all_loss_masked,3,0.6422840764190877,0.15232814100425754,0.2505210838544172,0.05611982490022872,0.23123381248381247,0.06849630773951251,0.23972602739726026,0.20205421199030615,42.333333333333336,72.33333333333333
no_reg,3,0.7531266748215136,0.05700429302893004,0.2748737373737373,0.008587130044107036,0.24751221001221,0.02186026586617688,0.2625570776255708,0.22342269561019315,66.66666666666667,90.0
wholecount_only_masked,3,0.684637634293567,0.17938456141657683,0.24344636844636847,0.03544986801831075,0.21418673918673917,0.056776219361856846,0.22146118721461186,0.1872482811235003,56.333333333333336,82.33333333333333
