target_grad_ratio,architecture,objective,seed,calibration_ratio_median,calibration_ratio_mean,calibration_ratio_std,kappa,calibration_cosine_mean,calibration_cosine_median
0.1,short_mid,timestep_ce,71,0.041747751478421864,0.0766341036941427,0.09683088734592224,2.3953385861197085,0.09946255448188161,0.10401011049375641
0.1,mid_long,whole_count_ce,11,0.0359083077359808,0.03661178104880401,0.0034266514154199976,2.784870864293004,0.2643281300946756,0.23897893506811754
0.1,mid_long,whole_count_ce,23,0.038621588639200295,0.03637193665147452,0.004298933445058504,2.589225444198885,0.3279177345799021,0.36310793732538726
0.1,mid_long,whole_count_ce,37,0.0222853317086199,0.022853254044137884,0.002320281624421054,4.487256519557225,0.10140079461504134,0.10084250094782257
0.1,mid_long,whole_count_ce,53,0.02610228117846568,0.02709424790008296,0.0037528054717028583,3.831082782239729,0.28365592535882544,0.2842771338751185
0.1,mid_long,whole_count_ce,71,0.054865776658645574,0.0516954446751549,0.007149688632833504,1.8226298084170531,0.09346520028821519,0.08368901969664963
0.1,mid_long,timestep_ce,11,0.014940886360424562,0.01530986285407111,0.0006604640468844945,6.693043343457864,0.3082497629656798,0.27977723114237035
0.1,mid_long,timestep_ce,23,0.022296811387373217,0.02267389073550184,0.001989714382353631,4.48494622224909,0.35141775602764874,0.3434508794646791
0.1,mid_long,timestep_ce,37,0.013499600790693025,0.013291222282373746,0.0008857158157145285,7.407626458772218,0.18521696250574426,0.17373578595314115
0.1,mid_long,timestep_ce,53,0.013788605640669293,0.01453020757114754,0.0014591940710334708,7.25236493130614,0.3359415088401302,0.33981873834629833
0.1,mid_long,timestep_ce,71,0.0232898453813291,0.02400481906268629,0.002287760693357923,4.293716783545826,0.28792977419709337,0.2592839490742491
0.2,short_mid_long,whole_count_ce,11,0.013600183505811598,0.013524928939498807,0.001161796525801477,14.705683928054095,0.1714107917819677,0.16477574876584558
0.2,short_mid_long,whole_count_ce,23,0.011528123895483803,0.013110165462473237,0.004864298655246583,17.348876696090244,0.0993736126657633,0.12959042316803945
0.2,short_mid_long,whole_count_ce,37,0.013734103661228632,0.014736894244854238,0.005271498195089547,14.562289970520604,0.056439327444153455,0.05239512822294953
0.2,short_mid_long,whole_count_ce,53,0.01172360627429464,0.013375857076480502,0.006674643976766473,17.05959713424726,0.03617896408699642,0.027641914022667434
0.2,short_mid_long,whole_count_ce,71,0.012834755608535812,0.012069070701933138,0.0023751715680384914,15.58268860740824,0.05128290621133784,0.0852134655989759
0.2,short_mid_long,timestep_ce,11,0.009408297905459148,0.009098494202610061,0.0011522815788231997,21.2578302695911,0.18922046034576878,0.22227126062762276
0.2,short_mid_long,timestep_ce,23,0.008174119504601224,0.008854738906034703,0.0013555273449843554,24.467467093846587,0.15984311566669057,0.17603929446615174
0.2,short_mid_long,timestep_ce,37,0.01032957209447662,0.010949770186476726,0.002025452701189583,19.361886259252024,0.21404424314832982,0.21974374670362862
0.2,short_mid_long,timestep_ce,53,0.007984970076200163,0.009459265654140583,0.0026370146904356575,25.047056919613997,0.08121126972342552,0.13999109667690396
0.2,short_mid_long,timestep_ce,71,0.008684126343145051,0.009707361169771242,0.0015913256696234947,23.030526284071524,0.20594518808382226,0.2533492944895701
0.2,short_mid,whole_count_ce,11,0.06646875111662152,0.06881533934437048,0.02452010962406405,3.00893271861079,-0.028305499347465617,0.025235866347280225
0.2,short_mid,whole_count_ce,23,0.03898918301472795,0.04252744698198926,0.02243975279747628,5.129627874594117,0.3202048124823568,0.24243534379014697
0.2,short_mid,whole_count_ce,37,0.17299883772936178,0.2227781155473338,0.22650979141143476,1.1560771310665028,-0.053154790599197164,-0.06453201392414132
0.2,short_mid,whole_count_ce,53,0.022794675517044782,0.0531342623288187,0.056057815108767256,8.773978811431181,0.19389131563576104,0.24239386021250073
0.2,short_mid,whole_count_ce,71,0.09466170617350554,0.15910527809493208,0.14840404106262284,2.112786765467969,0.03766443081526616,0.00848882491660554
0.2,short_mid,timestep_ce,11,0.02956961530941697,0.04175391279297378,0.027027904841227402,6.763699760960584,0.09459160525675117,0.13709747141007142
0.2,short_mid,timestep_ce,23,0.01825784331042767,0.020812225709622195,0.006503941159675707,10.954196319878223,0.4344027264754947,0.47780195881855153
0.2,short_mid,timestep_ce,37,0.09064789361556738,0.19163777660363748,0.2662432150084401,2.206339188069706,0.042232032754427905,-0.03577660706385737
0.2,short_mid,timestep_ce,53,0.021186167419960662,0.020517572007941916,0.0063595056215771245,9.440121756593358,0.3428890666266632,0.3364121088114329
0.2,short_mid,timestep_ce,71,0.041747751478421864,0.0766341036941427,0.09683088734592224,4.790677172239417,0.09946255448188161,0.10401011049375641
0.2,mid_long,whole_count_ce,11,0.0359083077359808,0.03661178104880401,0.0034266514154199976,5.569741728586008,0.2643281300946756,0.23897893506811754
0.2,mid_long,whole_count_ce,23,0.038621588639200295,0.03637193665147452,0.004298933445058504,5.17845088839777,0.3279177345799021,0.36310793732538726
0.2,mid_long,whole_count_ce,37,0.0222853317086199,0.022853254044137884,0.002320281624421054,8.97451303911445,0.10140079461504134,0.10084250094782257
0.2,mid_long,whole_count_ce,53,0.02610228117846568,0.02709424790008296,0.0037528054717028583,7.662165564479458,0.28365592535882544,0.2842771338751185
0.2,mid_long,whole_count_ce,71,0.054865776658645574,0.0516954446751549,0.007149688632833504,3.6452596168341063,0.09346520028821519,0.08368901969664963
0.2,mid_long,timestep_ce,11,0.014940886360424562,0.01530986285407111,0.0006604640468844945,13.386086686915728,0.3082497629656798,0.27977723114237035
0.2,mid_long,timestep_ce,23,0.022296811387373217,0.02267389073550184,0.001989714382353631,8.96989244449818,0.35141775602764874,0.3434508794646791
0.2,mid_long,timestep_ce,37,0.013499600790693025,0.013291222282373746,0.0008857158157145285,14.815252917544436,0.18521696250574426,0.17373578595314115
0.2,mid_long,timestep_ce,53,0.013788604064126988,0.014530206557790804,0.0014591941082801037,14.504731521033984,0.33594157953462495,0.33981872928402196
0.2,mid_long,timestep_ce,71,0.0232898453813291,0.02400481906268629,0.002287760693357923,8.587433567091653,0.28792977419709337,0.2592839490742491
