architecture,objective,seed,epoch,target_grad_ratio,calibration_ratio_median,kappa,warmup_scale,regularizer_multiplier,effective_lambda_p2,effective_lambda_a1,train_task_loss,train_p2,train_a1,train_base_regularizer,train_weighted_regularizer,train_total_loss,train_weighted_reg_to_task_loss_ratio,val_wholecount_ba,val_wholecount_loss,val_objective_loss,last_progress_epoch,epochs_since_progress,early_stop_triggered,first_batch_task_hidden_grad_norm,first_batch_base_reg_hidden_grad_norm,first_batch_base_reg_to_task_hidden_grad_ratio,first_batch_effective_reg_to_task_hidden_grad_ratio,first_batch_task_reg_hidden_grad_cosine,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3
short_mid_long,whole_count_ce,11,20,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.4223664960024074,0.0001811521470353,0.0022113064316817,0.0002229421721829,0.0008196292625196,2.4231861011091484,0.0003383588998082,0.0833333333333333,2.474107265472412,2.474107265472412,20,0,False,0.0034343442119101,7.779526254477085e-05,0.022652144847619,0.0832788206053961,0.0663607030837322,0.000423255370206,1.0476912704373104e-05,0.0001097241638208
short_mid_long,whole_count_ce,11,21,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.419900667236512,0.0001896074426285,0.0022209370272352,0.0002239897803895,0.0008234807136652,2.4207241137138538,0.0003402952546005,0.0833333333333333,2.4781413078308105,2.4781413078308105,20,1,False,,,,,,0.0004458432682916,9.933340078628128e-06,0.0001130457356138
short_mid_long,whole_count_ce,11,22,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.420699997325773,0.0001945356348148,0.0021475413187027,0.0002166994916435,0.0007966785571856,2.4214966609022497,0.0003291108183855,0.0833333333333333,2.484906911849976,2.484906911849976,20,2,False,,,,,,0.0004676723985098,9.286419747017802e-06,0.0001066480932757
short_mid_long,whole_count_ce,11,23,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.4192908782762013,0.0001983056772368,0.0021044468816142,0.0002124277538355,0.0007809738591698,2.420071868190667,0.0003228110626061,0.0833333333333333,2.484906911849976,2.484906911849976,20,3,False,,,,,,0.0004871511503171,8.890531505714532e-06,9.887537929203791e-05
short_mid_long,whole_count_ce,11,24,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.419036918170686,0.000204934777874,0.0020497619162799,0.0002070255446446,0.0007611130592761,2.4197980364505685,0.0003146347430909,0.0833333333333333,2.484906911849976,2.484906911849976,20,4,False,,,,,,0.000506821080478,8.731630653414282e-06,9.925162158994622e-05
short_mid_long,whole_count_ce,11,25,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.415107561676104,0.0002108652172171,0.0020366471574165,0.0002057733687696,0.0007565095187156,2.4158640211502576,0.0003132405076777,0.0833333333333333,2.484906911849976,2.484906911849976,20,5,False,,,,,,0.0005258146859585,8.40721346750434e-06,9.83737756507375e-05
short_mid_long,whole_count_ce,11,26,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.4130564577197866,0.0002156693544262,0.0019981298423748,0.00020196968659,0.0007425255651895,2.413799006023834,0.0003077116421433,0.0833333333333333,2.484906911849976,2.484906911849976,20,6,False,,,,,,0.0005444194479338,8.157503066325288e-06,9.443111200312748e-05
short_mid_long,whole_count_ce,11,27,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.412161271050957,0.0002199920014209,0.001969401030152,0.00019914002943,0.000732122580625,2.412893468869943,0.0003035131147371,0.0833333333333333,2.484906911849976,2.484906911849976,20,7,False,,,,,,0.0005631527444467,7.735866450818545e-06,8.908739724894184e-05
short_mid_long,whole_count_ce,11,28,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.40924990813211,0.0002247969518592,0.0019720195972548,0.000199449934255,0.0007332619071237,2.409983141697212,0.0003043527799456,0.0833333333333333,2.484906911849976,2.484906911849976,20,8,False,,,,,,0.0005811227912527,7.654754449465119e-06,8.561330497895628e-05
short_mid_long,whole_count_ce,11,29,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.409193856375558,0.0002317405691516,0.0019801270419879,0.0002003301154385,0.0007364978349972,2.40993038184056,0.0003057030188949,0.0833333333333333,2.484906911849976,2.484906911849976,20,9,False,,,,,,0.0005985829736131,7.658444317214769e-06,8.898031162708178e-05
short_mid_long,whole_count_ce,11,30,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.408702465425055,0.0002365122571176,0.0019535064655588,0.0001977157746277,0.0007268864178161,2.40942936879222,0.0003017750960319,0.0833333333333333,2.484906911849976,2.484906911849976,20,10,False,0.0026034757556892,7.277838392957304e-05,0.0279543159833674,0.1027718338190881,0.2682217177534195,0.0006155265778104,7.330848697785389e-06,8.667934794496287e-05
short_mid_long,whole_count_ce,11,31,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.406252620142216,0.0002390242224497,0.0019368081511496,0.0001960710612652,0.0007208397422825,2.4069735310369023,0.0002995694368282,0.0833333333333333,2.484906911849976,2.484906911849976,20,11,False,,,,,,0.0006305874223546,7.048732189507373e-06,7.943649627604937e-05
short_mid_long,whole_count_ce,11,32,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.407054570784052,0.0002436286733941,0.0018403628731239,0.0001864725761532,0.0006855516836749,2.4077401793146707,0.0002848093649375,0.0833333333333333,2.484906911849976,2.484906911849976,20,12,False,,,,,,0.000644666370583,6.857516098960476e-06,7.93621217378731e-05
short_mid_long,whole_count_ce,11,33,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.4052118606698696,0.0002501529135313,0.001876808731799,0.0001901824021489,0.0006991905607475,2.4059110972228845,0.0002906981177752,0.0833333333333333,2.48428726196289,2.48428726196289,20,13,False,,,,,,0.0006578069546126,7.214253398540899e-06,8.543755393475294e-05
short_mid_long,whole_count_ce,11,34,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.4016947044562964,0.0002591845844886,0.0020109242342874,0.0002036842728144,0.0007488291222512,2.4024435123765326,0.0003117919695878,0.0833333333333333,2.471141815185547,2.471141815185547,34,0,False,,,,,,0.0006701896067711,8.02377809340435e-06,9.934034283880446e-05
short_mid_long,whole_count_ce,11,35,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.399177061711244,0.000266920585374,0.0020823581356606,0.0002109050180577,0.0007753756238715,2.3999524424285363,0.0003231839934808,0.0833333333333333,2.4709455966949463,2.4709455966949463,35,0,False,,,,,,0.0006821498033556,8.306489109096022e-06,0.0001103054889462
short_mid_long,whole_count_ce,11,36,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.399655889931316,0.0002714424358405,0.0020658700096159,0.0002093014237991,0.0007694801387798,2.400425340140338,0.0003206627008516,0.0833333333333333,2.4707701206207275,2.4707701206207275,36,0,False,,,,,,0.0006946933704425,8.079577913274038e-06,0.0001115543674286
short_mid_long,whole_count_ce,11,37,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.3964263879904038,0.0002712307510582,0.0019777178629694,0.0002004840970931,0.0007370639237352,2.39716341204159,0.0003075679384223,0.0833333333333333,2.483672618865967,2.483672618865967,36,1,False,,,,,,0.000706877898751,7.724942959615367e-06,9.908944403878115e-05
short_mid_long,whole_count_ce,11,38,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.3990008055445657,0.0002702369280578,0.0018606852121304,0.0001887708932903,0.0006940012536279,2.3996948338211506,0.0002892876284259,0.0833333333333333,2.484906911849976,2.484906911849976,36,2,False,,,,,,0.0007191961693293,6.804937647100004e-06,8.470967847788477e-05
short_mid_long,whole_count_ce,11,39,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.3952464495181216,0.0002730325339366,0.0018627932132903,0.0001890096567886,0.0006948790511776,2.3959413157477845,0.0002901075383359,0.0833333333333333,2.484906911849976,2.484906911849976,36,3,False,,,,,,0.0007312352070384,6.722093933004355e-06,8.114029987563504e-05
short_mid_long,whole_count_ce,11,40,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.396781199565237,0.0002763724245496,0.0018697524667283,0.0001897389744598,0.0006975603377864,2.3974787318973245,0.0002910404745802,0.0833333333333333,2.484906911849976,2.484906911849976,36,4,False,,,,,,0.0007432640688261,6.5174598671429445e-06,7.933575324169176e-05
short_mid_long,whole_count_ce,11,41,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.3962126689195222,0.0002805430286507,0.0019309170952502,0.0001958971396296,0.0007202003474576,2.396932897387191,0.0003005577746913,0.0833333333333333,2.484906911849976,2.484906911849976,36,5,False,,,,,,0.0007537614529921,6.444353094920848e-06,8.142325243730901e-05
short_mid_long,whole_count_ce,11,42,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.3945599907236543,0.0002833063553008,0.0019267724262688,0.0001955103093983,0.0007187781835226,2.3952787579029238,0.0003001712992395,0.0833333333333333,2.484906911849976,2.484906911849976,36,6,False,,,,,,0.0007642319146623,6.325941438876452e-06,7.936123392702779e-05
short_mid_long,whole_count_ce,11,43,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.3943454788391847,0.0002857640200986,0.0018779505012162,0.0001906526908951,0.0007009195283467,2.3950464163302554,0.0002927395125479,0.0833333333333333,2.484906911849976,2.484906911849976,36,7,False,,,,,,0.0007745610915121,6.154397066741737e-06,7.65765640943146e-05
short_mid_long,whole_count_ce,11,44,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.393027388495545,0.0002874229730987,0.0018358540099287,0.0001864596272529,0.0006855040630958,2.3937128763806186,0.0002864589291336,0.0833333333333333,2.484906911849976,2.484906911849976,36,8,False,,,,,,0.0007858527935488,5.933646153653093e-06,7.048247757642623e-05
short_mid_long,whole_count_ce,11,45,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.390724058610848,0.0002916147416455,0.0018348239451204,0.0001863985417692,0.0006852795044521,2.391409379069448,0.0002866409872707,0.0833333333333333,2.484906911849976,2.484906911849976,36,9,False,,,,,,0.0007979108746806,5.92583347088998e-06,7.100750491016651e-05
short_mid_long,whole_count_ce,11,46,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.3921759337853645,0.0002932060743251,0.0017372094745556,0.000176653008026,0.0006494508177986,2.3928253818912477,0.0002714895709074,0.0833333333333333,2.470114231109619,2.470114231109619,46,0,False,,,,,,0.0008092452067659,5.572633468583543e-06,6.480036400480552e-05
short_mid_long,whole_count_ce,11,47,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.388172242399337,0.0002971773477942,0.0017865981735135,0.0001816315966505,0.0006677541824092,2.388839943273548,0.0002796088868943,0.0833333333333333,2.46975040435791,2.46975040435791,47,0,False,,,,,,0.0008195179998281,5.4762569683817935e-06,6.653779524584059e-05
short_mid_long,whole_count_ce,11,48,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.386887922139258,0.000301139427308,0.0018773622549958,0.0001907476247348,0.0007012685631215,2.387589196535068,0.0002938003735395,0.0833333333333333,2.468758583068848,2.468758583068848,48,0,False,,,,,,0.0008283602947404,5.541866292070011e-06,6.951614630831067e-05
short_mid_long,whole_count_ce,11,49,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.3886965277272947,0.0003027299648169,0.001883190591289,0.000191346357401,0.0007034697552474,2.3894000036991403,0.0002944994255577,0.0833333333333333,2.4784152507781982,2.4784152507781982,48,1,False,,,,,,0.000836792333643,5.288359345361292e-06,6.610920455557432e-05
short_mid_long,whole_count_ce,11,50,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.388391726603812,0.0003036115160845,0.0018198323855256,0.0001850193538226,0.0006802090214847,2.389071939323937,0.0002847979307196,0.0833333333333333,2.4781413078308105,2.4781413078308105,48,2,False,0.0009581944310329,3.3419741425826685e-05,0.0348778289076476,0.1282255820031536,-0.119285945553071,0.0008448585006288,4.920896997790212e-06,6.105513497766287e-05
short_mid_long,whole_count_ce,11,51,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.387332460761276,0.0003045966225378,0.0017527283384527,0.0001783188049096,0.0006555749954801,2.38798799449113,0.0002746056555822,0.0833333333333333,2.484906911849976,2.484906911849976,48,3,False,,,,,,0.0008541065027373,4.691197353828405e-06,5.499213903914157e-05
short_mid_long,whole_count_ce,11,52,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.387049063142524,0.0003081211113838,0.0017253915843811,0.0001756203713107,0.0006456544048015,2.387694713786219,0.0002704822514002,0.0833333333333333,2.484906911849976,2.484906911849976,48,4,False,,,,,,0.0008640630653996,4.728429959309817e-06,5.55718360438339e-05
short_mid_long,whole_count_ce,11,53,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.388015499213477,0.0003104391013389,0.0016657905564956,0.0001696834483004,0.0006238277665926,2.388639309320105,0.0002612327126009,0.0833333333333333,2.484906911849976,2.484906911849976,48,5,False,,,,,,0.0008737735195596,4.584564774603694e-06,5.295919003332773e-05
short_mid_long,whole_count_ce,11,54,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.388995348689068,0.0003136397666408,0.0016911623890474,0.0001722526320638,0.0006332731915544,2.3896286077220346,0.0002650792902974,0.0833333333333333,2.4784152507781982,2.4784152507781982,48,6,False,,,,,,0.0008833841318521,4.6273166837085365e-06,5.290788678657152e-05
short_mid_long,whole_count_ce,11,55,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.386650458055191,0.0003177117634578,0.0017409324032361,0.0001772703614456,0.0006517204628099,2.3873021450797784,0.0002730690875198,0.0833333333333333,2.4781413078308105,2.4781413078308105,48,7,False,,,,,,0.0008922355766881,4.908423046668233e-06,5.5991303915218126e-05
short_mid_long,whole_count_ce,11,56,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.387490484677576,0.0003193537661566,0.0016764974736639,0.0001708432907518,0.0006280918541381,2.3881185850875517,0.0002630761706357,0.0833333333333333,2.477869749069214,2.477869749069214,48,8,False,,,,,,0.0008997603616334,4.806608115080627e-06,5.349433380656365e-05
short_mid_long,whole_count_ce,11,57,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.387016861861421,0.000321112967426,0.0016898466545644,0.0001721957961025,0.0006330642315119,2.3876500031213546,0.000265211461899,0.0833333333333333,2.477869749069214,2.477869749069214,48,9,False,,,,,,0.0009064592289611,4.772310186211092e-06,5.2107363494612815e-05
short_mid_long,whole_count_ce,11,58,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.3863401880773125,0.0003234520522984,0.0017004364367298,0.0001732781666179,0.0006370434751726,2.386977205998721,0.0002669541745788,0.0833333333333333,2.477869749069214,2.477869749069214,48,10,False,,,,,,0.0009126822397444,4.846289886869169e-06,5.282759794680059e-05
short_mid_long,whole_count_ce,11,59,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.386350440486573,0.0003242930598262,0.0016824434148291,0.0001714872707261,0.0006304593983614,2.386980957090341,0.0002641939707031,0.0833333333333333,2.477600336074829,2.477600336074829,48,11,False,,,,,,0.0009179969175747,4.7672961898604505e-06,5.011495871065832e-05
short_mid_long,whole_count_ce,11,60,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.3869119761527715,0.000324530618565,0.001610818120255,0.0001643271218869,0.000604135670183,2.387516144836216,0.0002531034559375,0.0833333333333333,2.477869749069214,2.477869749069214,48,12,False,,,,,,0.0009238478089859,4.530769473229739e-06,4.521328543000069e-05
short_mid_long,whole_count_ce,11,61,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.387892551143075,0.0003267883390958,0.0016263531883232,0.0001659032051612,0.0006099300214174,2.3885024389999048,0.0002554260748145,0.0833333333333333,2.477869749069214,2.477869749069214,48,13,False,,,,,,0.0009287959712087,4.523291243837341e-06,4.7045783775941936e-05
short_mid_long,whole_count_ce,11,62,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.3832026537437243,0.0003289469431006,0.0016744995823133,0.0001707394337641,0.0006277100131474,2.3838303269699805,0.0002633892724822,0.0833333333333333,2.477333307266236,2.477333307266236,48,14,False,,,,,,0.0009324556273102,4.609721248559477e-06,4.9775475655785975e-05
short_mid_long,whole_count_ce,11,63,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.3827848315444133,0.0003301136859587,0.0016650475312958,0.0001698058921351,0.0006242779341226,2.3834091184882,0.0002619950932447,0.0833333333333333,2.477600336074829,2.477600336074829,48,15,False,,,,,,0.0009362305183502,4.363558708235785e-06,4.974696359017024e-05
short_mid_long,whole_count_ce,11,64,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.3824750991368253,0.0003309364231437,0.0016219623939081,0.0001655056033317,0.0006084682683583,2.3830835507371546,0.0002553933380369,0.0833333333333333,2.484906911849976,2.484906911849976,48,16,False,,,,,,0.0009395144812693,4.23290687926644e-06,4.906191024177896e-05
short_mid_long,whole_count_ce,11,65,0.05,0.0136001835058115,3.676420982013524,1.0,3.676420982013524,0.0367642098201352,0.3676420982013524,2.381053474807082,0.0003316775741269,0.0015497769140149,0.0001582944717447,0.0005819571087066,2.3816354229610264,0.0002444116080819,0.0833333333333333,2.484906911849976,2.484906911849976,48,17,False,,,,,,0.0009428469713443,4.191637721643722e-06,4.799412522241978e-05
