epoch,train_objective_loss,train_phase_ce,train_progress_loss,train_phase_balanced_accuracy,train_progress_sample_balanced_mae,val_objective_loss,val_phase_ce,val_progress_loss,val_phase_balanced_accuracy,val_progress_sample_balanced_mae
1,2.342344275440078,2.2957961469016674,0.046548144330820405,0.14928912917017276,0.2644280583025461,2.1659455597400665,2.12617564201355,0.039769917726516724,0.18996342657214269,0.24238335140167722
2,2.18249526491674,2.141061453318637,0.04143382839076285,0.19393418411966062,0.24692460222621793,2.1230398640036583,2.085862159729004,0.03717770427465439,0.2293843414431349,0.23257145049080016
3,2.1046242123011263,2.0673140047339276,0.037310227828674186,0.2283621080040162,0.23166916990033937,2.0721186995506287,2.038032054901123,0.034086644649505615,0.22975945029544093,0.21901990496923054
4,2.041999372065375,2.007732709796006,0.03426670508135411,0.24368635362753616,0.21836063989058213,2.050594910979271,2.0179710388183594,0.03262387216091156,0.2613335456772611,0.21200740148150732
5,2.000560133059136,1.968331809708666,0.032228309532912794,0.2715439927123976,0.20986805027815644,2.0240699779242277,1.9930088520050049,0.03106112591922283,0.2707979524661661,0.20518101586235893
6,1.9564801536615868,1.925763870680804,0.030716262084532934,0.27527469922187614,0.20330382296222418,1.9983387775719166,1.9682583808898926,0.030080396682024002,0.2706635678065487,0.20104193308996776
7,1.923594250941646,1.8938596884683159,0.029734563932027957,0.2845521766499055,0.1992133710142257,1.9817137252539396,1.9519859552383423,0.029727770015597343,0.2819076166836708,0.1994611346532428
8,1.8914106179432697,1.862750359533576,0.02866023224289569,0.2999941350554191,0.1949493585478213,1.9697235599160194,1.9406636953353882,0.029059864580631256,0.2867971001675691,0.19753895108661954
9,1.8659944848226393,1.83808399129037,0.027910498799611903,0.3109221091618763,0.192044743982732,1.969637155532837,1.9403036832809448,0.02933347225189209,0.28838603171337157,0.19855765690879215
10,1.8414723193994282,1.8140007868896457,0.027471553630447225,0.31763835635234083,0.18968754175813185,1.9370325729250908,1.9084089994430542,0.02862357348203659,0.29670053592249035,0.19539332011389354
11,1.8201850293630577,1.7931915191282708,0.026993521538894887,0.320246920855995,0.187659588615168,1.937900671735406,1.9090917110443115,0.0288089606910944,0.29053926328725754,0.19619881160675534
12,1.804852824408093,1.7783018646059676,0.026550932048391967,0.326347354544297,0.1858234011572938,1.9319754466414452,1.9035714864730835,0.028403960168361664,0.30067214260419883,0.19455557020883713
13,1.7791847439928432,1.7535107566649655,0.02567396680672177,0.3376893467469623,0.1814030977206468,1.8991856537759304,1.871703028678894,0.02748262509703636,0.29461551882174136,0.19037042345319474
14,1.7665269785206412,1.741005397089172,0.025521574929843877,0.3378368071453165,0.18053218624883183,1.9185211602598429,1.889813780784607,0.02870737947523594,0.30032483349308614,0.19581805335150826
