configuration,configuration_label,objective,seed,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_hidden_1_firing_rate,train_hidden_2_firing_rate,train_output_firing_rate,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_hidden_1_firing_rate,val_hidden_2_firing_rate,val_output_firing_rate,val_silent_output_fraction,val_hidden_1_shift_2_firing_rate,val_hidden_2_shift_2_firing_rate
single_scale_2,Single-scale 2,relative_10bin_ce,23,1,2.4814235577279646,0.08950086058519793,0.08327397910731243,0.01653280929596719,0.00019679434572160719,3.92541913008525e-05,6.420241066094986e-05,2.4843361377716064,0.07936507936507936,0.08333333333333333,0.012254901960784314,2.2632999736634185e-05,0.0,0.0,1.0,2.2632999736634185e-05,0.0
single_scale_2,Single-scale 2,relative_10bin_ce,23,2,2.479143018771777,0.09466437177280551,0.08856244064577395,0.02688715812247432,0.0002034675582427521,4.4095541561290974e-05,0.00010467784346893998,2.484117269515991,0.07936507936507936,0.08333333333333333,0.012254901960784314,2.1947151259766484e-05,0.0,0.0,1.0,2.1947151259766484e-05,0.0
single_scale_2,Single-scale 2,relative_10bin_ce,23,3,2.476407377321831,0.09294320137693632,0.08695987654320986,0.02379926620194942,0.00021524381563300786,5.940467616862344e-05,0.00018842011824409197,2.483919620513916,0.07936507936507936,0.08333333333333333,0.012254901960784314,2.8119787551575806e-05,0.0,0.0,1.0,2.8119787551575806e-05,0.0
single_scale_2,Single-scale 2,relative_10bin_ce,23,4,2.4726364526403954,0.0963855421686747,0.09112654320987652,0.03137794980822569,0.00023055295024034032,7.248940660224095e-05,0.00028472373423551675,2.483673572540283,0.07936507936507936,0.08333333333333333,0.012254901960784314,3.0177332982178915e-05,0.0,0.0,1.0,3.0177332982178915e-05,0.0
single_scale_2,Single-scale 2,relative_10bin_ce,23,5,2.4708283411245953,0.09466437177280551,0.0890432098765432,0.02759940676607343,0.00024285259684794078,8.58358316445308e-05,0.0003642788952719112,2.4834787845611572,0.07936507936507936,0.08333333333333333,0.012254901960784314,3.7035817750855936e-05,0.0,0.0,1.0,3.7035817750855936e-05,0.0
single_scale_2,Single-scale 2,relative_10bin_ce,23,6,2.4654986608048928,0.09982788296041308,0.09379154795821464,0.03649657726438718,0.0002635264709330564,0.00010480869077327616,0.0004717481479000229,2.483258008956909,0.07936507936507936,0.08333333333333333,0.012254901960784314,4.046506013519445e-05,0.0,0.0,1.0,4.046506013519445e-05,0.0
single_scale_2,Single-scale 2,relative_10bin_ce,23,7,2.4609953314835358,0.10327022375215146,0.09747744539411206,0.04303066734125318,0.00029479897666940223,0.00014301610363943925,0.0006741253119399736,2.483062744140625,0.07936507936507936,0.08333333333333333,0.012254901960784314,4.595184795013607e-05,0.0,0.0,1.0,4.595184795013607e-05,0.0
single_scale_2,Single-scale 2,relative_10bin_ce,23,8,2.4535768754305813,0.10499139414802065,0.09904977243813722,0.04580315954161784,0.00032672571892742897,0.00018083097459259384,0.0008695239530819948,2.482897996902466,0.07936507936507936,0.08333333333333333,0.012254901960784314,5.28103327188131e-05,1.3716969537354052e-06,0.0,1.0,5.28103327188131e-05,1.3716969537354052e-06
single_scale_2,Single-scale 2,relative_10bin_ce,23,9,2.445035333272307,0.11015490533562823,0.10089093921178642,0.05179696590646562,0.0003593066977071365,0.00023382413284874472,0.0011696004376929561,2.482750415802002,0.09523809523809523,0.08333333333333333,0.014492753623188406,6.309805987182863e-05,1.3716969537354052e-06,0.0,1.0,6.309805987182863e-05,1.3716969537354052e-06
single_scale_2,Single-scale 2,relative_10bin_ce,23,10,2.4375458297138577,0.11015490533562823,0.10086182204430448,0.04908642069398265,0.0003797188771835798,0.0002724240876279163,0.0014389714215530284,2.4825918674468994,0.09523809523809523,0.08333333333333333,0.014492753623188406,6.995654464050566e-05,6.858484768677026e-07,0.0,1.0,6.995654464050566e-05,6.858484768677026e-07
single_scale_2,Single-scale 2,relative_10bin_ce,23,11,2.4288546538394002,0.1153184165232358,0.1056429057404825,0.0576036326115851,0.0004109913829199256,0.00033287554223122916,0.0018451214542125156,2.4824085235595703,0.09523809523809523,0.08333333333333333,0.014492753623188406,8.367351417785971e-05,2.057545430603108e-06,0.0,1.0,8.367351417785971e-05,2.057545430603108e-06
single_scale_2,Single-scale 2,relative_10bin_ce,23,12,2.421202209032751,0.12220309810671257,0.11215891478077013,0.06877861138787139,0.0004442265982213141,0.00039136428726949937,0.002277789873884134,2.4822354316711426,0.09523809523809523,0.08333333333333333,0.014492753623188406,9.876218066894918e-05,4.115090861206216e-06,0.0,1.0,9.876218066894918e-05,4.115090861206216e-06
single_scale_2,Single-scale 2,relative_10bin_ce,23,13,2.408771402043853,0.12564543889845095,0.11541983464083909,0.07875162766920829,0.0004764150350880131,0.0004597974274373189,0.0026546301103723183,2.4820821285247803,0.09523809523809523,0.08333333333333333,0.014492753623188406,0.00011453669563690633,8.230181722412431e-06,0.0,1.0,0.00011453669563690633,8.230181722412431e-06
single_scale_2,Single-scale 2,relative_10bin_ce,23,14,2.396536158202232,0.13769363166953527,0.12737146878586947,0.10034968311150017,0.0004926401008256988,0.0004892380709129583,0.0027886177500125614,2.48197078704834,0.09523809523809523,0.08333333333333333,0.014492753623188406,0.00012002348345184794,1.2345272583618647e-05,0.0,1.0,0.00012002348345184794,1.2345272583618647e-05
single_scale_2,Single-scale 2,relative_10bin_ce,23,15,2.383681749107505,0.14285714285714285,0.1324474408776573,0.10930838238067174,0.0005317634448222152,0.0005576712110807778,0.003179415032296604,2.481257200241089,0.09523809523809523,0.08333333333333333,0.014598540145985403,0.0001344263014660697,1.6460363444824863e-05,7.315717086588827e-06,0.9920634920634921,0.0001344263014660697,1.6460363444824863e-05
