configuration,configuration_label,objective,seed,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_hidden_1_firing_rate,train_hidden_2_firing_rate,train_output_firing_rate,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_hidden_1_firing_rate,val_hidden_2_firing_rate,val_output_firing_rate,val_silent_output_fraction,val_hidden_1_shift_2_firing_rate,val_hidden_2_shift_2_firing_rate
single_scale_2,Single-scale 2,relative_10bin_ce,11,1,2.4853623401687805,0.05679862306368331,0.08701923076923075,0.015635288584290804,0.0002264966838059189,5.665688277756377e-05,0.00011165636636686933,2.489987850189209,0.05555555555555555,0.08333333333333333,0.008771929824561403,4.800939338073918e-05,0.0,0.0,1.0,4.800939338073918e-05,0.0
single_scale_2,Single-scale 2,relative_10bin_ce,11,2,2.482424578445093,0.05679862306368331,0.08701923076923075,0.015719730165792537,0.00024259090223926842,6.843314016781952e-05,0.00018423300450533437,2.4895997047424316,0.05555555555555555,0.08333333333333333,0.008771929824561403,5.41820296725485e-05,0.0,0.0,1.0,5.41820296725485e-05,0.0
single_scale_2,Single-scale 2,relative_10bin_ce,11,3,2.478718118290072,0.09122203098106713,0.09173733179236322,0.02913524492773052,0.0002509651297167836,8.125617599276467e-05,0.0002651838701213146,2.4892640113830566,0.05555555555555555,0.08333333333333333,0.008771929824561403,5.966881748749012e-05,0.0,0.0,1.0,5.966881748749012e-05,0.0
single_scale_2,Single-scale 2,relative_10bin_ce,11,4,2.472149055714041,0.0963855421686747,0.09648566987403466,0.038134881771902295,0.000269937988845529,0.00010049072973018239,0.0004047543280799013,2.488957405090332,0.05555555555555555,0.08333333333333333,0.008771929824561403,6.309805987182863e-05,0.0,0.0,1.0,6.309805987182863e-05,0.0
single_scale_2,Single-scale 2,relative_10bin_ce,11,5,2.468003611556429,0.0981067125645439,0.09805799691805982,0.04098305818715723,0.0002924437251913511,0.00013045476242316647,0.0006029443783810944,2.488644599914551,0.05555555555555555,0.08333333333333333,0.008771929824561403,7.269993854797647e-05,3.429242384338513e-06,0.0,1.0,7.269993854797647e-05,3.429242384338513e-06
single_scale_2,Single-scale 2,relative_10bin_ce,11,6,2.4628830333584966,0.09982788296041308,0.099467659786056,0.04634842506870315,0.00031154743162443266,0.00015754015442075468,0.0007690332233518124,2.4883480072021484,0.05555555555555555,0.08333333333333333,0.008771929824561403,7.681502940918269e-05,3.429242384338513e-06,0.0,1.0,7.681502940918269e-05,3.429242384338513e-06
single_scale_2,Single-scale 2,relative_10bin_ce,11,7,2.457268291414297,0.10154905335628227,0.10205253632926588,0.04790281790299541,0.00033025859614450566,0.00018423300450533437,0.0009295392500041871,2.4880809783935547,0.05555555555555555,0.08333333333333333,0.008771929824561403,8.298766570099201e-05,3.429242384338513e-06,0.0,1.0,8.298766570099201e-05,3.429242384338513e-06
single_scale_2,Single-scale 2,relative_10bin_ce,11,8,2.4506517076246093,0.10671256454388985,0.10677063735239835,0.057019383604721995,0.0003508016229252851,0.0002207394024151272,0.0011947231201255017,2.487830638885498,0.05555555555555555,0.08333333333333333,0.008771929824561403,9.053199894653674e-05,7.544333245544729e-06,0.0,1.0,9.053199894653674e-05,7.544333245544729e-06
single_scale_2,Single-scale 2,relative_10bin_ce,11,9,2.443514813654599,0.10843373493975904,0.10885397068573167,0.06062876881144119,0.00036898939822801346,0.0002558064799772221,0.001443158535291786,2.4876089096069336,0.05555555555555555,0.08333333333333333,0.008771929824561403,9.327539285400755e-05,6.1726362918093235e-06,0.0,1.0,9.327539285400755e-05,6.1726362918093235e-06
single_scale_2,Single-scale 2,relative_10bin_ce,11,10,2.434553926044405,0.10843373493975904,0.10837320145496245,0.059553791814425217,0.00038796225735675884,0.00030042541075585776,0.0018046460214045255,2.487396478652954,0.05555555555555555,0.08333333333333333,0.008771929824561403,0.00010081972609955228,8.916030199280133e-06,0.0,1.0,0.00010081972609955228,8.916030199280133e-06
single_scale_2,Single-scale 2,relative_10bin_ce,11,11,2.4254544437854917,0.11359724612736662,0.11369308581896446,0.0693820287361007,0.0004022246135294019,0.0003400721439697188,0.0021493850525622343,2.487151622772217,0.05555555555555555,0.08333333333333333,0.008771929824561403,0.00010150557457641998,8.916030199280133e-06,0.0,1.0,0.00010150557457641998,8.916030199280133e-06
single_scale_2,Single-scale 2,relative_10bin_ce,11,12,2.41715899884393,0.11359724612736662,0.11362364137452004,0.07207046657019806,0.00041373917631098533,0.0003756626107491584,0.0024229431501610645,2.4867663383483887,0.05555555555555555,0.08333333333333333,0.008838383838383838,0.00010424896848389079,1.3031121060486349e-05,1.4631434173177655e-05,0.9920634920634921,0.00010424896848389079,1.3031121060486349e-05
