l2_width,objective,seed,epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
32,fixed250_sequence_ce,11,1,2.524916490466172,0.08101038679192582,2.4608678817749023,0.06944444444444443
32,fixed250_sequence_ce,11,2,2.442408618336085,0.10174193322708862,2.434779167175293,0.1111111111111111
32,fixed250_sequence_ce,11,3,2.400516645428236,0.10939796896557902,2.403541088104248,0.10416666666666667
32,fixed250_sequence_ce,11,4,2.3536979614559836,0.14833252701177227,2.391231060028076,0.09722222222222221
32,fixed250_sequence_ce,11,5,2.3029581400695642,0.16209126216201689,2.388845920562744,0.11408730158730158
32,fixed250_sequence_ce,11,6,2.2446777849312287,0.1845416048750307,2.396277666091919,0.15806878306878305
32,fixed250_sequence_ce,11,7,2.16308607291847,0.2205010234911748,2.390573740005493,0.14417989417989419
32,fixed250_sequence_ce,11,8,2.0803914886743806,0.28692451051113166,2.356879949569702,0.16547619047619047
32,fixed250_sequence_ce,11,9,1.9715855835637208,0.3361897217044798,2.2759511470794678,0.22738095238095238
32,fixed250_sequence_ce,11,10,1.8595340684851354,0.37814284929967323,2.1930227279663086,0.26646825396825397
32,fixed250_sequence_ce,11,11,1.7422406484666257,0.4213516547425256,2.111112594604492,0.29563492063492064
32,fixed250_sequence_ce,11,12,1.6263738154544272,0.4715443282588286,2.039933204650879,0.33406084656084656
32,fixed250_sequence_ce,11,13,1.5117399663810271,0.508212717538944,1.984304428100586,0.3471560846560846
32,fixed250_sequence_ce,11,14,1.4133534207811864,0.5586215074189234,1.9019027948379517,0.4127645502645503
32,fixed250_sequence_ce,11,15,1.3075866508401814,0.5804419660894097,1.8240197896957397,0.40582010582010586
32,fixed250_sequence_ce,11,16,1.2150429616491478,0.6221127376136819,1.7973687648773193,0.43174603174603177
32,fixed250_sequence_ce,11,17,1.1294890572405107,0.6560118709982062,1.7405054569244385,0.42678571428571427
32,fixed250_sequence_ce,11,18,1.0494099773351173,0.677113953768619,1.6549162864685059,0.4595238095238095
32,fixed250_sequence_ce,11,19,0.9945627615086593,0.6815537197034831,1.6409564018249512,0.48687469937469935
32,fixed250_sequence_ce,11,20,0.9162134137293148,0.7146566381293775,1.6550476551055908,0.46372655122655115
32,fixed250_sequence_ce,11,21,0.8475300613245742,0.7449664330187167,1.5849367380142212,0.5011904761904762
32,fixed250_sequence_ce,11,22,0.7898416622780686,0.7540169202533525,1.5787135362625122,0.5318181818181819
32,fixed250_sequence_ce,11,23,0.7320823312421264,0.7836398681284292,1.5860339403152466,0.5027777777777778
32,fixed250_sequence_ce,11,24,0.6720505857426615,0.8025236398164478,1.5356165170669556,0.5311868686868687
32,fixed250_sequence_ce,11,25,0.6310348656419632,0.8084493938061583,1.5715618133544922,0.517929292929293
32,fixed250_sequence_ce,11,26,0.583621729056314,0.8549427344876771,1.6277424097061157,0.5215969215969216
32,fixed250_sequence_ce,11,27,0.5365084463573364,0.8702490516584027,1.524491786956787,0.5526515151515151
32,fixed250_sequence_ce,11,28,0.490450945347804,0.8762908829299295,1.5503705739974976,0.5632034632034632
32,fixed250_sequence_ce,11,29,0.4604390187641019,0.8876542720269524,1.56336510181427,0.554040404040404
32,fixed250_sequence_ce,11,30,0.428094085132809,0.9043501639826511,1.5434281826019287,0.532449494949495
32,fixed250_sequence_ce,11,31,0.39748559243297416,0.9118620526568612,1.5085785388946533,0.6207792207792208
32,fixed250_sequence_ce,11,32,0.3808326967919755,0.9098047666719945,1.6025803089141846,0.5585437710437711
32,fixed250_sequence_ce,11,33,0.3446841439979212,0.911466562428822,1.566061019897461,0.5523208273208274
32,fixed250_sequence_ce,11,34,0.32686964985425626,0.9213479356204508,1.6021734476089478,0.5926707551707552
32,fixed250_sequence_ce,11,35,0.30551853781107574,0.9320643109105898,1.6120754480361938,0.5813973063973064
32,fixed250_sequence_ce,11,36,0.2905308917652104,0.9250385669442228,1.6322500705718994,0.5640993265993266
32,fixed250_sequence_ce,11,37,0.2683990208396813,0.9451981428984729,1.6772699356079102,0.5457130832130833
32,fixed250_sequence_ce,11,38,0.25390653227569726,0.9531653278507206,1.7016934156417847,0.5813612313612313
32,fixed250_sequence_ce,11,39,0.24111140987446303,0.9472697219445232,1.6770567893981934,0.5807659932659932
32,fixed250_sequence_ce,11,40,0.22765337335981314,0.9481926657089409,1.647274374961853,0.5910834535834536
32,fixed250_sequence_ce,11,41,0.20992835479020663,0.960797181889994,1.7050034999847412,0.5668771043771045
32,fixed250_sequence_ce,11,42,0.20279061566018813,0.9511894558844185,1.648672342300415,0.5861592111592111
32,fixed250_sequence_ce,11,43,0.18576198123818627,0.9674038309598783,1.6713995933532715,0.576436988936989
32,fixed250_sequence_ce,11,44,0.17692082058542155,0.9657027052453878,1.7115336656570435,0.6127465127465127
