l2_width,objective,seed,last_layer,firing_rate,layer,neurons,scope,shift,split,tau_syn_ms,total_spikes_per_timestep
64,fixed250_sequence_ce,101,L2,0.09462471204518919,L1,42,tau_subgroup,4,test,242.10347130039656,3.9742379058979456
64,fixed250_sequence_ce,11,L2,0.2433655641906139,L2,22,tau_subgroup,2,test,54.31342963722199,5.354042412193506
64,fixed250_sequence_ce,23,L2,0.2081789565636484,L2,22,tau_subgroup,2,test,54.31342963722199,4.579937044400265
64,fixed250_sequence_ce,101,L2,0.21137191999518043,L2,22,tau_subgroup,2,test,54.31342963722199,4.65018223989397
64,fixed250_sequence_ce,11,L2,0.3012125658745937,L2,21,tau_subgroup,3,test,117.0136826471659,6.325463883366468
64,fixed250_sequence_ce,23,L2,0.23889598914449808,L2,21,tau_subgroup,3,test,117.0136826471659,5.01681577203446
64,fixed250_sequence_ce,101,L2,0.29404130770929976,L2,21,tau_subgroup,3,test,117.0136826471659,6.174867461895295
64,fixed250_sequence_ce,11,L2,0.32070671210830254,L2,21,tau_subgroup,4,test,242.10347130039656,6.734840954274354
64,fixed250_sequence_ce,23,L2,0.40005995771403324,L2,21,tau_subgroup,4,test,242.10347130039656,8.4012591119947
64,fixed250_sequence_ce,101,L2,0.3296412004165483,L2,21,tau_subgroup,4,test,242.10347130039656,6.922465208747515
64,fixed250_sequence_ce,11,L2,0.033520879928760766,L1,128,whole_layer,-1,test,,4.290672630881378
64,fixed250_sequence_ce,23,L2,0.03175931390821736,L1,128,whole_layer,-1,test,,4.065192180251822
64,fixed250_sequence_ce,101,L2,0.03608945286613652,L1,128,whole_layer,-1,test,,4.619449966865474
64,fixed250_sequence_ce,11,L2,0.2877241757786614,L2,64,whole_layer,-1,test,,18.41434724983433
64,fixed250_sequence_ce,23,L2,0.28121893638170975,L2,64,whole_layer,-1,test,,17.998011928429424
64,fixed250_sequence_ce,101,L2,0.2773049204771372,L2,64,whole_layer,-1,test,,17.74751491053678
64,fixed250_sequence_ce,11,L2,0.001277556564011621,L1,43,tau_subgroup,2,train,54.31342963722199,0.05493493225249971
64,fixed250_sequence_ce,23,L2,0.000982316358060155,L1,43,tau_subgroup,2,train,54.31342963722199,0.04223960339658667
64,fixed250_sequence_ce,101,L2,0.0014598420737547426,L1,43,tau_subgroup,2,train,54.31342963722199,0.06277320917145393
64,fixed250_sequence_ce,11,L2,0.010522703699188401,L1,43,tau_subgroup,3,train,117.0136826471659,0.45247625906510125
64,fixed250_sequence_ce,23,L2,0.01909869163406885,L1,43,tau_subgroup,3,train,117.0136826471659,0.8212437402649606
64,fixed250_sequence_ce,101,L2,0.012199496689453655,L1,43,tau_subgroup,3,train,117.0136826471659,0.5245783576465071
64,fixed250_sequence_ce,11,L2,0.07767734021774586,L1,42,tau_subgroup,4,train,242.10347130039656,3.2624482891453264
64,fixed250_sequence_ce,23,L2,0.06548047728311349,L1,42,tau_subgroup,4,train,242.10347130039656,2.7501800458907666
64,fixed250_sequence_ce,101,L2,0.07859371996742824,L1,42,tau_subgroup,4,train,242.10347130039656,3.3009362386319863
64,fixed250_sequence_ce,11,L2,0.2066820244923315,L2,22,tau_subgroup,2,train,54.31342963722199,4.547004538831293
64,fixed250_sequence_ce,23,L2,0.17659723163265462,L2,22,tau_subgroup,2,train,54.31342963722199,3.8851390959184013
64,fixed250_sequence_ce,101,L2,0.17653937333371905,L2,22,tau_subgroup,2,train,54.31342963722199,3.883866213341819
64,fixed250_sequence_ce,11,L2,0.25860890523325414,L2,21,tau_subgroup,3,train,117.0136826471659,5.430787009898337
64,fixed250_sequence_ce,23,L2,0.22341083082704669,L2,21,tau_subgroup,3,train,117.0136826471659,4.69162744736798
64,fixed250_sequence_ce,101,L2,0.24626848411329294,L2,21,tau_subgroup,3,train,117.0136826471659,5.171638166379151
64,fixed250_sequence_ce,11,L2,0.3097507112111765,L2,21,tau_subgroup,4,train,242.10347130039656,6.504764935434706
64,fixed250_sequence_ce,23,L2,0.3674036784392354,L2,21,tau_subgroup,4,train,242.10347130039656,7.7154772472239435
64,fixed250_sequence_ce,101,L2,0.2968400450772702,L2,21,tau_subgroup,4,train,242.10347130039656,6.233640946622674
64,fixed250_sequence_ce,11,L2,0.02945202719111662,L1,128,whole_layer,-1,train,,3.7698594804629275
64,fixed250_sequence_ce,23,L2,0.02823174523087745,L1,128,whole_layer,-1,train,,3.613663389552314
64,fixed250_sequence_ce,101,L2,0.030377248480077713,L1,128,whole_layer,-1,train,,3.8882878054499472
64,fixed250_sequence_ce,11,L2,0.2575399450650677,L2,64,whole_layer,-1,train,,16.482556484164334
64,fixed250_sequence_ce,23,L2,0.25456630922672385,L2,64,whole_layer,-1,train,,16.292243790510327
64,fixed250_sequence_ce,101,L2,0.23889289572411945,L2,64,whole_layer,-1,train,,15.289145326343645
64,fixed250_sequence_ce,11,L2,0.0004654837662536519,L1,43,tau_subgroup,2,val,54.31342963722199,0.020015801948907033
64,fixed250_sequence_ce,23,L2,0.00028378176977744566,L1,43,tau_subgroup,2,val,54.31342963722199,0.012202616100430164
64,fixed250_sequence_ce,101,L2,0.000628811403535635,L1,43,tau_subgroup,2,val,54.31342963722199,0.027038890352032306
64,fixed250_sequence_ce,11,L2,0.006165618307394863,L1,43,tau_subgroup,3,val,117.0136826471659,0.2651215872179791
64,fixed250_sequence_ce,23,L2,0.013068252578024674,L1,43,tau_subgroup,3,val,117.0136826471659,0.5619348608550611
64,fixed250_sequence_ce,101,L2,0.007815227443942892,L1,43,tau_subgroup,3,val,117.0136826471659,0.33605478008954437
64,fixed250_sequence_ce,11,L2,0.06262880887584601,L1,42,tau_subgroup,4,val,242.10347130039656,2.6304099727855323
64,fixed250_sequence_ce,23,L2,0.05263971974532944,L1,42,tau_subgroup,4,val,242.10347130039656,2.2108682293038364
64,fixed250_sequence_ce,101,L2,0.0659668660722124,L1,42,tau_subgroup,4,val,242.10347130039656,2.770608375032921
64,fixed250_sequence_ce,11,L2,0.166934022872922,L2,22,tau_subgroup,2,val,54.31342963722199,3.672548503204284
64,fixed250_sequence_ce,23,L2,0.1365511847471289,L2,22,tau_subgroup,2,val,54.31342963722199,3.004126064436836
64,fixed250_sequence_ce,101,L2,0.14603634448248617,L2,22,tau_subgroup,2,val,54.31342963722199,3.2127995786146957
64,fixed250_sequence_ce,11,L2,0.23256455597777695,L2,21,tau_subgroup,3,val,117.0136826471659,4.883855675533316
64,fixed250_sequence_ce,23,L2,0.1746031746031746,L2,21,tau_subgroup,3,val,117.0136826471659,3.6666666666666665
64,fixed250_sequence_ce,101,L2,0.2124191613261932,L2,21,tau_subgroup,3,val,117.0136826471659,4.460802387850057
64,fixed250_sequence_ce,11,L2,0.28256225675240687,L2,21,tau_subgroup,4,val,242.10347130039656,5.933807391800545
64,fixed250_sequence_ce,23,L2,0.3520323062066544,L2,21,tau_subgroup,4,val,242.10347130039656,7.392678430339742
64,fixed250_sequence_ce,101,L2,0.27702321381541817,L2,21,tau_subgroup,4,val,242.10347130039656,5.817487490123782
64,fixed250_sequence_ce,11,L2,0.02277771376525327,L1,128,whole_layer,-1,val,,2.9155473619524184
64,fixed250_sequence_ce,23,L2,0.021757857080150995,L1,128,whole_layer,-1,val,,2.7850057062593274
64,fixed250_sequence_ce,101,L2,0.02448204723026951,L1,128,whole_layer,-1,val,,3.1337020454744975
64,fixed250_sequence_ce,11,L2,0.2264095557896585,L2,64,whole_layer,-1,val,,14.490211570538143
64,fixed250_sequence_ce,23,L2,0.2197417368975507,L2,64,whole_layer,-1,val,,14.063471161443244
64,fixed250_sequence_ce,101,L2,0.21079827275919585,L2,64,whole_layer,-1,val,,13.491089456588535
128,fixed250_sequence_ce,11,L2,0.0006607640975850325,L1,43,tau_subgroup,2,test,54.31342963722199,0.028412856196156393
128,fixed250_sequence_ce,23,L2,0.0007570853946090897,L1,43,tau_subgroup,2,test,54.31342963722199,0.032554671968190854
128,fixed250_sequence_ce,101,L2,0.0013118960654676592,L1,43,tau_subgroup,2,test,54.31342963722199,0.05641153081510934
128,fixed250_sequence_ce,11,L2,0.007445636259959622,L1,43,tau_subgroup,3,test,117.0136826471659,0.32016235917826374
128,fixed250_sequence_ce,23,L2,0.016987223943162728,L1,43,tau_subgroup,3,test,117.0136826471659,0.7304506295559974
128,fixed250_sequence_ce,101,L2,0.013404071693867802,L1,43,tau_subgroup,3,test,117.0136826471659,0.5763750828363154
128,fixed250_sequence_ce,11,L2,0.07347383950266655,L1,42,tau_subgroup,4,test,242.10347130039656,3.0859012591119948
128,fixed250_sequence_ce,23,L2,0.08191328221149295,L1,42,tau_subgroup,4,test,242.10347130039656,3.4403578528827037
128,fixed250_sequence_ce,101,L2,0.08107900217741172,L1,42,tau_subgroup,4,test,242.10347130039656,3.405318091451292
128,fixed250_sequence_ce,11,L2,0.14193135759088876,L2,43,tau_subgroup,2,test,54.31342963722199,6.103048376408218
128,fixed250_sequence_ce,23,L2,0.15345909041872793,L2,43,tau_subgroup,2,test,54.31342963722199,6.598740888005302
128,fixed250_sequence_ce,101,L2,0.149927951669826,L2,43,tau_subgroup,2,test,54.31342963722199,6.446901921802518
128,fixed250_sequence_ce,11,L2,0.19898246181823787,L2,43,tau_subgroup,3,test,117.0136826471659,8.556245858184228
128,fixed250_sequence_ce,23,L2,0.30856720144250777,L2,43,tau_subgroup,3,test,117.0136826471659,13.268389662027833
128,fixed250_sequence_ce,101,L2,0.26743030190947337,L2,43,tau_subgroup,3,test,117.0136826471659,11.499502982107355
128,fixed250_sequence_ce,11,L2,0.28974959765218217,L2,42,tau_subgroup,4,test,242.10347130039656,12.16948310139165
128,fixed250_sequence_ce,23,L2,0.32952286282306165,L2,42,tau_subgroup,4,test,242.10347130039656,13.839960238568588
128,fixed250_sequence_ce,101,L2,0.32383279686957617,L2,42,tau_subgroup,4,test,242.10347130039656,13.600977468522201
128,fixed250_sequence_ce,11,L2,0.026831847456925115,L1,128,whole_layer,-1,test,,3.4344764744864147
128,fixed250_sequence_ce,23,L2,0.032838774643803845,L1,128,whole_layer,-1,test,,4.203363154406892
128,fixed250_sequence_ce,101,L2,0.03154769300861498,L1,128,whole_layer,-1,test,,4.038104705102717
128,fixed250_sequence_ce,11,L2,0.20959982293737575,L2,128,whole_layer,-1,test,,26.828777335984096
128,fixed250_sequence_ce,23,L2,0.263336646785951,L2,128,whole_layer,-1,test,,33.707090788601725
128,fixed250_sequence_ce,101,L2,0.2464639247846256,L2,128,whole_layer,-1,test,,31.547382372432075
128,fixed250_sequence_ce,11,L2,0.0009402504711963578,L1,43,tau_subgroup,2,train,54.31342963722199,0.04043077026144338
128,fixed250_sequence_ce,23,L2,0.0008767621419482192,L1,43,tau_subgroup,2,train,54.31342963722199,0.03770077210377343
128,fixed250_sequence_ce,101,L2,0.0016752349944554824,L1,43,tau_subgroup,2,train,54.31342963722199,0.07203510476158574
128,fixed250_sequence_ce,11,L2,0.0069615147770060075,L1,43,tau_subgroup,3,train,117.0136826471659,0.2993451354112583
128,fixed250_sequence_ce,23,L2,0.014720723408614392,L1,43,tau_subgroup,3,train,117.0136826471659,0.6329911065704189
128,fixed250_sequence_ce,101,L2,0.012021106169234958,L1,43,tau_subgroup,3,train,117.0136826471659,0.5169075652771032
128,fixed250_sequence_ce,11,L2,0.06252716639270979,L1,42,tau_subgroup,4,train,242.10347130039656,2.6261409884938116
128,fixed250_sequence_ce,23,L2,0.07393485808077062,L1,42,tau_subgroup,4,train,242.10347130039656,3.105264039392366
128,fixed250_sequence_ce,101,L2,0.06772995429266888,L1,42,tau_subgroup,4,train,242.10347130039656,2.844658080292093
128,fixed250_sequence_ce,11,L2,0.11711921900786047,L2,43,tau_subgroup,2,train,54.31342963722199,5.036126417338001
128,fixed250_sequence_ce,23,L2,0.13561574526145312,L2,43,tau_subgroup,2,train,54.31342963722199,5.831477046242484
128,fixed250_sequence_ce,101,L2,0.1255732937706264,L2,43,tau_subgroup,2,train,54.31342963722199,5.399651632136935
128,fixed250_sequence_ce,11,L2,0.17240976380394024,L2,43,tau_subgroup,3,train,117.0136826471659,7.413619843569431
128,fixed250_sequence_ce,23,L2,0.26448770566031565,L2,43,tau_subgroup,3,train,117.0136826471659,11.372971343393571
128,fixed250_sequence_ce,101,L2,0.22788376260662047,L2,43,tau_subgroup,3,train,117.0136826471659,9.799001792084681
128,fixed250_sequence_ce,11,L2,0.2693909224969235,L2,42,tau_subgroup,4,train,242.10347130039656,11.314418744870785
128,fixed250_sequence_ce,23,L2,0.3076479825688461,L2,42,tau_subgroup,4,train,242.10347130039656,12.921215267891537
128,fixed250_sequence_ce,101,L2,0.3062953454448589,L2,42,tau_subgroup,4,train,242.10347130039656,12.864404508684073
128,fixed250_sequence_ce,11,L2,0.023171225735675885,L1,128,whole_layer,-1,train,,2.9659168941665133
128,fixed250_sequence_ce,23,L2,0.02949965560989499,L1,128,whole_layer,-1,train,,3.7759559180665585
128,fixed250_sequence_ce,101,L2,0.026825005861959236,L1,128,whole_layer,-1,train,,3.433600750330782
128,fixed250_sequence_ce,11,L2,0.18565753910764232,L2,128,whole_layer,-1,train,,23.764165005778217
128,fixed250_sequence_ce,23,L2,0.23535674732443432,L2,128,whole_layer,-1,train,,30.125663657527593
128,fixed250_sequence_ce,101,L2,0.2192426401008257,L2,128,whole_layer,-1,train,,28.06305793290569
128,fixed250_sequence_ce,11,L2,0.00029398974710756964,L1,43,tau_subgroup,2,val,54.31342963722199,0.012641559125625495
128,fixed250_sequence_ce,23,L2,0.0003552376110883133,L1,43,tau_subgroup,2,val,54.31342963722199,0.015275217276797471
128,fixed250_sequence_ce,101,L2,0.0006063538534093624,L1,43,tau_subgroup,2,val,54.31342963722199,0.02607321569660258
128,fixed250_sequence_ce,11,L2,0.003395173259999224,L1,43,tau_subgroup,3,val,117.0136826471659,0.14599245017996665
128,fixed250_sequence_ce,23,L2,0.009517918062607567,L1,43,tau_subgroup,3,val,117.0136826471659,0.40927047669212535
128,fixed250_sequence_ce,101,L2,0.007366076441417439,L1,43,tau_subgroup,3,val,117.0136826471659,0.3167412869809499
128,fixed250_sequence_ce,11,L2,0.049619373691009196,L1,42,tau_subgroup,4,val,242.10347130039656,2.084013695022386
128,fixed250_sequence_ce,23,L2,0.05869713349302499,L1,42,tau_subgroup,4,val,242.10347130039656,2.4652796067070493
128,fixed250_sequence_ce,101,L2,0.056692627011299644,L1,42,tau_subgroup,4,val,242.10347130039656,2.3810903344745853
128,fixed250_sequence_ce,11,L2,0.08995065463758618,L2,43,tau_subgroup,2,val,54.31342963722199,3.867878149416206
128,fixed250_sequence_ce,23,L2,0.09792716812334504,L2,43,tau_subgroup,2,val,54.31342963722199,4.210868229303836
128,fixed250_sequence_ce,101,L2,0.10026479493194342,L2,43,tau_subgroup,2,val,54.31342963722199,4.311386182073567
128,fixed250_sequence_ce,11,L2,0.13485146372186937,L2,43,tau_subgroup,3,val,117.0136826471659,5.798612940040383
128,fixed250_sequence_ce,23,L2,0.2297631953418958,L2,43,tau_subgroup,3,val,117.0136826471659,9.879817399701519
128,fixed250_sequence_ce,101,L2,0.18887616294381734,L2,43,tau_subgroup,3,val,117.0136826471659,8.121675006584145
128,fixed250_sequence_ce,11,L2,0.2354615799440661,L2,42,tau_subgroup,4,val,242.10347130039656,9.889386357650777
128,fixed250_sequence_ce,23,L2,0.2727884587247242,L2,42,tau_subgroup,4,val,242.10347130039656,11.457115266438416
128,fixed250_sequence_ce,101,L2,0.28081693567603494,L2,42,tau_subgroup,4,val,242.10347130039656,11.794311298393469
128,fixed250_sequence_ce,11,L2,0.01752068519006233,L1,128,whole_layer,-1,val,,2.2426477043279784
128,fixed250_sequence_ce,23,L2,0.022576760161531033,L1,128,whole_layer,-1,val,,2.889825300675972
128,fixed250_sequence_ce,101,L2,0.021280506540251074,L1,128,whole_layer,-1,val,,2.7239048371521375
128,fixed250_sequence_ce,11,L2,0.1527802925555263,L2,128,whole_layer,-1,val,,19.555877447107367
128,fixed250_sequence_ce,23,L2,0.19959219449565446,L2,128,whole_layer,-1,val,,25.54780089544377
128,fixed250_sequence_ce,101,L2,0.18927634755508735,L2,128,whole_layer,-1,val,,24.22737248705118
256,fixed250_sequence_ce,11,L2,0.00037565305839382313,L1,43,tau_subgroup,2,test,54.31342963722199,0.016153081510934395
256,fixed250_sequence_ce,23,L2,0.0003274924098817945,L1,43,tau_subgroup,2,test,54.31342963722199,0.014082173624917163
256,fixed250_sequence_ce,101,L2,0.0002619939279054356,L1,43,tau_subgroup,2,test,54.31342963722199,0.01126573889993373
256,fixed250_sequence_ce,11,L2,0.008572595435141092,L1,43,tau_subgroup,3,test,117.0136826471659,0.36862160371106695
256,fixed250_sequence_ce,23,L2,0.007788540077365266,L1,43,tau_subgroup,3,test,117.0136826471659,0.3349072233267064
256,fixed250_sequence_ce,101,L2,0.012015118590780896,L1,43,tau_subgroup,3,test,117.0136826471659,0.5166500994035785
256,fixed250_sequence_ce,11,L2,0.052224352298904986,L1,42,tau_subgroup,4,test,242.10347130039656,2.1934227965540094
256,fixed250_sequence_ce,23,L2,0.04802534002335195,L1,42,tau_subgroup,4,test,242.10347130039656,2.017064280980782
256,fixed250_sequence_ce,101,L2,0.07237132759001547,L1,42,tau_subgroup,4,test,242.10347130039656,3.0395957587806492
256,fixed250_sequence_ce,11,L2,0.05389176568496001,L2,86,tau_subgroup,2,test,54.31342963722199,4.63469184890656
256,fixed250_sequence_ce,23,L2,0.05177366036340099,L2,86,tau_subgroup,2,test,54.31342963722199,4.452534791252485
256,fixed250_sequence_ce,101,L2,0.13021868787276342,L2,86,tau_subgroup,2,test,54.31342963722199,11.198807157057654
256,fixed250_sequence_ce,11,L2,0.10907593653763692,L2,85,tau_subgroup,3,test,117.0136826471659,9.27145460569914
256,fixed250_sequence_ce,23,L2,0.09752660507542978,L2,85,tau_subgroup,3,test,117.0136826471659,8.28976143141153
256,fixed250_sequence_ce,101,L2,0.21466300237788952,L2,85,tau_subgroup,3,test,117.0136826471659,18.24635520212061
256,fixed250_sequence_ce,11,L2,0.20859256227341832,L2,85,tau_subgroup,4,test,242.10347130039656,17.730367793240557
