l2_width,objective,seed,last_layer,feature_dim,group_neurons,input_feature_dim,layer,pca_explained_variance_ratio_sum,probe_C,probe_test_accuracy,probe_test_balanced_accuracy,probe_test_macro_f1,probe_type,probe_val_balanced_accuracy,shift,tau_syn_ms
64,timestep_ce,11,L2,672,42,672,L1,,0.1,0.589041095890411,0.5734258796758797,0.5839851984588827,fixed250,0.5412518037518038,4,242.10347130039656
64,timestep_ce,23,L2,672,42,672,L1,,1.0,0.547945205479452,0.53641428016428,0.5441494010654953,fixed250,0.4843073593073593,4,242.10347130039656
64,timestep_ce,101,L2,672,42,672,L1,,1.0,0.5753424657534246,0.5590291652791652,0.56927931319428,fixed250,0.5439393939393941,4,242.10347130039656
64,timestep_ce,11,L2,42,42,42,L1,,0.1,0.5205479452054794,0.5066829004329004,0.46843068517100606,full_count,0.45628908128908124,4,242.10347130039656
64,timestep_ce,23,L2,42,42,42,L1,,1.0,0.4452054794520548,0.43999750249750247,0.442926326607541,full_count,0.4884379509379509,4,242.10347130039656
64,timestep_ce,101,L2,42,42,42,L1,,0.1,0.4726027397260274,0.46484210234210227,0.4580605625256069,full_count,0.45717893217893213,4,242.10347130039656
64,timestep_ce,11,L2,352,22,352,L2,,10.0,0.547945205479452,0.5319257131757131,0.5312695929965421,fixed250,0.5211760461760462,2,54.31342963722199
64,timestep_ce,23,L2,352,22,352,L2,,0.1,0.6164383561643836,0.6024815462315462,0.6041927762112734,fixed250,0.5009620009620009,2,54.31342963722199
64,timestep_ce,101,L2,352,22,352,L2,,1.0,0.5342465753424658,0.5280788655788656,0.531091645019271,fixed250,0.512512025012025,2,54.31342963722199
64,timestep_ce,11,L2,22,22,22,L2,,1.0,0.5342465753424658,0.5182671495171495,0.5050564644903671,full_count,0.47513828763828764,2,54.31342963722199
64,timestep_ce,23,L2,22,22,22,L2,,1.0,0.6027397260273972,0.5832715895215894,0.5733623087208959,full_count,0.5023268398268398,2,54.31342963722199
64,timestep_ce,101,L2,22,22,22,L2,,10.0,0.4589041095890411,0.4515186202686203,0.4580658822983384,full_count,0.542965367965368,2,54.31342963722199
64,timestep_ce,11,L2,336,21,336,L2,,0.1,0.5753424657534246,0.5619179431679432,0.5717838878840085,fixed250,0.5020622895622896,3,117.0136826471659
64,timestep_ce,23,L2,336,21,336,L2,,1.0,0.5273972602739726,0.5205794205794205,0.5311330629860262,fixed250,0.5380471380471381,3,117.0136826471659
64,timestep_ce,101,L2,336,21,336,L2,,10.0,0.5205479452054794,0.5113018925518926,0.5069389958566345,fixed250,0.566492303992304,3,117.0136826471659
64,timestep_ce,11,L2,21,21,21,L2,,0.1,0.5,0.4831460206460207,0.4664771517777284,full_count,0.4924362674362674,3,117.0136826471659
64,timestep_ce,23,L2,21,21,21,L2,,1.0,0.5136986301369864,0.5073960761460762,0.5045800886934731,full_count,0.47487974987974985,3,117.0136826471659
64,timestep_ce,101,L2,21,21,21,L2,,1.0,0.589041095890411,0.5883789821289821,0.5805444389588986,full_count,0.47497594997595,3,117.0136826471659
64,timestep_ce,11,L2,336,21,336,L2,,1.0,0.541095890410959,0.5373550061050061,0.5100332977850681,fixed250,0.522895622895623,4,242.10347130039656
64,timestep_ce,23,L2,336,21,336,L2,,1.0,0.5684931506849316,0.5509983072483072,0.5390336497199243,fixed250,0.5272246272246273,4,242.10347130039656
64,timestep_ce,101,L2,336,21,336,L2,,1.0,0.541095890410959,0.5292180042180042,0.5292137600442329,fixed250,0.5718374218374218,4,242.10347130039656
64,timestep_ce,11,L2,21,21,21,L2,,0.01,0.5136986301369864,0.49362581862581867,0.4689784843786617,full_count,0.4561267436267437,4,242.10347130039656
64,timestep_ce,23,L2,21,21,21,L2,,10.0,0.5273972602739726,0.5158674658674658,0.5039155985224127,full_count,0.5173039923039924,4,242.10347130039656
64,timestep_ce,101,L2,21,21,21,L2,,1.0,0.5068493150684932,0.5000131812631812,0.48943563598727113,full_count,0.48136123136123143,4,242.10347130039656
128,timestep_ce,11,L2,688,43,688,L1,,0.01,0.3698630136986301,0.3593267843267844,0.328201422055145,fixed250,0.2887987012987013,2,54.31342963722199
128,timestep_ce,23,L2,688,43,688,L1,,0.01,0.363013698630137,0.35334249084249086,0.33274880266159335,fixed250,0.3227934102934103,2,54.31342963722199
128,timestep_ce,101,L2,688,43,688,L1,,1.0,0.2602739726027397,0.2609744422244422,0.24553277023104605,fixed250,0.30569985569985564,2,54.31342963722199
128,timestep_ce,11,L2,43,43,43,L1,,1.0,0.2945205479452055,0.2887140637140637,0.2727771411989945,full_count,0.250998075998076,2,54.31342963722199
128,timestep_ce,23,L2,43,43,43,L1,,1.0,0.2808219178082192,0.2763798701298701,0.26002246471017504,full_count,0.293001443001443,2,54.31342963722199
128,timestep_ce,101,L2,43,43,43,L1,,1.0,0.3082191780821918,0.30438658563658555,0.3045810645233796,full_count,0.2787698412698413,2,54.31342963722199
128,timestep_ce,11,L2,688,43,688,L1,,1.0,0.4383561643835616,0.4374514374514374,0.43804066402845954,fixed250,0.47762145262145267,3,117.0136826471659
128,timestep_ce,23,L2,688,43,688,L1,,0.1,0.4452054794520548,0.43636710511710514,0.42856198724320166,fixed250,0.5051046176046177,3,117.0136826471659
128,timestep_ce,101,L2,688,43,688,L1,,0.01,0.4863013698630137,0.47376165501165496,0.4706980340427673,fixed250,0.4496753246753247,3,117.0136826471659
128,timestep_ce,11,L2,43,43,43,L1,,1.0,0.4589041095890411,0.44508755133755135,0.42339556155345637,full_count,0.4183261183261184,3,117.0136826471659
128,timestep_ce,23,L2,43,43,43,L1,,1.0,0.4794520547945205,0.4682393994893994,0.4662515283833704,full_count,0.43860630110630106,3,117.0136826471659
128,timestep_ce,101,L2,43,43,43,L1,,0.1,0.4452054794520548,0.43909285159285155,0.4388143157164896,full_count,0.40305435305435305,3,117.0136826471659
128,timestep_ce,11,L2,672,42,672,L1,,1.0,0.541095890410959,0.5270625208125208,0.5396743150243772,fixed250,0.580050505050505,4,242.10347130039656
128,timestep_ce,23,L2,672,42,672,L1,,1.0,0.5342465753424658,0.5201943889443889,0.5284003031729684,fixed250,0.5215127465127465,4,242.10347130039656
128,timestep_ce,101,L2,672,42,672,L1,,10.0,0.5342465753424658,0.522275641025641,0.5322225690701979,fixed250,0.5218494468494469,4,242.10347130039656
128,timestep_ce,11,L2,42,42,42,L1,,1.0,0.5273972602739726,0.5175095737595737,0.5001991638518142,full_count,0.502483164983165,4,242.10347130039656
128,timestep_ce,23,L2,42,42,42,L1,,0.1,0.5068493150684932,0.49479340104340114,0.49492296918767503,full_count,0.4282106782106782,4,242.10347130039656
128,timestep_ce,101,L2,42,42,42,L1,,1.0,0.5616438356164384,0.540563603063603,0.5377439596794118,full_count,0.49674122174122176,4,242.10347130039656
128,timestep_ce,11,L2,688,43,688,L2,,0.01,0.6095890410958904,0.5960560273060272,0.6044537815340011,fixed250,0.5662157287157288,2,54.31342963722199
128,timestep_ce,23,L2,688,43,688,L2,,0.1,0.5616438356164384,0.5438325563325562,0.539134129141757,fixed250,0.5057720057720058,2,54.31342963722199
128,timestep_ce,101,L2,688,43,688,L2,,0.1,0.6438356164383562,0.6246996059496059,0.6207540855257574,fixed250,0.5294793169793169,2,54.31342963722199
128,timestep_ce,11,L2,43,43,43,L2,,1.0,0.5684931506849316,0.5592386779886779,0.5582397833541999,full_count,0.5443181818181818,2,54.31342963722199
128,timestep_ce,23,L2,43,43,43,L2,,0.1,0.5684931506849316,0.5590881340881341,0.561558413216258,full_count,0.48768037518037516,2,54.31342963722199
128,timestep_ce,101,L2,43,43,43,L2,,0.1,0.636986301369863,0.6128156565656566,0.6147535199036095,full_count,0.5287217412217412,2,54.31342963722199
128,timestep_ce,11,L2,688,43,688,L2,,10.0,0.6095890410958904,0.5856684981684981,0.5869636978457237,fixed250,0.5548821548821549,3,117.0136826471659
128,timestep_ce,23,L2,688,43,688,L2,,0.1,0.5753424657534246,0.5539384226884226,0.5384201660164022,fixed250,0.571043771043771,3,117.0136826471659
128,timestep_ce,101,L2,688,43,688,L2,,0.1,0.5821917808219178,0.5691731879231879,0.577039840033261,fixed250,0.5213023088023088,3,117.0136826471659
128,timestep_ce,11,L2,43,43,43,L2,,0.01,0.6301369863013698,0.6065295815295815,0.5854289269506661,full_count,0.5331409331409331,3,117.0136826471659
128,timestep_ce,23,L2,43,43,43,L2,,1.0,0.547945205479452,0.5340090465090465,0.5298417314348687,full_count,0.5187650312650313,3,117.0136826471659
128,timestep_ce,101,L2,43,43,43,L2,,0.1,0.547945205479452,0.5308663558663558,0.528998641718386,full_count,0.514556277056277,3,117.0136826471659
128,timestep_ce,11,L2,672,42,672,L2,,0.01,0.5821917808219178,0.5593635531135531,0.5526050676430183,fixed250,0.5434283309283309,4,242.10347130039656
128,timestep_ce,23,L2,672,42,672,L2,,1.0,0.5821917808219178,0.5714035964035964,0.5750510902959253,fixed250,0.5899230399230398,4,242.10347130039656
128,timestep_ce,101,L2,672,42,672,L2,,1.0,0.547945205479452,0.535939060939061,0.5344152109085091,fixed250,0.554407166907167,4,242.10347130039656
128,timestep_ce,11,L2,42,42,42,L2,,1.0,0.4794520547945205,0.4676060051060051,0.45806500556668817,full_count,0.4643999518999519,4,242.10347130039656
128,timestep_ce,23,L2,42,42,42,L2,,0.1,0.547945205479452,0.5357274669774669,0.5425381161236426,full_count,0.48115680615680617,4,242.10347130039656
128,timestep_ce,101,L2,42,42,42,L2,,1.0,0.5068493150684932,0.49098956598956595,0.48853696720272527,full_count,0.4593133718133719,4,242.10347130039656
256,timestep_ce,11,L2,688,43,688,L1,,0.1,0.4383561643835616,0.44028540903540897,0.43293111830921865,fixed250,0.3204725829725829,2,54.31342963722199
256,timestep_ce,23,L2,688,43,688,L1,,0.01,0.3561643835616438,0.33705044955044955,0.31898284597292265,fixed250,0.3672438672438672,2,54.31342963722199
256,timestep_ce,101,L2,688,43,688,L1,,0.1,0.3287671232876712,0.3260607448107448,0.32051669744874606,fixed250,0.36600529100529094,2,54.31342963722199
256,timestep_ce,11,L2,43,43,43,L1,,0.01,0.3287671232876712,0.3133796758796759,0.2888556653369308,full_count,0.3033189033189033,2,54.31342963722199
256,timestep_ce,23,L2,43,43,43,L1,,0.1,0.3082191780821918,0.2927183927183927,0.2969707790366351,full_count,0.30007215007215005,2,54.31342963722199
256,timestep_ce,101,L2,43,43,43,L1,,10.0,0.2191780821917808,0.2137903762903763,0.21181309817658647,full_count,0.2790764790764791,2,54.31342963722199
256,timestep_ce,11,L2,688,43,688,L1,,0.1,0.4726027397260274,0.4668782606282606,0.4778500014602358,fixed250,0.4918049543049543,3,117.0136826471659
256,timestep_ce,23,L2,688,43,688,L1,,0.1,0.4794520547945205,0.4763542013542013,0.4584033605617212,fixed250,0.4277477152477152,3,117.0136826471659
256,timestep_ce,101,L2,688,43,688,L1,,1.0,0.3767123287671233,0.36966436341436343,0.3407470655336218,fixed250,0.3884078884078885,3,117.0136826471659
256,timestep_ce,11,L2,43,43,43,L1,,1.0,0.4589041095890411,0.46168484293484285,0.45644180199277656,full_count,0.49382515632515633,3,117.0136826471659
256,timestep_ce,23,L2,43,43,43,L1,,10.0,0.3904109589041096,0.37335234210234214,0.35297497292872965,full_count,0.42997835497835496,3,117.0136826471659
256,timestep_ce,101,L2,43,43,43,L1,,1.0,0.3835616438356164,0.38133810633810633,0.367617635904081,full_count,0.33462602212602216,3,117.0136826471659
256,timestep_ce,11,L2,672,42,672,L1,,1.0,0.5753424657534246,0.5594398656898657,0.5799506323614229,fixed250,0.5168470418470418,4,242.10347130039656
256,timestep_ce,23,L2,672,42,672,L1,,1.0,0.4931506849315068,0.4852106227106227,0.4949740627901465,fixed250,0.49280303030303024,4,242.10347130039656
256,timestep_ce,101,L2,672,42,672,L1,,1.0,0.5616438356164384,0.5479430291930291,0.5526499967803213,fixed250,0.54992784992785,4,242.10347130039656
256,timestep_ce,11,L2,42,42,42,L1,,10.0,0.4178082191780822,0.4069277944277944,0.409156964392658,full_count,0.4738215488215489,4,242.10347130039656
256,timestep_ce,23,L2,42,42,42,L1,,0.1,0.4931506849315068,0.4873640248640248,0.4801584884795669,full_count,0.36012506012506007,4,242.10347130039656
256,timestep_ce,101,L2,42,42,42,L1,,1.0,0.5273972602739726,0.523010323010323,0.509225641823681,full_count,0.45464165464165474,4,242.10347130039656
256,timestep_ce,11,L2,1376,86,1376,L2,,0.1,0.5753424657534246,0.5596133033633033,0.5626866881135065,fixed250,0.49184704184704175,2,54.31342963722199
256,timestep_ce,23,L2,1376,86,1376,L2,,0.01,0.589041095890411,0.5771305083805084,0.5811174891832537,fixed250,0.4984487734487735,2,54.31342963722199
256,timestep_ce,101,L2,1376,86,1376,L2,,0.1,0.6164383561643836,0.6001977189477189,0.6083548738431176,fixed250,0.5666786916786917,2,54.31342963722199
256,timestep_ce,11,L2,86,86,86,L2,,10.0,0.4931506849315068,0.49021811521811515,0.4851366760933118,full_count,0.5174723424723424,2,54.31342963722199
256,timestep_ce,23,L2,86,86,86,L2,,0.1,0.6027397260273972,0.5817002442002442,0.574342927848528,full_count,0.4546777296777296,2,54.31342963722199
256,timestep_ce,101,L2,86,86,86,L2,,0.1,0.5547945205479452,0.5391358641358641,0.5376077382313887,full_count,0.4916426166426166,2,54.31342963722199
256,timestep_ce,11,L2,1360,85,1360,L2,,0.01,0.6438356164383562,0.6311979686979686,0.6338495634852149,fixed250,0.5555615680615681,3,117.0136826471659
256,timestep_ce,23,L2,1360,85,1360,L2,,0.01,0.6095890410958904,0.5934926184926185,0.5933226661188145,fixed250,0.5462962962962963,3,117.0136826471659
256,timestep_ce,101,L2,1360,85,1360,L2,,1.0,0.5684931506849316,0.5587565212565212,0.564345428695036,fixed250,0.6162818662818662,3,117.0136826471659
256,timestep_ce,11,L2,85,85,85,L2,,0.1,0.6438356164383562,0.6330919080919081,0.6305086563200154,full_count,0.571470658970659,3,117.0136826471659
256,timestep_ce,23,L2,85,85,85,L2,,0.1,0.589041095890411,0.569818376068376,0.5666235057422203,full_count,0.5001743626743628,3,117.0136826471659
256,timestep_ce,101,L2,85,85,85,L2,,10.0,0.5205479452054794,0.513267982017982,0.5119164064283416,full_count,0.5165464165464165,3,117.0136826471659
256,timestep_ce,11,L2,1360,85,1360,L2,,0.01,0.5753424657534246,0.5593635531135531,0.5629520413440025,fixed250,0.5599326599326601,4,242.10347130039656
256,timestep_ce,23,L2,1360,85,1360,L2,,1.0,0.5068493150684932,0.4971271783771784,0.4869216443356068,fixed250,0.5844095719095719,4,242.10347130039656
256,timestep_ce,101,L2,1360,85,1360,L2,,0.01,0.6095890410958904,0.5952873515373515,0.5981592147616488,fixed250,0.549867724867725,4,242.10347130039656
256,timestep_ce,11,L2,85,85,85,L2,,0.1,0.5753424657534246,0.5739940614940614,0.5667157583214028,full_count,0.5723965848965848,4,242.10347130039656
256,timestep_ce,23,L2,85,85,85,L2,,0.01,0.5547945205479452,0.5380321067821067,0.5359333755244489,full_count,0.4837662337662338,4,242.10347130039656
256,timestep_ce,101,L2,85,85,85,L2,,0.1,0.5616438356164384,0.5535686535686536,0.5570030009322263,full_count,0.5481902356902357,4,242.10347130039656
