objective,l2_width,last_layer,split,scope,layer,shift,mean_neurons,mean_firing_rate,mean_total_spikes_per_timestep,sd_neurons,sd_firing_rate,sd_total_spikes_per_timestep
fixed250_sequence_ce,64,L2,test,tau_subgroup,L2,2,22.0,0.22097214691648093,4.86138723216258,0.0,0.01945886961719138,0.4280951315782104
fixed250_sequence_ce,64,L2,test,tau_subgroup,L2,3,21.0,0.27804995424279716,5.83904903909874,0.0,0.034097382203146356,0.7160450262660736
fixed250_sequence_ce,64,L2,test,tau_subgroup,L2,4,21.0,0.3501359567462947,7.35285509167219,0.0,0.04346562635925789,0.9127781535444162
fixed250_sequence_ce,64,L2,test,whole_layer,L1,-1,128.0,0.03378988223437155,4.325104925999558,0.0,0.002177566882793784,0.27872856099760435
fixed250_sequence_ce,64,L2,test,whole_layer,L2,-1,64.0,0.2820826775458361,18.05329136293351,0.0,0.005263055847940435,0.33683557426818783
fixed250_sequence_ce,64,L2,train,tau_subgroup,L1,2,43.0,0.0012399049986088395,0.0533159149401801,0.0,0.0002409791123113515,0.010362101829388116
fixed250_sequence_ce,64,L2,train,tau_subgroup,L1,3,43.0,0.013940297340903636,0.5994327856588563,0.0,0.004545292338878795,0.19544757057178822
fixed250_sequence_ce,64,L2,train,tau_subgroup,L1,4,42.0,0.07391717915609586,3.1045215245560267,0.0,0.007320750769668044,0.3074715323260578
fixed250_sequence_ce,64,L2,train,tau_subgroup,L2,2,22.0,0.1866062098195684,4.105336616030504,0.0,0.01738618957612729,0.3824961706748002
fixed250_sequence_ce,64,L2,train,tau_subgroup,L2,3,21.0,0.24276274005786458,5.098017541215156,0.0,0.017858997494620388,0.375038947387028
fixed250_sequence_ce,64,L2,train,tau_subgroup,L2,4,21.0,0.32466481157589405,6.817961043093774,0.0,0.03757165661209407,0.7890047888539757
fixed250_sequence_ce,64,L2,train,whole_layer,L1,-1,128.0,0.029353673634023927,3.7572702251550627,0.0,0.0010761278338221763,0.13774436272923857
fixed250_sequence_ce,64,L2,train,whole_layer,L2,-1,64.0,0.25033305000530365,16.021315200339433,0.0,0.010018406809854762,0.6411780358307048
fixed250_sequence_ce,64,L2,val,tau_subgroup,L1,2,43.0,0.0004593589798555775,0.019752436133789835,0.0,0.00017259634063080274,0.007421642647124518
fixed250_sequence_ce,64,L2,val,tau_subgroup,L1,3,43.0,0.009016366109787477,0.38770374272086155,0.0,0.0036046692690812105,0.15500077857049208
fixed250_sequence_ce,64,L2,val,tau_subgroup,L1,4,42.0,0.06041179823112928,2.53729552570743,0.0,0.006934663615030506,0.2912558718312812
fixed250_sequence_ce,64,L2,val,tau_subgroup,L2,2,22.0,0.14984051736751236,3.296491382085272,0.0,0.0155445492584672,0.34198008368627814
fixed250_sequence_ce,64,L2,val,tau_subgroup,L2,3,21.0,0.20652896396904827,4.337108243350014,0.0,0.02942620008415313,0.6179502017672156
fixed250_sequence_ce,64,L2,val,tau_subgroup,L2,4,21.0,0.3038725922581598,6.381324437421356,0.0,0.041799387374279406,0.8777871348598669
fixed250_sequence_ce,64,L2,val,whole_layer,L1,-1,128.0,0.02300587269189126,2.9447517045620812,0.0,0.0013763521952444202,0.17617308099128579
fixed250_sequence_ce,64,L2,val,whole_layer,L2,-1,64.0,0.21898318848213502,14.014924062856641,0.0,0.007833236000415158,0.5013271040265701
fixed250_sequence_ce,128,L2,test,tau_subgroup,L1,2,43.0,0.0009099151858872604,0.039126352993152196,0.0,0.00035144120237426977,0.015111971702093599
fixed250_sequence_ce,128,L2,test,tau_subgroup,L1,3,43.0,0.012612310632330051,0.5423293571901922,0.0,0.004819817222985624,0.2072521405883818
fixed250_sequence_ce,128,L2,test,tau_subgroup,L1,4,42.0,0.0788220412971904,3.3105257344819967,0.0,0.0046504249934847695,0.19531784972636035
fixed250_sequence_ce,128,L2,test,tau_subgroup,L2,2,43.0,0.14843946655981424,6.382897062072012,0.0,0.0059062549030291095,0.25396896083025067
fixed250_sequence_ce,128,L2,test,tau_subgroup,L2,3,43.0,0.25832665505673963,11.108046167439804,0.0,0.055356671496254374,2.380336874338938
fixed250_sequence_ce,128,L2,test,tau_subgroup,L2,4,42.0,0.31436841911494,13.20347360282748,0.0,0.021509509299379975,0.9033993905739588
fixed250_sequence_ce,128,L2,test,whole_layer,L1,-1,128.0,0.030406105036447983,3.891981444665342,0.0,0.0031619947629246596,0.40473532965435643
fixed250_sequence_ce,128,L2,test,whole_layer,L2,-1,128.0,0.23980013150265078,30.6944168323393,0.0,0.027481196571690084,3.5175931611763307
fixed250_sequence_ce,128,L2,train,tau_subgroup,L1,2,43.0,0.0011640825358666864,0.05005554904226752,0.0,0.0004438077499646757,0.019083733248481054
fixed250_sequence_ce,128,L2,train,tau_subgroup,L1,3,43.0,0.011234448118285119,0.4830812690862601,0.0,0.003938965957462652,0.16937553617089407
fixed250_sequence_ce,128,L2,train,tau_subgroup,L1,4,42.0,0.06806399292204977,2.8586877027260904,0.0,0.0057111770911872466,0.23986943782986409
fixed250_sequence_ce,128,L2,train,tau_subgroup,L2,2,43.0,0.12610275267998,5.42241836523914,0.0,0.009259622881898646,0.3981637839216413
fixed250_sequence_ce,128,L2,train,tau_subgroup,L2,3,43.0,0.22159374402362544,9.528530993015893,0.0,0.04636011318425926,1.9934848669231475
fixed250_sequence_ce,128,L2,train,tau_subgroup,L2,4,42.0,0.2944447501702095,12.366679507148797,0.0,0.021707789330314864,0.9117271518732238
fixed250_sequence_ce,128,L2,train,whole_layer,L1,-1,128.0,0.026498629069176702,3.391824520854618,0.0,0.0031768140528487757,0.4066321987646433
fixed250_sequence_ce,128,L2,train,whole_layer,L2,-1,128.0,0.21341897551096745,27.317628865403833,0.0,0.025356244325321294,3.2455992736411257
fixed250_sequence_ce,128,L2,val,tau_subgroup,L1,2,43.0,0.0004185270705350818,0.017996664033008515,0.0,0.00016552039295575496,0.007117376897097462
fixed250_sequence_ce,128,L2,val,tau_subgroup,L1,3,43.0,0.006759722588008076,0.2906680712843473,0.0,0.0031060826978889593,0.13356155600922523
fixed250_sequence_ce,128,L2,val,tau_subgroup,L1,4,42.0,0.055003044731777945,2.3101278787346735,0.0,0.004768904168174147,0.20029397506331442
fixed250_sequence_ce,128,L2,val,tau_subgroup,L2,2,43.0,0.09604753923095821,4.130044186931203,0.0,0.005407876300613978,0.23253868092640131
fixed250_sequence_ce,128,L2,val,tau_subgroup,L2,3,43.0,0.18449694066919417,7.933368448775348,0.0,0.04760716742861202,2.0471081994303173
fixed250_sequence_ce,128,L2,val,tau_subgroup,L2,4,42.0,0.2630223247816084,11.046937640827553,0.0,0.024203514260113516,1.0165475989247676
fixed250_sequence_ce,128,L2,val,whole_layer,L1,-1,128.0,0.02045931729728148,2.6187926140520292,0.0,0.002626164000753722,0.3361489920964764
fixed250_sequence_ce,128,L2,val,whole_layer,L2,-1,128.0,0.1805496115354227,23.110350276534106,0.0,0.02459584277841945,3.1482678756376896
fixed250_sequence_ce,256,L2,test,tau_subgroup,L1,2,43.0,0.0003217131320603511,0.013833664678595098,0.0,5.704953571193321e-05,0.0024531300356131296
fixed250_sequence_ce,256,L2,test,tau_subgroup,L1,3,43.0,0.009458751367762417,0.40672630881378397,0.0,0.002248320647773944,0.09667778785427962
fixed250_sequence_ce,256,L2,test,tau_subgroup,L1,4,42.0,0.05754033997075747,2.4166942787718138,0.0,0.013014475454066492,0.5466079690707925
fixed250_sequence_ce,256,L2,test,tau_subgroup,L2,2,86.0,0.07862803797370814,6.7620112657388995,0.0,0.04469136337474472,3.8434572502280457
fixed250_sequence_ce,256,L2,test,tau_subgroup,L2,3,85.0,0.1404218479969854,11.93585707974376,0.0,0.06455353218192565,5.487050235463681
fixed250_sequence_ce,256,L2,test,tau_subgroup,L2,4,85.0,0.23263263555919386,19.77377402253148,0.0,0.054005672302411434,4.590482145704974
fixed250_sequence_ce,256,L2,test,whole_layer,L1,-1,128.0,0.022166048845814006,2.837254252264193,0.0,0.005009805391685138,0.6412550901356977
fixed250_sequence_ce,256,L2,test,whole_layer,L2,-1,256.0,0.15027985300005522,38.47164236801414,0.0,0.05433401084803014,13.909506777095716
fixed250_sequence_ce,256,L2,train,tau_subgroup,L1,2,43.0,0.0006209911631776,0.0267026200166368,0.0,0.0001349411986368767,0.005802471541385695
fixed250_sequence_ce,256,L2,train,tau_subgroup,L1,3,43.0,0.008396039418851984,0.36102969501063525,0.0,0.001955020298592564,0.08406587283948025
fixed250_sequence_ce,256,L2,train,tau_subgroup,L1,4,42.0,0.050151387423399085,2.1063582717827614,0.0,0.009780995190116623,0.4108017979848984
fixed250_sequence_ce,256,L2,train,tau_subgroup,L2,2,86.0,0.06734060372077963,5.791291919987047,0.0,0.0344965550224511,2.9667037319307945
fixed250_sequence_ce,256,L2,train,tau_subgroup,L2,3,85.0,0.118127443919769,10.040832733180364,0.0,0.05253551132983691,4.465518463036137
fixed250_sequence_ce,256,L2,train,tau_subgroup,L2,4,85.0,0.20822027305235993,17.698723209450595,0.0,0.05075461130235235,4.314141960699949
fixed250_sequence_ce,256,L2,train,whole_layer,L1,-1,128.0,0.019485082709453386,2.4940905868100334,0.0,0.0038375833214456213,0.4912106651450395
fixed250_sequence_ce,256,L2,train,whole_layer,L2,-1,256.0,0.1309798744633516,33.53084786261801,0.0,0.045835889493704214,11.733987710388279
fixed250_sequence_ce,256,L2,val,tau_subgroup,L1,2,43.0,0.00014018955533370218,0.006028150879349194,0.0,2.5526747736396064e-05,0.001097650152665031
fixed250_sequence_ce,256,L2,val,tau_subgroup,L1,3,43.0,0.00493249464591589,0.21209726977438328,0.0,0.0015241901465711083,0.06554017630255767
fixed250_sequence_ce,256,L2,val,tau_subgroup,L1,4,42.0,0.03914326682301399,1.6440172065665877,0.0,0.0100939733451146,0.42394688049481305
fixed250_sequence_ce,256,L2,val,tau_subgroup,L2,2,86.0,0.04770494045686823,4.102624879290668,0.0,0.029288599265644966,2.5188195368454673
fixed250_sequence_ce,256,L2,val,tau_subgroup,L2,3,85.0,0.09292888606588275,7.898955315600035,0.0,0.04861663140534934,4.132413669454694
fixed250_sequence_ce,256,L2,val,tau_subgroup,L2,4,85.0,0.17970293024592862,15.27474907090393,0.0,0.05152222266681663,4.379388926679414
fixed250_sequence_ce,256,L2,val,whole_layer,L1,-1,128.0,0.014547989275158752,1.8621426272203203,0.0,0.0038139543140204724,0.48818615219462047
fixed250_sequence_ce,256,L2,val,whole_layer,L2,-1,256.0,0.10654816119451029,27.276329265794633,0.0,0.043009138694880614,11.010339505889437
relative10_sequence_ce,32,L2,test,tau_subgroup,L1,2,43.0,0.0015726057094127739,0.06762204550474928,0.0,5.8979263967641384e-05,0.002536108350608576
relative10_sequence_ce,32,L2,test,tau_subgroup,L1,3,43.0,0.018139226655570453,0.7799867461895295,0.0,0.010336146603795582,0.44445430396320995
relative10_sequence_ce,32,L2,test,tau_subgroup,L1,4,42.0,0.09105946332586491,3.824497459686327,0.0,0.007094795279425747,0.297981401735882
relative10_sequence_ce,32,L2,test,tau_subgroup,L2,2,11.0,0.31367853485149705,3.4504638833664676,0.0,0.023581909625422053,0.2594010058796425
relative10_sequence_ce,32,L2,test,tau_subgroup,L2,3,11.0,0.3143638170974155,3.4580019880715707,0.0,0.0318486026867173,0.35033462955389033
relative10_sequence_ce,32,L2,test,tau_subgroup,L2,4,10.0,0.28360117075325825,2.8360117075325824,0.0,0.021972596688667082,0.21972596688667057
relative10_sequence_ce,32,L2,test,whole_layer,L1,-1,128.0,0.03650083008891098,4.6721062513806055,0.0,0.0011639689364259225,0.14898802386251808
relative10_sequence_ce,32,L2,test,whole_layer,L2,-1,32.0,0.3045149243428319,9.74447757897062,0.0,0.013621603811160574,0.43589132195713837
relative10_sequence_ce,32,L2,train,tau_subgroup,L1,2,43.0,0.0017894880205053022,0.076947984881728,0.0,0.00013906276322549308,0.005979698818696197
relative10_sequence_ce,32,L2,train,tau_subgroup,L1,3,43.0,0.015476221543368826,0.6654775263648595,0.0,0.00836297992943744,0.35960813696581
relative10_sequence_ce,32,L2,train,tau_subgroup,L1,4,42.0,0.07754228918414023,3.2567761457338893,0.0,0.006704167329968292,0.28157502785866856
relative10_sequence_ce,32,L2,train,tau_subgroup,L2,2,11.0,0.26091250657884385,2.8700375723672824,0.0,0.022904412176889526,0.2519485339457849
relative10_sequence_ce,32,L2,train,tau_subgroup,L2,3,11.0,0.27771729724599575,3.0548902697059526,0.0,0.02392707931279794,0.26319787244077736
relative10_sequence_ce,32,L2,train,tau_subgroup,L2,4,10.0,0.27597378308517706,2.759737830851771,0.0,0.030084571239346533,0.3008457123934652
relative10_sequence_ce,32,L2,train,whole_layer,L1,-1,128.0,0.031243762945159976,3.999201656980477,0.0,0.000984849982689265,0.1260607977842259
relative10_sequence_ce,32,L2,train,whole_layer,L2,-1,32.0,0.2713958022789064,8.684665672925005,0.0,0.014200118993795018,0.4544038078014406
relative10_sequence_ce,32,L2,val,tau_subgroup,L1,2,43.0,0.0007050309676005605,0.030316331606824103,0.0,8.995384846520781e-05,0.003868015484003934
relative10_sequence_ce,32,L2,val,tau_subgroup,L1,3,43.0,0.01039784570846425,0.4471073654639628,0.0,0.006396879634509282,0.2750658242838992
relative10_sequence_ce,32,L2,val,tau_subgroup,L1,4,42.0,0.06339800427237878,2.6627161794399083,0.0,0.0044790047379931405,0.1881181989957121
relative10_sequence_ce,32,L2,val,tau_subgroup,L2,2,11.0,0.227093159671511,2.4980247563866214,0.0,0.011916531987561338,0.13108185186317442
relative10_sequence_ce,32,L2,val,tau_subgroup,L2,3,11.0,0.24269824928239467,2.669680742106341,0.0,0.018902028066867138,0.20792230873553838
relative10_sequence_ce,32,L2,val,tau_subgroup,L2,4,10.0,0.25153776373160097,2.5153776373160097,0.0,0.0057165573178617705,0.057165573178617916
relative10_sequence_ce,32,L2,val,whole_layer,L1,-1,128.0,0.024532342785239813,3.140139876510696,0.0,0.0006505772015584643,0.08327388179948343
relative10_sequence_ce,32,L2,val,whole_layer,L2,-1,32.0,0.24009634799403037,7.683083135808972,0.0,0.009565745641429486,0.30610386052574357
relative10_sequence_ce,64,L2,test,tau_subgroup,L1,2,43.0,0.0006203091528349284,0.02667329357190192,0.0,0.00023718520432383872,0.010198963785925066
relative10_sequence_ce,64,L2,test,tau_subgroup,L1,3,43.0,0.015698444988980844,0.6750331345261763,0.0,0.002308666172880956,0.09927264543388113
relative10_sequence_ce,64,L2,test,tau_subgroup,L1,4,42.0,0.07447444959870407,3.127926883145571,0.0,0.02135314901371972,0.8968322585762283
relative10_sequence_ce,64,L2,test,tau_subgroup,L2,2,22.0,0.22285730064060083,4.9028606140932185,0.0,0.0659324662201429,1.4505142568431435
relative10_sequence_ce,64,L2,test,tau_subgroup,L2,3,21.0,0.2671024119831277,5.609150651645682,0.0,0.0757386250361618,1.5905111257593976
relative10_sequence_ce,64,L2,test,tau_subgroup,L2,4,21.0,0.2772623518150357,5.82250938811575,0.0,0.031243845513170193,0.6561207557765745
relative10_sequence_ce,64,L2,test,whole_layer,L1,-1,128.0,0.02991901024409101,3.8296333112436494,0.0,0.006745618940188222,0.8634392243440924
relative10_sequence_ce,64,L2,test,whole_layer,L2,-1,64.0,0.2552268852164789,16.33452065385465,0.0,0.050202599031743025,3.2129663380315536
relative10_sequence_ce,64,L2,train,tau_subgroup,L1,2,43.0,0.0008911736031885943,0.03832046493710955,0.0,0.0002650885918270733,0.011398809448564156
relative10_sequence_ce,64,L2,train,tau_subgroup,L1,3,43.0,0.013456150143017523,0.5786144561497535,0.0,0.0022575762935996726,0.09707578062478589
relative10_sequence_ce,64,L2,train,tau_subgroup,L1,4,42.0,0.06424361717710907,2.6982319214385804,0.0,0.018030429961417977,0.7572780583795549
relative10_sequence_ce,64,L2,train,tau_subgroup,L2,2,22.0,0.1856294703783273,4.0838483483232,0.0,0.05929872410932498,1.3045719304051495
relative10_sequence_ce,64,L2,train,tau_subgroup,L2,3,21.0,0.2370637459488013,4.978338664924827,0.0,0.06384345364727939,1.3407125265928668
relative10_sequence_ce,64,L2,train,tau_subgroup,L2,4,21.0,0.24998158999197403,5.249613389831455,0.0,0.018907703290495646,0.3970617691004085
relative10_sequence_ce,64,L2,train,whole_layer,L1,-1,128.0,0.025899740957230032,3.315166842525444,0.0,0.005571775953341011,0.7131873220276495
relative10_sequence_ce,64,L2,train,whole_layer,L2,-1,64.0,0.22362188129811691,14.311800403079483,0.0,0.04528258941656104,2.8980857226599066
relative10_sequence_ce,64,L2,val,tau_subgroup,L1,2,43.0,0.0002490746468550243,0.010710209814766045,0.0,0.00011644255445730678,0.00500702984166419
relative10_sequence_ce,64,L2,val,tau_subgroup,L1,3,43.0,0.00879995699038885,0.3783981505867205,0.0,0.0020465804005855522,0.08800295722517872
relative10_sequence_ce,64,L2,val,tau_subgroup,L1,4,42.0,0.051367481707223606,2.1574342317033914,0.0,0.01578470558459003,0.6629576345527809
relative10_sequence_ce,64,L2,val,tau_subgroup,L2,2,22.0,0.14797700470600128,3.2554941035320284,0.0,0.05050944818633242,1.1112078600993132
relative10_sequence_ce,64,L2,val,tau_subgroup,L2,3,21.0,0.1985318400909657,4.16916864191028,0.0,0.07128045887995382,1.4968896364790305
relative10_sequence_ce,64,L2,val,tau_subgroup,L2,4,21.0,0.22896382970125398,4.808240423726334,0.0,0.013244184926898992,0.2781278834648789
relative10_sequence_ce,64,L2,val,whole_layer,L1,-1,128.0,0.01989486400081936,2.546542592104878,0.0,0.00488161205764194,0.6248463433781684
relative10_sequence_ce,64,L2,val,whole_layer,L2,-1,64.0,0.19113911201826003,12.232903169168642,0.0,0.04440776700252425,2.842097088161552
relative10_sequence_ce,128,L2,test,tau_subgroup,L1,2,43.0,0.0004771114912591634,0.020515794124144025,0.0,0.00015895446178852677,0.006835041856906651
relative10_sequence_ce,128,L2,test,tau_subgroup,L1,3,43.0,0.011690836890799902,0.5027059863043959,0.0,0.0036944296009182604,0.15886047283948523
relative10_sequence_ce,128,L2,test,tau_subgroup,L1,4,42.0,0.06971662090946386,2.928098078197482,0.0,0.0035745805623965776,0.1501323836206562
relative10_sequence_ce,128,L2,test,tau_subgroup,L2,2,43.0,0.1501854506038703,6.457974375966423,0.0,0.0013343755155447328,0.05737814716842293
relative10_sequence_ce,128,L2,test,tau_subgroup,L2,3,43.0,0.2410498250805246,10.365142478462557,0.0,0.06166371811641066,2.651539879005658
relative10_sequence_ce,128,L2,test,tau_subgroup,L2,4,42.0,0.29422933299672865,12.357631985862602,0.0,0.021272706749108236,0.8934536834625469
relative10_sequence_ce,128,L2,test,whole_layer,L1,-1,128.0,0.026963436395515794,3.4513198586260216,0.0,0.0020338515394969737,0.26033299705561264
relative10_sequence_ce,128,L2,test,whole_layer,L2,-1,128.0,0.227974600314778,29.180748840291585,0.0,0.026311777966145887,3.3679075796666735
relative10_sequence_ce,128,L2,train,tau_subgroup,L1,2,43.0,0.0006891534798550493,0.02963359963376712,0.0,9.714804551120328e-05,0.004177365956981743
relative10_sequence_ce,128,L2,train,tau_subgroup,L1,3,43.0,0.01030588261566204,0.44315295247346764,0.0,0.00318070926750886,0.13677049850288095
relative10_sequence_ce,128,L2,train,tau_subgroup,L1,4,42.0,0.060177065729178546,2.527436760625499,0.0,0.004820100105523924,0.20244420443200478
relative10_sequence_ce,128,L2,train,tau_subgroup,L2,2,43.0,0.12724476360854162,5.47152483516729,0.0,0.0034972428005001998,0.15038144042150878
relative10_sequence_ce,128,L2,train,tau_subgroup,L2,3,43.0,0.20725044509992788,8.911769139296899,0.0,0.054196023143016726,2.3304289951497195
relative10_sequence_ce,128,L2,train,tau_subgroup,L2,4,42.0,0.26555379829702774,11.153259528475166,0.0,0.02305446563146046,0.9682875565213405
relative10_sequence_ce,128,L2,train,whole_layer,L1,-1,128.0,0.02343924463072448,3.0002233127327336,0.0,0.002280250712071703,0.291872091145178
relative10_sequence_ce,128,L2,train,whole_layer,L2,-1,128.0,0.19950432424171372,25.536553502939356,0.0,0.026012268757825485,3.329570401001662
relative10_sequence_ce,128,L2,val,tau_subgroup,L1,2,43.0,0.00020279848295846239,0.008720334767213882,0.0,7.190165720502962e-05,0.003091771259816273
relative10_sequence_ce,128,L2,val,tau_subgroup,L1,3,43.0,0.006168340434682896,0.26523863869136455,0.0,0.0024329414290023815,0.10461648144710237
relative10_sequence_ce,128,L2,val,tau_subgroup,L1,4,42.0,0.04822729723967543,2.025546484066368,0.0,0.0036842450730830154,0.1547382930694868
relative10_sequence_ce,128,L2,val,tau_subgroup,L2,2,43.0,0.0962448934593406,4.138530418751646,0.0,0.00012512165619160107,0.005380231216238781
relative10_sequence_ce,128,L2,val,tau_subgroup,L2,3,43.0,0.17767733128084937,7.640125245076522,0.0,0.05688845940507766,2.4462037544183395
relative10_sequence_ce,128,L2,val,tau_subgroup,L2,4,42.0,0.24204781552687793,10.166008252128874,0.0,0.019284315538361914,0.8099412526112004
relative10_sequence_ce,128,L2,val,whole_layer,L1,-1,128.0,0.017964886386913643,2.2995054575249463,0.0,0.0018551719973609671,0.2374620156622038
relative10_sequence_ce,128,L2,val,whole_layer,L2,-1,128.0,0.17144268684341438,21.94466391595704,0.0,0.023498847968534704,3.007852539972442
relative10_sequence_ce,256,L2,test,tau_subgroup,L1,2,43.0,0.0003685894966120589,0.015849348354318532,0.0,0.00011501155457339719,0.004945496846656079
relative10_sequence_ce,256,L2,test,tau_subgroup,L1,3,43.0,0.01008548194039895,0.4336757234371549,0.0,0.0031644525490465082,0.13607145960899986
relative10_sequence_ce,256,L2,test,tau_subgroup,L1,4,42.0,0.0625782342979162,2.628285840512481,0.0,0.006611903620610126,0.2776999520656253
relative10_sequence_ce,256,L2,test,tau_subgroup,L2,2,86.0,0.09914222674290175,8.526231499889551,0.0,0.018645949158415998,1.6035516276237751
relative10_sequence_ce,256,L2,test,tau_subgroup,L2,3,85.0,0.17852038098208137,15.174232383476914,0.0,0.03455508610965557,2.9371823193207227
relative10_sequence_ce,256,L2,test,tau_subgroup,L2,4,85.0,0.2407255811536013,20.461674398056108,0.0,0.015949760733020055,1.355729662306704
relative10_sequence_ce,256,L2,test,whole_layer,L1,-1,128.0,0.02404539775237464,3.077810912303954,0.0,0.002524749895130996,0.3231679865767675
relative10_sequence_ce,256,L2,test,whole_layer,L2,-1,256.0,0.17250835266180695,44.16213828142258,0.0,0.022115404903805196,5.66154365537413
relative10_sequence_ce,256,L2,train,tau_subgroup,L1,2,43.0,0.0006135906830811911,0.02638439937249122,0.0,0.00013269305737112245,0.005705801466958268
relative10_sequence_ce,256,L2,train,tau_subgroup,L1,3,43.0,0.008932898808301988,0.3841146487569855,0.0,0.0027438577732451625,0.11798588424954197
relative10_sequence_ce,256,L2,train,tau_subgroup,L1,4,42.0,0.0540451373519523,2.2698957687819967,0.0,0.0042352860052825275,0.177882012221866
relative10_sequence_ce,256,L2,train,tau_subgroup,L2,2,86.0,0.08382147289548197,7.208646669011451,0.0,0.015274551516053126,1.3136114303805682
relative10_sequence_ce,256,L2,train,tau_subgroup,L2,3,85.0,0.1518640209362255,12.908441779579169,0.0,0.027930290839884634,2.374074721390194
relative10_sequence_ce,256,L2,train,tau_subgroup,L2,4,85.0,0.2192956650729362,18.640131531199582,0.0,0.017892029010881966,1.5208224659249678
relative10_sequence_ce,256,L2,train,whole_layer,L1,-1,128.0,0.020940584507120885,2.6803948169114733,0.0,0.001889669753045038,0.24187772838976487
relative10_sequence_ce,256,L2,train,whole_layer,L2,-1,256.0,0.15139539054605547,38.7572199797902,0.0,0.019415525760699565,4.970374594739089
