objective,l2_width,last_layer,layer,shift,tau_syn_ms,group_neurons,probe_type,mean_input_feature_dim,mean_feature_dim,mean_probe_val_balanced_accuracy,mean_probe_test_balanced_accuracy,mean_probe_test_macro_f1,mean_probe_test_accuracy,sd_input_feature_dim,sd_feature_dim,sd_probe_val_balanced_accuracy,sd_probe_test_balanced_accuracy,sd_probe_test_macro_f1,sd_probe_test_accuracy
relative10_sequence_ce,64,L2,L1,3,117.0136826471659,43,full_count,43.0,43.0,0.3057679974346641,0.3491281866281866,0.33990454584107505,0.3607305936073059,0.0,0.0,0.020540885642541588,0.026464806415836543,0.02770037526392873,0.028515972595426473
relative10_sequence_ce,64,L2,L1,4,242.10347130039656,42,fixed250,672.0,672.0,0.4878587461920794,0.4702982202982202,0.4802745344219115,0.4794520547945205,0.0,0.0,0.030524526256377416,0.026452525516157413,0.026514893421015834,0.024695556681260195
relative10_sequence_ce,64,L2,L1,4,242.10347130039656,42,full_count,42.0,42.0,0.39718414301747645,0.44248598623598623,0.42614272646508566,0.45433789954337905,0.0,0.0,0.04722637327684228,0.042859866648329456,0.03906442729897021,0.04810800800389378
relative10_sequence_ce,64,L2,L2,2,54.31342963722199,22,fixed250,352.0,352.0,0.4925845759179092,0.4660261035261035,0.4719103635729675,0.4794520547945205,0.0,0.0,0.047119698649338994,0.07432927481315814,0.0719180337016131,0.07408667004378063
relative10_sequence_ce,64,L2,L2,2,54.31342963722199,22,full_count,22.0,22.0,0.38373817540484206,0.43345543345543347,0.4093784176769564,0.4429223744292237,0.0,0.0,0.035863174755009795,0.029984968488710077,0.029680569912547937,0.02851597259542647
relative10_sequence_ce,64,L2,L2,3,117.0136826471659,21,fixed250,336.0,336.0,0.4807720057720058,0.5123078310578311,0.5152776373292375,0.5251141552511416,0.0,0.0,0.044593553280284734,0.029440461007992434,0.027234709160958333,0.03514795506470469
relative10_sequence_ce,64,L2,L2,3,117.0136826471659,21,full_count,21.0,21.0,0.39569304152637486,0.429730685980686,0.4230411110691132,0.43607305936073054,0.0,0.0,0.024936301919890318,0.055822045972226744,0.05538540970243244,0.05320173606269882
relative10_sequence_ce,64,L2,L2,4,242.10347130039656,21,fixed250,336.0,336.0,0.4641293891293891,0.5025823713323713,0.5033024290440102,0.5114155251141552,0.0,0.0,0.01444504913612572,0.025751146011156297,0.03073432465692483,0.02405400400194689
relative10_sequence_ce,64,L2,L2,4,242.10347130039656,21,full_count,21.0,21.0,0.3959515792849126,0.38408189033189033,0.3759504916385361,0.3926940639269407,0.0,0.0,0.012048186443558642,0.05160629564070665,0.04581805661940333,0.04859314304518895
relative10_sequence_ce,128,L2,L1,2,54.31342963722199,43,fixed250,688.0,688.0,0.12836099086099087,0.13568977318977318,0.11420980580179803,0.1415525114155251,0.0,0.0,0.025083186431153003,0.025127340153382402,0.02362142627634538,0.035147955064704674
relative10_sequence_ce,128,L2,L1,2,54.31342963722199,43,full_count,43.0,43.0,0.13366402116402118,0.10155723905723905,0.07010574152418823,0.09817351598173514,0.0,0.0,0.024748620690565677,0.031484601835834486,0.036253602655003325,0.033786868919974296
relative10_sequence_ce,128,L2,L1,3,117.0136826471659,43,fixed250,688.0,688.0,0.3445386403719737,0.34579980204980204,0.33761374864166394,0.3515981735159817,0.0,0.0,0.020781759179833357,0.02273461057515033,0.014934514276607998,0.022017467490851473
relative10_sequence_ce,128,L2,L1,3,117.0136826471659,43,full_count,43.0,43.0,0.2557279140612474,0.2566287878787879,0.23768966052083249,0.2694063926940639,0.0,0.0,0.045154040377193685,0.03265135482161754,0.02579850526916046,0.031635631188472645
relative10_sequence_ce,128,L2,L1,4,242.10347130039656,42,fixed250,672.0,672.0,0.4817139650472984,0.4741161616161616,0.47317381669417125,0.4840182648401827,0.0,0.0,0.024378877169482144,0.018451914311891974,0.020361553256126194,0.020925003173314364
relative10_sequence_ce,128,L2,L1,4,242.10347130039656,42,full_count,42.0,42.0,0.4023869648869649,0.36252659377659374,0.3537622269194516,0.3698630136986301,0.0,0.0,0.043729581201053615,0.02299630469941123,0.024069205174192566,0.024695556681260195
relative10_sequence_ce,128,L2,L2,2,54.31342963722199,43,fixed250,688.0,688.0,0.48821348404681747,0.5029334091834091,0.5039638684578902,0.5136986301369864,0.0,0.0,0.03909308861598246,0.0273962517562706,0.02145195670668283,0.024695556681260254
relative10_sequence_ce,128,L2,L2,2,54.31342963722199,43,full_count,43.0,43.0,0.4159972743306077,0.4287925037925038,0.40935656410002785,0.4383561643835616,0.0,0.0,0.05452450959043388,0.027033501528328445,0.025117740036715866,0.02469555668126018
relative10_sequence_ce,128,L2,L2,3,117.0136826471659,43,fixed250,688.0,688.0,0.49874539041205707,0.5167263292263292,0.518995108396065,0.5296803652968037,0.0,0.0,0.022198014502325288,0.027161972299923506,0.026266548283934193,0.02851597259542648
relative10_sequence_ce,128,L2,L2,3,117.0136826471659,43,full_count,43.0,43.0,0.42192760942760943,0.38036916786916786,0.37842420383290704,0.3835616438356164,0.0,0.0,0.014430536757020851,0.019917250718542168,0.016659632339634956,0.020547945205479465
relative10_sequence_ce,128,L2,L2,4,242.10347130039656,42,fixed250,672.0,672.0,0.5066839025172358,0.49335201835201836,0.4921651742992102,0.502283105022831,0.0,0.0,0.04288702682953795,0.020941220162776514,0.02242198504379274,0.022017467490851515
relative10_sequence_ce,128,L2,L2,4,242.10347130039656,42,full_count,42.0,42.0,0.39526815776815777,0.3740810115810116,0.3630933716061322,0.3789954337899544,0.0,0.0,0.07840725776720323,0.019392947245079513,0.020427308386484745,0.024054004001946898
relative10_sequence_ce,256,L2,L1,2,54.31342963722199,43,fixed250,688.0,688.0,0.11931216931216931,0.13206723831723832,0.09395398930453554,0.136986301369863,0.0,0.0,0.024870802888422652,0.028014581083114023,0.031541128311281634,0.018121584322360208
relative10_sequence_ce,256,L2,L1,2,54.31342963722199,43,full_count,43.0,43.0,0.11302910052910053,0.1098124098124098,0.07554706173717352,0.11643835616438354,0.0,0.0,0.01571849735480987,0.023471711502493935,0.025400066368781185,0.031387504759971506
relative10_sequence_ce,256,L2,L1,3,117.0136826471659,43,fixed250,688.0,688.0,0.3370089786756454,0.35906593406593407,0.3550874010659086,0.3698630136986301,0.0,0.0,0.031535287581621864,0.04779948585114962,0.05118247841645223,0.04939111336252041
relative10_sequence_ce,256,L2,L1,3,117.0136826471659,43,full_count,43.0,43.0,0.2797438672438673,0.2599190161690162,0.24415154554173304,0.26712328767123283,0.0,0.0,0.05982064199123957,0.04536529576196028,0.036801568759112786,0.04794520547945203
relative10_sequence_ce,256,L2,L1,4,242.10347130039656,42,fixed250,672.0,672.0,0.46718374218374215,0.49101361601361604,0.49607247824154915,0.502283105022831,0.0,0.0,0.002578313727684313,0.019806897545522874,0.02281141267370142,0.019772269492795452
relative10_sequence_ce,256,L2,L1,4,242.10347130039656,42,full_count,42.0,42.0,0.38681457431457433,0.4286588411588412,0.4063403119726252,0.43607305936073054,0.0,0.0,0.017164291510676485,0.025217990476124778,0.030369559182547506,0.027681177289913563
relative10_sequence_ce,256,L2,L2,2,54.31342963722199,86,fixed250,1376.0,1376.0,0.47025613275613276,0.49721343471343465,0.4923493649165536,0.5091324200913242,0.0,0.0,0.018915810232376214,0.02225711986119094,0.021833791268124576,0.02593108833698754
relative10_sequence_ce,256,L2,L2,2,54.31342963722199,86,full_count,86.0,86.0,0.3963443963443963,0.430492192992193,0.41080119798471043,0.43607305936073054,0.0,0.0,0.016436217572738044,0.04760519169965739,0.0486807094176604,0.04954916532924817
relative10_sequence_ce,256,L2,L2,3,117.0136826471659,85,fixed250,1360.0,1360.0,0.5061307519640853,0.530000555000555,0.5338627285348004,0.545662100456621,0.0,0.0,0.017518713719310484,0.0368156042779591,0.03447750509434725,0.03772308594031575
relative10_sequence_ce,256,L2,L2,3,117.0136826471659,85,full_count,85.0,85.0,0.39086499919833256,0.48227767602767607,0.46725898581553277,0.49086757990867586,0.0,0.0,0.028962974969533116,0.06473342971195599,0.06499017531219507,0.061389633149537694
relative10_sequence_ce,256,L2,L2,4,242.10347130039656,85,fixed250,1360.0,1360.0,0.4883617925284592,0.47686341436341434,0.4765060329278195,0.4863013698630137,0.0,0.0,0.025352293478083047,0.019995007118505503,0.012065653677154592,0.02054794520547948
relative10_sequence_ce,256,L2,L2,4,242.10347130039656,85,full_count,85.0,85.0,0.3940315856982524,0.42362475487475476,0.4156684846511715,0.4269406392694064,0.0,0.0,0.029759519300704758,0.03614320389373571,0.052520111061458714,0.030885272279608873
timestep_ce,32,L2,L1,2,54.31342963722199,43,fixed250,688.0,688.0,0.3767095558762225,0.38441535316535314,0.3666286287557016,0.3926940639269407,0.0,0.0,0.021524044581485373,0.02265317953803693,0.021246822211932775,0.010462501586657208
timestep_ce,32,L2,L1,2,54.31342963722199,43,full_count,43.0,43.0,0.29115560365560367,0.3183441558441558,0.2957889815056672,0.33789954337899547,0.0,0.0,0.016618930975917216,0.0331013020045976,0.035282655551567614,0.031635631188472645
timestep_ce,32,L2,L1,3,117.0136826471659,43,fixed250,688.0,688.0,0.45235690235690235,0.4705197580197579,0.4712711627535462,0.47716894977168955,0.0,0.0,0.05649331196339001,0.029892073188336206,0.03361158640854435,0.03163563118847268
timestep_ce,32,L2,L1,3,117.0136826471659,43,full_count,43.0,43.0,0.3879369087702422,0.4390951640951641,0.4282746178362411,0.4474885844748859,0.0,0.0,0.06583075791505037,0.06429679205506941,0.07022228714198826,0.0658152297050209
timestep_ce,32,L2,L1,4,242.10347130039656,42,fixed250,672.0,672.0,0.5396785313451979,0.5582658082658082,0.5642112275525224,0.5730593607305936,0.0,0.0,0.029181945741859037,0.00909538211949569,0.013975790101987158,0.01046250158665712
timestep_ce,32,L2,L1,4,242.10347130039656,42,full_count,42.0,42.0,0.4504910213243547,0.4220582658082657,0.41511925701490465,0.4292237442922375,0.0,0.0,0.039233824376163226,0.013060779517891695,0.018869004949789492,0.02405400400194688
timestep_ce,32,L2,L2,2,54.31342963722199,11,fixed250,176.0,176.0,0.5333413500080167,0.4882386132386132,0.48979355860276513,0.502283105022831,0.0,0.0,0.027237995615922148,0.016195390947337095,0.010584629581186349,0.015817815594236354
timestep_ce,32,L2,L2,2,54.31342963722199,11,full_count,11.0,11.0,0.46654240820907483,0.495260064010064,0.4901326455069038,0.5068493150684932,0.0,0.0,0.01191352287018153,0.05080994684055269,0.06457866431435877,0.04277395889313974
timestep_ce,32,L2,L2,3,117.0136826471659,11,fixed250,176.0,176.0,0.5465608465608466,0.5494961057461057,0.5487963356243281,0.5616438356164384,0.0,0.0,0.008067170014727846,0.03508038084984887,0.03526706784975474,0.03813537234815088
timestep_ce,32,L2,L2,3,117.0136826471659,11,full_count,11.0,11.0,0.48055355138688477,0.48424052799052797,0.47288818652327036,0.4977168949771689,0.0,0.0,0.04872473527869495,0.040166238557912806,0.038514355611684245,0.04560498711287254
timestep_ce,32,L2,L2,4,242.10347130039656,10,fixed250,160.0,160.0,0.5290143498476831,0.5012142949642949,0.4933663831339046,0.5114155251141552,0.0,0.0,0.10120189543737364,0.0026944896784839184,0.017987400014253384,0.007908907797118177
timestep_ce,32,L2,L2,4,242.10347130039656,10,full_count,10.0,10.0,0.4557780182780182,0.44251859251859255,0.43747970383957996,0.45662100456621,0.0,0.0,0.0390541646537992,0.004368252187552376,0.010506893097780027,0.0039544538985591005
timestep_ce,64,L2,L1,2,54.31342963722199,43,fixed250,688.0,688.0,0.36334175084175085,0.3461450586450587,0.3248228656804003,0.3515981735159817,0.0,0.0,0.030212084110520582,0.02411123760632295,0.02493263581467491,0.024054004001946898
timestep_ce,64,L2,L1,2,54.31342963722199,43,full_count,43.0,43.0,0.34656886323552993,0.3180472305472305,0.30522189820766377,0.3242009132420091,0.0,0.0,0.03367208233334293,0.0639318939225545,0.07686592393363618,0.06138963314953767
