l2_width,objective,seed,best_epoch,last_layer,source_experiment,head_feature_dim,head_parameter_count,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,train_test_ba_gap
32,fixed250_sequence_ce,11,31,L2,experiment_3_0_4_l2_width_representation_capacity,512,6156,0.3795886612697641,0.9104991394148021,0.9118079718001998,0.9103008992906666,1.5085785388946533,0.626984126984127,0.6207792207792208,0.6284056189805617,1.6560213696466732,0.5136986301369864,0.5035027472527472,0.4955535549997124,0.40830522454745255
32,fixed250_sequence_ce,23,39,L2,experiment_3_0_4_l2_width_representation_capacity,512,6156,0.24647932093135255,0.9397590361445783,0.9429468727635117,0.9406707490076117,1.733166217803955,0.5555555555555556,0.5506734006734008,0.5523411119053451,2.071915616727855,0.5136986301369864,0.49918761793761796,0.502955207031294,0.4437592548258938
32,fixed250_sequence_ce,101,80,L2,experiment_3_0_4_l2_width_representation_capacity,512,6156,0.0395552071673786,0.9948364888123924,0.9949115971174795,0.9950468115080563,1.8371453285217285,0.6349206349206349,0.6336219336219336,0.6323043266025722,2.533643742130227,0.5342465753424658,0.518045843045843,0.5154444675970677,0.47686575407163645
64,fixed250_sequence_ce,11,58,L2,experiment_3_0_4_l2_width_representation_capacity,1024,12300,0.04599851785827165,0.9931153184165232,0.9932776101893749,0.9935015225035588,2.070530891418457,0.6111111111111112,0.6025613275613274,0.6181154076009542,2.7514781755943822,0.5136986301369864,0.5025696525696526,0.49918776356364014,0.4907079576197223
64,fixed250_sequence_ce,23,87,L2,experiment_3_0_4_l2_width_representation_capacity,1024,12300,0.02413506972685251,0.9948364888123924,0.9949115971174795,0.995032116862785,2.462702512741089,0.6031746031746031,0.5901996151996152,0.6059711487343067,2.611535134380811,0.6095890410958904,0.5958999333999333,0.5901118677126725,0.39901166371754615
64,fixed250_sequence_ce,101,63,L2,experiment_3_0_4_l2_width_representation_capacity,1024,12300,0.03488052047054939,0.9948364888123924,0.9949430199430199,0.9950464241880951,2.2246949672698975,0.6190476190476191,0.6137085137085136,0.6188441691159082,2.8669853765670568,0.5205479452054794,0.5138431013431014,0.5213147190717383,0.4810999185999185
128,fixed250_sequence_ce,11,43,L2,experiment_3_0_3_l3_bottleneck_ablation,2048,24588,0.05855039599481425,0.9862306368330465,0.9869267080051394,0.9869944620610739,2.392138957977295,0.5793650793650794,0.5694925444925444,0.5770383706894863,2.5756316772878987,0.5342465753424658,0.5159403096903097,0.5115241865241865,0.4709863983148297
128,fixed250_sequence_ce,23,100,L2,experiment_3_0_3_l3_bottleneck_ablation,2048,24588,0.01551970057874732,0.9965576592082617,0.996545584045584,0.996651896640988,3.7881975173950195,0.5396825396825397,0.533080808080808,0.5438308964044258,3.8152351281414294,0.5068493150684932,0.49446178821178827,0.48173304232082886,0.5020837958337958
128,fixed250_sequence_ce,101,98,L2,experiment_3_0_3_l3_bottleneck_ablation,2048,24588,0.020081810117418688,0.9931153184165232,0.9932776101893749,0.9934264111502635,3.187594175338745,0.6111111111111112,0.5989898989898989,0.6100148040365433,3.8655412262433195,0.4931506849315068,0.4806020368520369,0.468892479262567,0.512675573337338
256,fixed250_sequence_ce,11,42,L2,experiment_3_0_4_l2_width_representation_capacity,4096,49164,0.07268881914806961,0.9827882960413081,0.9838111710845711,0.9829931265061663,2.4236066341400146,0.5952380952380952,0.5872895622895623,0.6022886828227385,2.6311283111572266,0.5616438356164384,0.543070818070818,0.5398322405339949,0.44074035301375303
256,fixed250_sequence_ce,23,45,L2,experiment_3_0_4_l2_width_representation_capacity,4096,49164,0.08489004847883742,0.9810671256454389,0.9821445044179044,0.982604581442363,2.938877582550049,0.5396825396825397,0.5403499278499277,0.5424922848813458,3.6154363416645623,0.5616438356164384,0.5477085414585413,0.5511388627564113,0.43443596295936304
256,fixed250_sequence_ce,101,77,L2,experiment_3_0_4_l2_width_representation_capacity,4096,49164,0.02468564384115985,0.9931153184165232,0.9932776101893749,0.9935015225035588,3.405646324157715,0.5634920634920635,0.5637085137085137,0.5598729269924921,4.280439308244888,0.5273972602739726,0.5191884504384504,0.5082148973985707,0.47408915975092447
32,relative10_sequence_ce,11,62,L2,experiment_3_0_4_l2_width_representation_capacity,320,3852,0.06572983678584203,0.9827882960413081,0.982571869295462,0.9830805454984569,1.605359435081482,0.6349206349206349,0.6376142376142376,0.6428027817690068,1.3860273524506452,0.6712328767123288,0.658116883116883,0.6639700598306076,0.32445498617857904
32,relative10_sequence_ce,23,85,L2,experiment_3_0_4_l2_width_representation_capacity,320,3852,0.04872854068400835,0.9862306368330465,0.9868940282665774,0.9868711667074361,1.6213343143463135,0.6984126984126984,0.6932178932178933,0.7035242938179987,1.2845418894127623,0.7602739726027398,0.7497925685425685,0.7436426852156487,0.23710145972400887
32,relative10_sequence_ce,101,69,L2,experiment_3_0_4_l2_width_representation_capacity,320,3852,0.04704093252967485,0.9896729776247849,0.9900991564717055,0.9894587795368602,1.6616450548171997,0.6349206349206349,0.6405964405964405,0.6478498689251865,0.9571152304949826,0.7328767123287672,0.7241744366744366,0.7202890112677865,0.26592471979726895
64,relative10_sequence_ce,11,81,L2,experiment_3_0_4_l2_width_representation_capacity,640,7692,0.026406388743035174,0.9931153184165232,0.9932776101893749,0.9935015225035588,1.8756272792816162,0.6825396825396826,0.6868927368927369,0.6921636518127747,1.3626320754012016,0.6575342465753424,0.6474560162060161,0.6571407230187215,0.34582159398335877
64,relative10_sequence_ce,23,32,L2,experiment_3_0_4_l2_width_representation_capacity,640,7692,0.21228099014231752,0.9535283993115319,0.9527926827839858,0.9537565936929382,1.4313634634017944,0.6666666666666666,0.6678751803751805,0.6673700695439826,1.0320312707391504,0.7328767123287672,0.7330690143190144,0.7251140940932076,0.21972366846497138
64,relative10_sequence_ce,101,46,L2,experiment_3_0_4_l2_width_representation_capacity,640,7692,0.07342618049351617,0.9879518072289156,0.9884965923691413,0.98836805424981,1.6237512826919556,0.6825396825396826,0.683946608946609,0.6945705410612759,1.348167412901578,0.6917808219178082,0.674153624153624,0.6710672653480293,0.3143429682155173
128,relative10_sequence_ce,11,35,L2,experiment_3_0_3_l3_bottleneck_ablation,1280,15372,0.09497353167669037,0.9793459552495697,0.979117453341046,0.9802030654701818,1.4670497179031372,0.6428571428571429,0.6428751803751803,0.6492886582017017,1.2604162007162016,0.6986301369863014,0.6867465867465867,0.6887887745271554,0.2923708665944593
128,relative10_sequence_ce,23,96,L2,experiment_3_0_3_l3_bottleneck_ablation,1280,15372,0.029135573226373432,0.9948364888123924,0.9950023741690409,0.9950948403429826,2.3154454231262207,0.6984126984126984,0.703433140933141,0.7039555473766,1.5610522676820624,0.6575342465753424,0.6483197358197358,0.641143508933364,0.34668263834930513
128,relative10_sequence_ce,101,54,L2,experiment_3_0_3_l3_bottleneck_ablation,1280,15372,0.07169774906283402,0.9827882960413081,0.983719137119988,0.9839188107824822,1.6680926084518433,0.6666666666666666,0.6743927368927368,0.6753252764943437,1.6246575607012397,0.7054794520547946,0.6940989565989567,0.695046564846224,0.28962018052103133
256,relative10_sequence_ce,11,27,L2,experiment_3_0_4_l2_width_representation_capacity,2560,30732,0.12691626856953112,0.9672977624784854,0.9663609929764173,0.9687451012208009,1.6972992420196533,0.626984126984127,0.6164201539201539,0.615096866178214,1.459227000197319,0.6917808219178082,0.6702422577422578,0.6647340474854593,0.29611873523415955
256,relative10_sequence_ce,23,85,L2,experiment_3_0_4_l2_width_representation_capacity,2560,30732,0.0372384606844348,0.9879518072289156,0.988465169543601,0.9887482866999625,2.4488284587860107,0.6666666666666666,0.6620310245310246,0.6651725166942557,1.9767591234755844,0.684931506849315,0.6650994838494838,0.6626150707767019,0.32336568569411717
256,relative10_sequence_ce,101,68,L2,experiment_3_0_4_l2_width_representation_capacity,2560,30732,0.036278720637150236,0.9896729776247849,0.990067733646165,0.9903090645701518,2.080672264099121,0.6428571428571429,0.6582251082251082,0.6592426786523489,2.0753794287982053,0.6712328767123288,0.6588508713508713,0.6580342134263703,0.3312168622952937
32,timestep_ce,11,96,L2,experiment_3_0_4_l2_width_representation_capacity,32,396,1.8903293825057617,0.6419965576592083,0.6186716215874603,0.5979787192153564,2.1174652576446533,0.373015873015873,0.3611832611832612,0.2776281262286955,2.0878545519423812,0.4452054794520548,0.4182928182928182,0.37832228648502647,0.20037880329464203
32,timestep_ce,23,96,L2,experiment_3_0_4_l2_width_representation_capacity,32,396,1.8290010666067547,0.6419965576592083,0.6218994705333586,0.5978050046352575,2.0720815658569336,0.373015873015873,0.3542388167388167,0.29802594483121864,2.10628420032867,0.4452054794520548,0.4162115662115662,0.35883387190687704,0.2056879043217924
32,timestep_ce,101,98,L2,experiment_3_0_4_l2_width_representation_capacity,32,396,1.872072725000562,0.6024096385542169,0.5790524741381242,0.5443985901933629,2.08027982711792,0.4444444444444444,0.4257395382395383,0.37162063894555836,2.13197271791223,0.4178082191780822,0.3937909312909313,0.32350488504580577,0.18526154284719293
64,timestep_ce,11,89,L2,experiment_3_0_4_l2_width_representation_capacity,64,780,1.7661410777375948,0.6919104991394148,0.6741839040638165,0.6609838904097506,2.0786008834838867,0.42063492063492064,0.40238095238095234,0.3270649731627544,2.066918232669569,0.4246575342465753,0.4014929514929515,0.35956161322963215,0.27269095257086495
64,timestep_ce,23,99,L2,experiment_3_0_4_l2_width_representation_capacity,64,780,1.7147577600922315,0.729776247848537,0.7139796913558145,0.708172919356953,2.072535753250122,0.42857142857142855,0.4099567099567099,0.3604148289154656,2.056765366906989,0.541095890410959,0.5032044344544344,0.4458799859985611,0.2107752569013801
64,timestep_ce,101,99,L2,experiment_3_0_4_l2_width_representation_capacity,64,780,1.6899497808564756,0.7504302925989673,0.7393542642076901,0.7343771874880036,2.01326060295105,0.46825396825396826,0.4539742664742665,0.41946440373164506,2.095409928935848,0.4931506849315068,0.4751110001110001,0.46156384939688305,0.26424326409669
128,timestep_ce,11,94,L2,experiment_3_0_3_l3_bottleneck_ablation,128,1548,1.58193517634052,0.7986230636833046,0.7894637494537396,0.7877133177408794,2.0262162685394287,0.49206349206349204,0.47543891293891294,0.4387046345704401,2.086707059651205,0.5,0.47474123099123094,0.4397730462844942,0.3147225184625087
128,timestep_ce,23,96,L2,experiment_3_0_3_l3_bottleneck_ablation,128,1548,1.5701480849474514,0.8055077452667814,0.7982523146766879,0.800941304939807,2.0691637992858887,0.47619047619047616,0.4776515151515151,0.43927301558064674,2.066159382258376,0.5068493150684932,0.487338356088356,0.45859847443009777,0.3109139585883319
128,timestep_ce,101,98,L2,experiment_3_0_3_l3_bottleneck_ablation,128,1548,1.5781829024756426,0.810671256454389,0.8030093147013041,0.8041559396778427,2.0306947231292725,0.5,0.487974987974988,0.4580999333475282,2.0622268310964924,0.541095890410959,0.515783522033522,0.4957973257143738,0.28722579266778214
256,timestep_ce,11,98,L2,experiment_3_0_4_l2_width_representation_capacity,256,3084,1.4257125163037272,0.8709122203098106,0.8644825342343259,0.8678534087297934,2.0378637313842773,0.5,0.4777176527176527,0.44778772111438014,2.1145712218872488,0.5684931506849316,0.5434468309468309,0.521622004203526,0.321035703287495
256,timestep_ce,23,95,L2,experiment_3_0_4_l2_width_representation_capacity,256,3084,1.4251347289848655,0.8588640275387264,0.8533542623971643,0.8555672529968644,2.0666074752807617,0.5,0.49167267917267915,0.43694562155346467,2.096832216602482,0.5136986301369864,0.491033966033966,0.4547444255248248,0.3623202963631983
256,timestep_ce,101,71,L2,experiment_3_0_4_l2_width_representation_capacity,256,3084,1.6311966330582426,0.7728055077452668,0.76368545542956,0.7624583914025919,1.9908413887023926,0.49206349206349204,0.48314093314093315,0.45009324908810644,2.0775416387270575,0.5136986301369864,0.4962357087357087,0.4885033280251651,0.2674497466938513
