variant,coding,l1_mem_shift,l2_mem_shift,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
postencode_mask,binary,2,1,0,23,input__events__whole_count,input,events,whole_count,30,0.1,0.4598096348096348,3854372766,"[{""C"": 0.001, ""val_ba"": 0.3034188034188034}, {""C"": 0.01, ""val_ba"": 0.38593940781440783}, {""C"": 0.1, ""val_ba"": 0.4598096348096348}, {""C"": 1.0, ""val_ba"": 0.4502608502608502}, {""C"": 10.0, ""val_ba"": 0.3973228160728161}]",0.6588235294117647,0.6484503504004652,0.6501724821191205,0.48520710059171596,0.4598096348096348,0.4492913742726336,0.41379310344827586,0.4066306446821153,0.4024094173835049,0.3894736842105263,0.3770833333333334,0.36400133682742375,0.4430379746835443,0.4459325396825396,0.4354377104377105
postencode_mask,binary,2,1,0,23,input__events__fixed250_count,input,events,fixed250_count,480,0.1,0.5976662226662227,1863387974,"[{""C"": 0.001, ""val_ba"": 0.4389003357753358}, {""C"": 0.01, ""val_ba"": 0.5629079254079254}, {""C"": 0.1, ""val_ba"": 0.5976662226662227}, {""C"": 1.0, ""val_ba"": 0.5884646603396603}, {""C"": 10.0, ""val_ba"": 0.5657960095460095}]",1.0,1.0,1.0,0.6035502958579881,0.5976662226662227,0.5919785147108986,0.6666666666666666,0.6578262831939302,0.6593279579800227,0.6,0.586574074074074,0.5890929790310594,0.7468354430379747,0.7513888888888888,0.7457403163285518
postencode_mask,binary,2,1,0,23,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.5365818209568209,857369416,"[{""C"": 0.001, ""val_ba"": 0.3809447496947496}, {""C"": 0.01, ""val_ba"": 0.4608648296148296}, {""C"": 0.1, ""val_ba"": 0.48903700466200456}, {""C"": 1.0, ""val_ba"": 0.5174214674214673}, {""C"": 10.0, ""val_ba"": 0.5365818209568209}]",0.8862745098039215,0.8883885478386971,0.8896522137270256,0.5443786982248521,0.5365818209568209,0.5443992104076719,0.5057471264367817,0.4949099307555191,0.492469433535506,0.49473684210526314,0.4847222222222222,0.47812529884477656,0.5189873417721519,0.5096230158730158,0.5032190032190033
postencode_mask,binary,2,1,0,23,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,0.01,0.7099962537462536,3842935889,"[{""C"": 0.001, ""val_ba"": 0.6366619491619492}, {""C"": 0.01, ""val_ba"": 0.7099962537462536}, {""C"": 0.1, ""val_ba"": 0.6909465534465534}, {""C"": 1.0, ""val_ba"": 0.683334373959374}, {""C"": 10.0, ""val_ba"": 0.6562170468420468}]",0.9764705882352941,0.9742325716079087,0.9755071635591133,0.7218934911242604,0.7099962537462536,0.7120866967896675,0.6954022988505747,0.6935257552904611,0.6839881383844921,0.6736842105263158,0.6710648148148147,0.6593953067056783,0.7215189873417721,0.7303571428571428,0.717415631753867
postencode_mask,binary,2,1,0,23,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,1.0,0.5641570235320235,874957324,"[{""C"": 0.001, ""val_ba"": 0.38135302197802196}, {""C"": 0.01, ""val_ba"": 0.4795385170385171}, {""C"": 0.1, ""val_ba"": 0.5474161255411255}, {""C"": 1.0, ""val_ba"": 0.5641570235320235}, {""C"": 10.0, ""val_ba"": 0.5541982323232323}]",0.984313725490196,0.983572385724743,0.98356971451053,0.5680473372781065,0.5641570235320235,0.5596900802245521,0.4942528735632184,0.4814641037067508,0.47881870339435567,0.4842105263157895,0.46967592592592583,0.4671650839413997,0.5063291139240507,0.4990079365079365,0.47828576574285964
postencode_mask,binary,2,1,0,23,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,0.1,0.707352022977023,426594477,"[{""C"": 0.001, ""val_ba"": 0.6454798673548673}, {""C"": 0.01, ""val_ba"": 0.7004342879342879}, {""C"": 0.1, ""val_ba"": 0.707352022977023}, {""C"": 1.0, ""val_ba"": 0.6965881340881341}, {""C"": 10.0, ""val_ba"": 0.6500034687534687}]",1.0,1.0,1.0,0.7100591715976331,0.707352022977023,0.7095555948530777,0.7471264367816092,0.7502298151195211,0.736664007782789,0.7157894736842105,0.7173611111111112,0.7061798774840571,0.7848101265822784,0.7971230158730158,0.7742604617604618
postencode_mask,binary,2,1,0,23,l1__spike__whole_mean,l1,spike,whole_mean,128,0.1,0.5092577561327561,630004072,"[{""C"": 0.001, ""val_ba"": 0.4299734987234987}, {""C"": 0.01, ""val_ba"": 0.48718850593850593}, {""C"": 0.1, ""val_ba"": 0.5092577561327561}, {""C"": 1.0, ""val_ba"": 0.498383214008214}, {""C"": 10.0, ""val_ba"": 0.47759011821511815}]",0.9156862745098039,0.9148123526842467,0.9209515890790696,0.514792899408284,0.5092577561327561,0.5082752935516168,0.5574712643678161,0.5512416301019242,0.5432210562453316,0.5473684210526316,0.5298611111111111,0.5226967068878834,0.569620253164557,0.5803571428571429,0.5610433683963095
postencode_mask,binary,2,1,0,23,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,0.01,0.6588456682206681,3195806523,"[{""C"": 0.001, ""val_ba"": 0.5808105089355089}, {""C"": 0.01, ""val_ba"": 0.6588456682206681}, {""C"": 0.1, ""val_ba"": 0.6496232933732934}, {""C"": 1.0, ""val_ba"": 0.6348529942279942}, {""C"": 10.0, ""val_ba"": 0.6417211260961261}]",0.9529411764705882,0.9520156679370326,0.956003659215369,0.6686390532544378,0.6588456682206681,0.662100254811765,0.6609195402298851,0.6591379004981947,0.6402947709283847,0.6210526315789474,0.6039351851851852,0.5828763933042773,0.7088607594936709,0.7286706349206349,0.704279870456341
postencode_mask,binary,2,1,0,23,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,0.1,0.5285936285936285,3446306864,"[{""C"": 0.001, ""val_ba"": 0.37528998778998784}, {""C"": 0.01, ""val_ba"": 0.5171013014763014}, {""C"": 0.1, ""val_ba"": 0.5285936285936285}, {""C"": 1.0, ""val_ba"": 0.5175435675435675}, {""C"": 10.0, ""val_ba"": 0.5047594766344766}]",0.9098039215686274,0.9063115124623636,0.9084770355975201,0.5384615384615384,0.5285936285936285,0.5261901069360747,0.5632183908045977,0.5501044094794095,0.548955116679659,0.5578947368421052,0.5425925925925925,0.5417385405396914,0.569620253164557,0.5654761904761905,0.543203286445984
postencode_mask,binary,2,1,0,23,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,0.01,0.7145711926961926,3143840455,"[{""C"": 0.001, ""val_ba"": 0.6216092934842935}, {""C"": 0.01, ""val_ba"": 0.7145711926961926}, {""C"": 0.1, ""val_ba"": 0.6835310522810523}, {""C"": 1.0, ""val_ba"": 0.6616064491064492}, {""C"": 10.0, ""val_ba"": 0.6499878593628593}]",0.996078431372549,0.9964539007092199,0.9963768115942028,0.7159763313609467,0.7145711926961926,0.7144798261718095,0.7528735632183908,0.7530751519722108,0.7423906035275695,0.7052631578947368,0.6988425925925927,0.6907539399025467,0.810126582278481,0.8174603174603176,0.8014272764272765
