variant,coding,l1_mem_shift,l2_mem_shift,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
postencode_mask,weighted31,2,2,0,11,input__events__whole_count,input,events,whole_count,30,0.1,0.4598096348096348,3250977034,"[{""C"": 0.001, ""val_ba"": 0.3034188034188034}, {""C"": 0.01, ""val_ba"": 0.38593940781440783}, {""C"": 0.1, ""val_ba"": 0.4598096348096348}, {""C"": 1.0, ""val_ba"": 0.4502608502608502}, {""C"": 10.0, ""val_ba"": 0.3973228160728161}]",0.6588235294117647,0.6484503504004652,0.6501724821191205,0.48520710059171596,0.4598096348096348,0.4492913742726336,0.41379310344827586,0.4066306446821153,0.4024094173835049,0.3894736842105263,0.3770833333333334,0.36400133682742375,0.4430379746835443,0.4459325396825396,0.4354377104377105
postencode_mask,weighted31,2,2,0,11,input__events__fixed250_count,input,events,fixed250_count,480,0.1,0.5976662226662227,2778668308,"[{""C"": 0.001, ""val_ba"": 0.4389003357753358}, {""C"": 0.01, ""val_ba"": 0.5629079254079254}, {""C"": 0.1, ""val_ba"": 0.5976662226662227}, {""C"": 1.0, ""val_ba"": 0.5884646603396603}, {""C"": 10.0, ""val_ba"": 0.5657960095460095}]",1.0,1.0,1.0,0.6035502958579881,0.5976662226662227,0.5919785147108986,0.6666666666666666,0.6578262831939302,0.6593279579800227,0.6,0.586574074074074,0.5890929790310594,0.7468354430379747,0.7513888888888888,0.7457403163285518
postencode_mask,weighted31,2,2,0,11,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.5249632312132312,3817858282,"[{""C"": 0.001, ""val_ba"": 0.3559218559218558}, {""C"": 0.01, ""val_ba"": 0.44959346209346207}, {""C"": 0.1, ""val_ba"": 0.45907876845376844}, {""C"": 1.0, ""val_ba"": 0.4999000999000999}, {""C"": 10.0, ""val_ba"": 0.5249632312132312}]",0.8803921568627451,0.8821722551249002,0.8827226649433936,0.5325443786982249,0.5249632312132312,0.5262562077431732,0.5,0.4937865647424471,0.4902675038628903,0.4842105263157895,0.4754629629629629,0.4704073217231112,0.5189873417721519,0.5185515873015873,0.5078615828615829
postencode_mask,weighted31,2,2,0,11,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,0.01,0.687266552891553,3219945234,"[{""C"": 0.001, ""val_ba"": 0.6321612415362415}, {""C"": 0.01, ""val_ba"": 0.687266552891553}, {""C"": 0.1, ""val_ba"": 0.6781756438006438}, {""C"": 1.0, ""val_ba"": 0.6494193306693307}, {""C"": 10.0, ""val_ba"": 0.6254745254745254}]",0.9764705882352941,0.9754357124387091,0.9761240960194364,0.6863905325443787,0.687266552891553,0.6824612146648836,0.7068965517241379,0.7073106631930162,0.6979879191239422,0.6631578947368421,0.6629629629629629,0.6531339031339032,0.759493670886076,0.7720238095238096,0.7559738872238873
postencode_mask,weighted31,2,2,0,11,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,10.0,0.6010198135198134,1405384964,"[{""C"": 0.001, ""val_ba"": 0.35026327838827837}, {""C"": 0.01, ""val_ba"": 0.4636405261405261}, {""C"": 0.1, ""val_ba"": 0.5686577311577311}, {""C"": 1.0, ""val_ba"": 0.5869973776223776}, {""C"": 10.0, ""val_ba"": 0.6010198135198134}]",1.0,1.0,1.0,0.6094674556213018,0.6010198135198134,0.5962409188186005,0.5344827586206896,0.5234327151606564,0.5283809949182465,0.4842105263157895,0.47083333333333327,0.47684581213992977,0.5949367088607594,0.5882936507936508,0.5722317442905679
postencode_mask,weighted31,2,2,0,11,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,0.01,0.6850593850593851,3527665401,"[{""C"": 0.001, ""val_ba"": 0.6258616383616383}, {""C"": 0.01, ""val_ba"": 0.6850593850593851}, {""C"": 0.1, ""val_ba"": 0.6622304778554778}, {""C"": 1.0, ""val_ba"": 0.6421411921411923}, {""C"": 10.0, ""val_ba"": 0.6226738539238539}]",0.9882352941176471,0.9880009568839355,0.9885869449699237,0.6923076923076923,0.6850593850593851,0.6833262272028214,0.7241379310344828,0.7287708818958819,0.7183489633670233,0.6736842105263158,0.6768518518518519,0.6694450035974803,0.7848101265822784,0.794345238095238,0.7780317721494193
postencode_mask,weighted31,2,2,0,11,l1__spike__whole_mean,l1,spike,whole_mean,128,10.0,0.46846521534021535,3127822513,"[{""C"": 0.001, ""val_ba"": 0.38766580641580634}, {""C"": 0.01, ""val_ba"": 0.46728653291153294}, {""C"": 0.1, ""val_ba"": 0.4568830475080475}, {""C"": 1.0, ""val_ba"": 0.453347693972694}, {""C"": 10.0, ""val_ba"": 0.46846521534021535}]",0.9980392156862745,0.998062015503876,0.998061753437007,0.47928994082840237,0.46846521534021535,0.4580429534518386,0.45977011494252873,0.45182166689519626,0.4529731360539746,0.4105263157894737,0.4002314814814815,0.4035833556857584,0.5189873417721519,0.5287698412698414,0.5017546342546343
postencode_mask,weighted31,2,2,0,11,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,0.1,0.6941114441114441,1788346329,"[{""C"": 0.001, ""val_ba"": 0.5864767177267177}, {""C"": 0.01, ""val_ba"": 0.6772349178599179}, {""C"": 0.1, ""val_ba"": 0.6941114441114441}, {""C"": 1.0, ""val_ba"": 0.6828400765900766}, {""C"": 10.0, ""val_ba"": 0.6661238067488067}]",0.9980392156862745,0.99822695035461,0.9981881917365788,0.6982248520710059,0.6941114441114441,0.6909765698285594,0.6666666666666666,0.6630798939622469,0.6528985481752511,0.6526315789473685,0.6409722222222223,0.6284318135711324,0.6835443037974683,0.6981150793650793,0.6817987023869376
postencode_mask,weighted31,2,2,0,11,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,0.1,0.5501554001554002,3231047109,"[{""C"": 0.001, ""val_ba"": 0.3622290903540904}, {""C"": 0.01, ""val_ba"": 0.5106962481962481}, {""C"": 0.1, ""val_ba"": 0.5501554001554002}, {""C"": 1.0, ""val_ba"": 0.5230224636474636}, {""C"": 10.0, ""val_ba"": 0.5214237151737152}]",0.9352941176470588,0.9360381546270072,0.9361158055502433,0.5621301775147929,0.5501554001554002,0.5497522069628121,0.5287356321839081,0.513183160793455,0.506647502867084,0.5052631578947369,0.4831018518518518,0.4873385521140938,0.5569620253164557,0.5481150793650794,0.5151530794913147
postencode_mask,weighted31,2,2,0,11,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,1.0,0.7134396853146853,1615841375,"[{""C"": 0.001, ""val_ba"": 0.6072854229104229}, {""C"": 0.01, ""val_ba"": 0.6774926462426464}, {""C"": 0.1, ""val_ba"": 0.6994172494172495}, {""C"": 1.0, ""val_ba"": 0.7134396853146853}, {""C"": 10.0, ""val_ba"": 0.6903131590631592}]",1.0,1.0,1.0,0.7100591715976331,0.7134396853146853,0.7076660845848832,0.735632183908046,0.7432049568078981,0.729383062007274,0.6842105263157895,0.6907407407407407,0.6783475239357593,0.7974683544303798,0.8077380952380953,0.7933155080213904
postencode_mask,weighted31,2,2,0,11,l1__spike__whole_count,l1,spike,whole_count,128,0.1,0.5303182928182928,1999038980,"[{""C"": 0.001, ""val_ba"": 0.38909111721611717}, {""C"": 0.01, ""val_ba"": 0.4740440115440115}, {""C"": 0.1, ""val_ba"": 0.5303182928182928}, {""C"": 1.0, ""val_ba"": 0.5255067848817848}, {""C"": 10.0, ""val_ba"": 0.5059287934287934}]",0.9137254901960784,0.912906222652269,0.9199599893064846,0.5443786982248521,0.5303182928182928,0.5223751473146513,0.5287356321839081,0.5142069735819735,0.5080649454426381,0.5368421052631579,0.5217592592592593,0.5216577948195595,0.5189873417721519,0.5133928571428572,0.4852547664467169
postencode_mask,weighted31,2,2,0,11,l1__spike__fixed250_count,l1,spike,fixed250_count,2048,1.0,0.6601103757353757,1920234153,"[{""C"": 0.001, ""val_ba"": 0.5699970168720169}, {""C"": 0.01, ""val_ba"": 0.6449432511932511}, {""C"": 0.1, ""val_ba"": 0.65570714008214}, {""C"": 1.0, ""val_ba"": 0.6601103757353757}, {""C"": 10.0, ""val_ba"": 0.656561840936841}]",1.0,1.0,1.0,0.6627218934911243,0.6601103757353757,0.6538533272564283,0.6436781609195402,0.6394910644910644,0.6338159669797426,0.6210526315789474,0.6155092592592594,0.6020350414119765,0.6708860759493671,0.6794642857142857,0.6688367188367188
postencode_mask,weighted31,2,2,0,11,l2__syn_current__whole_mean,l2,syn_current,whole_mean,128,10.0,0.5391951798201798,1258749879,"[{""C"": 0.001, ""val_ba"": 0.44443299755799753}, {""C"": 0.01, ""val_ba"": 0.49250749250749254}, {""C"": 0.1, ""val_ba"": 0.5120622433122434}, {""C"": 1.0, ""val_ba"": 0.5365911865911867}, {""C"": 10.0, ""val_ba"": 0.5391951798201798}]",0.996078431372549,0.9962889658584859,0.9962499451735858,0.5325443786982249,0.5391951798201798,0.5209283185186178,0.47126436781609193,0.4557932263814617,0.45801636105522464,0.5052631578947369,0.4847222222222223,0.4881794131794132,0.43037974683544306,0.4285714285714286,0.41126880366010804
