variant,coding,l1_mem_shift,l2_mem_shift,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
postencode_mask,weighted31,2,3,0,37,input__events__whole_count,input,events,whole_count,30,0.1,0.4598096348096348,733928576,"[{""C"": 0.001, ""val_ba"": 0.3034188034188034}, {""C"": 0.01, ""val_ba"": 0.38593940781440783}, {""C"": 0.1, ""val_ba"": 0.4598096348096348}, {""C"": 1.0, ""val_ba"": 0.4502608502608502}, {""C"": 10.0, ""val_ba"": 0.3973228160728161}]",0.6588235294117647,0.6484503504004652,0.6501724821191205,0.48520710059171596,0.4598096348096348,0.4492913742726336,0.41379310344827586,0.4066306446821153,0.4024094173835049,0.3894736842105263,0.3770833333333334,0.36400133682742375,0.4430379746835443,0.4459325396825396,0.4354377104377105
postencode_mask,weighted31,2,3,0,37,input__events__fixed250_count,input,events,fixed250_count,480,0.1,0.5976662226662227,2227490530,"[{""C"": 0.001, ""val_ba"": 0.4389003357753358}, {""C"": 0.01, ""val_ba"": 0.5629079254079254}, {""C"": 0.1, ""val_ba"": 0.5976662226662227}, {""C"": 1.0, ""val_ba"": 0.5884646603396603}, {""C"": 10.0, ""val_ba"": 0.5657960095460095}]",1.0,1.0,1.0,0.6035502958579881,0.5976662226662227,0.5919785147108986,0.6666666666666666,0.6578262831939302,0.6593279579800227,0.6,0.586574074074074,0.5890929790310594,0.7468354430379747,0.7513888888888888,0.7457403163285518
postencode_mask,weighted31,2,3,0,37,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.5429556554556555,128395802,"[{""C"": 0.001, ""val_ba"": 0.3322840354090354}, {""C"": 0.01, ""val_ba"": 0.40932921245421244}, {""C"": 0.1, ""val_ba"": 0.48271277333777335}, {""C"": 1.0, ""val_ba"": 0.513031413031413}, {""C"": 10.0, ""val_ba"": 0.5429556554556555}]",0.8803921568627451,0.8831422556453951,0.8848079779877889,0.5502958579881657,0.5429556554556555,0.5508516023217744,0.47126436781609193,0.4642273984185749,0.459595414145622,0.4631578947368421,0.4592592592592592,0.45599683391445406,0.4810126582278481,0.4796626984126984,0.4563761401996696
postencode_mask,weighted31,2,3,0,37,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,0.01,0.7095383782883783,3039617022,"[{""C"": 0.001, ""val_ba"": 0.6470786158286158}, {""C"": 0.01, ""val_ba"": 0.7095383782883783}, {""C"": 0.1, ""val_ba"": 0.6726200882450882}, {""C"": 1.0, ""val_ba"": 0.6498772061272061}, {""C"": 10.0, ""val_ba"": 0.6566346847596848}]",0.9745098039215686,0.9722945871117846,0.9736627854569951,0.7159763313609467,0.7095383782883783,0.70690365730484,0.6954022988505747,0.6968122971799443,0.6894419267875226,0.6631578947368421,0.6583333333333333,0.6570169481934186,0.7341772151898734,0.7477182539682539,0.7323107448107448
postencode_mask,weighted31,2,3,0,37,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,1.0,0.5016209484959485,1512930536,"[{""C"": 0.001, ""val_ba"": 0.3339438339438339}, {""C"": 0.01, ""val_ba"": 0.42164224664224664}, {""C"": 0.1, ""val_ba"": 0.4987460456210456}, {""C"": 1.0, ""val_ba"": 0.5016209484959485}, {""C"": 10.0, ""val_ba"": 0.5011474636474637}]",0.9921568627450981,0.9925779317169718,0.9925124429420257,0.5029585798816568,0.5016209484959485,0.49305816006549524,0.5689655172413793,0.555458858951506,0.5521299522917605,0.5157894736842106,0.4986111111111111,0.4908249158249159,0.6329113924050633,0.6334325396825397,0.6169505331270037
postencode_mask,weighted31,2,3,0,37,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,0.01,0.6924252830502832,726057870,"[{""C"": 0.001, ""val_ba"": 0.5991525835275835}, {""C"": 0.01, ""val_ba"": 0.6924252830502832}, {""C"": 0.1, ""val_ba"": 0.6650557775557776}, {""C"": 1.0, ""val_ba"": 0.6782235125985127}, {""C"": 10.0, ""val_ba"": 0.6399184149184148}]",0.9921568627450981,0.9917046605876393,0.9918618159151119,0.6982248520710059,0.6924252830502832,0.6893208651924495,0.7298850574712644,0.7296887140637142,0.7216397512414737,0.7052631578947368,0.6914351851851852,0.6845081453634085,0.759493670886076,0.7743055555555555,0.7615387063916476
postencode_mask,weighted31,2,3,0,37,l1__spike__whole_mean,l1,spike,whole_mean,128,0.1,0.5446896853146853,132802751,"[{""C"": 0.001, ""val_ba"": 0.40037566600066593}, {""C"": 0.01, ""val_ba"": 0.5064324564324564}, {""C"": 0.1, ""val_ba"": 0.5446896853146853}, {""C"": 1.0, ""val_ba"": 0.5394813519813519}, {""C"": 10.0, ""val_ba"": 0.5355491730491732}]",0.9156862745098039,0.9153801738531265,0.9218667811861093,0.5621301775147929,0.5446896853146853,0.5342300153485288,0.4942528735632184,0.4810804595731066,0.4707298627683327,0.4631578947368421,0.4395833333333334,0.4223385167464115,0.5316455696202531,0.5372023809523809,0.5173068038199617
postencode_mask,weighted31,2,3,0,37,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,0.1,0.6976561632811632,3695663858,"[{""C"": 0.001, ""val_ba"": 0.6103812853812854}, {""C"": 0.01, ""val_ba"": 0.6855300949050949}, {""C"": 0.1, ""val_ba"": 0.6976561632811632}, {""C"": 1.0, ""val_ba"": 0.6697181290931291}, {""C"": 10.0, ""val_ba"": 0.6542037823287824}]",0.996078431372549,0.9962889658584859,0.9963119562925685,0.6982248520710059,0.6976561632811632,0.6913410057527704,0.6206896551724138,0.6224894590703415,0.6120766159128229,0.6,0.5888888888888889,0.5717998017920619,0.6455696202531646,0.6668650793650794,0.6481504606504607
postencode_mask,weighted31,2,3,0,37,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,0.1,0.5147026584526585,812873048,"[{""C"": 0.001, ""val_ba"": 0.33658424908424917}, {""C"": 0.01, ""val_ba"": 0.46037816350316346}, {""C"": 0.1, ""val_ba"": 0.5147026584526585}, {""C"": 1.0, ""val_ba"": 0.48991633366633364}, {""C"": 10.0, ""val_ba"": 0.4782977439227439}]",0.9431372549019608,0.940810532308467,0.9427390920315711,0.514792899408284,0.5147026584526585,0.507892885314765,0.5862068965517241,0.5778834727364139,0.5767649954821007,0.49473684210526314,0.48124999999999996,0.4788449489107383,0.6962025316455697,0.7033730158730159,0.69226496542673
postencode_mask,weighted31,2,3,0,37,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,0.01,0.6805701243201243,3751458926,"[{""C"": 0.001, ""val_ba"": 0.5949227855477855}, {""C"": 0.01, ""val_ba"": 0.6805701243201243}, {""C"": 0.1, ""val_ba"": 0.6602442696192696}, {""C"": 1.0, ""val_ba"": 0.6645979020979021}, {""C"": 10.0, ""val_ba"": 0.6747283966033967}]",0.996078431372549,0.9964539007092199,0.9963768115942028,0.6863905325443787,0.6805701243201243,0.6778814024617842,0.735632183908046,0.735756176013529,0.7314911955270115,0.7157894736842105,0.7081018518518518,0.708211184526974,0.759493670886076,0.7728174603174603,0.7631504524886878
