epoch,train_objective_loss,train_phase_ce,train_progress_loss,train_phase_balanced_accuracy,train_progress_sample_balanced_mae,val_objective_loss,val_phase_ce,val_progress_loss,val_phase_balanced_accuracy,val_progress_sample_balanced_mae
1,2.4235541742557913,2.3814528530107717,0.042101315698761126,0.10725821260844282,0.2516000685306096,2.257273830473423,2.219400644302368,0.03787318617105484,0.1280508974397032,0.23894603668697298
2,2.251553787832211,2.2122838365846986,0.03926996715533549,0.12750799044032674,0.24174416455057116,2.1425107792019844,2.10756778717041,0.03494299203157425,0.15104950824921598,0.22653113471137154
3,2.162806843316083,2.1244125321071445,0.03839432574462357,0.16814871451124272,0.23766556377049772,2.109523296356201,2.0744810104370117,0.03504228591918945,0.1700034093130342,0.22764590429881262
4,2.0937531129833755,2.057368198073054,0.03638488762144788,0.19609219210874027,0.23059429194964148,2.0648648254573345,2.032057523727417,0.032807301729917526,0.17246116569199868,0.2175878645881774
5,2.0396065830979206,2.006284165095134,0.03332242960825229,0.2073901133672035,0.21791674142860504,2.03443281725049,2.003504991531372,0.03092782571911812,0.19805612202390285,0.2078990936279297
6,1.9870138441223697,1.9559318229376552,0.031082016741295893,0.22544892600138308,0.20795974797102754,2.005655664950609,1.9758601188659668,0.02979554608464241,0.20604816049306782,0.20231144011966765
7,1.9401475390140448,1.9110405018325516,0.02910703153905688,0.24455322188231826,0.1989870810057333,1.978147255256772,1.9491556882858276,0.028991566970944405,0.20739928358058038,0.198425535171751
8,1.8961899834532745,1.868382260229009,0.02780772328197238,0.257853362056325,0.19310060097305376,1.9496895410120487,1.9216639995574951,0.028025541454553604,0.22722104609919586,0.1940900863163055
9,1.85609869969281,1.8293797559459115,0.02671894441052579,0.2725525883218796,0.1877192794353334,1.9405514765530825,1.912866473197937,0.027685003355145454,0.23461592913722834,0.19178853716169084
10,1.8193682099783892,1.7936034032276698,0.025764769154781934,0.28653249617499144,0.18311083296285027,1.9197512287646532,1.8923801183700562,0.027371110394597054,0.24552983767800343,0.19034600636315724
11,1.785795509507447,1.760858243385814,0.024937248190868126,0.2966182496628577,0.17914824559643427,1.9074482023715973,1.8806718587875366,0.02677634358406067,0.2502829207472814,0.18711043161059182
12,1.7572110524070859,1.732926356402609,0.024284678865576774,0.30606341065094755,0.17574780410004975,1.916030004620552,1.8895188570022583,0.026511147618293762,0.25181728741278075,0.18615715087406218
13,1.7293179221900112,1.7058289619403124,0.023488955546600066,0.3165595987130542,0.1720123734203345,1.8855936955660582,1.8597544431686401,0.025839252397418022,0.25336366991418435,0.18265524364653088
14,1.7070219830678786,1.6840088041226753,0.02301317458193294,0.32792173822135184,0.16940066982669796,1.9019334018230438,1.8754549026489258,0.026478499174118042,0.30791578495413957,0.186004638671875
15,1.6838388182415198,1.6612277786005385,0.022611046299697405,0.36680543649026437,0.16780892501804792,1.8903965894132853,1.8649239540100098,0.02547263540327549,0.3101284173490805,0.1812539024958535
