epoch,train_objective_loss,train_phase_ce,train_progress_loss,train_phase_balanced_accuracy,train_progress_sample_balanced_mae,val_objective_loss,val_phase_ce,val_progress_loss,val_phase_balanced_accuracy,val_progress_sample_balanced_mae
1,2.34316266547382,2.2898003230201605,0.05336235292422587,0.11111600729096258,0.28036230484507785,2.2212535850703716,2.1831753253936768,0.03807825967669487,0.12072322468545457,0.23720567188565694
2,2.18325569051063,2.148672975894711,0.034582764987485956,0.15531887654726892,0.22075670475393483,2.1318746767938137,2.100177526473999,0.03169715031981468,0.17192538422521977,0.21029169597322978
3,2.115283234804715,2.0831541641648994,0.032129100121544886,0.18932963770534525,0.21214565762964666,2.0610632728785276,2.031862735748291,0.029200537130236626,0.23043213782505828,0.19957315354120164
4,2.029916692723916,2.001936218619552,0.027980506487460022,0.2346012597475397,0.19337844684489214,2.0016256980597973,1.9736796617507935,0.02794603630900383,0.2645919521268617,0.19327265118795728
5,1.9796182649681366,1.952181347471096,0.027436930827296334,0.2503766972673245,0.18961616391364144,1.9664132203906775,1.938872218132019,0.02754100225865841,0.27423070682193895,0.19090779622395834
6,1.9446288630391972,1.9180250018065645,0.026603858889098216,0.2612899326974737,0.18618133761591427,1.9557814095169306,1.9286803007125854,0.02710110880434513,0.28524978445885285,0.18768894861614893
7,1.9042633086596832,1.8790404367775186,0.025222857324037822,0.2792631985298011,0.18033043899142187,1.9281393345445395,1.9018698930740356,0.026269441470503807,0.2974362670110938,0.18479002089727492
8,1.8773341004491468,1.8528936370925115,0.024440445236720645,0.28350913718948867,0.1778808600315744,1.9288187585771084,1.9025139808654785,0.026304777711629868,0.2982100958443156,0.18655755784776476
9,1.8546370382768562,1.8307903469532163,0.023846693942884366,0.2927861152149916,0.17571546288652798,1.9011635165661573,1.8756388425827026,0.025524673983454704,0.30686397610205585,0.18332564641558935
10,1.8311061167675944,1.807650068745966,0.023456051179469143,0.30360211993131697,0.1738067896148629,1.8953933473676443,1.8700474500656128,0.025345897302031517,0.30692618892762286,0.1826945562211294
11,1.8087346362985555,1.7856195083788873,0.023115125460720105,0.31481730744984715,0.17208455720990126,1.8710696212947369,1.8463008403778076,0.024768780916929245,0.306983779027252,0.17935828557090153
12,1.7901898146496378,1.7672707470271756,0.022919091112308988,0.32191498113882877,0.17053195080125189,1.8678098376840353,1.8435628414154053,0.024246996268630028,0.3098662107801667,0.17705157446482825
13,1.7704650358571037,1.7479607018669379,0.022504339760839428,0.32775274006721916,0.16855657777769842,1.8451930657029152,1.8212050199508667,0.023988045752048492,0.31638337868030053,0.174972655281188
14,1.7521732768585678,1.7299691824412387,0.022204077243163745,0.33562088551738556,0.16658735193196755,1.8578219283372164,1.8337289094924927,0.0240930188447237,0.3115079874506318,0.1764986552889385
15,1.7443995305470057,1.7223633876560887,0.022036146587353974,0.339074487566368,0.16596099472702472,1.8177344892174006,1.7942417860031128,0.023492703214287758,0.31940483766916616,0.17259074014330666
16,1.7316884937056576,1.7099862271044628,0.021702271781977197,0.34033712660501286,0.16452146192015552,1.8570949584245682,1.8332123756408691,0.023882582783699036,0.3104273489381208,0.17593741038488964
17,1.722551605787622,1.7009981644953795,0.02155342605125268,0.34140811092023826,0.16360467723642896,1.8175903372466564,1.794524908065796,0.02306542918086052,0.317574738780462,0.17150609455411397
18,1.7107749385390552,1.6895194039287338,0.021255558446408754,0.3456123073030829,0.16251423190670047,1.8248637225478888,1.8017727136611938,0.023091008886694908,0.31641686674975517,0.1716598631843688
19,1.7012579664716212,1.6800331244575382,0.021224830463118273,0.3487813988251563,0.1619821275983538,1.8312756270170212,1.8077704906463623,0.023505136370658875,0.31562939691010133,0.1738393117511083
20,1.6885638029768217,1.66778791012329,0.02077591125236218,0.35441785000770254,0.1604530002902584,1.8147019185125828,1.7918694019317627,0.022832516580820084,0.3179917997427847,0.17051985907176184
21,1.6821150207273317,1.661405225629035,0.020709798349109246,0.3549599992125001,0.15970566596919206,1.8082151114940643,1.7856450080871582,0.022570103406906128,0.32719636402411584,0.16879505581325954
