epoch,train_objective_loss,train_phase_ce,train_progress_loss,train_phase_balanced_accuracy,train_progress_sample_balanced_mae,val_objective_loss,val_phase_ce,val_progress_loss,val_phase_balanced_accuracy,val_progress_sample_balanced_mae
1,2.4599670194307417,2.3984276649258427,0.06153935092066939,0.11995621820997718,0.2990737297859126,2.2607336714863777,2.2197585105895996,0.04097516089677811,0.18197933747111023,0.24452654520670572
2,2.2630866690059537,2.2220213023397477,0.041065389274422354,0.1544178386522509,0.2436063244502844,2.1975605338811874,2.158006191253662,0.03955434262752533,0.1794926117893586,0.24092654576377262
3,2.1708807428199126,2.1297899466168246,0.04109081007835171,0.18638808744677426,0.2436654456921576,2.1463876329362392,2.109740734100342,0.036646898835897446,0.2206945684695017,0.23008452521430123
4,2.112262959734708,2.0761200244988918,0.03614293642842216,0.22228486093333216,0.22582544435117002,2.0978389866650105,2.0644805431365967,0.03335844352841377,0.23559809345388763,0.21468185243152438
5,2.0570824770016434,2.0235061038176494,0.03357632715325552,0.24248931901865647,0.21358464547976364,2.042153712362051,2.0097217559814453,0.0324319563806057,0.2494804140503391,0.20929112510075645
6,2.0082323192113853,1.9760506376752345,0.032181706971997036,0.24673611056205152,0.20712128604751034,2.011893428862095,1.980603814125061,0.031289614737033844,0.2573434169239696,0.20334016709100633
7,1.9718763428177564,1.9403024442019439,0.03157390016107058,0.2626191760601372,0.20394319018890852,1.985899282619357,1.9550387859344482,0.030860496684908867,0.2678463238711696,0.2015808347671751
8,1.9404259772391,1.910285467124847,0.03014054284358907,0.2749007224510476,0.19876350921525807,1.9649400897324085,1.934473991394043,0.030466098338365555,0.27557057920236155,0.20113695235479445
9,1.9071513927331685,1.8782644903803447,0.028886905385633342,0.28392571740638245,0.19371839316494494,1.943445447832346,1.9137403964996338,0.029705051332712173,0.2880460798046958,0.19811622680179655
10,1.878531594900174,1.8505160332546793,0.028015564986073417,0.2926883424850756,0.19011877982423556,1.9383250549435616,1.9090056419372559,0.029319413006305695,0.29809370464139057,0.19700456044030568
11,1.847091656133353,1.819800745394472,0.027290900380522166,0.30396045325195997,0.1867889446974211,1.921110799536109,1.8919167518615723,0.029194047674536705,0.3007394058563216,0.19599770742749412
12,1.817986208477447,1.7913446247885436,0.02664159446082714,0.3157683787186599,0.18349464173571378,1.9083908759057522,1.8796480894088745,0.02874278649687767,0.3015151291026667,0.19356754847935267
13,1.7928056581500476,1.7666631352265403,0.02614251065120845,0.3230434575760249,0.18133485337748176,1.907367693260312,1.8785269260406494,0.028840767219662666,0.31049007660529354,0.1935608424837627
14,1.7662649458328745,1.740740306816495,0.02552462137094258,0.33022665427225545,0.1784649289208312,1.9019640441983938,1.873618483543396,0.028345560654997826,0.3149529862423707,0.19131733122326078
15,1.7430381149104868,1.7181644630514201,0.024873619097671287,0.33607600802914267,0.1754608039396355,1.8802918810397387,1.8522323369979858,0.028059544041752815,0.31880584243937166,0.18998529040624226
16,1.7180593227150107,1.6935942632606231,0.024465067151824907,0.3465117756505346,0.1734926877046411,1.8989387918263674,1.8706568479537964,0.02828194387257099,0.31337603020488003,0.19101839216928634
17,1.6981123852032187,1.6740063014416193,0.02410606712603015,0.35235665339957006,0.17188349114843163,1.8729124963283539,1.8453460931777954,0.02756640315055847,0.3130896372381279,0.18835073804098462
