model_kind,tau_mem_ms,seed,split,output_whole_count_ba,hidden_whole_count_linear_ba,uend_linear_ba,uend_minus_hidden_count_ba,uend_minus_output_count_ba,state_events_per_neuron_second,output_events_per_neuron_second,state_tail_event_fraction,output_tail_event_fraction
ff,250,37,val,0.4262566137566137,0.5234848484848484,0.17414622414622413,-0.3493386243386243,-0.25211038961038956,44.896846771240234,326.05999755859375,0.0,0.00012634764425456524
ff,250,53,test,0.4943126318126317,0.5070700133200133,0.20811063936063934,-0.298959373959374,-0.28620199245199235,53.440484713201656,370.6622276828714,0.0,0.00032401054281077973
ff,250,53,train,0.8192600867248735,0.944189301641207,0.9236117125584845,-0.020577589082722447,0.10435162583361102,48.706130443054306,336.5590224142945,0.00010167196688151075,0.0018679627268246525
ff,250,53,val,0.4983525733525733,0.5610630110630112,0.22044853294853295,-0.3406144781144782,-0.2779040404040404,44.10433578491211,306.65802001953125,0.0,0.00015418317343574017
ff,250,71,test,0.45886682761682757,0.5214708902208902,0.13204850704850704,-0.3894223831723832,-0.3268183205683205,56.766832377812634,389.6312761698684,0.0,0.00020047422651558707
ff,250,71,train,0.7423405015881118,0.934954998739772,0.8833056568727583,-0.05164934186701364,0.14096515528464648,51.61118294983435,352.5087285000773,5.1893725055117616e-05,0.0018303009632112469
ff,250,71,val,0.5094636844636845,0.47266113516113517,0.1879028379028379,-0.28475829725829727,-0.3215608465608466,46.427486419677734,319.3688659667969,0.0,0.00011873472976731136
ff,500,11,test,0.4753801753801754,0.5046800421800421,0.25358114108114105,-0.2510989010989011,-0.22179903429903436,44.407694725141134,254.7889427289571,0.0,4.209248247007801e-05
ff,500,11,train,0.7197767523315749,0.9140672354072713,0.9584687360672376,0.044401500659966286,0.2386919837356627,40.15823048445526,229.91961113146783,5.1690758648368554e-05,0.0010489722026657095
ff,500,11,val,0.5772186147186147,0.5756673881673883,0.3098965848965849,-0.2657708032708034,-0.2673220298220298,36.147090911865234,205.24038696289062,0.0,0.0
ff,500,23,test,0.46626221001220997,0.5394112831612832,0.22826062826062823,-0.31115065490065497,-0.23800158175158173,57.458703393805514,399.9805485973619,8.399974656839893e-06,0.0005191836046845946
ff,500,23,train,0.822778047359143,0.9574568176596014,0.9250017924844505,-0.032455025175150976,0.10222374512530752,52.27850175683552,363.8017916392131,0.00027786636444148506,0.0023529020421809667
ff,500,23,val,0.47738696488696486,0.48813732563732565,0.18294252044252043,-0.30519480519480524,-0.2944444444444444,47.26582336425781,330.67041015625,0.0,0.0001514814794063568
ff,500,37,test,0.4276640026640027,0.5178633866133865,0.23689643689643688,-0.2809669497169496,-0.1907675657675658,52.78911459935855,369.7306414042434,3.802359633606999e-06,0.0004248293499424033
ff,500,37,train,0.7732146711007042,0.9458529728011739,0.9597662181305355,0.013913245329361668,0.18655154702983134,48.30721311848258,337.47624156643315,8.642429641248142e-05,0.0018074765334365867
ff,500,37,val,0.5020622895622896,0.6225949975949976,0.20268157768157768,-0.4199134199134199,-0.2993807118807119,43.56803512573242,305.3615417480469,0.0,9.198856423608959e-05
ff,500,53,test,0.4339750527250527,0.5181790431790431,0.2065483127983128,-0.3116307303807303,-0.22742673992673992,52.84878639325704,369.7164799938463,0.0,0.0002553704615733395
ff,500,53,train,0.8159048386960772,0.9577380532657077,0.9613858217049115,0.00364776843920378,0.14548098300883427,47.95810631179153,335.42855299196225,0.00015140780964047768,0.0016838562305737767
ff,500,53,val,0.5355218855218855,0.5568542568542569,0.228018278018278,-0.3288359788359789,-0.3075036075036075,43.625450134277344,305.5029296875,0.0,0.00012718746438622475
ff,500,71,test,0.46248334998335,0.49436466311466304,0.22775765900765899,-0.26660700410700405,-0.23472569097569101,56.41173177222683,378.92990404938996,0.0,0.00019253841409944507
ff,500,71,train,0.8304381811976418,0.9601816943338833,0.9451951113725068,-0.01498658296137656,0.11475693017486499,51.34002490544278,343.79573161507636,9.274186041973817e-05,0.0015544472101966813
ff,500,71,val,0.4898208273208273,0.48935786435786444,0.21227152477152478,-0.27708633958633966,-0.27754930254930255,46.350318908691406,311.6345520019531,0.0,7.661752897547558e-05
ff,1000,11,test,0.46834554334554324,0.5374791874791874,0.32928668553668555,-0.20819250194250188,-0.13905885780885768,50.62473135125147,295.3461784467305,0.0,9.431960443927817e-05
ff,1000,11,train,0.7924124187817605,0.9441615374806244,0.9656928397064357,0.021531302225811344,0.17328042092467522,45.888389193457705,267.6012713486479,0.0001532657565273397,0.0012692717777500202
ff,1000,11,val,0.5537758537758538,0.5032467532467533,0.2893217893217893,-0.21392496392496396,-0.2644540644540645,41.43095397949219,240.26173400878906,0.0,1.9486948076519184e-05
ff,1000,23,test,0.49403998778998776,0.5326992451992452,0.30871281496281494,-0.22398643023643022,-0.18532717282717281,60.71506839908966,449.093615388217,2.7829254913615855e-05,0.0006024483846475
ff,1000,23,train,0.8590528049416172,0.9786123008306693,0.9678186353560937,-0.010793665474575609,0.10876583041447652,55.04960185853626,406.7132014735841,0.00040248786416842495,0.0027384719893131116
ff,1000,23,val,0.5276875901875901,0.5843374218374217,0.31747234247234246,-0.2668650793650792,-0.2102152477152477,49.897857666015625,369.65838623046875,0.0,0.00021907220070715994
ff,1000,37,test,0.45376429126429124,0.5149704462204462,0.3134046509046508,-0.20156579531579538,-0.14035964035964044,40.28743085469285,257.1719257929554,0.0,7.488829887484851e-05
ff,1000,37,train,0.7296718652264537,0.9462020646252026,0.9753668479836164,0.02916478335841377,0.24569498275716273,36.664400832788466,233.7867912253086,4.1664253019450456e-05,0.0009274730069034616
ff,1000,37,val,0.4935606060606061,0.5146584896584897,0.3027176527176527,-0.21194083694083699,-0.19084295334295337,33.081336975097656,211.05035400390625,0.0,8.87374426383758e-06
ff,1000,53,test,0.4191933066933067,0.4745823620823621,0.31217601842601844,-0.16240634365634365,-0.10701728826728824,48.149556094652986,319.16599806694137,0.0,0.0001478272502961224
ff,1000,53,train,0.7960737720732438,0.9408573766930669,0.9916939360139047,0.05083655932083775,0.19562016394066084,43.61270385190665,289.25621728683706,0.00016793716745057866,0.0012730354853551483
ff,1000,53,val,0.5247775372775373,0.5466750841750841,0.3433682058682059,-0.20330687830687827,-0.1814093314093314,39.65555953979492,262.8662414550781,0.0,2.849769043677952e-05
ff,1000,71,test,0.4370775058275058,0.4662150349650349,0.24167637917637919,-0.22453865578865573,-0.19540112665112663,54.47101901328727,372.61168221251603,0.0,0.00012222506514150802
ff,1000,71,train,0.8597021367954875,0.9831060777936934,0.97615137119461,-0.006954706599083371,0.11644923439912258,49.43888017191534,337.6788240258747,0.0001379555644810708,0.0015800109462934368
ff,1000,71,val,0.5029461279461279,0.49121572871572866,0.23617724867724865,-0.25503848003848,-0.26676887926887927,44.789615631103516,306.8232727050781,0.0,3.9673879655310884e-05
ff,2000,11,test,0.4674797424797424,0.5521998834498835,0.3761079198579198,-0.17609196359196366,-0.09137182262182258,46.5266377174691,287.8482534330185,0.0,6.25631504067003e-05
ff,2000,11,train,0.7931691831022474,0.9595123012361252,0.9983974358974358,0.038885134661310605,0.20522825279518842,42.01529564914933,259.4035582025367,0.00012785372870898902,0.0010994595486314874
ff,2000,11,val,0.5739778739778739,0.5762987012987013,0.353980278980279,-0.2223184223184223,-0.21999759499759491,37.98261642456055,233.23863220214844,0.0,2.007407374549075e-06
ff,2000,23,test,0.4960601898101898,0.5002247752247753,0.3413947163947164,-0.15883005883005885,-0.15466547341547338,54.86520150589617,414.4193901166524,3.811489943772146e-05,0.00043537523852635736
ff,2000,23,train,0.8532237983403207,0.9868952851795988,0.983878904730736,-0.0030163804488627655,0.13065510639041533,49.78155908239893,376.78615529360746,0.00040604644780116965,0.0022310974850221544
ff,2000,23,val,0.5210437710437711,0.5629088504088504,0.32425444925444924,-0.23865440115440117,-0.19678932178932185,45.016944885253906,340.2723693847656,1.9501198949001264e-06,0.00012657357729040086
ff,2000,37,test,0.4225302475302475,0.5379231879231878,0.29616980241980245,-0.24175338550338538,-0.12636044511044503,46.832345570603465,319.507025313704,2.5729103769775327e-06,0.00023310297258096198
ff,2000,37,train,0.7839841074028819,0.9575700207314571,0.9871130130813816,0.029542992349924413,0.20312890567849962,42.53501526377903,290.30049020369984,0.0001342162564209762,0.001333059772000313
ff,2000,37,val,0.48469817219817224,0.5216390091390092,0.3096079846079846,-0.21203102453102457,-0.17509018759018763,38.59257125854492,262.8976135253906,0.0,3.0275130484369583e-05
ff,2000,53,test,0.4840222277722277,0.5586191586191586,0.35844017094017083,-0.20017898767898773,-0.12558205683205687,49.04722851269866,361.38114741077163,4.101954464328616e-06,0.0001814596686665326
ff,2000,53,train,0.8192747653728358,0.9660513405491208,0.9933214638056481,0.027270123256527334,0.17404669843281229,44.218802959291125,326.13453162188375,0.0002280448433231176,0.0014246024178155086
ff,2000,53,val,0.5585076960076959,0.5929353054353055,0.3727633477633478,-0.22017195767195769,-0.1857443482443481,40.30686569213867,296.4581298828125,0.0,5.8431876823306084e-05
ff,2000,71,test,0.45705405705405705,0.48172730047730045,0.38879939504939504,-0.09292790542790541,-0.06825466200466201,49.63321581278762,331.5753249076948,0.0,0.00012424290945676908
ff,2000,71,train,0.8388245841918881,0.9868952851795988,0.9904125467850958,0.003517261605497035,0.15158796259320773,45.04861536863133,301.3820720941803,0.00013928799455130571,0.001184865194398881
ff,2000,71,val,0.5251382876382876,0.5112493987493988,0.2964105339105339,-0.21483886483886488,-0.22872775372775372,40.86546325683594,273.4603271484375,0.0,1.1984926459263079e-05
rsnn,125,11,test,0.5087364024864025,0.5313887501387501,0.500091575091575,-0.03129717504717511,-0.008644827394827526,37.093155743324594,182.2900279842011,0.10625361043908825,0.09198643455970777
rsnn,125,11,train,0.7975148140124033,0.9867011270320094,0.8192852578595272,-0.1674158691724822,0.0217704438471239,35.71643573938261,172.97202100113626,0.10820576460092696,0.0944655027093042
rsnn,125,11,val,0.5509680134680134,0.5535834535834535,0.3477934102934103,-0.2057900432900432,-0.20317460317460306,32.60152816772461,156.0048065185547,0.08146993815898895,0.07120198756456375
rsnn,125,23,test,0.5121205183705183,0.44012376512376505,0.4932622932622932,0.05313852813852815,-0.018858225108225102,35.22702070784895,146.68512684025177,0.184522248498381,0.21488595233388144
rsnn,125,23,train,0.7903922914834253,0.977204384992722,0.7740364258867743,-0.20316795910594765,-0.01635586559665092,36.269702668444424,153.90109365860485,0.18575196357992144,0.21252267747450612
rsnn,125,23,val,0.556000481000481,0.5557118807118807,0.3859247234247234,-0.16978715728715732,-0.17007575757575766,32.57514572143555,134.76370239257812,0.18412616848945618,0.2164437174797058
rsnn,125,37,test,0.45689657564657565,0.49155774780774775,0.45762015762015756,-0.03393759018759018,0.0007235819735819105,30.51330506311704,179.3342205726937,0.19792011380195618,0.19758130262975823
rsnn,125,37,train,0.7977591069625757,0.9836296169814482,0.7951718175960206,-0.18845779938542762,-0.0025872893665550567,31.727574169533185,187.65420592631406,0.21594360301498702,0.2141966794628695
rsnn,125,37,val,0.5733525733525734,0.5826178451178451,0.45952982202982207,-0.12308802308802302,-0.11382275132275133,27.83148956298828,164.78599548339844,0.201914981007576,0.20072126388549805
rsnn,125,53,test,0.4604000166500166,0.49713827838827834,0.43596403596403593,-0.06117424242424241,-0.024435980685980685,44.80514983608298,233.54879133668663,0.5826543598142389,0.557476476447223
rsnn,125,53,train,0.8258970254053003,0.9869569450636785,0.7476314079316269,-0.23932553713205162,-0.07826561747367344,47.87467009106109,243.13835582634667,0.5824913160936352,0.5626071171383029
rsnn,125,53,val,0.5504689754689754,0.5575216450216449,0.3872174122174122,-0.17030423280423274,-0.16325156325156326,34.845008850097656,179.74049377441406,0.5303366780281067,0.5061046481132507
rsnn,125,71,test,0.513944388944389,0.5320991508491508,0.4611596736596737,-0.07093947718947713,-0.05278471528471529,32.71449966953225,182.86029972442208,0.4315304629606743,0.43189606315469087
rsnn,125,71,train,0.8381449297257523,0.9901632590358079,0.7829586573112285,-0.20720460172457944,-0.055186272414523785,34.91366746544633,194.53554759460553,0.43184819309723765,0.43249746495392977
rsnn,125,71,val,0.5730579605579605,0.4936928811928812,0.4055675805675805,-0.08812530062530066,-0.16749037999038002,28.41712760925293,157.75308227539062,0.4489128589630127,0.45155346393585205
rsnn,250,11,test,0.5244110056610056,0.530545843045843,0.5338848651348651,0.003339022089022148,0.00947385947385948,50.93532860115783,245.6073620939908,0.28711692601034083,0.29172623402451814
rsnn,250,11,train,0.8688657479020935,0.9834645760013406,0.8872622405410048,-0.09620233546033585,0.0183964926389113,52.149126285940355,250.4431401842022,0.25542353101318344,0.2604989137840353
rsnn,250,11,val,0.6351310726310726,0.5894300144300144,0.5421356421356421,-0.04729437229437228,-0.09299543049543046,43.04477310180664,202.24388122558594,0.2638179659843445,0.27210578322410583
rsnn,250,23,test,0.4380862193362192,0.5222104284604284,0.5495892995892996,0.027378871128871163,0.11150308025308037,24.808080986754536,120.54950525989271,0.12786388580929742,0.12626637283661593
rsnn,250,23,train,0.7213056659381382,0.9742806787801225,0.893343434091908,-0.0809372446882145,0.1720377681537698,24.560640427003424,119.78527829404952,0.12827973960291292,0.12664438581507712
rsnn,250,23,val,0.550607263107263,0.40745550745550735,0.5060666185666185,0.09861111111111115,-0.04454064454064455,21.076683044433594,101.10437774658203,0.10904593765735626,0.10817240178585052
rsnn,250,37,test,0.4837384837384837,0.4720071595071595,0.5623889998889999,0.09038184038184044,0.07865051615051621,37.4836641076493,165.74009850906998,0.21515469824614591,0.19849093013430294
rsnn,250,37,train,0.8801612680097608,0.9919848079531763,0.8887559254987099,-0.10322888245446649,0.008594657488949053,35.563115394053895,155.4864932403302,0.2177674789847277,0.20024205859679978
rsnn,250,37,val,0.5118085618085618,0.5082431457431458,0.5366522366522366,0.02840909090909083,0.02484367484367478,29.733694076538086,128.2973175048828,0.19264072179794312,0.17994721233844757
rsnn,250,53,test,0.48069430569430566,0.4834589022089022,0.5502740315240315,0.06681512931512934,0.06957972582972588,33.832429938120384,171.05504785825127,0.24717663167274162,0.2377923608642735
rsnn,250,53,train,0.78603113614193,0.9852286185129322,0.8459900020546495,-0.13923861645828273,0.05995886591271948,34.21932244752237,171.17255954446972,0.22584968561662455,0.2186249378113246
rsnn,250,53,val,0.579479316979317,0.47937109187109184,0.6055435305435305,0.12617243867243866,0.026064213564213512,29.718944549560547,148.4629364013672,0.22448696196079254,0.21749699115753174
rsnn,250,71,test,0.5630182317682316,0.502278971028971,0.5263361638361638,0.024057192807192762,-0.03668206793206785,39.53141434551918,199.40491663266533,0.2840666962813025,0.26782960699845665
rsnn,250,71,train,0.7410495837864323,0.9931054829339142,0.8602629668466689,-0.1328425160872453,0.11921338306023666,38.390205409563755,192.7951111785311,0.25983275006334466,0.2462284345686333
rsnn,250,71,val,0.5458032708032708,0.47345478595478596,0.48953222703222704,0.01607744107744108,-0.056271043771043805,33.43867874145508,168.20999145507812,0.2561338543891907,0.24103860557079315
rsnn,500,11,test,0.491749222999223,0.4571088633588633,0.5549395049395048,0.09783064158064153,0.06319028194028181,45.529642810560254,197.0344971957272,0.44503779076550104,0.38961205988714137
rsnn,500,11,train,0.7766983647261534,0.9763604350921683,0.8983427555271787,-0.07801767956498962,0.12164439080102529,42.59837248075029,179.14637498970492,0.36817673510405363,0.3217851431357471
rsnn,500,11,val,0.5883597883597883,0.5475889850889851,0.6306337181337182,0.08304473304473303,0.04227392977392985,37.25972366333008,156.37234497070312,0.3833122253417969,0.33622047305107117
rsnn,500,23,test,0.4575098512598512,0.5103459040959041,0.4702124264624265,-0.04013347763347758,0.012702575202575284,27.539682858610806,126.29051365264475,0.3941700001285501,0.37390561993807964
rsnn,500,23,train,0.6158772799409399,0.9481557639810939,0.903954133699369,-0.04420163028172497,0.28807685375842906,26.95415834961988,122.74413826133215,0.38228105503597687,0.36449947722397247
rsnn,500,23,val,0.5062289562289561,0.5384680134680134,0.5627044252044252,0.024236411736411778,0.05647546897546907,24.13545799255371,109.09150695800781,0.4091416001319885,0.39183172583580017
rsnn,500,37,test,0.4339528527028527,0.5091172716172715,0.5611242923742924,0.052007020757020905,0.12717143967143968,44.15176433406464,245.98765522159943,0.18729061010765702,0.16847252764113962
rsnn,500,37,train,0.7400678294425386,0.9818632688117982,0.8899922648465934,-0.09187100396520476,0.14992443540405487,42.54161583905376,234.263829505382,0.16886946464056812,0.15139456242066449
rsnn,500,37,val,0.5417508417508418,0.5006373256373257,0.5815596440596441,0.08092231842231845,0.03980880230880235,40.173866271972656,221.40379333496094,0.14931415021419525,0.1319662630558014
rsnn,500,53,test,0.5209228271728271,0.4677121489621489,0.49553710178710175,0.027824952824952842,-0.025385725385725366,23.172027509506435,82.91345308904778,0.20566332421890676,0.1553638804040543
rsnn,500,53,train,0.7140680016932582,0.9853798696815715,0.8977837975215889,-0.08759607215998266,0.18371579582833064,22.68215787431254,79.30266542155648,0.18986720559724227,0.14378232941057104
rsnn,500,53,val,0.4950817700817702,0.5166847041847042,0.45149110149110144,-0.0651936026936028,-0.043590668590668735,21.36419105529785,72.37480163574219,0.19882304966449738,0.15362714231014252
rsnn,500,71,test,0.42906191031191027,0.47521367521367514,0.5607746420246419,0.08556096681096675,0.13171273171273162,15.813847424232797,64.9574657596954,0.12724633514881134,0.10880946567001408
rsnn,500,71,train,0.5863878926108542,0.9654487930472947,0.9052131224294996,-0.06023567061779511,0.31882522981864536,14.555015793765884,60.0393453916461,0.11820396102592991,0.10067978968103249
rsnn,500,71,val,0.504978354978355,0.5028258778258777,0.5685666185666186,0.06574074074074088,0.06358826358826364,13.17777156829834,53.7369270324707,0.09350419789552689,0.0785658061504364
rsnn,1000,11,test,0.4178703241203241,0.4387327949827949,0.4991605616605616,0.060427766677766726,0.08129023754023751,36.106665075641786,148.67524186225788,0.2608987709430799,0.2167009466314969
rsnn,1000,11,train,0.621510486681108,0.958715019873455,0.8907254278774349,-0.06798959199602006,0.26921494119632694,34.0453261803842,137.21003344957677,0.24088956064283334,0.2000225356903421
rsnn,1000,11,val,0.46425565175565175,0.4311868686868687,0.5200817700817701,0.08889490139490147,0.05582611832611839,30.639759063720703,121.08834838867188,0.24491125345230103,0.20390932261943817
rsnn,1000,23,test,0.4550699300699301,0.4737047674547674,0.47860611610611614,0.004901348651348725,0.02353618603618607,58.63908177205961,246.4115916212944,0.42918447639844187,0.411443974057289
rsnn,1000,23,train,0.7232791005369933,0.9739701889845694,0.9590294642019576,-0.01494072478261188,0.23575036366496427,55.72726287447852,232.55918246087026,0.3617047642881817,0.3456028650631798
rsnn,1000,23,val,0.4856060606060606,0.4785113035113035,0.4926406926406927,0.014129389129389214,0.007034632034632116,50.70467758178711,209.7946319580078,0.3807204067707062,0.36656200885772705
rsnn,1000,37,test,0.4307262182262182,0.5261405261405261,0.48960067710067706,-0.036539849039849026,0.05887445887445886,43.71271143874077,175.44427970990742,0.34781722173298874,0.3080187770601821
rsnn,1000,37,train,0.5951452673803438,0.9669535596988889,0.9126593051191169,-0.054294254579771994,0.31751403773877307,40.79312232931797,161.7051283923361,0.29582123312195074,0.2609498931700925
rsnn,1000,37,val,0.5017676767676768,0.5012626262626262,0.49713203463203454,-0.004130591630591651,-0.004635642135642215,38.5953369140625,152.02926635742188,0.314629465341568,0.2793615460395813
rsnn,1000,53,test,0.3652743090243091,0.46327075702075704,0.5132346819846819,0.04996392496392488,0.14796037296037284,40.60195870595435,168.41178308774346,0.4573113493723412,0.43603892563140556
rsnn,1000,53,train,0.6260355845532114,0.9703224008250831,0.9051730514099611,-0.06514934941512207,0.27913746685674967,42.17779488489673,174.50795605342688,0.43974985964532154,0.4189787040786776
rsnn,1000,53,val,0.42434463684463686,0.4271584896584896,0.4676046176046176,0.04044612794612795,0.04325998075998072,36.19879913330078,149.11468505859375,0.4109518229961395,0.39031529426574707
rsnn,1000,71,test,0.3317945942945943,0.3878260628260628,0.47365342990342985,0.08582736707736704,0.14185883560883555,21.52925159506602,72.81171688968188,0.20715272936918963,0.1764520082163484
rsnn,1000,71,train,0.5472677770103868,0.9176186985281495,0.8938224193170982,-0.02379627921105132,0.3465546423067114,20.00859711625695,67.69824701988759,0.18621832478579883,0.15852405759225408
rsnn,1000,71,val,0.43050745550745556,0.48939995189995195,0.5275372775372775,0.03813732563732558,0.09702982202982197,19.132780075073242,63.719078063964844,0.17613670229911804,0.15016329288482666
rsnn,2000,11,test,0.4467726717726718,0.4916812354312354,0.4756868131868132,-0.015994422244422157,0.028914141414141392,51.59637127183888,128.08380858538902,0.2626732916456379,0.21980446107583504
rsnn,2000,11,train,0.6098879180304687,0.9635974998234524,0.8898534754303807,-0.0737440243930717,0.279965557399912,46.609107544418045,114.80740595438394,0.24166830948420934,0.20207476067050598
rsnn,2000,11,val,0.48908730158730157,0.46158008658008653,0.5473725348725348,0.08579244829244825,0.05828523328523322,43.27139663696289,103.99134063720703,0.2138746827840805,0.17963965237140656
rsnn,2000,23,test,0.38460012210012207,0.4382881007881008,0.46802294927294924,0.02973484848484842,0.08342282717282717,48.584486451867505,110.09409917544012,0.4235359156784946,0.4662582278251648
rsnn,2000,23,train,0.6690144782958397,0.9603211095715691,0.8908481617959437,-0.0694729477756254,0.22183368350010402,44.758280814822484,104.65379481881908,0.397341864962586,0.4321888224085514
rsnn,2000,23,val,0.48515512265512273,0.4704184704184704,0.4931036556036556,0.022685185185185197,0.007948532948532872,44.91774368286133,104.9314956665039,0.39831486344337463,0.43311789631843567
rsnn,2000,37,test,0.4128815628815629,0.4406302031302031,0.5077818015318014,0.06715159840159829,0.0949002386502385,28.09603087542808,110.95472226077563,0.279706356868352,0.23982068263504602
rsnn,2000,37,train,0.7882825859482173,0.9963443396226416,0.9495275745313636,-0.04681676509127797,0.1612449885831463,28.22299444162497,110.37619809070266,0.24947959017938262,0.21386725905635065
rsnn,2000,37,val,0.5147246272246272,0.5124098124098124,0.5893338143338144,0.07692400192400195,0.07460918710918718,27.688570022583008,107.3076400756836,0.2518688440322876,0.21318763494491577
rsnn,2000,53,test,0.3848887223887223,0.3976384726384727,0.48969780219780207,0.09205932955932938,0.10480907980907977,26.538919893029618,102.98794064456469,0.2397337998837641,0.2162216262866373
rsnn,2000,53,train,0.5676390782078533,0.966436408501475,0.8809255456517234,-0.08551086284975162,0.3132864674438701,24.996958094086377,96.62501527192055,0.18919540864772927,0.17036762710487577
rsnn,2000,53,val,0.433008658008658,0.433471620971621,0.49512987012987014,0.061658249158249134,0.06212121212121213,22.466684341430664,86.16205596923828,0.18275050818920135,0.16415266692638397
rsnn,2000,71,test,0.41244311244311244,0.40859834609834605,0.44341075591075585,0.034812409812409795,0.030967643467643413,38.93474160808407,105.57722776230068,0.5431403852488896,0.5146168445887631
rsnn,2000,71,train,0.6313941153800763,0.9154826426151296,0.8504632855000875,-0.06501935711504203,0.21906917012001126,35.939219246632874,97.5307515418468,0.4844860558665763,0.4561671227883554
rsnn,2000,71,val,0.42910052910052904,0.44226190476190474,0.48562409812409807,0.043362193362193324,0.05652356902356903,32.73759841918945,86.85921478271484,0.533053457736969,0.5100051164627075
