D_intra_macro,D_inter_centroids,D_inter_over_D_intra,prototype_balanced_accuracy,prototype_accuracy,prototype_macro_f1
0.06438552079453774,0.0822460725903511,1.277400129316826,0.5585618085618085,0.5590551181102362,0.5254076050340907
