label_idx,label,test_samples,intra_cosine_distance
0,A,11,0.0678121817034475
1,B,9,0.040690326887083406
2,C,12,0.06417668020633538
3,D,11,0.05234878939000831
4,E,12,0.05770380676503417
5,G,12,0.051367945701813245
6,H,12,0.08168570237900197
7,I,11,0.07117528781189175
8,J,12,0.07754126724007926
9,K,12,0.05406010103753889
10,L,6,0.07344962148675527
11,X,7,0.08061453892546377
