CNN_test_balanced_accuracy,CNN_test_accuracy,CNN_test_macro_f1,kNN_selected_k,kNN_test_balanced_accuracy,kNN_test_accuracy,kNN_test_macro_f1,prototype_test_balanced_accuracy,prototype_test_accuracy,prototype_test_macro_f1,linear_probe_test_balanced_accuracy,linear_probe_test_accuracy,linear_probe_test_macro_f1,retrieval_macro_mAP,retrieval_micro_mAP,SameLabel_macro_at_1,SameLabel_micro_at_1,D_intra_macro,D_inter_centroids,D_inter_over_D_intra,NMI_arithmetic,ARI,silhouette_macro,silhouette_micro
0.42676767676767674,0.4409448818897638,0.3811699468133549,15,0.5919312169312169,0.5984251968503937,0.558120965846097,0.5585618085618085,0.5590551181102362,0.5254076050340907,0.5648749398749399,0.5590551181102362,0.5380199122717183,0.40378427633759423,0.41385501154887616,0.4911014911014911,0.5039370078740157,0.06438552079453774,0.0822460725903511,1.277400129316826,0.5478299689448117,0.26575465564800677,0.06274794942422006,0.06009523227728369
