epoch,optimization_train_loss,train_ba,val_ba,train_loss,val_loss,gain,q_l2,q_span
1,2.4849066734313965,0.08333333333333333,0.08333333333333333,2.484236001968384,2.484174966812134,0.1353352814912796,0.1632957011461258,0.09999949485063553
2,2.484236001968384,0.08333333333333333,0.08333333333333333,2.4835586547851562,2.483501434326172,0.14046542346477509,0.3191502094268799,0.19990018010139465
3,2.4835586547851562,0.08333333333333333,0.08333333333333333,2.4828665256500244,2.482952833175659,0.14642558991909027,0.46344009041786194,0.2997812032699585
4,2.4828665256500244,0.08333333333333333,0.08333333333333333,2.4821605682373047,2.482480525970459,0.15297821164131165,0.6042638421058655,0.399667352437973
5,2.4821605682373047,0.08333333333333333,0.08333333333333333,2.4814488887786865,2.4820616245269775,0.16007618606090546,0.7442319989204407,0.4995627701282501
6,2.4814488887786865,0.08333333333333333,0.08333333333333333,2.480740547180176,2.481691360473633,0.16772140562534332,0.8830707669258118,0.5994532704353333
7,2.480740547180176,0.08333333333333333,0.08333333333333333,2.480046510696411,2.481372117996216,0.1759338527917862,1.0194634199142456,0.6993037462234497
8,2.480046510696411,0.08333333333333333,0.08333333333333333,2.4793763160705566,2.48110294342041,0.1847403645515442,1.1514908075332642,0.7990533113479614
9,2.4793763160705566,0.08333333333333333,0.08333333333333333,2.47874116897583,2.480882167816162,0.19416789710521698,1.2770756483078003,0.8986074328422546
10,2.47874116897583,0.08333333333333333,0.08333333333333333,2.4781503677368164,2.4807045459747314,0.20423674583435059,1.3947635889053345,0.9978276491165161
11,2.4781503677368164,0.08333333333333333,0.08333333333333333,2.4776153564453125,2.4805705547332764,0.21495091915130615,1.5041742324829102,1.0965152978897095
12,2.4776153564453125,0.08333333333333333,0.08333333333333333,2.47715163230896,2.4804818630218506,0.22628182172775269,1.6054929494857788,1.1943883895874023
13,2.47715163230896,0.08333333333333333,0.08333333333333333,2.4767744541168213,2.480438470840454,0.23813731968402863,1.6986324787139893,1.2910468578338623
14,2.4767744541168213,0.08333333333333333,0.08333333333333333,2.476497173309326,2.4804346561431885,0.25030720233917236,1.7828211784362793,1.385926604270935
15,2.476497173309326,0.08333333333333333,0.08333333333333333,2.47632098197937,2.4804561138153076,0.26238057017326355,1.8566936254501343,1.4782426357269287
16,2.47632098197937,0.08333333333333333,0.08333333333333333,2.4762299060821533,2.4804775714874268,0.2736663818359375,1.9187086820602417,1.566939115524292
17,2.4762299060821533,0.08333333333333333,0.08333333333333333,2.4761877059936523,2.480455160140991,0.28323128819465637,1.9677361249923706,1.6506892442703247
18,2.4761877059936523,0.08333333333333333,0.08333333333333333,2.4761462211608887,2.480344533920288,0.29018688201904297,2.0035619735717773,1.728014349937439
19,2.4761462211608887,0.08333333333333333,0.08333333333333333,2.476069688796997,2.4801154136657715,0.29408299922943115,2.0270252227783203,1.7975482940673828
20,2.476069688796997,0.08333333333333333,0.08333333333333333,2.475947618484497,2.4797658920288086,0.2950266897678375,2.039746046066284,1.8583545684814453
21,2.475947618484497,0.08333333333333333,0.08333333333333333,2.4757919311523438,2.47931170463562,0.293487548828125,2.043684244155884,1.9101158380508423
22,2.4757919311523438,0.08333333333333333,0.08333333333333333,2.4756247997283936,2.478792190551758,0.29006436467170715,2.040850877761841,1.9531199932098389
23,2.4756247997283936,0.08333333333333333,0.08333333333333333,2.475468158721924,2.478257179260254,0.2853536605834961,2.0332741737365723,1.9881064891815186
24,2.475468158721924,0.08333333333333333,0.08333333333333333,2.4753408432006836,2.4777579307556152,0.2798977792263031,2.0229949951171875,2.0160887241363525
25,2.4753408432006836,0.08333333333333333,0.08333333333333333,2.4752509593963623,2.477332830429077,0.2741662561893463,2.011918544769287,2.0382080078125
26,2.4752509593963623,0.08333333333333333,0.08333333333333333,2.4751996994018555,2.477006196975708,0.26854729652404785,2.001638889312744,2.055631637573242
27,2.4751996994018555,0.08333333333333333,0.08333333333333333,2.475180149078369,2.4767820835113525,0.26334303617477417,1.9933491945266724,2.069486618041992
28,2.475180149078369,0.08333333333333333,0.08333333333333333,2.4751832485198975,2.4766509532928467,0.25877028703689575,1.9878534078598022,2.080817222595215
29,2.4751832485198975,0.08333333333333333,0.08333333333333333,2.4751975536346436,2.4765913486480713,0.25496676564216614,1.9856231212615967,2.0905566215515137
30,2.4751975536346436,0.08333333333333333,0.08333333333333333,2.4752137660980225,2.4765806198120117,0.25200238823890686,1.986865520477295,2.099510908126831
31,2.4752137660980225,0.08333333333333333,0.08333333333333333,2.4752261638641357,2.4765982627868652,0.24989233911037445,1.991589069366455,2.1083483695983887
32,2.4752261638641357,0.08333333333333333,0.08333333333333333,2.475231170654297,2.4766314029693604,0.248609721660614,1.9996541738510132,2.1175925731658936
33,2.475231170654297,0.08333333333333333,0.08333333333333333,2.4752273559570312,2.4766716957092285,0.24809549748897552,2.01080322265625,2.1276228427886963
34,2.4752273559570312,0.08333333333333333,0.08333333333333333,2.4752161502838135,2.476719379425049,0.24826565384864807,2.024667501449585,2.1386771202087402
35,2.4752161502838135,0.08333333333333333,0.08333333333333333,2.475200653076172,2.476778745651245,0.24901574850082397,2.0407698154449463,2.1508584022521973
36,2.475200653076172,0.08333333333333333,0.08333333333333333,2.4751827716827393,2.476855516433716,0.25022393465042114,2.058534622192383,2.1641461849212646
37,2.4751827716827393,0.08333333333333333,0.08333333333333333,2.4751646518707275,2.4769537448883057,0.25175315141677856,2.077324390411377,2.178410768508911
38,2.4751646518707275,0.08333333333333333,0.08333333333333333,2.4751503467559814,2.4770750999450684,0.2534540891647339,2.096487522125244,2.1934285163879395
39,2.4751503467559814,0.08333333333333333,0.08333333333333333,2.4751391410827637,2.47721266746521,0.2551696002483368,2.1154046058654785,2.2089028358459473
40,2.4751391410827637,0.08333333333333333,0.08333333333333333,2.4751336574554443,2.4773571491241455,0.25674137473106384,2.133511781692505,2.2244837284088135
41,2.4751336574554443,0.08333333333333333,0.08333333333333333,2.4751319885253906,2.4774937629699707,0.2580191493034363,2.15031099319458,2.239790916442871
42,2.4751319885253906,0.08333333333333333,0.08333333333333333,2.475132942199707,2.4776084423065186,0.2588721811771393,2.1653780937194824,2.2544398307800293
43,2.475132942199707,0.08333333333333333,0.08333333333333333,2.4751346111297607,2.4776904582977295,0.25920113921165466,2.178382635116577,2.268066644668579
44,2.4751346111297607,0.08333333333333333,0.08333333333333333,2.4751358032226562,2.4777371883392334,0.25894835591316223,2.1891062259674072,2.280353307723999
45,2.4751358032226562,0.08333333333333333,0.08333333333333333,2.4751343727111816,2.477750062942505,0.2581035792827606,2.1974620819091797,2.2910521030426025
46,2.4751343727111816,0.08333333333333333,0.08333333333333333,2.475130319595337,2.477738380432129,0.2567039132118225,2.203497886657715,2.3000025749206543
47,2.475130319595337,0.08333333333333333,0.08333333333333333,2.475123405456543,2.4777097702026367,0.2548278570175171,2.2073917388916016,2.307140350341797
48,2.475123405456543,0.08333333333333333,0.08333333333333333,2.47511625289917,2.477673053741455,0.25258514285087585,2.2094321250915527,2.3124983310699463
49,2.47511625289917,0.08333333333333333,0.08333333333333333,2.4751081466674805,2.477632999420166,0.2501043975353241,2.2099945545196533,2.316194534301758
50,2.4751081466674805,0.08333333333333333,0.08333333333333333,2.4751017093658447,2.4775919914245605,0.24752065539360046,2.2095084190368652,2.318415403366089
51,2.4751017093658447,0.08333333333333333,0.08333333333333333,2.4750959873199463,2.477551221847534,0.24496448040008545,2.208425998687744,2.319392681121826
52,2.4750959873199463,0.08333333333333333,0.08333333333333333,2.475092887878418,2.4775116443634033,0.24255292117595673,2.20719051361084,2.3193814754486084
53,2.475092887878418,0.08333333333333333,0.08333333333333333,2.4750900268554688,2.4774746894836426,0.2403833568096161,2.206206798553467,2.318638801574707
54,2.4750900268554688,0.08333333333333333,0.08333333333333333,2.4750897884368896,2.4774436950683594,0.2385297417640686,2.205813407897949,2.317409038543701
55,2.4750897884368896,0.08333333333333333,0.08333333333333333,2.4750890731811523,2.4774205684661865,0.237041175365448,2.2062604427337646,2.3159120082855225
56,2.4750890731811523,0.08333333333333333,0.08333333333333333,2.475088119506836,2.477407217025757,0.23594211041927338,2.2076964378356934,2.314335823059082
57,2.475088119506836,0.08333333333333333,0.08333333333333333,2.4750876426696777,2.4774043560028076,0.2352341264486313,2.2101681232452393,2.3128347396850586
58,2.4750876426696777,0.08333333333333333,0.08333333333333333,2.475086212158203,2.4774107933044434,0.23489834368228912,2.213627576828003,2.311525821685791
59,2.475086212158203,0.08333333333333333,0.08333333333333333,2.4750845432281494,2.4774224758148193,0.23489831387996674,2.2179436683654785,2.310492515563965
60,2.4750845432281494,0.08333333333333333,0.08333333333333333,2.4750826358795166,2.477437973022461,0.23518326878547668,2.222916841506958,2.3097832202911377
61,2.4750826358795166,0.08333333333333333,0.08333333333333333,2.475080966949463,2.477451801300049,0.2356913536787033,2.2282943725585938,2.3094162940979004
62,2.475080966949463,0.08333333333333333,0.08333333333333333,2.4750797748565674,2.477461814880371,0.23635342717170715,2.2337918281555176,2.309382438659668
63,2.4750797748565674,0.08333333333333333,0.08333333333333333,2.4750800132751465,2.477468252182007,0.2370971292257309,2.239114761352539,2.3096494674682617
64,2.4750800132751465,0.08333333333333333,0.08333333333333333,2.4750797748565674,2.4774694442749023,0.2378513664007187,2.2439842224121094,2.3101675510406494
65,2.4750797748565674,0.08333333333333333,0.08333333333333333,2.4750802516937256,2.477468252182007,0.23855097591876984,2.2481629848480225,2.3108768463134766
66,2.4750802516937256,0.08333333333333333,0.08333333333333333,2.475080966949463,2.4774646759033203,0.23914113640785217,2.251474142074585,2.311713695526123
67,2.475080966949463,0.08333333333333333,0.08333333333333333,2.4750819206237793,2.47745943069458,0.23958110809326172,2.253816843032837,2.3126182556152344
68,2.4750819206237793,0.08333333333333333,0.08333333333333333,2.4750819206237793,2.477451801300049,0.23984657227993011,2.2551681995391846,2.313539981842041
69,2.4750819206237793,0.08333333333333333,0.08333333333333333,2.4750823974609375,2.4774417877197266,0.23993057012557983,2.2555789947509766,2.3144419193267822
70,2.4750823974609375,0.08333333333333333,0.08333333333333333,2.4750819206237793,2.4774270057678223,0.239842489361763,2.2551612854003906,2.315302848815918
71,2.4750819206237793,0.08333333333333333,0.08333333333333333,2.475081443786621,2.477407693862915,0.23960578441619873,2.254070520401001,2.316118001937866
72,2.475081443786621,0.08333333333333333,0.08333333333333333,2.475080966949463,2.4773852825164795,0.2392544448375702,2.2524900436401367,2.316896438598633
73,2.475080966949463,0.08333333333333333,0.08333333333333333,2.4750800132751465,2.4773619174957275,0.23882915079593658,2.2506134510040283,2.3176589012145996
74,2.4750800132751465,0.08333333333333333,0.08333333333333333,2.475079298019409,2.4773409366607666,0.23837286233901978,2.2486298084259033,2.318434238433838
75,2.475079298019409,0.08333333333333333,0.08333333333333333,2.47507905960083,2.477325439453125,0.23792719841003418,2.246710777282715,2.319254159927368
76,2.47507905960083,0.08333333333333333,0.08333333333333333,2.475078582763672,2.4773168563842773,0.23752914369106293,2.245002269744873,2.320148468017578
77,2.475078582763672,0.08333333333333333,0.08333333333333333,2.4750783443450928,2.47731614112854,0.23720848560333252,2.2436184883117676,2.321141242980957
78,2.4750783443450928,0.08333333333333333,0.08333333333333333,2.4750783443450928,2.4773223400115967,0.23698624968528748,2.2426371574401855,2.322246551513672
79,2.4750783443450928,0.08333333333333333,0.08333333333333333,2.4750778675079346,2.4773335456848145,0.23687371611595154,2.242098331451416,2.3234641551971436
80,2.4750778675079346,0.08333333333333333,0.08333333333333333,2.4750773906707764,2.4773476123809814,0.23687244951725006,2.2420032024383545,2.3247804641723633
81,2.4750773906707764,0.08333333333333333,0.08333333333333333,2.4750773906707764,2.4773645401000977,0.23697493970394135,2.242316961288452,2.326167106628418
82,2.4750773906707764,0.08333333333333333,0.08333333333333333,2.4750771522521973,2.477381467819214,0.23716585338115692,2.2429745197296143,2.3275840282440186
83,2.4750771522521973,0.08333333333333333,0.08333333333333333,2.475076913833618,2.477398633956909,0.2374238669872284,2.2438864707946777,2.3289828300476074
84,2.475076913833618,0.08333333333333333,0.08333333333333333,2.4750771522521973,2.4774155616760254,0.23772381246089935,2.2449493408203125,2.3303122520446777
85,2.4750771522521973,0.08333333333333333,0.08333333333333333,2.4750771522521973,2.4774317741394043,0.238039031624794,2.246056318283081,2.331521511077881
86,2.4750771522521973,0.08333333333333333,0.08333333333333333,2.475076913833618,2.477445602416992,0.23834367096424103,2.2471070289611816,2.332566499710083
87,2.475076913833618,0.08333333333333333,0.08333333333333333,2.4750771522521973,2.477456569671631,0.23861479759216309,2.2480149269104004,2.3334126472473145
88,2.4750771522521973,0.08333333333333333,0.08333333333333333,2.4750771522521973,2.4774630069732666,0.23883406817913055,2.248713970184326,2.334035873413086
89,2.4750771522521973,0.08333333333333333,0.08333333333333333,2.4750771522521973,2.477464199066162,0.23898889124393463,2.2491629123687744,2.3344264030456543
