architecture,hidden_width,tau_mem_ms,variant,hidden_cap,output_cap,seed,split,best_epoch,parameter_count,hidden_tail_event_fraction,output_tail_event_fraction,valid_count_accuracy,valid_count_balanced_accuracy,valid_count_macro_f1,full_count_accuracy,full_count_balanced_accuracy,full_count_macro_f1,valid_membrane_accuracy,valid_membrane_balanced_accuracy,valid_membrane_macro_f1,full_membrane_accuracy,full_membrane_balanced_accuracy,full_membrane_macro_f1,hidden_fraction_at_cap,hidden_fraction_ge4,hidden_fraction_gt1,hidden_fraction_one,hidden_fraction_zero,hidden_mean_events_per_neuron_step,hidden_pre_reset_membrane_max,hidden_pre_reset_membrane_mean,output_fraction_at_cap,output_fraction_ge4,output_fraction_gt1,output_fraction_one,output_fraction_zero,output_mean_events_per_neuron_step,output_pre_reset_membrane_max,output_pre_reset_membrane_mean
ff,128,2000.0,binary,1,1,11,train,114,5376,0.13397376231605543,0.1133831995002374,0.5989672977624785,0.5843938144247612,0.5779708388356357,0.5748709122203098,0.5568281841125038,0.5469133753159409,0.11703958691910499,0.11454391716318428,0.11092619280536753,0.09982788296041308,0.09443640959799082,0.062192893039802556,0.2752203637166606,0.0,0.0,0.2752203637166606,0.7247796529541738,0.2752203637166606,9.27317382300372,-0.3772081229547215,0.14253798219505154,0.0,0.0,0.14253798219505154,0.8574620279100389,0.14253798219505154,1.3811591559966543,0.14699390381831104
ff,128,2000.0,binary,1,1,11,val,114,5376,0.1181531473994255,0.10277777910232544,0.3333333333333333,0.34722222222222227,0.2811387956124798,0.3412698412698413,0.35000000000000003,0.2817236684883743,0.18253968253968253,0.18634559884559884,0.18722560117987405,0.1111111111111111,0.10622294372294372,0.08815688668629844,0.2600157558917999,0.0,0.0,0.2600157558917999,0.7399842143058777,0.2600157558917999,7.093670845031738,-0.31357452273368835,0.1392841786146164,0.0,0.0,0.1392841786146164,0.8607158064842224,0.1392841786146164,1.1537065505981445,0.16100583970546722
ff,128,2000.0,binary,1,1,11,test,114,5376,0.1541613224026275,0.1270060007498689,0.2602739726027397,0.2598720723720724,0.24408436665293531,0.3150684931506849,0.31357670107670105,0.29575783801756345,0.10273972602739725,0.09961011211011211,0.10024805679297512,0.10273972602739725,0.10810855810855811,0.05882583599974905,0.2817807075095503,0.0,0.0,0.2817807075095503,0.7182192924904497,0.2817807075095503,7.76140414198784,-0.32339666640921816,0.14630462229251862,0.0,0.0,0.14630462229251862,0.8536953664805791,0.14630462229251862,1.3253143797182056,0.1639375533551386
ff,128,2000.0,binary,1,1,23,train,94,5376,0.1207831036716238,0.10726810047938368,0.6523235800344234,0.6396422446817542,0.6392935323909036,0.6282271944922547,0.6115159342817157,0.6093877312158437,0.12220309810671257,0.11796751433197049,0.11466100018147408,0.08777969018932874,0.08162479130500773,0.049335052421315195,0.24644547664975547,0.0,0.0,0.24644547664975547,0.753554533455335,0.24644547664975547,11.340047691857343,-0.40831784891179423,0.13091833607362593,0.0,0.0,0.13091833607362593,0.8690816752881889,0.13091833607362593,1.2910131392503565,0.14892862283219158
ff,128,2000.0,binary,1,1,23,val,94,5376,0.1081847995519638,0.1031746044754982,0.3333333333333333,0.3295995670995671,0.2877108452076483,0.3492063492063492,0.33928571428571425,0.29559639706698526,0.06349206349206349,0.06762866762866764,0.0574765340703944,0.05555555555555555,0.05000000000000001,0.026207126207126206,0.22553160786628723,0.0,0.0,0.22553160786628723,0.7744683623313904,0.22553160786628723,10.416409492492676,-0.36037757992744446,0.12181974947452545,0.0,0.0,0.12181974947452545,0.8781802654266357,0.12181974947452545,1.26335608959198,0.16795502603054047
ff,128,2000.0,binary,1,1,23,test,94,5376,0.13994460114061016,0.13871803665406082,0.2945205479452055,0.28327089577089576,0.2556289888190211,0.2534246575342466,0.24285991785991787,0.20609357831864225,0.136986301369863,0.12826756576756576,0.13130792685337297,0.0821917808219178,0.08445027195027195,0.032302648832939936,0.2558258884165385,0.0,0.0,0.2558258884165385,0.744174109746332,0.2558258884165385,9.779012562477426,-0.38097762775747746,0.13335746608368337,0.0,0.0,0.13335746608368337,0.8666425600443801,0.13335746608368337,1.1175982813312584,0.17081068741948638
ff,128,2000.0,binary,1,1,37,train,129,5376,0.1357323448342013,0.13004521958901838,0.7349397590361446,0.7192874111104005,0.719345171110484,0.6643717728055077,0.6465398077240131,0.6484040568258017,0.08777969018932874,0.08604118779105054,0.08658750067413468,0.08089500860585198,0.07560240916234257,0.032506898589437484,0.270459047180445,0.0,0.0,0.270459047180445,0.729540956102427,0.270459047180445,10.104087951056108,-0.25705978833459536,0.15712587581546705,0.0,0.0,0.15712587581546705,0.8428741292370782,0.15712587581546705,1.4661352556461722,0.163213689617569
ff,128,2000.0,binary,1,1,37,val,129,5376,0.11970559507608414,0.09929078072309494,0.3492063492063492,0.34021164021164024,0.29099086099086097,0.3492063492063492,0.3402116402116402,0.29445827211707426,0.1111111111111111,0.11131553631553631,0.12295475486192774,0.07142857142857142,0.06944444444444443,0.025824175824175826,0.25626617670059204,0.0,0.0,0.25626617670059204,0.743733823299408,0.25626617670059204,8.238739013671875,-0.19951966404914856,0.15060371160507202,0.0,0.0,0.15060371160507202,0.849396288394928,0.15060371160507202,1.1981996297836304,0.1751132607460022
ff,128,2000.0,binary,1,1,37,test,129,5376,0.15394495550083787,0.1676726781138002,0.3424657534246575,0.3252331002331002,0.3062564143645807,0.2945205479452055,0.2812506937506938,0.2631825391952968,0.10273972602739725,0.10528984903984905,0.11110967638647877,0.07534246575342465,0.08584748584748585,0.03610415797524683,0.27936156318612293,0.0,0.0,0.27936156318612293,0.7206384629419406,0.27936156318612293,7.835034599042919,-0.2144863052319174,0.15745372417038433,0.0,0.0,0.15745372417038433,0.8425462646027134,0.15745372417038433,1.379763808968949,0.18163127646054308
ff,128,2000.0,binary,1,1,53,train,99,5376,0.14010698954845666,0.17235848912889085,0.6987951807228916,0.6861255429792853,0.6847717546098098,0.648881239242685,0.6299182652930877,0.6271057183367011,0.12908777969018934,0.13166946932685122,0.13034118486764226,0.07228915662650602,0.06883321980570557,0.03278863073930581,0.2764470778828849,0.0,0.0,0.2764470778828849,0.7235529054462807,0.2764470778828849,11.566432874091932,-0.19134236564426949,0.1610637147639992,0.0,0.0,0.1610637147639992,0.8389362822096031,0.1610637147639992,1.3186692635491875,0.1805909757923957
