architecture,hidden_width,tau_mem_ms,variant,hidden_cap,output_cap,valid_count_balanced_accuracy_mean,valid_count_balanced_accuracy_std,valid_count_macro_f1_mean,valid_count_macro_f1_std,full_count_balanced_accuracy_mean,full_count_balanced_accuracy_std,hidden_tail_event_fraction_mean,hidden_tail_event_fraction_std,output_tail_event_fraction_mean,output_tail_event_fraction_std,hidden_mean_events_per_neuron_step_mean,hidden_mean_events_per_neuron_step_std,hidden_fraction_gt1_mean,hidden_fraction_gt1_std,hidden_fraction_at_cap_mean,hidden_fraction_at_cap_std,output_mean_events_per_neuron_step_mean,output_mean_events_per_neuron_step_std,output_fraction_gt1_mean,output_fraction_gt1_std,output_fraction_at_cap_mean,output_fraction_at_cap_std
ff,128,2000.0,binary,1,1,0.2924918137418137,0.02393631589992912,0.27571918192164924,0.026374881546788274,0.2923880286380286,0.03315675549176657,0.15382574351683057,0.008882331950025983,0.1510463790942545,0.038447357759167404,0.27420588988963873,0.012149650560224816,0.0,0.0,0.27420588988963873,0.012149650560224816,0.14852793567801176,0.012193129203168757,0.0,0.0,0.14852793567801176,0.012193129203168757
ff,128,2000.0,multi_h,31,1,0.27169677544677545,0.028809430815453806,0.2414019836946407,0.02654045358348732,0.27169677544677545,0.028809430815453806,0.0,0.0,0.0,0.0,0.41028891916144383,0.01790997674779565,0.10693350028093547,0.00636011615748074,0.0,0.0,0.10258190725764182,0.017425773471930493,0.0,0.0,0.10258190725764182,0.017425773471930493
ff,128,2000.0,multi_ho,31,31,0.3338335275835276,0.013552951256169826,0.294446066256006,0.018237626624356407,0.3338335275835276,0.013552951256169826,0.0,0.0,0.0002203831576729474,9.52624191051147e-05,1.8176441901350675,0.09741734540479735,0.39037495557576013,0.020490316535799462,0.0,0.0,10.689360140447747,0.5640908703045193,0.7483328071359086,0.01708024744561334,0.06659478077741518,0.010517571167657502
ff,128,2000.0,multi_o,1,31,0.2858701021201021,0.03232553077311904,0.2185001229958227,0.04597178989405844,0.28537878787878784,0.02462461072552857,0.19124438652437026,0.021896118561410906,0.23211415136513644,0.030566417294424282,0.4282158539719777,0.01772661345079319,0.0,0.0,0.4282158539719777,0.01772661345079319,6.24516878650613,1.3443065139472905,0.7792100122530167,0.03690898690288499,0.0,0.0
rsnn,128,250.0,binary,1,1,0.3543489843489843,0.032936430074313,0.3345599112217041,0.03061298974787752,0.2703363303363303,0.05432283752159483,0.33629334585307397,0.06216662311635818,0.4296023402312031,0.06914490508956331,0.2889238390204024,0.014687319044330193,0.0,0.0,0.2889238390204024,0.014687319044330193,0.14209636841734793,0.013479204910881787,0.0,0.0,0.14209636841734793,0.013479204910881787
rsnn,128,250.0,multi_h,31,1,0.24582625707625705,0.058429547163892565,0.20627225268434163,0.08167074422397859,0.20644910644910644,0.06309321790341017,0.6941412157391849,0.2675168432647661,0.3299870504398052,0.38678727641338845,1.073590599674068,0.9700094902305656,0.17890619084443132,0.07269724639973892,0.003681752147561271,0.008180082906726595,0.04645948273652833,0.037299775604883983,0.0,0.0,0.04645948273652833,0.037299775604883983
rsnn,128,250.0,multi_ho,31,31,0.40763986013986014,0.025049001781167656,0.395306953636303,0.023457064910448543,0.22186147186147184,0.0211749552929387,0.8153757555844032,0.01425270897214655,0.7891150499043399,0.024714205769669824,5.659436248753169,0.8982904414591889,0.44121688473714543,0.019447242502782947,0.07412859554568382,0.029651275808703734,6.345516797941025,0.45352746864476967,0.4816948622873385,0.04207437594489763,0.06023428696781805,0.0122362979637449
rsnn,128,250.0,multi_o,1,31,0.3272399822399822,0.03273156672389802,0.3087876348928787,0.03719334800164299,0.21744949494949495,0.021460301863049695,0.6756608319609133,0.0076054869909906436,0.6755814549041121,0.009332977422447979,0.4542031742938577,0.011368088013590351,0.0,0.0,0.4542031742938577,0.011368088013590351,6.663582541844616,0.4643682506560387,0.73137578392682,0.024581866300021193,0.0007724334221103624,0.001233629729611093
