split,n,prediction_change_fraction_mean,prediction_change_fraction_std,zero_wrong_to_with_correct_fraction_mean,zero_wrong_to_with_correct_fraction_std,zero_correct_to_with_wrong_fraction_mean,zero_correct_to_with_wrong_fraction_std,bias_l2_mean,bias_l2_std,bias_abs_mean_mean,bias_abs_mean_std,bias_std_mean,bias_std_std,bias_range_mean,bias_range_std,mean_zero_bias_logit_l2_mean,mean_zero_bias_logit_l2_std,bias_l2_to_mean_zero_logit_l2_mean,bias_l2_to_mean_zero_logit_l2_std
test,3,0.04794520547945205,0.005592442335121411,0.0182648401826484,0.006457596175219612,0.0136986301369863,0.005592442335121411,0.36456845778414887,0.06263289324116739,0.09106098553941895,0.015501420802129027,0.10512105736700246,0.018038920254849586,0.3505948061744372,0.06988784318142718,8.343673865000406,1.8095256416570207,0.0442306396052878,0.002492651259612438
train,3,0.04589787722317843,0.03594825059740801,0.01778542742398164,0.016647869338550673,0.009753298909925415,0.006641329261497547,0.36456845778414887,0.06263289324116739,0.09106098553941895,0.015501420802129027,0.10512105736700246,0.018038920254849586,0.3505948061744372,0.06988784318142718,8.057204405466715,1.875184897390864,0.04607572557516713,0.003600548591058232
val,3,0.09788359788359786,0.02083070866140691,0.0582010582010582,0.009898564515274976,0.013227513227513227,0.003741305720563743,0.36456845778414887,0.06263289324116739,0.09106098553941895,0.015501420802129027,0.10512105736700246,0.018038920254849586,0.3505948061744372,0.06988784318142718,7.533212502797444,1.7373392763071944,0.04923714290246778,0.0036773858046401393
