epoch,train_ba,val_ba,train_loss,val_mean_loss,val_sum_loss,val_mean_logit_l2,val_sum_logit_l2,val_mean_grad_w_fro,val_sum_grad_w_fro,val_mean_corr_length_logit_l2,val_sum_corr_length_logit_l2,val_mean_corr_length_grad_w_fro,val_sum_corr_length_grad_w_fro,condition,seed,val_loss,val_zero_bias_ba,val_zero_bias_loss,val_direct_bias_delta_ba,val_prediction_change_fraction,bias_l2,bias_abs_mean,bias_range
1.0,0.0916225976785555,0.1041666666666666,2.486203726310533,2.484236478805542,2.9047839641571045,0.022389868274331,2.101940631866455,0.1600257754325866,17.929201126098633,0.0774851821786388,0.1436330554594186,0.0946937041256797,0.1430895959695693,mean_ce_bias0_reuse,11,,,,,,,,
2.0,0.0985377878910527,0.1061507936507936,2.477834981402924,2.481350898742676,2.7952260971069336,0.0279570296406745,2.611522436141968,0.1685819774866104,17.126008987426758,0.0651319447744922,0.1351884279974558,0.0856404358739389,0.1653784184149357,mean_ce_bias0_reuse,11,,,,,,,,
3.0,0.1072660165926459,0.0753968253968253,2.470038527670908,2.4779915809631348,3.0854930877685547,0.0464918725192546,4.322572708129883,0.2212095558643341,23.71186065673828,0.0590566929688212,0.1321601920921419,0.082142993395253,0.166921805128148,mean_ce_bias0_reuse,11,,,,,,,,
4.0,0.1177179531975129,0.0773809523809523,2.45902790916561,2.471216917037964,3.8921401500701904,0.0884483531117439,8.236274719238281,0.3369890451431274,37.9073371887207,0.0709772584217902,0.1546375960741564,0.0893844144550683,0.1945803936690592,mean_ce_bias0_reuse,11,,,,,,,,
5.0,0.1237577720439355,0.1200396825396825,2.4443459301520134,2.4604685306549072,5.223696708679199,0.1627910733222961,15.158533096313477,0.5037458539009094,55.0789680480957,0.0822798530447527,0.1807950054707634,0.1004837738247332,0.1971261633256443,mean_ce_bias0_reuse,11,,,,,,,,
6.0,0.1409943064738662,0.1319444444444444,2.4273127943226065,2.446855068206787,7.592068195343018,0.282127320766449,26.26912879943848,0.7237252593040466,82.92382049560547,0.0961025102513407,0.2100483764536111,0.1100138182624945,0.2009128389847779,mean_ce_bias0_reuse,11,,,,,,,,
7.0,0.1443184678994427,0.1527777777777777,2.4102997197136413,2.42961859703064,10.068314552307127,0.4309769868850708,40.01422500610352,0.945377230644226,99.70994567871094,0.0978193230290674,0.2296453417712018,0.1027327999975417,0.1831639067553388,mean_ce_bias0_reuse,11,,,,,,,,
8.0,0.1485804932896128,0.1845238095238095,2.390624295823956,2.412491798400879,11.428288459777832,0.5442609786987305,50.57017135620117,1.0870108604431152,98.99213409423828,0.1069662861767385,0.2464266534361703,0.1081027014318499,0.1288506590827214,mean_ce_bias0_reuse,11,,,,,,,,
9.0,0.1840441505850311,0.1517857142857142,2.372166904032538,2.396587371826172,12.81717586517334,0.653563916683197,60.72539520263672,1.20032799243927,110.92089080810548,0.1106784229423159,0.2537089243714175,0.1079271279191595,0.1296150863877648,mean_ce_bias0_reuse,11,,,,,,,,
10.0,0.2054664794208819,0.1656746031746031,2.3479461251355693,2.3810410499572754,12.739212036132812,0.728743314743042,67.79270935058594,1.2688651084899902,116.4172821044922,0.1180939752569134,0.2619682186993599,0.1176911769344807,0.1342608668340262,mean_ce_bias0_reuse,11,,,,,,,,
