seed,split,prediction_change_fraction,zero_wrong_to_with_correct_fraction,zero_correct_to_with_wrong_fraction,sum_mean_prediction_equal,max_sum_equals_T_times_mean_error,bias_abs_mean,bias_l2,bias_l2_to_mean_zero_logit_l2,bias_range,bias_std,mean_zero_bias_logit_l2
11,train,0.025817555938037865,0.0068846815834767644,0.0068846815834767644,True,6.103515625e-05,0.10222245768333475,0.4139753469794487,0.04431675540381105,0.39988383650779724,0.11947544849690403,9.341282844543457
11,val,0.0873015873015873,0.05555555555555555,0.015873015873015872,True,5.340576171875e-05,0.10222245768333475,0.4139753469794487,0.04712928543828504,0.39988383650779724,0.11947544849690403,8.78382396697998
11,test,0.04794520547945205,0.0136986301369863,0.00684931506849315,True,4.1961669921875e-05,0.10222245768333475,0.4139753469794487,0.04276590364122287,0.39988383650779724,0.11947544849690403,9.680032730102539
23,train,0.0963855421686747,0.04130808950086059,0.0189328743545611,True,3.528594970703125e-05,0.06913989374879748,0.2761976082710186,0.05109350054763015,0.2517585828900337,0.07968002985449517,5.405728816986084
23,val,0.12698412698412698,0.07142857142857142,0.007936507936507936,True,2.574920654296875e-05,0.06913989374879748,0.2761976082710186,0.05440840720714368,0.2517585828900337,0.07968002985449517,5.0763773918151855
23,test,0.0547945205479452,0.0273972602739726,0.0136986301369863,True,2.193450927734375e-05,0.06913989374879748,0.2761976082710186,0.047739854156677725,0.2517585828900337,0.07968002985449517,5.785472393035889
37,train,0.01549053356282272,0.0051635111876075735,0.0034423407917383822,True,5.7220458984375e-05,0.10182060518612464,0.40353241810197926,0.0428169207740602,0.40014199912548065,0.11620769374960824,9.424601554870605
37,val,0.07936507936507936,0.047619047619047616,0.015873015873015872,True,5.14984130859375e-05,0.10182060518612464,0.40353241810197926,0.046173736061974606,0.40014199912548065,0.11620769374960824,8.739436149597168
37,test,0.0410958904109589,0.0136986301369863,0.02054794520547945,True,2.956390380859375e-05,0.10182060518612464,0.40353241810197926,0.042186161017962805,0.40014199912548065,0.11620769374960824,9.565516471862793
