seed,split,no_bias_ba,bias_trained_with_bias_ba,bias_trained_zero_bias_ba,total_bias_effect,direct_readout_effect,e2e_training_effect,decomposition_error
11,train,0.8542741569766127,0.9233120395930237,0.9235713490497527,0.06903788261641097,-0.00025930945672902883,0.06929719207314,0.0
11,val,0.5587061087061086,0.5413780663780664,0.5102272727272726,-0.017328042328042192,0.031150793650793762,-0.048478835978835955,0.0
11,test,0.5505723443223443,0.5483266733266732,0.5391275391275391,-0.0022456709956710785,0.009199134199134096,-0.011444805194805174,0.0
23,train,0.7606778821907249,0.6022005745368376,0.5861631432046472,-0.15847730765388723,0.016037431332190377,-0.1745147389860776,0.0
23,val,0.5114177489177488,0.5096079846079846,0.450012025012025,-0.0018097643097642058,0.05959595959595965,-0.06140572390572385,0.0
23,test,0.5303994616494616,0.46213855588855585,0.4546980796980797,-0.06826090576090577,0.007440476190476164,-0.07570138195138193,0.0
37,train,0.9401752194297962,0.9305319191816572,0.9291786428283809,-0.009643300248138975,0.0013532763532763115,-0.010996576601415287,0.0
37,val,0.6060606060606061,0.6296717171717172,0.6011363636363637,0.023611111111111138,0.028535353535353525,-0.0049242424242423866,0.0
37,test,0.5550879675879675,0.5401709401709401,0.5467546342546342,-0.014917027417027384,-0.0065836940836940805,-0.008333333333333304,0.0
