probe,n,no_bias_test_ba_mean,no_bias_test_ba_std,bias_trained_test_ba_mean,bias_trained_test_ba_std,bias_trained_minus_no_bias_mean,bias_trained_minus_no_bias_std
l2_fixed250_linear,3,0.5960102397602397,0.035543716560959934,0.5799922299922299,0.032227188083271074,-0.016018009768009784,0.013069168980117783
l2_wholecount_linear,3,0.5576354201354201,0.022398590282351017,0.5518109205609205,0.02441624600041551,-0.005824499574499635,0.026509808904961803
l2_wholecount_matched_biasfree,3,0.47130439005439007,0.02231694856948897,0.44381197506197506,0.015686913723554165,-0.027492414992414987,0.033163541945966525
