condition,epoch,n,train_ba_mean,train_ba_std,val_ba_mean,val_ba_std,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std,val_zero_bias_ba_mean,val_zero_bias_ba_std,val_direct_bias_delta_ba_mean,val_direct_bias_delta_ba_std,bias_l2_mean,bias_l2_std
mean_ce_bias0_reuse,1.0,3,0.1008830224745262,0.007483738264796585,0.11383477633477627,0.012952570770949263,2.4850788935805213,0.004031403540262302,,,,,,,,
mean_ce_bias0_reuse,2.0,3,0.10329115318563764,0.009120895347285964,0.11150793650793646,0.015142758698780418,2.4717276108654764,0.0065893918501523045,,,,,,,,
mean_ce_bias0_reuse,3.0,3,0.10777269194944046,0.011908769043433388,0.0986772486772486,0.016992078113782876,2.4600066517661925,0.009829166828481877,,,,,,,,
mean_ce_bias0_reuse,4.0,3,0.11319419060247149,0.010491292569883562,0.0942460317460317,0.01419263474462631,2.4473600052446725,0.011949816244422472,,,,,,,,
mean_ce_bias0_reuse,5.0,3,0.11506682763234123,0.007646829369340845,0.10681216931216926,0.010937721831045792,2.4341030680305713,0.011971097222320188,,,,,,,,
mean_ce_bias0_reuse,6.0,3,0.12468419445489676,0.011634293179538586,0.11309523809523803,0.015810890327886136,2.4199414803115924,0.01078345747764932,,,,,,,,
mean_ce_bias0_reuse,7.0,3,0.13794036729440293,0.004547366235092222,0.12929894179894172,0.01684236981249582,2.4047488992541126,0.010430273752722702,,,,,,,,
mean_ce_bias0_reuse,8.0,3,0.14841032211053173,0.008258643618365962,0.14384920634920634,0.028832489716583747,2.3874643184095024,0.009131477202483978,,,,,,,,
mean_ce_bias0_reuse,9.0,3,0.17676236509045729,0.018030769330390717,0.13062169312169306,0.02327065090708883,2.3699864599804594,0.009431222671141961,,,,,,,,
mean_ce_bias0_reuse,10.0,3,0.18896598965519296,0.015619035995958052,0.15171957671957667,0.01767272001967487,2.349542653772657,0.009881446533639657,,,,,,,,
mean_ce_bias0_reuse,11.0,3,0.21194547474421685,0.020167761496064862,0.165652557319224,0.03025880186565949,2.3269861131581644,0.010894737878108813,,,,,,,,
mean_ce_bias0_reuse,12.0,3,0.21704434245969884,0.02027532733286341,0.16600529100529096,0.025111613153300523,2.3023514145759765,0.012070509407950146,,,,,,,,
mean_ce_bias0_reuse,13.0,3,0.2258698119180299,0.010064654062136774,0.17674162257495585,0.0030971092290716165,2.2746753970303213,0.014718123935328634,,,,,,,,
mean_ce_bias0_reuse,14.0,3,0.2507584275535009,0.013295123037699492,0.19398148148148145,0.009705786416848786,2.2467269617048955,0.016596010271130474,,,,,,,,
mean_ce_bias0_reuse,15.0,3,0.2692685936610126,0.009220573238223038,0.21784712201378864,0.0032992439362652132,2.2168253392784742,0.017145636929934475,,,,,,,,
mean_ce_bias0_reuse,16.0,3,0.28330876819361833,0.005640427064556679,0.244875340708674,0.010813315947430652,2.184196915902834,0.021069444800839863,,,,,,,,
mean_ce_bias0_reuse,17.0,3,0.30521475426164657,0.0072068993800815774,0.2439273689273689,0.005743767689955848,2.1517301356730894,0.021601928895402207,,,,,,,,
mean_ce_bias0_reuse,18.0,3,0.32355110866579606,0.010108595967951411,0.24743466410133078,0.008768653188820218,2.1185056374665314,0.02488306929418019,,,,,,,,
mean_ce_bias0_reuse,19.0,3,0.3306543042551644,0.016854926443265816,0.2622394580727914,0.03157700626381712,2.083991765018448,0.023830899577206802,,,,,,,,
mean_ce_bias0_reuse,20.0,3,0.35271608078358296,0.004042777990483317,0.2875260541927208,0.030436104531973138,2.050809598967595,0.025443273742860626,,,,,,,,
mean_ce_bias0_reuse,21.0,3,0.37152044227176795,0.006801283871678861,0.29144019560686224,0.019315983428412255,2.0159837915099907,0.024036451882622142,,,,,,,,
mean_ce_bias0_reuse,22.0,3,0.38488407833416516,0.007289677629527633,0.3217452300785633,0.021365727165248552,1.980140826241148,0.02632722341087161,,,,,,,,
mean_ce_bias0_reuse,23.0,3,0.40176572148399786,0.0040039382424755824,0.32901034151034153,0.007360992043572719,1.9445686012044832,0.025502630682560392,,,,,,,,
mean_ce_bias0_reuse,24.0,3,0.41478064698116635,0.0059851838289016945,0.3586519961519961,0.021706014420664423,1.909057364474749,0.02593011551506292,,,,,,,,
mean_ce_bias0_reuse,25.0,3,0.42489888203308723,0.00811710089081953,0.3416325957992625,0.010035209759504915,1.8751896493953328,0.02303523109209411,,,,,,,,
mean_ce_bias0_reuse,26.0,3,0.44124215268040173,0.014367585744770171,0.36233766233766235,0.03365578531064734,1.8405734284199042,0.026927736974266484,,,,,,,,
mean_ce_bias0_reuse,27.0,3,0.451529831655143,0.0033874491726821982,0.38250962000962,0.032869328310785706,1.8086674767394075,0.024052027212735597,,,,,,,,
mean_ce_bias0_reuse,28.0,3,0.4652321019832948,0.01352994062862706,0.3762385762385762,0.03333503921896794,1.7751083364448395,0.022115153714898847,,,,,,,,
mean_ce_bias0_reuse,29.0,3,0.4805353662856651,0.015532429900001041,0.40335698252364915,0.026297845060896587,1.7446122328850706,0.025081327007025613,,,,,,,,
mean_ce_bias0_reuse,30.0,3,0.5006508843373796,0.0017665762101178612,0.4098524931858265,0.02051937515080163,1.7155811997986496,0.023102098386513795,,,,,,,,
mean_ce_bias0_reuse,31.0,3,0.5086003294077731,0.026450804521467405,0.4198252364919031,0.026720856729138473,1.6821630369023353,0.025754090440435487,,,,,,,,
mean_ce_bias0_reuse,32.0,3,0.5234311154911672,0.017596998685346886,0.42111592111592105,0.008593662595423298,1.6510366762224724,0.02518155310691252,,,,,,,,
mean_ce_bias0_reuse,33.0,3,0.5426515043093522,0.02119716826691157,0.4222081930415264,0.018314450806219615,1.6202175738957854,0.025128206346991717,,,,,,,,
mean_ce_bias0_reuse,34.0,3,0.5494139137846125,0.026676862170486076,0.4265592432259098,0.018392570917705246,1.59079562660202,0.026725272026147096,,,,,,,,
mean_ce_bias0_reuse,35.0,3,0.5677113924351115,0.023167633618338523,0.4340327881994548,0.0013638835338205969,1.5617105905447481,0.025773085339603735,,,,,,,,
mean_ce_bias0_reuse,36.0,3,0.5821470247252906,0.034679352313992676,0.41638407888407886,0.011235140406159312,1.5335360762721428,0.02509816466750994,,,,,,,,
mean_ce_bias0_reuse,37.0,3,0.5875745975795801,0.03417720784507057,0.44240820907487577,0.014264193187904131,1.5057501363398629,0.029566378927754634,,,,,,,,
mean_ce_bias0_reuse,38.0,3,0.6049504910613909,0.030822944805737208,0.4399390732724066,0.005798858321235843,1.4779375195161268,0.02589952394938176,,,,,,,,
mean_ce_bias0_reuse,39.0,3,0.6122505938298476,0.03583370593306775,0.4640231681898348,0.013393044249777475,1.4546639197733098,0.030992825030284957,,,,,,,,
mean_ce_bias0_reuse,40.0,3,0.6274104267002812,0.030492667137822702,0.4472803431136764,0.0016345933823731775,1.4234764813282539,0.027836401386599402,,,,,,,,
mean_ce_bias0_reuse,41.0,3,0.6329177405224803,0.03621076020662345,0.443488455988456,0.018611248541902506,1.3985788186117623,0.02674483171050733,,,,,,,,
mean_ce_bias0_reuse,42.0,3,0.6498002226839262,0.027761621151484825,0.453054353054353,0.019851550385145293,1.3753692609307686,0.03049006798219315,,,,,,,,
mean_ce_bias0_reuse,43.0,3,0.6607314782783523,0.03788542641338599,0.460405643738977,0.01068146056307156,1.351203457213515,0.029549047734749055,,,,,,,,
mean_ce_bias0_reuse,44.0,3,0.668960616728156,0.03050248704719172,0.450122254288921,0.023812256778651744,1.3235239685094704,0.030025003879529635,,,,,,,,
mean_ce_bias0_reuse,45.0,3,0.6766468271909583,0.031173052751756428,0.4617524450857784,0.009049118285208988,1.3023796546616502,0.030400410659858303,,,,,,,,
mean_ce_bias0_reuse,46.0,3,0.6822563992785029,0.03511895190913476,0.47967772967772965,0.027482747353507753,1.2784866990539718,0.02925654910334554,,,,,,,,
mean_ce_bias0_reuse,47.0,3,0.6980293133772119,0.026612384776022933,0.4809443642776976,0.014232793711874353,1.2540047559940601,0.027659766419390983,,,,,,,,
mean_ce_bias0_reuse,48.0,3,0.703505077601636,0.02790616477492906,0.4724967933301267,0.017357202947201725,1.2330873450942923,0.02597706175010986,,,,,,,,
mean_ce_bias0_reuse,49.0,3,0.7199987360885447,0.027213504834952093,0.4848424723424723,0.02750956405543759,1.2097706665475683,0.024392528626239526,,,,,,,,
mean_ce_bias0_reuse,50.0,3,0.7246063908205983,0.01886720470833272,0.4769700978034312,0.011378233383836246,1.187388262321945,0.02296938928075141,,,,,,,,
mean_ce_bias0_reuse,51.0,3,0.7305829672515011,0.025132859750024723,0.4814033189033189,0.023685452235090117,1.1670047493413203,0.02739904002860904,,,,,,,,
mean_ce_bias0_reuse,52.0,3,0.7363218144838428,0.02228630945565028,0.47733285233285233,0.02520719369282949,1.1468219414430312,0.03033656397724151,,,,,,,,
mean_ce_bias0_reuse,53.0,3,0.7486246976988323,0.01578039542315198,0.4828342953342953,0.022954168398122234,1.123577308326498,0.02892822775669311,,,,,,,,
mean_ce_bias0_reuse,54.0,3,0.7573672547583654,0.023190721656603352,0.47274931858265185,0.02155457903660522,1.1007616519927979,0.02926944303328795,,,,,,,,
mean_ce_bias0_reuse,55.0,3,0.768589032037458,0.021766462825382634,0.4885040885040884,0.005928690692115227,1.0814671612852822,0.030416074836768756,,,,,,,,
mean_ce_bias0_reuse,56.0,3,0.7733051929998572,0.018484519927584406,0.5138347763347763,0.025638820259887198,1.0640306786702955,0.0281784818128738,,,,,,,,
mean_ce_bias0_reuse,57.0,3,0.7770402655958281,0.024729684496131252,0.4899450857784191,0.010972422448732064,1.0412599432420537,0.028209681009635813,,,,,,,,
mean_ce_bias0_reuse,58.0,3,0.7878769317986148,0.01538100220519301,0.5018298059964726,0.01609256366486251,1.0213578455898178,0.02729406230948201,,,,,,,,
mean_ce_bias0_reuse,59.0,3,0.7964772816208473,0.020963541848983646,0.4944765111431777,0.018704627792389357,1.0065410783833906,0.030953561895601233,,,,,,,,
mean_ce_bias0_reuse,60.0,3,0.8025749951727806,0.014462657960353873,0.4851050184383517,0.0013568591942423977,0.9868705173504467,0.029793868975072548,,,,,,,,
mean_ce_bias0_reuse,61.0,3,0.8114065333285415,0.025863408647766557,0.5104156645823311,0.01305032801046539,0.9675198111873349,0.02742904912588595,,,,,,,,
mean_ce_bias0_reuse,62.0,3,0.8094513256047731,0.01415541758012885,0.4893839185505852,0.0009531586841449818,0.951212363173342,0.026212657135795847,,,,,,,,
mean_ce_bias0_reuse,63.0,3,0.8195095489887466,0.016077345904547645,0.49858906525573193,0.017380917281851285,0.9359473312167826,0.024482883326806235,,,,,,,,
mean_ce_bias0_reuse,64.0,3,0.8267029195235432,0.015543571072737822,0.4991482283148949,0.01987552996903743,0.9149241097275717,0.024699608708745036,,,,,,,,
mean_ce_bias0_reuse,65.0,3,0.8248718205704967,0.012353283012986622,0.49179693763027094,0.015581570157736074,0.8982123081805852,0.027967355700056748,,,,,,,,
mean_ce_bias0_reuse,66.0,3,0.8400797206597015,0.008302292102481464,0.49987774571107896,0.02144259452126931,0.8871759141715723,0.027991392886963794,,,,,,,,
mean_ce_bias0_reuse,67.0,3,0.8390163537839804,0.011710981958544947,0.5094035594035593,0.017521920480916702,0.8672053319793697,0.02639722449503336,,,,,,,,
mean_ce_bias0_reuse,68.0,3,0.8417205106107645,0.013569460953178262,0.529673721340388,0.0325178891035812,0.8526574730941502,0.02587635605801879,,,,,,,,
mean_ce_bias0_reuse,69.0,3,0.848278141199072,0.018490645821325105,0.5046075837742504,0.03446382338926253,0.8378656324270602,0.02627183554073665,,,,,,,,
mean_ce_bias0_reuse,70.0,3,0.8546155845028337,0.01300053848749445,0.5148589065255731,0.02307445355769343,0.8223393550222795,0.025934478154031406,,,,,,,,
mean_ce_bias0_reuse,71.0,3,0.8569387264195427,0.012526871963643929,0.5013107263107264,0.021183328102547652,0.8074376856330066,0.027032715273548086,,,,,,,,
mean_ce_bias0_reuse,72.0,3,0.8647716722833206,0.007154980002638443,0.507241061407728,0.03321519519044719,0.7909536305611939,0.02766315560064451,,,,,,,,
mean_ce_bias0_reuse,73.0,3,0.8689510964712378,0.00967403717134194,0.499512987012987,0.03331014320954324,0.7767471971008467,0.02664190457077256,,,,,,,,
mean_ce_bias0_reuse,74.0,3,0.8711600745543989,0.010371122887634449,0.48489658489658477,0.027382735126448215,0.7655715982392816,0.024635298255052313,,,,,,,,
mean_ce_bias0_reuse,75.0,3,0.8796481417121393,0.01121826593433264,0.5053671637004971,0.019636507946712664,0.7470882598928386,0.02304726879108512,,,,,,,,
mean_ce_bias0_reuse,76.0,3,0.881777371269366,0.008020851750859348,0.4948172198172198,0.024289048403658402,0.7350864661745279,0.023185642908811647,,,,,,,,
mean_ce_bias0_reuse,77.0,3,0.8904878308132682,0.005484511629300505,0.49558882475549143,0.029342743649163294,0.7212325441926222,0.023417287661404655,,,,,,,,
mean_ce_bias0_reuse,78.0,3,0.896476904980447,0.00806963420801536,0.5208533750200417,0.040529480909459084,0.7083963268937151,0.02518685032548265,,,,,,,,
mean_ce_bias0_reuse,79.0,3,0.8936392896243013,0.008591923641898872,0.49780343113676445,0.020220447962040207,0.7013009727787712,0.022689531632046303,,,,,,,,
mean_ce_bias0_reuse,80.0,3,0.8947692369063187,0.010259213192391195,0.5220979637646305,0.05082593624344659,0.6841412019743291,0.025039979416706014,,,,,,,,
mean_ce_bias0_reuse,81.0,3,0.9024174595382015,0.008799002144655342,0.4970318261984928,0.021708634751698454,0.672944066070375,0.02393336069900237,,,,,,,,
mean_ce_bias0_reuse,82.0,3,0.9035657433752119,0.007499008750520629,0.5181437389770723,0.04276569488278568,0.6627175306972936,0.023286915877228018,,,,,,,,
mean_ce_bias0_reuse,83.0,3,0.9097462984915944,0.010692414044349743,0.5175565175565175,0.03325742287749614,0.6459547751810245,0.027099861929798217,,,,,,,,
mean_ce_bias0_reuse,84.0,3,0.9106734527984662,0.007656715228035132,0.5179653679653679,0.03340547294455817,0.6386937993186955,0.026539017970968852,,,,,,,,
mean_ce_bias0_reuse,85.0,3,0.9155624030837354,0.010569311167045946,0.5240500240500241,0.031549629454649446,0.6280844939965595,0.02588708865039776,,,,,,,,
mean_ce_bias0_reuse,86.0,3,0.912395620798411,0.011201557864400418,0.5275994067660733,0.021374158857793295,0.6161000513168702,0.028211340511895826,,,,,,,,
mean_ce_bias0_reuse,87.0,2,0.9187480730648717,0.0036624278343903027,0.5601611351611352,0.028637566137566184,0.5884136124137347,0.004398539995777828,,,,,,,,
mean_ce_bias0_reuse,88.0,2,0.9235607406532746,0.00046714244101336844,0.5477453102453103,0.040295815295815385,0.5788266636726163,0.005829834537949274,,,,,,,,
mean_ce_bias0_reuse,89.0,2,0.9242626409796214,0.0003089302038161712,0.5444203944203945,0.042989417989417966,0.5659134998378983,0.006928852421076048,,,,,,,,
mean_ce_bias0_reuse,90.0,2,0.926097278416528,0.0022195265998223856,0.557151875901876,0.03025793650793651,0.5607189109577779,0.005984649934169528,,,,,,,,
mean_ce_bias0_reuse,91.0,2,0.9271819960435842,0.0040355027416634215,0.5485870610870611,0.017989417989417944,0.5507197748106646,0.006064388843288526,,,,,,,,
mean_ce_bias0_reuse,92.0,2,0.930636691312005,0.0001771987363006211,0.5376262626262627,0.037914862914862846,0.5393369867756528,0.0017266653080610372,,,,,,,,
mean_ce_bias0_reuse,93.0,2,0.9308382163664712,0.002675016223757598,0.5454304954304954,0.04399951899951898,0.5289210250630025,0.0005547271179044966,,,,,,,,
mean_ce_bias0_reuse,94.0,2,0.9351823340530556,5.691942986080223e-05,0.5399561087061087,0.0454695767195768,0.5202412200312606,0.0018570700375020177,,,,,,,,
mean_ce_bias0_reuse,95.0,2,0.9360159809558849,0.0007664824035746864,0.5263648388648388,0.0402116402116402,0.508088027087013,0.003048292382038409,,,,,,,,
mean_ce_bias0_reuse,96.0,2,0.9360023643981508,0.0009363040009768286,0.5657828282828283,0.0402777777777778,0.5014082470110485,1.618981669160302e-05,,,,,,,,
mean_ce_bias0_reuse,97.0,2,0.9371128374794888,0.0030499689885803982,0.5417267917267917,0.03873857623857624,0.4929045817322657,0.0025979212762566872,,,,,,,,
mean_ce_bias0_reuse,98.0,2,0.93929414911451,0.003718202319084818,0.556310125060125,0.032488576238576206,0.4845628954354744,0.0002188234751893392,,,,,,,,
mean_ce_bias0_reuse,99.0,1,0.9401752194297962,0.0,0.6060606060606061,0.0,0.4750725824943713,0.0,,,,,,,,
mean_ce_bias0_reuse,100.0,1,0.9341536455424698,0.0,0.5837121212121212,0.0,0.4618553991674761,0.0,,,,,,,,
mean_ce_bias1_with_bias,1.0,3,0.11010094763863716,0.02030891254310569,0.09629629629629627,0.038025017034039,2.4850755978506047,0.0040102825931395735,2.4780920346577964,0.0057763353519218194,0.11350408850408845,0.021569937735176258,-0.01720779220779217,0.019453318643240236,0.0083938283070725,0.0005101537952192371
mean_ce_bias1_with_bias,2.0,3,0.13066852094275325,0.016866847014603923,0.13247354497354494,0.03523574658108751,2.4713955381035597,0.006576440677380779,2.4692981243133545,0.010859233949802455,0.11988536155202817,0.04541175442691182,0.012588183421516769,0.012669712999495528,0.0150212864858569,0.0009049933884561786
mean_ce_bias1_with_bias,3.0,3,0.12522727069110715,0.018719063933425956,0.1292328042328042,0.01986528528974067,2.4593787548942805,0.009893369996986772,2.4604996840159097,0.015133540354791473,0.10006613756613754,0.034984584502653036,0.0291666666666666,0.02673986866332157,0.021458206710193568,0.0012515306320299592
mean_ce_bias1_with_bias,4.0,3,0.13473811720929119,0.012423772081788891,0.1241402116402116,0.018500558183936325,2.4463412687823616,0.011972992412549309,2.4512643019358316,0.01734918531366252,0.11011904761904756,0.0037119616932281096,0.014021164021163999,0.018757667823607143,0.028427945908895302,0.001451611284710271
mean_ce_bias1_with_bias,5.0,3,0.13867174201293694,0.019541551687024074,0.13187830687830684,0.022555916105579565,2.4329021819624077,0.012200622869324886,2.4396983782450357,0.017183809474100777,0.1097342472342472,0.016703497036490145,0.022144059644059567,0.018628721166580917,0.0354064371785158,0.002075124485928054
mean_ce_bias1_with_bias,6.0,3,0.144004853607841,0.009226079461498579,0.14398148148148146,0.03523947059457472,2.418189723534072,0.010725179177239759,2.4270933469136557,0.016508758517987887,0.11706349206349202,0.0064801315946645035,0.026917989417989396,0.028796663893651552,0.04273142578917107,0.002812452810934221
mean_ce_bias1_with_bias,7.0,3,0.15812067348754977,0.00903915250574748,0.1537698412698412,0.03162178065577228,2.402481050923578,0.010504875229827475,2.4127468268076577,0.014001919703798077,0.14060846560846554,0.015900549312395894,0.013161375661375702,0.020125825469183754,0.050267738766508425,0.003687413819359798
mean_ce_bias1_with_bias,8.0,3,0.16613764879619175,0.016794432677442697,0.1689814814814814,0.04967807396352891,2.3849383409995837,0.009202277739336436,2.3988208770751953,0.012510401890367671,0.14947089947089945,0.041629907359407976,0.019510582010581996,0.03273642505493274,0.05814963347080634,0.004412722031189037
mean_ce_bias1_with_bias,9.0,3,0.19374585223094587,0.024971777796752116,0.1782407407407407,0.027136558517101343,2.3666987487521585,0.009786898037114118,2.3835789362589517,0.012506953192166501,0.1468374218374218,0.0321003005565573,0.0314033189033189,0.02290908234251794,0.06655040361863167,0.004597696437101752
mean_ce_bias1_with_bias,10.0,3,0.2069402742775692,0.02708303825119471,0.18558201058201051,0.025029551974561085,2.345943030583332,0.010442225465290503,2.3680310249328613,0.012578002299361188,0.14497354497354495,0.036103963670430575,0.040608465608465566,0.015369266140703003,0.07519288263285627,0.004920257928696617
mean_ce_bias1_with_bias,11.0,3,0.22546440015648614,0.02811277674328875,0.2025132275132275,0.020630044533092046,2.321944755312361,0.011416393385286721,2.3481409549713135,0.015962194516664273,0.17067901234567898,0.018822022643808653,0.03183421516754844,0.01786957674546941,0.08412741576611114,0.004983972629827567
mean_ce_bias1_with_bias,12.0,3,0.24714022950827738,0.017361231993230974,0.21466049382716046,0.019645887904873302,2.2963345145194336,0.013106238787293242,2.323252280553182,0.01637194080438398,0.1726410934744268,0.021916219380538674,0.04201940035273364,0.023549514388174573,0.0930949112039347,0.00510436304706861
mean_ce_bias1_with_bias,13.0,3,0.25161229793212775,0.01301047436814952,0.23666225749559078,0.018380876525453938,2.2686196012327335,0.015786855764645953,2.2933468023935952,0.018076903309084763,0.19556878306878303,0.012934249053496225,0.0410934744268077,0.009782598364792425,0.10173293008378663,0.004822816947792635
mean_ce_bias1_with_bias,14.0,3,0.28785536448896604,0.01036079460593607,0.2371252204585538,0.019984516221694292,2.239259659252287,0.01796007025929519,2.2695511976877847,0.02525122776767572,0.2044753086419753,0.013427645320148026,0.03264991181657847,0.011174487168821395,0.11040704500924253,0.005063247578190805
mean_ce_bias1_with_bias,15.0,3,0.3006797918776892,0.00719469311433538,0.2516333974667308,0.016700591904715147,2.20898436829747,0.01967309880261514,2.236828168233236,0.03055618785323708,0.21265432098765433,0.017937497479809678,0.03897907647907647,0.03449284760390709,0.11944224392775356,0.005483175228336676
mean_ce_bias1_with_bias,16.0,3,0.3083524222057796,0.007578607511335552,0.27213604296937627,0.004295071403798791,2.1762851961576866,0.023029270225650423,2.206192413965861,0.03131341414502296,0.24667308000641333,0.006648233800799936,0.0254629629629629,0.0024930134362764534,0.12847690498028214,0.005382620475753926
mean_ce_bias1_with_bias,17.0,3,0.32473201687724135,0.012135337315647768,0.28164983164983165,0.014880050680172804,2.1424331372316305,0.023767175432595655,2.176713148752848,0.034950769586770535,0.2766694725028058,0.014619274805634894,0.0049803591470258335,0.009047440275996268,0.13730849950729376,0.005387020533778591
mean_ce_bias1_with_bias,18.0,3,0.3406808909080305,0.012197726350405513,0.27722061888728555,0.008554907067615606,2.109487139829875,0.02622421710722181,2.1443568070729575,0.03981149464528327,0.2574775533108866,0.015874569280775526,0.019743065576398898,0.019982321288092228,0.14599803565254363,0.0053963424683755
mean_ce_bias1_with_bias,19.0,3,0.3505122825259402,0.009442568491585333,0.29378707712041047,0.034444727175387706,2.0750644034649954,0.02591299126638109,2.1082522869110107,0.035476357104300964,0.2802749719416386,0.034997289031832524,0.0135121051787718,0.0036415551721864533,0.15457901442818675,0.005117139426333039
mean_ce_bias1_with_bias,20.0,3,0.3723711754183298,0.0034247931851674055,0.29770121853455184,0.031412165788755865,2.040866288041768,0.027319620359922893,2.0891549587249756,0.04155076551199491,0.27713243546576877,0.03687379313598279,0.02056878306878303,0.005936733944362588,0.16310043333394342,0.004812269490061172
mean_ce_bias1_with_bias,21.0,3,0.38817869109065617,0.005801131479601598,0.31797338464005126,0.03334998587353455,2.006481573216476,0.026195295425781095,2.0540643930435185,0.04455697725996629,0.30801066217732886,0.03874697611156597,0.0099627224627224,0.029439496729462705,0.17134769715972595,0.004977836382140471
mean_ce_bias1_with_bias,22.0,3,0.4034947114055054,0.007073454580700187,0.33855419272085935,0.0131022032902077,1.9710003787323587,0.02857054648727675,2.027692198753357,0.03862336517166829,0.31773288439955105,0.015321968713570264,0.02082130832130827,0.010227472435252207,0.1792557934155643,0.00460588459830814
mean_ce_bias1_with_bias,23.0,3,0.40430264099834995,0.0069340271819627215,0.34402356902356895,0.018170590973228137,1.93628953027096,0.02761470120934203,2.004430055618286,0.03484977387625846,0.32084135000801656,0.02143212360372329,0.02318221901555233,0.00980084751061289,0.1869738333805102,0.0043700391563684824
mean_ce_bias1_with_bias,24.0,3,0.4179924956164021,0.006117700004031685,0.3542087542087542,0.014991701178666146,1.899767573031624,0.029427951094878835,1.9661486546198528,0.04436815016691921,0.35047097963764634,0.009116085839359871,0.0037377745711078664,0.02236517992831328,0.19455394815456953,0.004227096928863909
mean_ce_bias1_with_bias,25.0,3,0.43246632272255187,0.006585156521091707,0.3665343915343915,0.009105991469045371,1.8658927484141365,0.02551404285109021,1.9460847775141399,0.02831884812404179,0.3293831168831169,0.011696659410160496,0.037151274651274595,0.019963120817603482,0.20154651497438092,0.003865277683061574
mean_ce_bias1_with_bias,26.0,3,0.4503788947742599,0.00893955510724135,0.38155964405964404,0.029555801487418328,1.8303908347673137,0.02924207859644943,1.9185357093811035,0.04630009779335898,0.3755050505050505,0.018949384153175687,0.006054593554593532,0.0302924556729104,0.20823914225977957,0.0036770852860510935
