condition,split,n,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,objective_loss_mean,objective_loss_std
mean_ce_bias0_reuse,test,3,0.5593607305936074,0.008542596773456522,0.5453532578532578,0.010733428437914931,0.5348896824294379,0.020428256109484916,1.4567584196726482,0.07515653241026939
mean_ce_bias0_reuse,train,3,0.853126792885829,0.07169018488426443,0.8517090861990445,0.07330192453157774,0.8530368490913522,0.07428083863698341,0.7765461802482605,0.2472903024648076
mean_ce_bias0_reuse,val,3,0.5661375661375662,0.03568978191331229,0.5587281545614878,0.0386377877779049,0.5555586917629128,0.040869978923932036,1.341200828552246,0.12775798234145141
mean_ce_bias1_with_bias,test,3,0.5342465753424658,0.029592423280401205,0.516878723128723,0.03885008303670223,0.49527633708849755,0.05342517980446078,1.4940824111302693,0.14993066943852637
mean_ce_bias1_with_bias,train,3,0.8227194492254734,0.14730510579490125,0.8186815111038395,0.15310351310581416,0.82124756090913,0.153001322180678,0.8341347575187683,0.4154333915965453
mean_ce_bias1_with_bias,val,3,0.5714285714285715,0.046728893472634085,0.5602192560525894,0.05079414526988578,0.5587271490958586,0.04953881180581365,1.35720960299174,0.214049430713797
mean_ce_bias1_zero_bias,test,3,0.5296803652968036,0.035516778963707876,0.513526751026751,0.04171452642858812,0.49418309698588353,0.05744333006720874,1.5017046531041462,0.15361568564196193
mean_ce_bias1_zero_bias,train,3,0.8146873207114171,0.1574303879393459,0.8129710450275937,0.16039374194540848,0.811272405847769,0.16480799839441448,0.8414154450098673,0.41831520630584523
mean_ce_bias1_zero_bias,val,3,0.5264550264550265,0.05879923484363191,0.5204585537918871,0.062118975980657756,0.5120345353389453,0.07073943902333707,1.3686326344807942,0.21981519154948098
