objective_eval,train_task_ce,train_total_objective
1.0,2.5722320079803467,4.582303047180176
2.0,2.5624804496765137,4.51658821105957
3.0,2.4834632873535156,3.974307060241699
4.0,2.3223047256469727,2.4529895782470703
5.0,2.31335711479187,2.4455623626708984
6.0,2.278841018676758,2.3659677505493164
7.0,2.2783517837524414,2.3645479679107666
8.0,2.278402090072632,2.3643927574157715
9.0,2.278632640838623,2.3643798828125
10.0,2.278916358947754,2.3643760681152344
11.0,2.2789175510406494,2.3643758296966553
12.0,2.2789173126220703,2.3643758296966553
13.0,2.2789175510406494,2.3643760681152344
14.0,2.2789173126220703,2.3643758296966553
15.0,2.2789175510406494,2.3643760681152344
16.0,2.2789175510406494,2.3643760681152344
17.0,2.2789175510406494,2.3643760681152344
18.0,2.2789173126220703,2.3643758296966553
19.0,2.2789101600646973,2.3643760681152344
20.0,2.278917074203491,2.3643760681152344
21.0,2.2789175510406494,2.3643763065338135
22.0,2.2789173126220703,2.3643758296966553
