objective_eval,train_task_ce,train_total_objective
1.0,2.476531744003296,4.428822994232178
2.0,2.4736757278442383,4.368847370147705
3.0,2.449136257171631,3.870112419128418
4.0,2.3641357421875,2.421213388442993
5.0,2.3463687896728516,2.4171295166015625
6.0,2.3499293327331543,2.408038377761841
7.0,2.3500123023986816,2.4080190658569336
8.0,2.349996566772461,2.4080183506011963
9.0,2.349987745285034,2.4080188274383545
10.0,2.349996566772461,2.4080188274383545
11.0,2.349996566772461,2.4080185890197754
12.0,2.349996566772461,2.4080183506011963
