objective_eval,train_task_ce,train_total_objective
1.0,2.951570987701416,4.903861999511719
2.0,2.8094563484191895,4.733138561248779
3.0,2.37190842628479,4.0735578536987305
4.0,2.158742904663086,3.6299147605895996
5.0,1.5891786813735962,2.5626935958862305
6.0,1.9363460540771484,2.967426300048828
7.0,1.462578535079956,2.3365933895111084
8.0,1.259247064590454,2.1158571243286133
9.0,1.063942790031433,1.8894693851470947
10.0,1.218221664428711,1.960776686668396
11.0,1.0068734884262085,1.7717111110687256
12.0,1.0382905006408691,1.7043898105621338
13.0,1.0852112770080566,1.6586958169937134
14.0,1.1313835382461548,1.6220829486846924
15.0,1.1786127090454102,1.5863274335861206
16.0,1.180500864982605,1.5865081548690796
17.0,1.174593210220337,1.5805532932281494
18.0,1.1645054817199707,1.5782984495162964
19.0,1.161887764930725,1.5778805017471313
20.0,1.1622766256332397,1.5777539014816284
21.0,1.1637108325958252,1.577432632446289
22.0,1.1645565032958984,1.5773738622665405
23.0,1.1649370193481445,1.5772655010223389
24.0,1.1649045944213867,1.5772583484649658
25.0,1.1649596691131592,1.5772546529769897
26.0,1.1650053262710571,1.5772488117218018
27.0,1.1650848388671875,1.5772432088851929
28.0,1.1651710271835327,1.5772466659545898
29.0,1.165109634399414,1.5772422552108765
30.0,1.1651095151901245,1.5772416591644287
31.0,1.1651062965393066,1.5772416591644287
