epoch,train_task_ce,val_task_ce,train_ba,val_ba
1.0,2.488471296280879,2.469979763031006,0.0772502418964683,0.12685185185185185
2.0,2.4123829703733146,2.408768892288208,0.13519002311455142,0.13564814814814816
3.0,2.3540358153554948,2.3639886379241943,0.2202504972316293,0.1994047619047619
4.0,2.3075684856835004,2.3299951553344727,0.29841562292820156,0.1974206349206349
5.0,2.268205144524369,2.3023622035980225,0.35437485441416255,0.2468253968253968
6.0,2.231933252741671,2.2764499187469482,0.4018940816260923,0.30793650793650795
7.0,2.1985978678048377,2.2538158893585205,0.4260537924517762,0.32876984126984127
8.0,2.1679891735674386,2.2324254512786865,0.44542770352241307,0.31749639249639255
9.0,2.1398841464786234,2.2130558490753174,0.48784546860457884,0.34729437229437227
10.0,2.114274571151208,2.197782516479492,0.5181233109407822,0.37090548340548346
11.0,2.0913191838847176,2.184481143951416,0.558918547556635,0.39871933621933625
12.0,2.070401449416878,2.1716811656951904,0.5700802777435222,0.40070346320346323
13.0,2.0511342662542082,2.158825397491455,0.6002518773326672,0.40070346320346323
14.0,2.0333034928612372,2.148639440536499,0.608422017506137,0.40903679653679653
15.0,2.0168526022856903,2.1388821601867676,0.6320139982429568,0.40764790764790765
16.0,2.0015573751905906,2.1308727264404297,0.6406827191850777,0.40827922077922074
17.0,1.9875350332916706,2.1247944831848145,0.6508175191540896,0.42418831168831167
18.0,1.9745358866791718,2.1187965869903564,0.6676253118567214,0.41387085137085133
19.0,1.962447015430759,2.1124494075775146,0.690692212652445,0.4208152958152958
20.0,1.9509685843823903,2.10636043548584,0.7015832046074877,0.42775974025974023
21.0,1.940271511135331,2.100372314453125,0.714524244799872,0.4158549783549783
22.0,1.9307761063058693,2.096869945526123,0.7275394394817333,0.42974386724386715
23.0,1.9215409431523176,2.092284917831421,0.7290910143282133,0.46446608946608947
24.0,1.9124568598200655,2.0883917808532715,0.7348704361060628,0.45150312650312646
25.0,1.904155677854502,2.085047721862793,0.7428482554545367,0.4584475709475709
26.0,1.8962957694895706,2.083087205886841,0.7561773819925529,0.4653920153920154
27.0,1.8887759980564478,2.0808098316192627,0.7642028012797647,0.4737253487253487
28.0,1.8817051813237229,2.0777132511138916,0.7613212207999139,0.4856301106301106
29.0,1.8752621451261327,2.07639217376709,0.7783593606427629,0.4697210197210197
30.0,1.8687927688050394,2.0745112895965576,0.7656865416898847,0.4697210197210197
31.0,1.8626249113509659,2.071065664291382,0.7629344555304735,0.45583213083213076
32.0,1.8567604581583388,2.067772388458252,0.7742059983668548,0.45583213083213076
33.0,1.8511990643204181,2.067004442214966,0.7849478912778652,0.45583213083213076
