objective_eval,train_task_ce,train_total_objective
1.0,2.9911253452301025,5.016103744506836
2.0,2.889608860015869,4.878589630126953
3.0,2.2865161895751953,3.757422924041748
4.0,1.9985038042068481,3.1064610481262207
5.0,1.5697284936904907,2.433244466781616
6.0,1.4557994604110718,2.153308391571045
7.0,1.431260347366333,1.9920904636383057
8.0,1.406998872756958,1.8917738199234009
9.0,1.3931505680084229,1.821622371673584
10.0,1.3856992721557617,1.7892298698425293
11.0,1.3544055223464966,1.7766153812408447
12.0,1.3734091520309448,1.7720935344696045
13.0,1.4051774740219116,1.7664148807525635
14.0,1.4072524309158325,1.7678658962249756
15.0,1.4050374031066895,1.7657827138900757
16.0,1.4033689498901367,1.765381932258606
17.0,1.4011365175247192,1.7652819156646729
18.0,1.3988877534866333,1.7652194499969482
19.0,1.3971534967422485,1.7652208805084229
20.0,1.3980190753936768,1.765197515487671
21.0,1.3977729082107544,1.7651866674423218
22.0,1.3978670835494995,1.7651854753494263
23.0,1.3979641199111938,1.7651848793029785
24.0,1.398026943206787,1.7651842832565308
25.0,1.3980191946029663,1.7651841640472412
26.0,1.3980218172073364,1.765183925628662
27.0,1.3980048894882202,1.765183925628662
