objective_eval,train_task_ce,train_total_objective
1.0,2.7866058349609375,4.796677112579346
2.0,2.7399349212646484,4.703474521636963
3.0,2.4428188800811768,4.031833648681641
4.0,2.2152416706085205,2.851132392883301
5.0,2.20151948928833,2.598466634750366
6.0,2.0376696586608887,2.3375840187072754
7.0,2.0083258152008057,2.249986171722412
8.0,2.004244327545166,2.214505910873413
9.0,2.022904872894287,2.1917946338653564
10.0,2.0329697132110596,2.187640428543091
11.0,2.0353147983551025,2.1866512298583984
12.0,2.036794900894165,2.1864871978759766
13.0,2.0375945568084717,2.186408042907715
14.0,2.0377564430236816,2.18637752532959
15.0,2.037687063217163,2.1863605976104736
16.0,2.0376131534576416,2.186356544494629
17.0,2.0376014709472656,2.1863560676574707
18.0,2.037609338760376,2.1863551139831543
19.0,2.0376031398773193,2.1863555908203125
20.0,2.0376088619232178,2.1863551139831543
21.0,2.037609338760376,2.1863551139831543
22.0,2.037609338760376,2.1863551139831543
23.0,2.037609815597534,2.1863555908203125
24.0,2.037609338760376,2.1863551139831543
