objective_eval,train_task_ce,train_total_objective
1.0,2.5640242099761963,2.5640242099761963
2.0,2.5439445972442627,2.5439445972442627
3.0,2.3995537757873535,2.3995537757873535
4.0,2.160367488861084,2.160367488861084
5.0,1.9628877639770508,1.9628877639770508
6.0,1.817366361618042,1.817366361618042
7.0,1.7368093729019165,1.7368093729019165
8.0,1.6811186075210571,1.6811186075210571
9.0,1.6025701761245728,1.6025701761245728
10.0,1.5838786363601685,1.5838786363601685
11.0,1.5710642337799072,1.5710642337799072
12.0,1.5506306886672974,1.5506306886672974
13.0,1.5269626379013062,1.5269626379013062
14.0,1.5097808837890625,1.5097808837890625
15.0,1.4953292608261108,1.4953292608261108
16.0,1.4861818552017212,1.4861818552017212
17.0,1.4780329465866089,1.4780329465866089
18.0,1.4701025485992432,1.4701025485992432
19.0,1.4611835479736328,1.4611835479736328
20.0,1.4568806886672974,1.4568806886672974
21.0,1.4539527893066406,1.4539527893066406
22.0,1.449896216392517,1.449896216392517
23.0,1.4455145597457886,1.4455145597457886
24.0,1.4408857822418213,1.4408857822418213
25.0,1.4389243125915527,1.4389243125915527
26.0,1.436327338218689,1.436327338218689
27.0,1.4341503381729126,1.4341503381729126
28.0,1.4322893619537354,1.4322893619537354
29.0,1.4310473203659058,1.4310473203659058
30.0,1.429194450378418,1.429194450378418
31.0,1.4282000064849854,1.4282000064849854
32.0,1.427430272102356,1.427430272102356
33.0,1.4267644882202148,1.4267644882202148
34.0,1.4262068271636963,1.4262068271636963
35.0,1.425343632698059,1.425343632698059
36.0,1.4245935678482056,1.4245935678482056
37.0,1.4244377613067627,1.4244377613067627
38.0,1.4239600896835327,1.4239600896835327
39.0,1.4238654375076294,1.4238654375076294
40.0,1.423728346824646,1.423728346824646
41.0,1.423513412475586,1.423513412475586
42.0,1.4232068061828613,1.4232068061828613
43.0,1.4230787754058838,1.4230787754058838
44.0,1.4229803085327148,1.4229803085327148
45.0,1.422940969467163,1.422940969467163
46.0,1.4228883981704712,1.4228883981704712
47.0,1.4227606058120728,1.4227606058120728
48.0,1.422611117362976,1.422611117362976
49.0,1.422553539276123,1.422553539276123
50.0,1.422504186630249,1.422504186630249
51.0,1.4224852323532104,1.4224852323532104
52.0,1.422452688217163,1.422452688217163
53.0,1.422402262687683,1.422402262687683
54.0,1.4223458766937256,1.4223458766937256
55.0,1.4223352670669556,1.4223352670669556
56.0,1.422307014465332,1.422307014465332
57.0,1.4223214387893677,1.4223214387893677
58.0,1.4223004579544067,1.4223004579544067
59.0,1.4222968816757202,1.4222968816757202
60.0,1.4222822189331055,1.4222822189331055
61.0,1.4222723245620728,1.4222723245620728
62.0,1.4222897291183472,1.4222897291183472
63.0,1.4222686290740967,1.4222686290740967
64.0,1.4222639799118042,1.4222639799118042
65.0,1.4222593307495117,1.4222593307495117
66.0,1.4222559928894043,1.4222559928894043
67.0,1.4222527742385864,1.4222527742385864
68.0,1.4222501516342163,1.4222501516342163
69.0,1.422248125076294,1.422248125076294
70.0,1.422247052192688,1.422247052192688
71.0,1.422244906425476,1.422244906425476
72.0,1.422243595123291,1.422243595123291
73.0,1.4222452640533447,1.4222452640533447
74.0,1.422242283821106,1.422242283821106
75.0,1.4222397804260254,1.4222397804260254
76.0,1.4222387075424194,1.4222387075424194
77.0,1.4222369194030762,1.4222369194030762
78.0,1.4222354888916016,1.4222354888916016
79.0,1.4222363233566284,1.4222363233566284
80.0,1.4222345352172852,1.4222345352172852
81.0,1.4222332239151,1.4222332239151
82.0,1.4222323894500732,1.4222323894500732
83.0,1.422231674194336,1.422231674194336
84.0,1.4222307205200195,1.4222307205200195
85.0,1.4222294092178345,1.4222294092178345
86.0,1.4222288131713867,1.4222288131713867
87.0,1.4222278594970703,1.4222278594970703
88.0,1.4222278594970703,1.4222278594970703
