objective_eval,train_task_ce,train_total_objective
1.0,2.8772833347320557,4.887354850769043
2.0,2.7844767570495605,4.759615898132324
3.0,2.313748836517334,4.0186028480529785
4.0,2.050438404083252,3.353861093521118
5.0,1.5019261837005615,2.290842056274414
6.0,1.6707322597503662,2.420673131942749
7.0,1.38677978515625,2.082145929336548
8.0,1.223493218421936,1.9058327674865723
9.0,1.2071149349212646,1.8231210708618164
10.0,1.2717255353927612,1.7703568935394287
11.0,1.271193504333496,1.7392300367355347
12.0,1.318880558013916,1.719050407409668
13.0,1.3326427936553955,1.7175285816192627
14.0,1.3369157314300537,1.7171058654785156
15.0,1.3342288732528687,1.7168395519256592
16.0,1.3323590755462646,1.7166721820831299
17.0,1.3325458765029907,1.7166391611099243
18.0,1.33281409740448,1.7166337966918945
19.0,1.332879662513733,1.7166270017623901
20.0,1.3329055309295654,1.7166252136230469
21.0,1.332844614982605,1.7166228294372559
22.0,1.3327771425247192,1.7166224718093872
23.0,1.3327133655548096,1.7166223526000977
24.0,1.3327240943908691,1.7166223526000977
