objective_eval,train_task_ce,train_total_objective
1.0,2.533459186553955,4.558437347412109
2.0,2.529088258743286,4.496698379516602
3.0,2.491546630859375,3.9821386337280273
4.0,2.3482182025909424,2.420360803604126
5.0,2.328000068664551,2.4114058017730713
6.0,2.3328919410705566,2.4039857387542725
7.0,2.333270788192749,2.4039556980133057
8.0,2.333268642425537,2.4039554595947266
9.0,2.3332769870758057,2.4039559364318848
10.0,2.333268880844116,2.4039556980133057
11.0,2.333268642425537,2.4039554595947266
12.0,2.333268642425537,2.4039554595947266
13.0,2.333268642425537,2.4039554595947266
