objective_eval,train_task_ce,train_total_objective
1.0,2.4924111366271973,4.4447021484375
2.0,2.4881153106689453,4.3835978507995605
3.0,2.4692673683166504,4.119921684265137
4.0,2.314549446105957,2.4708569049835205
5.0,2.2898571491241455,2.428316354751587
6.0,2.269237518310547,2.3723957538604736
7.0,2.270951986312866,2.371971607208252
8.0,2.271500825881958,2.3719637393951416
9.0,2.271986484527588,2.3719615936279297
10.0,2.272116184234619,2.371961832046509
11.0,2.272000551223755,2.371961832046509
12.0,2.271986722946167,2.3719615936279297
13.0,2.271986722946167,2.371961832046509
14.0,2.271986484527588,2.3719615936279297
