objective_eval,train_task_ce,train_total_objective
1.0,2.473524332046509,2.473524332046509
2.0,2.4614601135253906,2.4614601135253906
3.0,2.361997127532959,2.361997127532959
4.0,1.6930705308914185,1.6930705308914185
5.0,1.3896445035934448,1.3896445035934448
6.0,1.129143476486206,1.129143476486206
7.0,1.0176109075546265,1.0176109075546265
8.0,0.9431574940681458,0.9431574940681458
9.0,0.8972931504249573,0.8972931504249573
10.0,0.8640335202217102,0.8640335202217102
11.0,0.8258208632469177,0.8258208632469177
12.0,0.7854059338569641,0.7854059338569641
13.0,0.7557805180549622,0.7557805180549622
14.0,0.7144800424575806,0.7144800424575806
15.0,0.6745140552520752,0.6745140552520752
16.0,0.6392934918403625,0.6392934918403625
17.0,0.6121079325675964,0.6121079325675964
18.0,0.5817693471908569,0.5817693471908569
19.0,0.5447100400924683,0.5447100400924683
20.0,0.5120791792869568,0.5120791792869568
21.0,0.49369677901268005,0.49369677901268005
22.0,0.4606027603149414,0.4606027603149414
23.0,0.42804014682769775,0.42804014682769775
24.0,0.39652204513549805,0.39652204513549805
25.0,0.37898021936416626,0.37898021936416626
26.0,0.3596404790878296,0.3596404790878296
27.0,0.34343329071998596,0.34343329071998596
28.0,0.3232940435409546,0.3232940435409546
29.0,0.29458382725715637,0.29458382725715637
30.0,0.28642886877059937,0.28642886877059937
31.0,0.26464101672172546,0.26464101672172546
32.0,0.25679752230644226,0.25679752230644226
33.0,0.240597203373909,0.240597203373909
34.0,0.22041158378124237,0.22041158378124237
35.0,0.19167444109916687,0.19167444109916687
36.0,0.169834703207016,0.169834703207016
37.0,0.15771518647670746,0.15771518647670746
38.0,0.14280098676681519,0.14280098676681519
39.0,0.12712247669696808,0.12712247669696808
40.0,0.1151135116815567,0.1151135116815567
41.0,0.10626919567584991,0.10626919567584991
42.0,0.09416812658309937,0.09416812658309937
43.0,0.08394110947847366,0.08394110947847366
44.0,0.0785590410232544,0.0785590410232544
45.0,0.07014118880033493,0.07014118880033493
46.0,0.06511372327804565,0.06511372327804565
47.0,0.06153130158782005,0.06153130158782005
48.0,0.058094143867492676,0.058094143867492676
49.0,0.053864069283008575,0.053864069283008575
50.0,0.0513128899037838,0.0513128899037838
51.0,0.05001908540725708,0.05001908540725708
52.0,0.0486101359128952,0.0486101359128952
53.0,0.047998860478401184,0.047998860478401184
54.0,0.04630661383271217,0.04630661383271217
55.0,0.044964004307985306,0.044964004307985306
56.0,0.043573226779699326,0.043573226779699326
57.0,0.04271845147013664,0.04271845147013664
58.0,0.04230308532714844,0.04230308532714844
59.0,0.04137684404850006,0.04137684404850006
60.0,0.04029730334877968,0.04029730334877968
61.0,0.03948868811130524,0.03948868811130524
62.0,0.03856179118156433,0.03856179118156433
63.0,0.045274119824171066,0.045274119824171066
64.0,0.03766737878322601,0.03766737878322601
65.0,0.036184683442115784,0.036184683442115784
66.0,0.03768239542841911,0.03768239542841911
67.0,0.03539610281586647,0.03539610281586647
68.0,0.03515917435288429,0.03515917435288429
69.0,0.03471644967794418,0.03471644967794418
70.0,0.03441252186894417,0.03441252186894417
71.0,0.034166984260082245,0.034166984260082245
72.0,0.03379950299859047,0.03379950299859047
73.0,0.03322653844952583,0.03322653844952583
74.0,0.03258692845702171,0.03258692845702171
75.0,0.03229815885424614,0.03229815885424614
76.0,0.03237824887037277,0.03237824887037277
77.0,0.03159917891025543,0.03159917891025543
78.0,0.03229900076985359,0.03229900076985359
79.0,0.031037932261824608,0.031037932261824608
80.0,0.030359504744410515,0.030359504744410515
81.0,0.030115853995084763,0.030115853995084763
82.0,0.02977016754448414,0.02977016754448414
83.0,0.03096052259206772,0.03096052259206772
84.0,0.028461314737796783,0.028461314737796783
85.0,0.037223588675260544,0.037223588675260544
86.0,0.028309941291809082,0.028309941291809082
87.0,0.027986105531454086,0.027986105531454086
88.0,0.02752445638179779,0.02752445638179779
89.0,0.02691538818180561,0.02691538818180561
90.0,0.028000492602586746,0.028000492602586746
91.0,0.026657743379473686,0.026657743379473686
92.0,0.02622379921376705,0.02622379921376705
93.0,0.02565918304026127,0.02565918304026127
94.0,0.025373660027980804,0.025373660027980804
95.0,0.025044742971658707,0.025044742971658707
96.0,0.025110570713877678,0.025110570713877678
97.0,0.024842726066708565,0.024842726066708565
98.0,0.024718724191188812,0.024718724191188812
99.0,0.024330122396349907,0.024330122396349907
100.0,0.024432705715298653,0.024432705715298653
101.0,0.024161843582987785,0.024161843582987785
