objective_eval,train_task_ce,train_total_objective
1.0,3.2098803520202637,5.234858512878418
2.0,3.055615186691284,5.052731513977051
3.0,2.383056640625,4.0963592529296875
4.0,2.2087349891662598,3.7143445014953613
5.0,1.7849407196044922,2.8947243690490723
6.0,1.1861894130706787,2.1363251209259033
7.0,0.969838559627533,1.9832677841186523
8.0,0.9667920470237732,1.8360121250152588
9.0,1.0620099306106567,1.7824583053588867
10.0,1.0287970304489136,1.7203195095062256
11.0,1.0564481019973755,1.6346383094787598
12.0,1.1625441312789917,1.601457953453064
13.0,1.1519602537155151,1.5783617496490479
14.0,1.134669303894043,1.5720765590667725
15.0,1.139081597328186,1.5711400508880615
16.0,1.1433619260787964,1.570672631263733
17.0,1.1473637819290161,1.5701100826263428
18.0,1.152286410331726,1.5696067810058594
19.0,1.1505794525146484,1.5694375038146973
20.0,1.149399995803833,1.5693399906158447
21.0,1.148930549621582,1.5693309307098389
22.0,1.1483699083328247,1.5693167448043823
23.0,1.148166298866272,1.5693027973175049
24.0,1.1483415365219116,1.5692977905273438
25.0,1.1485657691955566,1.5692951679229736
26.0,1.1485298871994019,1.5692945718765259
27.0,1.148521065711975,1.5692945718765259
