objective_eval,train_task_ce,train_total_objective
1.0,2.4948670864105225,2.4948670864105225
2.0,2.4771835803985596,2.4771835803985596
3.0,2.3544673919677734,2.3544673919677734
4.0,2.1052396297454834,2.1052396297454834
5.0,1.981925368309021,1.981925368309021
6.0,1.8663643598556519,1.8663643598556519
7.0,1.8452041149139404,1.8452041149139404
8.0,1.8265135288238525,1.8265135288238525
9.0,1.8005868196487427,1.8005868196487427
10.0,1.7597037553787231,1.7597037553787231
11.0,1.7907249927520752,1.7907249927520752
12.0,1.743748426437378,1.743748426437378
13.0,1.7184323072433472,1.7184323072433472
14.0,1.7055728435516357,1.7055728435516357
15.0,1.6907215118408203,1.6907215118408203
16.0,1.6783146858215332,1.6783146858215332
17.0,1.6657688617706299,1.6657688617706299
18.0,1.6537994146347046,1.6537994146347046
19.0,1.645425796508789,1.645425796508789
20.0,1.6370646953582764,1.6370646953582764
21.0,1.629523515701294,1.629523515701294
22.0,1.6218321323394775,1.6218321323394775
23.0,1.619011402130127,1.619011402130127
24.0,1.6158539056777954,1.6158539056777954
25.0,1.6123120784759521,1.6123120784759521
26.0,1.607608675956726,1.607608675956726
27.0,1.605129361152649,1.605129361152649
28.0,1.6035058498382568,1.6035058498382568
29.0,1.6015194654464722,1.6015194654464722
30.0,1.5995614528656006,1.5995614528656006
31.0,1.5968267917633057,1.5968267917633057
32.0,1.5958483219146729,1.5958483219146729
33.0,1.5942410230636597,1.5942410230636597
34.0,1.5937162637710571,1.5937162637710571
35.0,1.5930063724517822,1.5930063724517822
36.0,1.5918563604354858,1.5918563604354858
37.0,1.5907585620880127,1.5907585620880127
38.0,1.5901240110397339,1.5901240110397339
39.0,1.589829683303833,1.589829683303833
40.0,1.5895920991897583,1.5895920991897583
41.0,1.5893107652664185,1.5893107652664185
42.0,1.588887095451355,1.588887095451355
43.0,1.588647484779358,1.588647484779358
44.0,1.5885124206542969,1.5885124206542969
45.0,1.5883880853652954,1.5883880853652954
46.0,1.588230848312378,1.588230848312378
47.0,1.5880138874053955,1.5880138874053955
48.0,1.5878980159759521,1.5878980159759521
49.0,1.5878148078918457,1.5878148078918457
50.0,1.5877270698547363,1.5877270698547363
51.0,1.5876555442810059,1.5876555442810059
52.0,1.5875993967056274,1.5875993967056274
53.0,1.5875755548477173,1.5875755548477173
54.0,1.587546944618225,1.587546944618225
55.0,1.5875071287155151,1.5875071287155151
56.0,1.587476372718811,1.587476372718811
57.0,1.5874606370925903,1.5874606370925903
58.0,1.5874536037445068,1.5874536037445068
59.0,1.5874477624893188,1.5874477624893188
60.0,1.587441325187683,1.587441325187683
61.0,1.587432861328125,1.587432861328125
62.0,1.5874279737472534,1.5874279737472534
63.0,1.5874634981155396,1.5874634981155396
64.0,1.5874236822128296,1.5874236822128296
65.0,1.5874149799346924,1.5874149799346924
66.0,1.5874109268188477,1.5874109268188477
67.0,1.5874072313308716,1.5874072313308716
68.0,1.5874040126800537,1.5874040126800537
69.0,1.5874013900756836,1.5874013900756836
70.0,1.587396502494812,1.587396502494812
71.0,1.5873945951461792,1.5873945951461792
72.0,1.5873929262161255,1.5873929262161255
73.0,1.5873899459838867,1.5873899459838867
74.0,1.5873881578445435,1.5873881578445435
75.0,1.5873878002166748,1.5873878002166748
76.0,1.58738374710083,1.58738374710083
77.0,1.5873827934265137,1.5873827934265137
78.0,1.5873812437057495,1.5873812437057495
79.0,1.5873794555664062,1.5873794555664062
80.0,1.5873780250549316,1.5873780250549316
81.0,1.5873764753341675,1.5873764753341675
82.0,1.5873758792877197,1.5873758792877197
83.0,1.5873745679855347,1.5873745679855347
84.0,1.5873754024505615,1.5873754024505615
85.0,1.587373971939087,1.587373971939087
86.0,1.5873732566833496,1.5873732566833496
87.0,1.5873725414276123,1.5873725414276123
88.0,1.5873713493347168,1.5873713493347168
89.0,1.5873711109161377,1.5873711109161377
90.0,1.5873701572418213,1.5873701572418213
91.0,1.5873697996139526,1.5873697996139526
92.0,1.5873692035675049,1.5873692035675049
93.0,1.5873688459396362,1.5873688459396362
94.0,1.587368369102478,1.587368369102478
95.0,1.587368369102478,1.587368369102478
