condition,CNN_test_balanced_accuracy,CNN_test_accuracy,CNN_test_macro_f1,kNN_selected_k,kNN_test_balanced_accuracy,kNN_test_accuracy,kNN_test_macro_f1,prototype_test_balanced_accuracy,prototype_test_accuracy,prototype_test_macro_f1,linear_probe_test_balanced_accuracy,linear_probe_test_accuracy,linear_probe_test_macro_f1,retrieval_macro_mAP,retrieval_micro_mAP,SameLabel_macro_at_1,SameLabel_micro_at_1,D_intra_macro,D_inter_centroids,D_inter_over_D_intra,NMI_arithmetic,ARI,silhouette_macro,silhouette_micro
D_mixed_to_raw,0.5481301106301106,0.5669291338582677,0.5126148615477434,15,0.5868506493506493,0.5984251968503937,0.5618461163819871,0.5653860028860028,0.5748031496062992,0.5322157193036677,0.5716991341991342,0.5826771653543307,0.5465787099417182,0.4636427974290683,0.47643861022229533,0.5590728715728716,0.5748031496062992,0.06135818109421003,0.08435751497745514,1.3748372828483433,0.6523971532210978,0.408396927193253,0.09889660696371493,0.09944021658952121
D_mixed_to_reconstruction,0.6697931697931697,0.6771653543307087,0.6551393641187887,15,0.7017797017797017,0.7007874015748031,0.681159390744841,0.6721079846079845,0.6692913385826772,0.6499743715475982,0.7061087061087061,0.7007874015748031,0.6871926612881561,0.519476958651279,0.5262508785218821,0.6449615199615201,0.6377952755905512,0.06185587031085451,0.1018577441573143,1.6466948673389459,0.6296795009097218,0.3694351727973026,0.1540171512065277,0.15906131332587647
