split,accuracy,balanced_accuracy,macro_f1,weighted_f1,loss
train_mixed,0.898021308980213,0.8981581034626984,0.8973538681389125,0.8975109439891935,0.5857005099818405
val_mixed,0.6496062992125984,0.6485164141414141,0.6407734745371415,0.6402682025839735,1.1141953947037224
test_raw,0.5669291338582677,0.5481301106301106,0.5126148615477434,0.5197841944445197,1.3046848773956299
test_reconstruction,0.6771653543307087,0.6697931697931697,0.6551393641187887,0.6627946586381284,1.0349798202514648
