seed,epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1
11,1,29.70872001188347,0.1007944916014205,19.2885856628418,0.0594696969696969,0.0634920634920634,0.0430455449637035
11,2,17.232982530446144,0.1475914358110066,12.27907371520996,0.1475589225589225,0.1507936507936507,0.141692020569274
11,3,12.91630619364228,0.1986347875843344,12.13428783416748,0.1494107744107744,0.1507936507936507,0.0954069571090847
11,4,10.940927034401032,0.2456542128151033,10.351736068725586,0.2527837902837903,0.2301587301587301,0.1987564509943026
11,5,7.685716126748904,0.3166271558051599,8.98206615447998,0.2252405002405002,0.2222222222222222,0.2229135840005405
11,6,5.836584871689341,0.3530414180891025,7.311707973480225,0.2253727753727753,0.2301587301587301,0.241381354940405
11,7,4.443697945386325,0.419322944339876,6.249748229980469,0.2951839826839827,0.2936507936507936,0.2928653484947376
11,8,3.473478004567184,0.4771540448271947,5.709385395050049,0.3406204906204906,0.3253968253968254,0.3062371615312791
11,9,2.773753948753344,0.5194469229524813,5.074931144714356,0.3555675805675806,0.3492063492063492,0.3410448964281867
11,10,2.257767321320696,0.5835296307703459,4.450995445251465,0.3714405964405964,0.373015873015873,0.362986527995788
11,11,1.934205167470003,0.6332995664929344,4.273395538330078,0.3671416546416546,0.365079365079365,0.3509810405643738
11,12,1.668648755283651,0.65661046590086,4.166203498840332,0.3776575276575276,0.373015873015873,0.3565250830760151
11,13,1.488856068371495,0.6905644829998073,3.9384920597076416,0.3846019721019721,0.3809523809523809,0.3653526811299086
11,14,1.3412679087069277,0.7119441143422115,3.717702865600586,0.4123797498797498,0.4126984126984127,0.390915597699373
11,15,1.2517105933926398,0.7155192322397519,3.680695056915283,0.4123797498797498,0.4126984126984127,0.3900877813390114
11,16,1.187190799930625,0.7324445530675018,3.6551802158355713,0.4242845117845117,0.4206349206349206,0.4067632420093496
11,17,1.1330180664686245,0.7605854555630119,3.591493606567383,0.4769300144300144,0.4682539682539682,0.466381387002517
11,18,1.0690919608134206,0.7658454593521963,3.6051201820373535,0.4500781625781624,0.4444444444444444,0.431318097677716
11,19,1.0314483511263246,0.7548177208364814,3.5241990089416504,0.4696849446849446,0.4603174603174603,0.4517311669636147
11,20,0.9762736923107798,0.7708622339602105,3.5050711631774902,0.4838744588744588,0.4761904761904761,0.4678241156709799
11,21,0.9416749177824404,0.780459166766033,3.563761711120605,0.4667448292448291,0.4603174603174603,0.4461519839824709
11,22,0.9092906493430704,0.786003028108917,3.446751594543457,0.4667448292448291,0.4603174603174603,0.4464029407551668
11,23,0.8666327593658959,0.7958796227445308,3.4017996788024902,0.4755411255411255,0.4682539682539682,0.4630683696230034
11,24,0.8278488674795771,0.8066958454600323,3.4549684524536133,0.4570226070226069,0.4523809523809524,0.4439836845536609
11,25,0.8117262929318899,0.8017964736003383,3.5136654376983643,0.469558682058682,0.4603174603174603,0.4579904103348263
11,26,0.7662890523723399,0.8070302581048406,3.337430715560913,0.4927068302068302,0.4841269841269841,0.4840530546098813
11,27,0.7396051807781094,0.8173913517822018,3.3275346755981445,0.4639670514670513,0.4603174603174603,0.4539591998046284
11,28,0.7167320289423051,0.8243815194447258,3.4240572452545166,0.4749458874458874,0.4603174603174603,0.4637303488353428
11,29,0.6833195209297994,0.83291479355856,3.438159704208374,0.4550384800384799,0.4444444444444444,0.4451992989885034
11,30,0.669777846223516,0.8299316310122254,3.3985159397125244,0.4772607022607023,0.4682539682539682,0.4708248728184115
11,31,0.6429061487496618,0.8334674076681913,3.339632511138916,0.4838744588744588,0.4761904761904761,0.4757221684719777
