seed,epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,conjunction_firing_fraction,residual_mean_abs_logit
11,0,0.1519968818212745,0.962085781283432,3.234553575515747,0.5202801827801827,0.5158730158730159,0.5160148394702171,0.530944111579317,0.0
11,1,0.9562042693057692,0.8220731900316486,4.877438068389893,0.4416786916786916,0.4206349206349206,0.4027212688358077,0.4531490046966904,3.637441806692295
11,2,0.6184855506670455,0.8540144978461202,3.276024341583252,0.4713383838383838,0.4682539682539682,0.4690880650172157,0.2655817915459573,1.2684578062996033
11,3,0.2551462756222989,0.9144439273182798,3.2687289714813232,0.4887987012987012,0.4841269841269841,0.4826967557651365,0.0505922987446229,0.3486229629112929
11,4,0.1536757039633962,0.9604517943553276,3.2412869930267334,0.5202801827801827,0.5158730158730159,0.5160148394702171,0.0045883263102449,0.0354387697088655
11,5,0.1519503955073693,0.962085781283432,3.236288070678711,0.5202801827801827,0.5158730158730159,0.5160148394702171,0.0008202747783337,0.0079358002496144
11,6,0.1519721599997834,0.962085781283432,3.2352304458618164,0.5202801827801827,0.5158730158730159,0.5160148394702171,0.0003346940567114,0.0038184495199294
11,7,0.1519696220832519,0.962085781283432,3.235496997833252,0.5202801827801827,0.5158730158730159,0.5160148394702171,0.0005425061452023,0.0067533292467631
11,8,0.151922825973949,0.962085781283432,3.235600233078003,0.5202801827801827,0.5158730158730159,0.5160148394702171,0.0010548349574225,0.0139510177430652
11,9,0.1518118295581328,0.962085781283432,3.235456943511963,0.5202801827801827,0.5158730158730159,0.5160148394702171,0.0016549523746817,0.0238064205835735
11,10,0.151691404400512,0.962085781283432,3.233428955078125,0.5110209235209234,0.5079365079365079,0.5068327934460658,0.002265357519094,0.0366186818117817
11,11,0.1514927800007408,0.962085781283432,3.23131799697876,0.5110209235209234,0.5079365079365079,0.5068327934460658,0.0028723334211219,0.0534932424151708
11,12,0.151180459356349,0.963688345385996,3.2272696495056152,0.5110209235209234,0.5079365079365079,0.5079581777236241,0.0033352811430076,0.0701176022726392
11,13,0.1507180641932659,0.963688345385996,3.2224910259246826,0.5110209235209234,0.5079365079365079,0.5079581777236241,0.0036658601088578,0.0862557749268869
11,14,0.1503748651113034,0.963688345385996,3.218268871307373,0.5110209235209234,0.5079365079365079,0.5079581777236241,0.0038647561671495,0.1001159930355334
11,15,0.1500246347586998,0.9653550120526628,3.2142763137817383,0.5110209235209234,0.5079365079365079,0.5079581777236241,0.0040266164076902,0.1156670302941055
11,16,0.149876984435802,0.9653550120526628,3.210186243057251,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0041740738302168,0.131312092776021
11,17,0.1496389015816575,0.9653550120526628,3.2061092853546143,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0043640538583091,0.1463937103432953
11,18,0.1494330922317997,0.9653550120526628,3.2027840614318848,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.00451494052322,0.156544115177538
11,19,0.1493764495582876,0.9637210251245582,3.200188636779785,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0047234384601878,0.1670921164214926
11,20,0.1492273569517414,0.9653550120526628,3.199578285217285,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0048798119129137,0.1714328584216889
11,21,0.1491480529590441,0.9653550120526628,3.1981542110443115,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0049374231849705,0.1754439217703683
11,22,0.1490839832877538,0.9653550120526628,3.1956138610839844,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0048777543674831,0.1778830069082754
11,23,0.149147956755506,0.963688345385996,3.194854021072388,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0048125987621806,0.1750348610852761
11,24,0.1489422966096159,0.963688345385996,3.1930980682373047,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0047453856114476,0.1742972722129216
11,25,0.1487305779747421,0.9653550120526628,3.191831111907959,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.004686402642437,0.1745548551044766
11,26,0.1486682708722999,0.9653550120526628,3.19016170501709,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.004789965762444,0.1808266816315827
11,27,0.1485320339925112,0.9653550120526628,3.18811297416687,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0048523779738389,0.1869518946087549
11,28,0.1483441467000982,0.9653550120526628,3.187666177749634,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0048578647616539,0.1875029266195953
11,29,0.1483915508973208,0.9653550120526628,3.1874876022338867,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0050176674567641,0.1929789346361917
11,30,0.1482538866093975,0.9653550120526628,3.1870076656341557,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0047659610657536,0.1894770627299314
11,31,0.1483398882380451,0.9653550120526628,3.186564922332764,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0045903838556755,0.1922276612942811
11,32,0.1482322485588503,0.9653550120526628,3.185781955718994,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0047783063383372,0.1988083773819857
11,33,0.1480606828211917,0.9653550120526628,3.184610605239868,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0049237062154332,0.2062562407639922
11,34,0.1479398581277893,0.9653550120526628,3.183890581130981,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.004976516548152,0.2090676524651744
11,35,0.1479137323142739,0.9653550120526628,3.183066844940185,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.005033441971732,0.20700602052073
11,36,0.1480699963803545,0.9653550120526628,3.1805999279022217,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0048345459134404,0.2117783077179439
11,37,0.1479162384023354,0.9653550120526628,3.180311679840088,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0047371554297252,0.2097544594416542
11,38,0.1477134572197771,0.9653550120526628,3.1802978515625,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0051027126678957,0.213257078140501
11,39,0.147500512650214,0.9653550120526628,3.180011987686157,0.5179653679653679,0.5158730158730159,0.5149849673591093,0.0050773362742516,0.2154471382262214
