epoch,optimization_train_loss,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,split_seed,representation,requested_duration_ms,actual_duration_ms,n_time_bins
66,1.1676075143634148,1.1548474629720051,0.6438801177173269,1.8634627205984933,0.2996031746031746,0.31547619047619047,0.28646594948452536,11,fixed_100ms,100.0,93.75,43
67,1.1610065333748263,1.1418229428977087,0.6196833895598431,1.8647882824852353,0.31790674603174607,0.3333333333333333,0.30709661776350755,11,fixed_100ms,100.0,93.75,43
68,1.1580947772511896,1.1334176493390802,0.6468916439119928,1.8534189405895414,0.34135378510378506,0.35119047619047616,0.3388143348197696,11,fixed_100ms,100.0,93.75,43
69,1.1351029508018893,1.117929102739698,0.6560417743920651,1.8576013474237352,0.3201388888888889,0.3392857142857143,0.3041675392696565,11,fixed_100ms,100.0,93.75,43
70,1.1267351834279187,1.1072565394627474,0.6641376043992323,1.8500516074044364,0.3156746031746032,0.3333333333333333,0.3044599227932561,11,fixed_100ms,100.0,93.75,43
71,1.117949775929721,1.0993957479544905,0.669913554978962,1.8468869981311618,0.35056852869352867,0.3630952380952381,0.3425456241737246,11,fixed_100ms,100.0,93.75,43
72,1.105768319070964,1.081803367822675,0.6745731692315994,1.8426427841186523,0.3440819597069597,0.35714285714285715,0.3421036051403126,11,fixed_100ms,100.0,93.75,43
73,1.087654072283699,1.0721125452773377,0.6755617999440674,1.8404825301397414,0.34097222222222223,0.35714285714285715,0.3267811848397504,11,fixed_100ms,100.0,93.75,43
74,1.074940609732014,1.0676584703617376,0.6784187663548128,1.8402762640090216,0.3414911477411477,0.35714285714285715,0.34293179007381785,11,fixed_100ms,100.0,93.75,43
75,1.067319925351213,1.0483642914010294,0.6657454914358983,1.8376542045956565,0.34730616605616604,0.3630952380952381,0.34405279796160015,11,fixed_100ms,100.0,93.75,43
76,1.069246437564586,1.034541503938239,0.7072369712267967,1.8264740989321755,0.3865308302808303,0.39880952380952384,0.37617349704082786,11,fixed_100ms,100.0,93.75,43
77,1.0401723162433136,1.0291251896312401,0.6849884174375455,1.8375823157174247,0.32895299145299145,0.34523809523809523,0.3273029978689776,11,fixed_100ms,100.0,93.75,43
78,1.035263728295732,1.0201710674997646,0.6884842324159184,1.8246121179489863,0.3560630341880342,0.36904761904761907,0.3466843062319957,11,fixed_100ms,100.0,93.75,43
79,1.0169255503568508,1.0157854412086855,0.6808022505333552,1.8276516596476238,0.37857905982905976,0.39285714285714285,0.3749029144721005,11,fixed_100ms,100.0,93.75,43
80,1.0092023036265023,1.0093756421806928,0.7014584164656839,1.8220099948701405,0.3666895604395604,0.375,0.3603175871367223,11,fixed_100ms,100.0,93.75,43
81,1.0156838623982556,0.9837001584610849,0.7224049400648237,1.8208378837222146,0.3344856532356532,0.35119047619047616,0.3249068570040437,11,fixed_100ms,100.0,93.75,43
82,0.9899012257717941,0.9694667312334169,0.7190433913544378,1.8083434331984747,0.3674336080586081,0.38095238095238093,0.3649998792003302,11,fixed_100ms,100.0,93.75,43
83,0.9773428010240791,0.9625773359894503,0.7248294737030202,1.8050156093779064,0.3685019841269841,0.38095238095238093,0.3550518142252013,11,fixed_100ms,100.0,93.75,43
84,0.9666625859852357,0.9515509775349679,0.7116332222800246,1.805042130606515,0.3414300976800977,0.35714285714285715,0.3345846956494414,11,fixed_100ms,100.0,93.75,43
85,0.9545727865750935,0.9376106582097787,0.7313409331214563,1.795500709896996,0.35652090964590966,0.36904761904761907,0.3524218365591832,11,fixed_100ms,100.0,93.75,43
86,0.9456370450415701,0.9327542686862266,0.7361198441503674,1.793351309640067,0.3737103174603174,0.3869047619047619,0.3549513564278608,11,fixed_100ms,100.0,93.75,43
87,0.9334633546555318,0.9232716190490083,0.735639735094677,1.8067851747785295,0.3680631868131869,0.38095238095238093,0.36185079540342696,11,fixed_100ms,100.0,93.75,43
88,0.9343011919057594,0.9152988297884319,0.7377723783610409,1.7972136906215124,0.36254960317460316,0.375,0.34851678237702494,11,fixed_100ms,100.0,93.75,43
89,0.915223555744819,0.9059415293439629,0.7250649094035722,1.7959188733782088,0.35516636141636143,0.36904761904761907,0.3476256867195773,11,fixed_100ms,100.0,93.75,43
90,0.9104740207300246,0.8936361236892156,0.7474838193224821,1.7872962043398903,0.3689598595848596,0.38095238095238093,0.35924887945833356,11,fixed_100ms,100.0,93.75,43
91,0.9065214049391277,0.8804105442774871,0.7526945485157693,1.778097697666713,0.3543269230769231,0.36904761904761907,0.34599361859928557,11,fixed_100ms,100.0,93.75,43
92,0.8954406348164476,0.8770345931782912,0.7504338004338003,1.7896106810796828,0.38508089133089135,0.39880952380952384,0.37480920079651964,11,fixed_100ms,100.0,93.75,43
93,0.8814399688498779,0.8632765476058863,0.767518075584936,1.7683930169968378,0.3981723137973138,0.4107142857142857,0.40281418265398283,11,fixed_100ms,100.0,93.75,43
94,0.8740515449012101,0.857141418776922,0.7503602469445493,1.782117071605864,0.3587148962148962,0.375,0.3534095606464028,11,fixed_100ms,100.0,93.75,43
95,0.867031134399478,0.845972552989264,0.764183564183564,1.7768505641392298,0.37565628815628815,0.3869047619047619,0.3648817193771028,11,fixed_100ms,100.0,93.75,43
96,0.8443437576044031,0.8367167178939723,0.7655771278227673,1.780111585344587,0.35449862637362634,0.36904761904761907,0.34741618883066255,11,fixed_100ms,100.0,93.75,43
97,0.8352740530697804,0.8295708902227054,0.7826705842694214,1.7756147838774181,0.375370115995116,0.3869047619047619,0.3719296239240963,11,fixed_100ms,100.0,93.75,43
98,0.8299568154277042,0.8228709142912859,0.7561180282110515,1.7820518584478469,0.3859203296703297,0.39880952380952384,0.3788257883302641,11,fixed_100ms,100.0,93.75,43
99,0.8289736056977598,0.8090973420213103,0.7790301517045704,1.7757770447503953,0.375370115995116,0.3869047619047619,0.3689605753285867,11,fixed_100ms,100.0,93.75,43
100,0.8155619543303484,0.7976867147961503,0.7799368718700114,1.7664662315731956,0.38148275335775333,0.39880952380952384,0.37828562645685343,11,fixed_100ms,100.0,93.75,43
101,0.8023073299625885,0.7841015941691849,0.7920109438278042,1.7589437393915086,0.38550061050061046,0.39880952380952384,0.37835214247924004,11,fixed_100ms,100.0,93.75,43
102,0.7931585976662626,0.7751501991064044,0.7844812870975661,1.757731210617792,0.38666437728937736,0.39880952380952384,0.38439819599255265,11,fixed_100ms,100.0,93.75,43
103,0.7848843302366868,0.7684690447473426,0.7984639573665735,1.752431869506836,0.3847947191697192,0.39880952380952384,0.3760604341164295,11,fixed_100ms,100.0,93.75,43
104,0.7862131385683263,0.7596176995171441,0.7988817554224532,1.7636127017793202,0.4012591575091575,0.4166666666666667,0.39594769551011666,11,fixed_100ms,100.0,93.75,43
105,0.7822287018943883,0.7502626143161606,0.8133071339103316,1.7626707894461495,0.3312614468864469,0.34523809523809523,0.32593995510662177,11,fixed_100ms,100.0,93.75,43
106,0.7697305260714246,0.747664237672178,0.8163856351719724,1.757009642464774,0.39566926129426133,0.4107142857142857,0.38624289779954085,11,fixed_100ms,100.0,93.75,43
107,0.756266043496082,0.7378906633868907,0.807331466742804,1.7523112069992792,0.41064560439560444,0.4226190476190476,0.41061711797638417,11,fixed_100ms,100.0,93.75,43
108,0.7545587979022812,0.731198472796746,0.8012571416641184,1.763085092817034,0.39540598290598283,0.4107142857142857,0.39201743257689553,11,fixed_100ms,100.0,93.75,43
109,0.7522799005298495,0.7242434519641804,0.8227941517549077,1.7493500028337752,0.3958447802197802,0.4107142857142857,0.38971417394089397,11,fixed_100ms,100.0,93.75,43
110,0.7312173773407686,0.7158686799823113,0.8097779624305788,1.7558140073503767,0.3760989010989011,0.39285714285714285,0.37074314820637805,11,fixed_100ms,100.0,93.75,43
111,0.7291392346598068,0.7129211905617384,0.8077271290934082,1.7578604107811338,0.4157967032967033,0.42857142857142855,0.4048256161955852,11,fixed_100ms,100.0,93.75,43
112,0.716792982079448,0.7090376088204374,0.8214081576726926,1.761989366440546,0.36402243589743594,0.38095238095238093,0.35971006199641886,11,fixed_100ms,100.0,93.75,43
113,0.7101345639558708,0.6928950855567021,0.8210777924804088,1.744489624386742,0.38698870573870575,0.39880952380952384,0.3832012586395475,11,fixed_100ms,100.0,93.75,43
